,smiles,lumo
79389,CC12C(O)C3N1CC23O,0.0649
79390,CC12CC3C1C(O)C23C,0.0627
79391,CC12CC3C1C(O)C23O,0.0554
79392,CC12CN3C1C(O)C23C,0.064
79393,CC12NC3C1C(O)C23O,0.0495
79394,CC12OC3C1C(O)C23C,0.0727
79395,CC12OC3C1C(O)C23O,0.0611
79396,CC1C2C3CC2(C)C13C,0.092
79397,CC1C2C3CC2(C)C13O,0.0734
79398,CC1C2C3CC2(O)C13C,0.0732
79399,CC1C2C3CC2(O)C13O,0.0649
79400,CC1C2C3OC2(C)C13C,0.0851
79401,CC1C2C3OC2(C)C13O,0.065
79402,CC1C2N3CC2(C)C13C,0.0892
79403,CC1C2N3CC2(O)C13C,0.0706
79404,CC1N2C3CC2(C)C13C,0.0897
79405,CC1N2C3CC2(C)C13O,0.0716
79406,CN1C2C3CC2(C)C13C,0.086
79407,CN1C2C3NC2(C)C13C,0.0834
79408,CN1C2C3OC2(C)C13C,0.0786
79409,OC1C2C3CC2(O)C13O,0.0598
79410,CC1C2C3CC2(C3)C1=O,-0.0174
79411,CC1C2C3CC2(O3)C1=O,-0.0361
79412,CC1C2N3CC2(C3)C1=O,-0.0273
79413,CC1N2C3CC2(C3)C1=O,-0.0247
79414,CN1C2C3CC2(C3)C1=O,0.0176
79415,CN1C2C3CC2(N3)C1=O,0.0033
79416,CN1C2C3CC2(O3)C1=N,0.0
79417,CN1C2C3CC2(O3)C1=O,-0.006
79418,OC1C2C3CC2(C3)C1=O,-0.028
79419,OC1C2C3CC2(N3)C1=O,-0.037
79420,OC1C2C3CC2(O3)C1=O,-0.0438
79421,OC1C2N3CC2(C3)C1=O,-0.0387
79422,CC1C2C3CC2(C=O)C13,-0.0258
79423,CC1C2C3CC2(C=O)N13,-0.0429
79424,CC1C2C3OC2(C=O)C13,-0.0371
79425,CC1C2N3CC2(C=O)C13,-0.0367
79426,CN1C2C3CC2(C=O)C13,-0.0343
79427,CN1C2C3NC2(C=O)C13,-0.0486
79428,CN1C2C3OC2(C=O)C13,-0.0462
79429,OC1C2C3CC2(C=O)C13,-0.0285
79430,OC1C2C3NC2(C=O)C13,-0.0413
79431,OC1C2C3OC2(C=O)C13,-0.0396
79432,OC1C2N3CC2(C=O)C13,-0.0424
79433,CC1C2C3CC(N13)C2=O,-0.012
79434,CC1C2C3CC2C(=O)C13,-0.0008
79435,CC1C2C3CN2C1C3=O,-0.0151
79436,CC1C2C3OC2C(=O)C13,-0.0174
79437,CN1C2C3CC2C(=O)C13,-0.0051
79438,CN1C2C3NC2C(=O)C13,-0.0123
79439,CN1C2C3OC2C(=O)C13,-0.0236
79440,OC1C2C3CC2C(=O)C13,-0.0067
79441,OC1C2C3CN2C1C3=O,-0.0149
79442,OC1C2C3NC2C(=O)C13,-0.0125
79443,OC1C2C3OC2C(=O)C13,-0.0238
79444,CC1C2C3CC(C2O)N13,0.0748
79445,CC1C2C3CC2C(C)C13,0.096
79446,CC1C2C3CC2C(O)C13,0.0784
79447,CC1C2C3CN2C1C3O,0.0723
79448,CC1C2C3OC2C(C)C13,0.0801
79449,CC1C2C3OC2C(O)C13,0.0668
79450,CC1C2CC3C2C(O)C13,0.0745
79451,CC1C2CN3C2C(O)C13,0.0836
79452,CC1C2OC3C2C(O)C13,0.0672
79453,CC1C2OC3C2N(C)C13,0.0783
79454,CN1C2C3OC2C(O)C13,0.0557
79455,OC1C2C3CC2C(O)C13,0.0643
79456,OC1C2C3CN2C1C3O,0.0609
79457,OC1C2C3OC2C(O)C13,0.0624
79458,CC12CC3CC1C3C2O,0.0706
79459,CC12CC3CN1C3C2O,0.0671
79460,CC12CC3OC1C3C2O,0.0636
79461,CC12CN3CC1C3C2O,0.0649
79462,CC12OC3CC1C3C2O,0.0803
79463,CC1C2C3CC1(C)C2O3,0.0853
79464,CC1C2C3CC1(O)C2O3,0.0686
79465,CC1C2C3CC2C1(C)C3,0.0896
79466,CC1C2C3CC2C1(C)O3,0.0885
79467,CC1C2C3CC2C1(O)C3,0.0762
79468,CC1N2C3CC2C1(C)C3,0.0868
79469,CC1N2C3CC2C1(O)C3,0.0721
79470,CN1C2C3CC1(C)C2O3,0.075
79471,OC1C2C3CC1(O)C2O3,0.0695
79472,OC1C2C3CC2C1(O)C3,0.0742
79473,OC1C2C3CN2CC13O,0.0508
79474,CC1C2C3CC2C13C#C,0.041
79475,CC1C2C3CC2C13C#N,0.0207
79476,CC1C2C3CN2C13C#C,0.0203
79477,CC1C2C3CN2C13C#N,-0.0009
79478,CC1C2C3NC2C13C#N,0.017
79479,CC1C2C3OC2C13C#C,0.0298
79480,CC1C2C3OC2C13C#N,0.0081
79481,CC1N2C3CC2C13C#C,0.0315
79482,CC1N2C3CC2C13C#N,0.0107
79483,CN1C2C3CC2C13C#C,0.0253
79484,CN1C2C3CC2C13C#N,0.0036
79485,CN1C2C3NC2C13C#C,0.0215
79486,CN1C2C3NC2C13C#N,-0.0004
79487,CN1C2C3OC2C13C#C,0.0139
79488,CN1C2C3OC2C13C#N,-0.0088
79489,NC1C2C3CN2C13C#N,-0.0012
79490,OC1C2C3CC2C13C#C,0.0343
79491,OC1C2C3CC2C13C#N,0.0209
79492,OC1C2C3CN2C13C#C,0.0146
79493,OC1C2C3CN2C13C#N,-0.006
79494,OC1C2C3NC2C13C#N,0.0171
79495,OC1C2C3OC2C13C#C,0.03
79496,OC1C2C3OC2C13C#N,0.008
79497,CC1C2C3CC2C13C=O,-0.03
79498,CC1C2C3CN2C13C=O,-0.0434
79499,CC1C2C3OC2C13C=O,-0.0363
79500,CC1N2C3CC2C13C=O,-0.0399
79501,CN1C2C3CC2C13C=O,-0.0392
79502,CN1C2C3NC2C13C=O,-0.0399
79503,CN1C2C3OC2C13C=O,-0.048
79504,OC1C2C3CC2C13C=O,-0.0343
79505,OC1C2C3CN2C13C=O,-0.045
79506,OC1C2C3OC2C13C=O,-0.0412
79507,CC1C2C3CC2C3C1=O,-0.0104
79508,CC1C2C3CN2C3C1=O,-0.0247
79509,CC1C2C3OC2C3C1=O,-0.0241
79510,CC1N2C3CC2C3C1=O,-0.0177
79511,CN1C2C3CC2C3C1=O,0.0217
79512,CN1C2C3NC2C3C1=O,0.0133
79513,CN1C2C3OC2C3C1=O,0.0079
79514,OC1C2C3CC2C3C1=O,-0.0221
79515,OC1C2C3CN2C3C1=O,-0.0385
79516,OC1C2C3OC2C3C1=O,-0.0358
79517,CC1C2C3CC2C3C1C,0.0835
79518,CC1C2C3CC2C3C1O,0.0679
79519,CC1C2C3OC2C3C1C,0.0687
79520,CC1C2C3OC2C3C1O,0.0577
79521,OC1C2C3CC2C3C1O,0.0612
79522,OC1C2C3CN2C3C1O,0.0615
79523,OC1C2C3OC2C3C1O,0.0504
79524,CC1C2C3CC1CC2O3,0.0817
79525,CC1C2C3CC2CC1C3,0.0813
79526,CC1C2C3CC2OC1C3,0.0844
79527,CC1C2C3CC2OC1O3,0.0858
79528,CC1C2C3CN1CC2O3,0.0773
79529,CC1C2C3CN2CC1O3,0.0845
79530,CN1C2C3CC1CC2O3,0.0809
79531,OC1C2C3CC1CC2O3,0.0673
79532,OC1C2C3CC2CC1C3,0.0671
79533,OC1C2C3CC2OC1C3,0.0654
79534,OC1C2C3CC2OC1O3,0.0764
79535,OC1C2C3CN2CC1O3,0.0722
79536,CC1C2C1C1(CN21)C#C,0.017
79537,CC1C2C1C1(CN21)C#N,-0.0048
79538,CC1C2C3CC3(C#C)C12,0.0406
79539,CC1C2C3CC3(C#C)N12,0.028
79540,CC1C2C3CC3(C#N)C12,0.0202
79541,CC1C2C3CC3(C#N)N12,0.0065
79542,CC1C2C3NC3(C#C)C12,0.0321
79543,CC1C2C3NC3(C#N)C12,0.0104
79544,CC1C2C3OC3(C#C)C12,0.0185
79545,CC1C2C3OC3(C#N)C12,-0.0043
79546,CC1C2N1C1CC21C#C,0.0287
79547,CC1C2N1C1CC21C#N,0.0069
79548,CN1C2C3CC3(C#C)C12,0.0354
79549,CN1C2C3CC3(C#N)C12,0.0147
79550,CN1C2C3NC3(C#C)C12,0.0251
79551,CN1C2C3NC3(C#N)C12,0.0031
79552,CN1C2C3OC3(C#C)C12,0.01
79553,CN1C2C3OC3(C#N)C12,-0.0132
79554,OC1C2C1C1(CN21)C#C,0.0124
79555,OC1C2C1C1(CN21)C#N,-0.0099
79556,OC1C2C3CC3(C#C)C12,0.029
79557,OC1C2C3CC3(C#N)C12,0.0196
79558,OC1C2C3NC3(C#C)C12,0.0188
79559,OC1C2C3NC3(C#N)C12,0.0142
79560,OC1C2C3OC3(C#C)C12,0.0048
79561,OC1C2C3OC3(C#N)C12,-0.0006
79562,CC12C(O)C1C1CC21O,0.0738
79563,CC12CC1C1C(O)C21C,0.0768
79564,CC12CC1C1C(O)C21O,0.0706
79565,CC12C(O)C1N1CC21C,0.0648
79566,CC12CN1C1C(O)C21O,0.0594
79567,CC12NC1C1C(O)C21C,0.0708
79568,CC12NC1C1C(O)C21O,0.0645
79569,CC12OC1C1C(O)C21C,0.056
79570,CC12OC1C1C(O)C21O,0.051
79571,CC1C2C3CC3(C)C12C,0.0912
79572,CC1C2C3CC3(C)C12O,0.0762
79573,CC1C2C3CC3(O)C12C,0.0756
79574,CC1C2C3CC3(O)C12O,0.0757
79575,CC1C2C3NC3(C)C12C,0.0842
79576,CC1C2C3NC3(C)C12O,0.0685
79577,CC1C2C3OC3(C)C12C,0.0849
79578,CC1C2C3OC3(C)C12O,0.0751
79579,CC1C2N3CC3(C)C12C,0.0872
79580,CC1C2N3CC3(C)C12O,0.0712
79581,CC1N2C3CC3(C)C12C,0.0837
79582,CC1N2C3CC3(O)C12C,0.0689
79583,CN1C2C3CC3(C)C12C,0.0864
79584,CN1C2C3CC3(O)C12C,0.0684
79585,CN1C2C3NC3(C)C12C,0.0775
79586,CN1C2C3OC3(C)C12C,0.0706
79587,OC1C2C3CC3(O)C12O,0.0633
79588,CC1C2C1C1(CN21)C=O,-0.0409
79589,CC1C2C3CC3(C=O)C12,-0.0255
79590,CC1C2C3CC3(C=O)N12,-0.0331
79591,CC1C2C3NC3(C=O)C12,-0.0282
79592,CC1C2C3OC3(C=O)C12,-0.0394
79593,CC1C2N1C1CC21C=O,-0.0299
79594,CN1C2C3CC3(C=O)C12,-0.0316
79595,CN1C2C3NC3(C=O)C12,-0.0351
79596,CN1C2C3OC3(C=O)C12,-0.0467
79597,OC1C2C1C1(CN21)C=O,-0.0447
79598,OC1C2C3CC3(C=O)C12,-0.0341
79599,OC1C2C3NC3(C=O)C12,-0.0213
79600,OC1C2C3OC3(C=O)C12,-0.0358
79601,CC1C2C1C(=O)C1CN21,-0.0292
79602,CC1C2C3CC3C(=O)C12,-0.0205
79603,CC1C2C3CC3C(=O)N12,-0.0103
79604,CC1C2C3CN3C(=O)C12,-0.0128
79605,CC1C2C3CN3C(=O)N12,-0.0058
79606,CC1C2C3NC3C(=O)C12,-0.0269
79607,CC1C2C3NC3C(=O)N12,-0.0149
79608,CC1C2C3OC3C(=N)N12,-0.0128
79609,CC1C2C3OC3C(=O)C12,-0.0391
79610,CC1C2C3OC3C(=O)N12,-0.0272
79611,CC1C2N1C1CC1C2=O,-0.029
79612,CN1C2C3CC3C(=O)C12,-0.0313
79613,CN1C2C3CN3C(=O)C12,-0.0214
79614,CN1C2C3NC3C(=O)C12,-0.0382
79615,CN1C2C3OC3C(=O)C12,-0.0511
79616,OC1C2C1C(=O)C1CN21,-0.0344
79617,OC1C2C3CC3C(=O)C12,-0.021
79618,OC1C2C3CN3C(=O)C12,-0.0131
79619,OC1C2C3NC3C(=O)C12,-0.0332
79620,OC1C2C3OC3C(=O)C12,-0.0473
79621,CC1C2C(O)C2C2CN12,0.0588
79622,CC1C2C(O)C2N2CC12,0.0625
79623,CC1C2C(O)C3CC3N12,0.055
79624,CC1C2C1N1CC1C2O,0.0589
79625,CC1C2C3CC3C(C)C12,0.0728
79626,CC1C2C3CC3C(O)C12,0.0626
79627,CC1C2C3NC3C(C)N12,0.0706
79628,CC1C2C3NC3C(O)C12,0.0607
79629,CC1C2C3OC3C(C)C12,0.0744
79630,CC1C2C3OC3C(C)N12,0.0678
79631,CC1C2C3OC3C(O)C12,0.0598
79632,CC1C2CC2C2C(O)C12,0.064
79633,CC1C2NC2C2C(O)C12,0.06
79634,CC1C2NC2C2C1N2C,0.0733
79635,CC1C2OC2C2C(O)C12,0.0658
79636,CC1C2OC2C2C1N2C,0.0714
79637,CN1C2C3CC3C(O)C12,0.0539
79638,CN1C2C3NC3C(O)C12,0.0595
79639,CN1C2C3OC3C(O)C12,0.0479
79640,OC1C2C1N1CC1C2O,0.0547
79641,OC1C2C3CC3C(O)C12,0.0526
79642,OC1C2C3NC3C(O)C12,0.0542
79643,OC1C2C3OC3C(O)C12,0.0432
79644,CC1C2C3CC3C12C#C,0.034
79645,CC1C2C3CC3C12C#N,0.0134
79646,CC1C2C3CN3C12C#C,0.0211
79647,CC1C2C3CN3C12C#N,-0.001
79648,CC1C2C3NC3C12C#C,0.0306
79649,CC1C2C3NC3C12C#N,0.0099
79650,CC1C2C3OC3C12C#C,0.0213
79651,CC1C2C3OC3C12C#N,0.0004
79652,CC1C2N3CC3C12C#C,0.0257
79653,CC1C2N3CC3C12C#N,0.0042
79654,CC1N2C3CC3C12C#C,0.0148
79655,CC1N2C3CC3C12C#N,-0.0063
79656,CN1C2C3CC3C12C#C,0.0235
79657,CN1C2C3CC3C12C#N,0.002
79658,CN1C2C3NC3C12C#C,0.0204
79659,CN1C2C3NC3C12C#N,-0.0012
79660,CN1C2C3OC3C12C#C,0.0105
79661,CN1C2C3OC3C12C#N,-0.0115
79662,NC1C2C3CN3C12C#N,-0.0014
79663,NC1C2N3CC3C12C#N,0.0031
79664,OC1C2C3CC3C12C#C,0.0259
79665,OC1C2C3CC3C12C#N,0.0056
79666,OC1C2C3CN3C12C#C,0.0142
79667,OC1C2C3CN3C12C#N,-0.0076
79668,OC1C2C3NC3C12C#C,0.0228
79669,OC1C2C3NC3C12C#N,0.0021
79670,OC1C2C3OC3C12C#C,0.012
79671,OC1C2C3OC3C12C#N,-0.009
79672,OC1C2N3CC3C12C#C,0.017
79673,OC1C2N3CC3C12C#N,-0.0042
79674,CC1C2C3CC3C12C=O,-0.0157
79675,CC1C2C3CN3C12C=O,-0.0308
79676,CC1C2C3NC3C12C=O,-0.0185
79677,CC1C2C3OC3C12C=O,-0.0259
79678,CC1C2N3CC3C12C=O,-0.0239
79679,CC1N2C3CC3C12C=O,-0.0412
79680,CN1C2C3CC3C12C=O,-0.0256
79681,CN1C2C3NC3C12C=O,-0.0286
79682,CN1C2C3OC3C12C=O,-0.0363
79683,OC1C2C3CC3C12C=O,-0.0243
79684,OC1C2C3CN3C12C=O,-0.0371
79685,OC1C2C3NC3C12C=O,-0.025
79686,OC1C2C3OC3C12C=O,-0.0338
79687,OC1C2N3CC3C12C=O,-0.0324
79688,CC1C2C3CC3C1C2=O,0.0077
79689,CC1C2C3CN3C1C2=O,-0.0049
79690,CC1C2C3NC3C1C2=O,0.0016
79691,CC1C2C3OC3C1C2=O,-0.0074
79692,CN1C2C3CC3C1C2=O,0.009
79693,CN1C2C3NC3C1C2=O,0.0042
79694,CN1C2C3OC3C1C2=O,-0.0073
79695,OC1C2C3CC3C1C2=O,-0.0032
79696,OC1C2C3CN3C1C2=O,-0.0174
79697,OC1C2C3NC3C1C2=O,-0.0129
79698,OC1C2C3OC3C1C2=O,-0.0231
79699,CC1C2C3CC3C1C2C,0.0894
79700,CC1C2C3CC3C1C2O,0.0769
79701,CC1C2C3CN3C1C2C,0.0927
79702,CC1C2C3CN3C1C2O,0.0735
79703,CC1C2C3NC3C1C2O,0.0646
79704,CC1C2C3NC3C1N2C,0.0772
79705,CC1C2C3OC3C1C2C,0.0905
79706,CC1C2C3OC3C1C2O,0.0725
79707,CC1C2C3OC3C1N2C,0.0731
79708,CN1C2C3CC3C1C2O,0.0874
79709,CN1C2C3NC3C1C2O,0.0744
79710,CN1C2C3OC3C1C2O,0.0702
79711,OC1C2C3CC3C1C2O,0.0725
79712,OC1C2C3CN3C1C2O,0.0654
79713,OC1C2C3NC3C1C2O,0.0678
79714,OC1C2C3OC3C1C2O,0.066
79715,CC1C2C(C3CN23)C1=O,-0.0322
79716,CC1C2C3CC3C2C1=O,-0.0188
79717,CC1C2C3CC3N2C1=O,-0.0037
79718,CC1C2C3CN3C2C1=O,-0.0349
79719,CC1C2C3NC3C2C1=O,-0.0103
79720,CC1C2C3OC3C2C1=O,-0.0192
79721,CC1N2C3CC3C2C1=O,-0.0278
79722,CN1C2C3CC3C2C1=O,0.0301
79723,CN1C2C3CN3C2C1=O,0.0113
79724,CN1C2C3NC3C2C1=O,0.0325
79725,CN1C2C3OC3C2C1=O,0.0234
79726,OC1C2C(C3CN23)C1=O,-0.0465
79727,OC1C2C3CC3C2C1=O,-0.0311
79728,OC1C2C3CC3N2C1=N,-0.0032
79729,OC1C2C3CC3N2C1=O,-0.0173
79730,OC1C2C3CN3C2C1=O,-0.0468
79731,OC1C2C3NC3C2C1=O,-0.0256
79732,OC1C2C3OC3C2C1=O,-0.0346
79733,CC12CC3CC3C1C2O,0.0715
79734,CC12CC3CN3C1C2O,0.0667
79735,CC12CC3NC3C1C2O,0.0631
79736,CC12CC3OC3C1C2O,0.0693
79737,CC12CN3CC3C1C2O,0.0696
79738,CC12OC3CC3C1C2O,0.0769
79739,CC1C2C3CC3CC12C,0.0792
79740,CC1C2C3CC3CC12O,0.0794
79741,CC1C2C3CC3OC12C,0.0784
79742,CC1C2C3CN3CC12C,0.0789
79743,CC1C2C3CN3CC12O,0.0716
79744,CC1C2C3NC3CC12O,0.072
79745,CC1C2C3OC3CC12C,0.0786
79746,CC1C2C3OC3CC12O,0.0695
79747,CC1C2N3CC3CC12C,0.0824
79748,CC1C2N3CC3CC12O,0.0743
79749,CN1C2C3NC3CC12C,0.072
79750,CN1C2C3OC3CC12C,0.0658
79751,OC1C2C3CC3CC12O,0.0641
79752,OC1C2C3CN3CC12O,0.0582
79753,OC1C2C3NC3CC12O,0.0609
79754,OC1C2C3OC3CC12O,0.0626
79755,OC1C2N3CC3CC12O,0.0562
79756,CC1C2C3C4C(CN23)N14,0.0873
79757,CC1C2C3CC4C(C23)C14,0.0837
79758,CC1C2C3CC4C(C23)N14,0.0856
79759,CC1C2C3CC4C1N4C23,0.0806
79760,CC1C2C3CN4C(C23)C14,0.0809
79761,CC1C2C3OC4C(C23)C14,0.0827
79762,CN1C2C3OC4C(C23)C14,0.0798
79763,OC1C2C3CC4C(C23)C14,0.0681
79764,OC1C2C3CC4C1N4C23,0.059
79765,OC1C2C3CN4C(C23)C14,0.0577
79766,OC1C2C3OC4C(C23)C14,0.078
79767,CC1C2C3C4C(CN24)N13,0.0684
79768,CC1C2C3CC4C1C2C34,0.0767
79769,CC1C2C3CC4C1C2N34,0.0667
79770,CC1C2C3CC4C1N2C34,0.0588
79771,CC1C2C3OC4C1C2C34,0.0552
79772,CC1C2C3OC4C1N2C34,0.0367
79773,CN1C2C3CC4C1C2N34,0.0566
79774,CN1C2C3OC4C3C2C14,0.0465
79775,OC1C2C3CC4C1C2C34,0.063
79776,OC1C2C3CC4C1C2N34,0.0611
79777,OC1C2C3CC4C1N2C34,0.05
79778,OC1C2C3CN4C1C2C34,0.0624
79779,OC1C2C3NC4C1N2C34,0.0362
79780,OC1C2C3OC4C1C2C34,0.0423
79781,OC1C2C3OC4C1N2C34,0.0213
79782,CC1C2C3CC4C3C1C24,0.0909
79783,CC1C2C3CC4C3C1N24,0.0801
79784,CC1C2C3CN4C3C1C24,0.0788
79785,CC1C2C3OC4C3C1C24,0.0785
79786,CC1C2C3OC4C3N1C24,0.065
79787,CN1C2C3CN4C3C1C24,0.0691
79788,CN1C2C3OC4C3C1C24,0.0705
79789,OC1C2C3C4CN(C13)C24,0.0709
79790,OC1C2C3CC4C2C1N34,0.0645
79791,OC1C2C3CC4C3C1C24,0.0701
79792,OC1C2C3CC4C3C1N24,0.0627
79793,OC1C2C3CN4C3C1C24,0.0716
79794,OC1C2C3OC4C3C1C24,0.0694
79795,CC12C3C(O)C1=CCN23,-0.0496
79796,CC12C3CC=C1C(O)C23,-0.036
79797,CC1C2C3CC=C1C23C,-0.025
79798,CC1C2C3CC=C1C23O,-0.0316
79799,CC1C2N3CC=C1C23C,-0.0387
79800,CC1N2C3CC=C1C23C,-0.0304
79801,CN1C2C3CN=C1C23O,-0.0561
79802,OC1C2C3CC=C1C23O,-0.0362
79803,CC1C2C3CC=CC2C13,0.0211
79804,CC1C2C3OC=NC2C13,0.0146
79805,CN1C2C3OC=NC2C13,0.0071
79806,OC1C2C3C=CCN2C13,0.0146
79807,OC1C2C3CC=CC2C13,0.0203
79808,OC1C2C3OC=NC2C13,0.013
79809,CC12CCC3C(C13)C2O,0.0682
79810,CC12CCC3C(C1O)N23,0.0552
79811,CC12CCN3C(C13)C2O,0.0574
79812,CC12COC3C(C13)C2O,0.0675
79813,CC12OCC3C(C13)C2O,0.0873
79814,CC1C2C3CCC1(C)C23,0.0857
79815,CC1C2C3CCC1(O)C23,0.0722
79816,CC1C2C3COC1(C)C23,0.0901
79817,CC1C2C3N2CCC13C,0.0809
79818,CC1C2C3N2CCC13O,0.0654
79819,CC1C2C3OCC1(C)C23,0.0863
79820,CC1C2C3OCC1(O)C23,0.0616
79821,CC1N2C3CCC1(C)C23,0.0818
79822,CC1N2C3CCC1(O)C23,0.0677
79823,CC1N2C3COC1(C)C23,0.0879
79824,CN1C2C3OCC1(C)C23,0.0882
79825,OC1C2C3CCC1(O)C23,0.0739
79826,OC1C2C3N2CCC13O,0.0719
79827,OC1C2C3OCC1(O)C23,0.0645
79828,CC12C3C(O)C1CCN23,0.0735
79829,CC12C3CCC1C(O)C23,0.0812
79830,CC12C3COC1C(O)C23,0.0768
79831,CC12C3OCC1C(O)C23,0.0758
79832,CC1C2C3CCC1C23C,0.0853
79833,CC1C2C3CCC1C23O,0.0739
79834,CC1C2C3COC1C23C,0.0898
79835,CC1C2C3COC1C23O,0.0722
79836,CC1C2C3OCC1C23C,0.0906
79837,CC1C2C3OCC1C23O,0.0699
79838,CC1C2OCC3N1C23C,0.0918
79839,CN1C2C3CCC1C23C,0.0881
79840,CN1C2C3OCC1C23C,0.092
79841,CN1C2C3OCC1C23O,0.0674
79842,OC1C2C3CCC1C23O,0.0672
79843,OC1C2C3COC1C23O,0.0656
79844,OC1C2C3OCC1C23O,0.0636
79845,CC12CCC3C1C(O)C23,0.081
79846,CC12CCN3C1C(O)C23,0.0711
79847,CC12COC3C1C(O)C23,0.0746
79848,CC12OCC3C1C(O)C23,0.0758
79849,CC1C2C3CCC2(C)C13,0.0986
79850,CC1C2C3CCC2(O)C13,0.077
79851,CC1C2C3COC2(C)C13,0.1017
79852,CC1C2C3OCC2(C)C13,0.0888
79853,CC1C2C3OCC2(O)C13,0.063
79854,CC1C2N3CCC2(O)C13,0.0694
79855,CN1C2C3CCC2(O)C13,0.0703
79856,CN1C2C3COC2(C)C13,0.0936
79857,CN1C2C3OCC2(C)C13,0.0829
79858,CN1C2C3OCC2(O)C13,0.0548
79859,OC1C2C3CCC2(O)C13,0.0749
79860,OC1C2C3OCC2(O)C13,0.0604
79861,OC1C2N3CCC2(O)C13,0.0627
79862,CC12C(O)C3C1CCC23,0.0757
79863,CC12C(O)C3C1CCN23,0.0768
79864,CC12C(O)C3C1COC23,0.0786
79865,CC1C2C3CCC2C13C,0.0883
79866,CC1C2C3CCC2C13O,0.0747
79867,CC1C2C3COC2C13C,0.0927
79868,CC1C2C3COC2C13O,0.0714
79869,CC1N2C3CCC2C13O,0.0722
79870,CN1C2C3COC2C13C,0.0912
79871,OC1C2C3CCC2C13O,0.0742
79872,OC1C2C3COC2C13O,0.0701
79873,CC12C(O)C1C1CCC21,0.0703
79874,CC12C(O)C1C1COC21,0.0635
79875,CC12C(O)C1C1OCC21,0.0528
79876,CC1C2C3CCC3C12C,0.0821
79877,CC1C2C3CCC3C12O,0.0774
79878,CC1C2C3COC3C12C,0.0665
79879,CC1C2C3COC3C12O,0.0619
79880,CC1C2C3OCC3C12C,0.0658
79881,CC1C2C3OCC3C12O,0.0638
79882,CC1C2N3CCC3C12O,0.0662
79883,CC1N2C3COC3C12C,0.0522
79884,CN1C2C3COC3C12C,0.0585
79885,CN1C2C3OCC3C12C,0.0576
79886,OC1C2C3CCC3C12O,0.0635
79887,OC1C2C3COC3C12O,0.058
79888,OC1C2C3OCC3C12O,0.0495
79889,OC1C2N3CCC3C12O,0.0516
79890,CC1C2C3CCCC2C13,0.0914
79891,CC1C2C3CCOC2C13,0.0952
79892,CC1C2C3COCC2C13,0.0962
79893,CC1C2C3COCC2N13,0.0861
79894,CC1C2C3OCCN2C13,0.0882
79895,CC1C2C3OCOC2C13,0.0926
79896,CN1C2C3CCOC2C13,0.0859
79897,CN1C2C3OCOC2C13,0.0841
79898,OC1C2C3CCCC2C13,0.0744
79899,OC1C2C3CCCN2C13,0.0759
79900,OC1C2C3CCOC2C13,0.0664
79901,OC1C2C3COCC2C13,0.0781
79902,OC1C2C3OCCN2C13,0.0672
79903,OC1C2C3OCOC2C13,0.0705
79904,CC1=CC2C(O)C2C1=O,-0.0547
79905,CC1C2C=C(C)C(=O)C12,-0.0453
79906,CC1C2C=C(C)C(=O)N12,-0.044
79907,CC1C2N=C(N)C(=O)C12,-0.0546
79908,CN1C2C=C(C)C(=O)C12,-0.0606
79909,NC1=NC2C(O)C2C1=O,-0.0607
79910,CC1=CC2C(O)C2C1O,0.0029
79911,CC1C2C(O)C2C=C1C,0.0142
79912,CC1C2C=C(C)C(C)C12,0.027
79913,CC1C2C=C(C)C(O)C12,0.0176
79914,CN1C2C=C(C)C(O)C12,0.0052
79915,CC1=CC2C(O)C1C2=O,0.0068
79916,CC1C2C=C(C)C1C2=O,0.008
79917,CN1C2C=C(C)C1C2=O,0.0075
79918,NC1=[NH+]C2C(O)[C-]1C2=O,-0.0185
79919,CC1=CC2C(O)C1C2O,0.0217
79920,CC1C2C=C(C)C1C2C,0.0255
79921,CC1C2C=C(C)C1C2O,0.0233
79922,CN1C2C=C(C)C1C2O,0.0222
79923,CC12OC(N)=NC1C2N,0.0481
79924,CC12OC(N)=NC1C2O,0.0466
79925,CC1=CC2C(O)C2(C)C1,0.016
79926,CC1=CC2C(O)C2(O)C1,0.0112
79927,CC1=NC2C(O)C2(C)O1,0.0193
79928,CC1C2C=C(C)CC12C,0.0282
79929,CC1C2C=C(C)CC12O,0.0244
79930,CC1C2N=C(C)OC12C,0.0259
79931,CC1C2N=C(N)OC12C,0.0553
79932,CC1C2C=C3CCC3C12,0.0192
79933,CC1C2C=C3COC3C12,-0.0001
79934,CC1C2N=C3OCC3C12,0.0092
79935,CN1C2C=C3COC3C12,-0.0114
79936,OC1C2C=C3CCC3C12,0.0053
79937,OC1C2C=C3COC3C12,-0.0093
79938,OC1C2N=C3NCC3C12,0.0079
79939,OC1C2N=C3OCC3C12,-0.0019
79940,CC12C(O)C1C=CC2=O,-0.0607
79941,CC1C2C=CC(=O)C12C,-0.0507
79942,CC1C2C=CC(=O)C12O,-0.0632
79943,CC1N2C=CC(=O)C12C,-0.0504
79944,CN1C2C=CC(=O)C12C,-0.0651
79945,OC1C2C=CC(=O)C12O,-0.0623
79946,CC1C2C(N=CN12)C#C,-0.0073
79947,CC1C2C(N=CN12)C#N,-0.0271
79948,CC1C2C=CC(C#C)C12,0.0128
79949,CC1C2C=CC(C#C)N12,0.0042
79950,CC1C2C=CC(C#N)C12,-0.0049
79951,CC1C2C=CC(C#N)N12,-0.0142
79952,CN1C2C=CC(C#N)C12,-0.0177
