smiles,logP
[O-]P(=O)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,2.64
OP(=O)(OC1=CC=C(Cl)C=C1)OC1=CC=C(Cl)C=C1,2.64
C[C@@]1(OC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1)C=C,3.1
[CH3:13][C@:12]1([O:16][C:17](=[O:18])[N:9]([C:10]1=[O:11])[C:8]1=[CH:1][C:2]([Cl:3])=[CH:4][C:5]([Cl:6])=[CH:7]1)[CH:14]=[CH2:15],3.1
CC1(C=C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,3.1
Nc1ccc(cc1)S(=O)(=O)c1ccc(Cl)cc1Cl,3.12
ClC1=CC=CC(NS(=O)(=O)C2=CC=CC=C2)=C1Cl,3.45
ClC1=CC(N\C=N\OCC#N)=CC(Cl)=C1OCC#C,3.0
Clc1cc(NC=NOCC#N)cc(Cl)c1OCC#C,3.0
Clc1ccc(cc1)-c1ccccc1,4.61
BrC1=CC=C(NS(=O)(=O)C2=CC=CC=C2)C(Br)=C1,3.34
Brc1ccccc1-c1ccccc1,4.59
Brc1ccc(cc1)-c1ccccc1,4.96
Brc1cc(ccc1)-c1ccccc1,4.85
c1cc([s]c1-c1ccc[s]1)-c1ccc[s]1,5.57
c1c(C(F)(F)F)ccc(Cl)c1NN=C(C(#N))C(=O)OCC,4.45
CCOC(=O)/C(=N\NC1=C(C=CC(=C1)C(F)(F)F)Cl)/C#N,4.45
O=C(OCn1ncc2C(=O)NC=Nc12)c3cccnc3,0.27
c1ncccc1C(=O)Nc2ccc(Cl)cc2,2.52
O=C(NC1=NC=NC2=C1N=CN2)C1=CC=CC=C1,1.12
O=C(NC1=NC=NC2=C1NC=N2)C1=CC=CC=C1,1.12
Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.84
CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O,1.63
c1ncccc1C(=O)Nc2ccc(N(=O)=O)cc2,1.82
N1=CSC=C1C2=Nc3ccccc3N2C(=O)OC,2.05
CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,0.4
c1cnccc1c2cnc(OC)c(C#N)c2,2.02
N#Cc2cccc(Cc1ncccn1)c2,1.46
C1c2ccccc2-c2[n]cccc21,2.96
C2c1ccccc1c3cccnc23,2.59
c1ccccc1OC(=O)OCN2C(=O)C(F)=CNC2=O,1.11
C1=C(F)C(=O)NC(=O)N1C(=O)OCc2ccccc2,1.18
C1=C(F)C(=O)N(C(=O)OCc2ccccc2)C(=O)N1,1.42
c1ccccc1c2nc(S(=O)C)nc(C(F)(F)F)c2,3.01
CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,2.8
Clc1ccccc1Oc1ccccc1,4.45
Clc1cc(ccc1)Oc1ccccc1,4.75
c1cc(Cl)ccc1N2C(=O)C(NC(=O)C)=CC2=O,0.75
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O,2.62
NS(=O)(=O)c1cc2c(cc1Cl)NC(=NS2(=O)=O)c1ccccc1,1.4
NS(=O)(=O)C1=C(Cl)C=C2N=C(NS(=O)(=O)C2=C1)C1=CC=CC=C1,1.4
Cc2cc1oc(=O)cc(C)c1c3occc23,2.84
Cc2coc3cc1oc(=O)cc(C)c1cc23,2.76
c1ccccc1c2ccccc2C(=O)O,2.89
OC(=O)c1ccc(cc1)-c1ccccc1,3.75
O=C(Oc1ccccc1)c1ccccc1,3.59
Oc1ccccc1C(=O)c1ccccc1,3.52
OC1=CC=CC(=C1)C(=O)C1=CC=CC=C1,3.07
O=Cc1cc(ccc1)Oc1ccccc1,3.38
[Na]OC(=O)C1=CC=C(C=C1)C1=CC=CC=C1,-0.27
O=C(C1=CC=CC=C1)C1=CC=CC=C1,3.18
OC\C=C\C#CC#CC1=CC=CC=C1,2.48
c1ccccc1C#CC#CC=CCO,2.48
C1c2ccccc2Oc2ccccc21,4.23
OC1=C2C=NN(COC(=O)C3=CC=CC=C3)C2=NC=N1,1.5
O=C(OCn1ncc2C(=O)NC=Nc12)c3ccccc3,1.5
c1ccccc1Nc2ccc(N=C=S)cc2,4.94
NC1=CC=C(C=C1)C1=NC2=CC=CC=C2S1,2.0
NC1=CC=C(C=C1)C1=NC2=C(S1)C=C(O)C=C2,0.66
OC(=O)C(=O)Nc1[n]c(c[s]1)-c1cc2OCCOc2cc1,1.8
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=C(C=C1)N(=O)=O,0.93
Cc3cc2cc1c(C)cc(=O)oc1cc2o3,2.82
C1=Cc2c(C)cc3OC=C(C)c3c2OC1=O,3.02
Oc1ccccc1C(=O)Nc2ccccc2N(=O)(=O),2.87
Cc3cc2cc1ccc(=O)oc1c(C)c2o3,2.93
C1c2ccccc2Sc3ccccc13,3.86
O=C(Oc1ccccc1)Oc1ccccc1,3.28
OC(=O)c1cc(ccc1)Oc1ccccc1,3.91
Cc3oc2cc1oc(=O)ccc1cc2c3C,2.93
Cc3oc2ccc1ccc(=O)oc1c2c3C,2.97
Cc3c(C)c2ccc1occc1c2oc3=O,2.9
Cc3c(C)c2cc1ccoc1cc2oc3=O,2.77
Cc2c(C)c1occc1c3oc(=O)ccc23,2.84
Cc2coc3c(C)c1oc(=O)ccc1cc23,2.81
Cc2coc3cc1oc(=O)ccc1c(C)c23,2.79
Cc3cc1c(ccc2cc(C)c(=O)oc12)o3,2.97
Cc1cc2c(o1)c(C)cc3ccc(=O)oc23,2.85
Cc3cc2ccc1occ(C)c1c2oc3=O,2.97
Cc2coc3c(C)cc1ccc(=O)oc1c23,2.88
Cc3cc1c(ccc2c(C)cc(=O)oc12)o3,3.08
Cc3cc1c(cc(C)c2ccc(=O)oc12)o3,2.92
Cc1cc(=O)oc2c1ccc3occ(C)c23,3.08
Cc2cc(=O)oc3c(C)c1occc1cc23,2.82
Cc3cc2c(C)c1ccc(=O)oc1cc2o3,2.84
[O-][N+](=O)c1cc(ccc1)Nc1ccccc1C(O)=O,4.57
[O-][N+](=O)c1cc(c(O)cc1)C(=O)Nc1ccccc1,3.66
Oc1ccccc1C(=O)Nc2ccccc2Cl,4.35
S1C=CN=C1c2ccc(C(C)C(=O)O)cc2C(F)(F)F,3.06
FC(F)(F)C1=CC=CC=C1CNC1=NC=NC2=C1N=CN2,3.04
FC(F)(F)C1=CC=C(CNC2=C3N=CN=C3N=CN2)C=C1,3.19
FC(F)(F)C1=CC=C(CNC2=NC=NC3=C2N=CN3)C=C1,3.19
FC(F)(F)C1=CC(CNC2=C3N=CN=C3N=CN2)=CC=C1,3.08
FC(F)(F)C1=CC=CC(CNC2=NC=NC3=C2N=CN3)=C1,3.08
s1c(C(#N))c(C)c(c2ccc(Cl)cc2)c1S(=O)C,3.8
OC1=C(C(=O)OCC=C)C(=O)NC2=CC(Cl)=CC=C12,3.06
OC1=CC=C(C(=S)NC2=CC(Cl)=CC=C2O)C(O)=C1,3.58
Nc1cc(O)c(cc1)C(=O)Oc1cc(Cl)ccc1,3.9
Nc1cc(O)c(cc1)C(=O)Oc1ccc(Cl)cc1,3.6
OC1=C(C(=O)C2CC2)C(=O)NC2=CC(Cl)=CC=C12,2.35
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=C(Cl)C=C1,1.95
OC(=O)CN1C=CC(=C1)C(=O)C1=CC=CC(Cl)=C1,1.97
Nc1cc(O)c(cc1)C(=O)Oc1ccccc1Cl,3.72
NC(=O)C(C(=O)\C=C\C1=CC=C(Cl)C=C1)=C1SCS1,3.64
OC1=CC=C(C(=S)NC2=CC(Cl)=CC=C2)C(O)=C1,3.9
Oc1ccc(Cl)cc1C(=O)Nc1ccccc1,4.05
OC(=O)c1ccc(Cl)cc1Nc1ccccc1,4.25
Oc1ccccc1C(=O)Nc1ccc(Cl)cc1,4.5
FC(F)(F)C1=C(CNC2=C3N=CN=C3N=CN2)C=CC=C1,3.04
S1C=C(C(F)(F)F)N=C1c2ccc(C(C)C(=O)O)cc2,3.78
O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,0.33
C(F)(F)(F)S(=O)(=O)Nc1ccc(c2ccccc2)cc1,4.97
OC1=COC(CSC2=NC3=CC=CC=C3N2)=CC1=O,1.51
O=S1(=O)NC(=NC2=CC=CC=C12)C1=CC=CC=C1,1.78
OC(=O)CN1C=CC(=C1)C1=NC2=C(S1)C=CC=C2,2.22
Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)C#N,1.63
N#CCC1=NC(=CS1)C1=CC2=C(OCCO2)C=C1,2.92
Nc1cc2Cc3cc(ccc3-c2cc1)[N+]([O-])=O,3.06
Nc1c2ccccc2[n]c2ccccc21,2.74
Nc1cccc2cc3ccccc3[n]c21,3.26
N1C(=CC2=CC=CC=C12)C1=NC=CC=C1,3.33
N(c(c(N1)ccc2)c2)=C1c(cccc3)c3,3.24
C1=CC=C(C=C1)C1N=C2C=CC=CC2=N1,3.24
IC1=CC=C(NC(=O)\C=C\C2=CC=CS2)C=C1,4.67
Ic1ccccc1C(=O)Nc2ccccc2,2.85
Nc1cc(O)c(cc1)C(=O)Oc1cc(F)ccc1,3.42
Nc1cc(O)c(cc1)C(=O)Oc1ccc(F)cc1,3.27
Nc1cc(O)c(cc1)C(=O)Oc1ccccc1F,3.29
OC1=CC=C(C(=S)NC2=CC(F)=CC=C2)C(O)=C1,3.41
OC1=CC=C(C(=S)NC2=CC=CC=C2F)C(O)=C1,3.36
C=CC#Cc1ccc([s]1)-c1ccc[s]1,5.15
c1cccc2c3cc[s]c3ccc21,4.41
CC1=C(C=CC(=C1)NS(=O)(=O)C2=CC=CC=C2[N+](=O)[O-])Br,1.03
Clc1ccccc1Oc2c(Cl)c(Cl)c(Cl)cc2,5.72
CCN(C(O)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.39
O=S(=O)(c1cc(Cl)c(Cl)cc1Cl)c1ccc(Cl)cc1,4.61
Clc1ccc(cc1Cl)Oc1cc(Cl)c(Cl)cc1,6.36
c1ccccc1Oc2c(Cl)c(Cl)c(Cl)cc2Cl,5.88
c1ccccc1Oc2c(Cl)c(Cl)cc(Cl)c2Cl,5.82
Clc1cc(ccc1Cl)Oc1c(Cl)cccc1Cl,5.7
c1cc(Cl)c(Cl)cc1Oc2c(Cl)c(Cl)ccc2,5.99
Clc1cc(Cl)ccc1Oc2c(Cl)c(Cl)ccc2,5.88
c1c(Cl)cc(Cl)cc1Oc2cc(Cl)c(Cl)cc2,6.22
Clc1ccccc1Oc2c(Cl)cc(Cl)c(Cl)c2,5.97
c1c2[s]ccc2cc2ccccc21,4.5
Clc1cc(Cl)ccc1Oc1cc(Cl)ccc1Cl,5.78
Clc2cccc(Oc1c(Cl)cc(Cl)cc1Cl)c2,6.05
c1c(Cl)cccc1Oc2c(Cl)c(Cl)c(Cl)cc2,6.07
c1c(Cl)cccc1Oc2c(Cl)cc(Cl)c(Cl)c2,6.14
c1c(Cl)c(Cl)ccc1Oc2c(Cl)cc(Cl)cc2,6.13
c1cc(Cl)ccc1Oc2c(Cl)cc(Cl)cc2Cl,5.92
c1cc(Cl)ccc1Oc2cc(Cl)c(Cl)c(Cl)c2,6.3
Clc1ccc(cc1)Oc1cc(Cl)c(Cl)cc1Cl,5.99
c1cc(Cl)ccc1Oc2c(Cl)c(Cl)ccc2Cl,5.64
N#Cc1c[nH]cc1-c1cccc2OC(F)(F)Oc21,4.12
[F:1][C:1]1([F:1])[O:1][C:1]2=[CH:1][CH:1]=[CH:1][C:1]([CH:1]3[CH:1]=[N:1][CH:1]=[C:1]3[C:1]#[N:1])=[C:1]2[O:1]1,4.12
OC(=O)C1=C(C(O)=O)C(C(O)=O)=C(C(O)=O)C(C(O)=O)=C1C(O)=O,1.5
O=C1c2cccc3cccc(c32)C1=O,1.95
c1ccccc1Oc2cc(Cl)c(Cl)c(Cl)c2,5.7
Clc1c(-c2ccccc2)c(Cl)ccc1Cl,5.67
Clc1ccc(cc1)-c1c(Cl)cccc1Cl,5.75
Clc1ccc(cc1)-c1cccc(Cl)c1Cl,5.42
ClC1=CC(=CC(Cl)=C1)C1=CC=CC=C1Cl,5.71
Clc1ccccc1-c1c(Cl)cccc1Cl,5.48
Clc1cc(ccc1)-c1cccc(Cl)c1Cl,5.57
Clc1cc(Cl)ccc1-c1ccc(Cl)cc1,5.62
Clc1cc(-c2cc(Cl)ccc2)c(Cl)cc1,5.76
ClC1=CC(Cl)=C(C=C1)C1=CC=CC(Cl)=C1,5.54
Clc1ccccc1-c1cccc(Cl)c1Cl,5.31
Clc1cc(ccc1Cl)-c1ccccc1Cl,5.87
Clc1cc(ccc1)-c1cc(Cl)cc(Cl)c1,5.81
[O-][N+](=O)c1ccc(cc1)Oc1ccc(Cl)cc1Cl,4.64
BrC1=CC=C(OC2=CC=CC=C2Br)C=C1Br,5.58
BrC1=CC(Br)=C(OC2=CC=CC=C2)C(Br)=C1,5.58
BrC1=CC=C(Br)C(OC2=CC=CC=C2Br)=C1,5.52
BrC1=CC=C(OC2=CC(Br)=CC(Br)=C2)C=C1,5.52
Brc1cc(Br)c(c(Br)c1)c2ccccc2,6.03
c1cc(Cl)ccc1Oc2c(Cl)c(Cl)c(Cl)cc2,6.14
Clc1cc(Cl)c(cc1)Oc1ccc(Cl)cc1Cl,5.95
c1c(Cl)c(Cl)ccc1Oc2c(Cl)ccc(Cl)c2,6.11
BrC1=C(Br)C=C(OC2=CC(Br)=C(Br)C=C2)C=C1,6.96
Brc1cc(ccc1)Oc1ccc(Br)c(Br)c1Br,6.05
BrC1=CC(Br)=C(OC2=CC(Br)=C(Br)C=C2)C=C1,6.16
BrC1=CC=C(Br)C(=C1)C1=CC(Br)=CC=C1Br,6.5
FC(F)(F)c3cc2C(=O)c1ccccc1c2nn3,2.21
n1cc(N(=O)(=O))cc(Cl)c1Nc2c(N(=O)(=O))cc(N(=O)(=O))cc2C(F)(F)F,2.8
c1ccccc1Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,6.37
Clc1c(Cl)c(ccc1Cl)Oc1cc(Cl)c(Cl)cc1,6.51
Clc1c(Oc2cc(Cl)c(Cl)cc2)c(Cl)ccc1Cl,6.31
Clc1ccc(cc1Cl)Oc1cc(Cl)c(Cl)cc1Cl,6.6
Clc1cccc(Cl)c1Oc2c(Cl)c(Cl)c(Cl)cc2,6.11
c1c(Cl)cc(Cl)cc1Oc2c(Cl)c(Cl)c(Cl)cc2,6.58
c1c(Cl)c(Cl)ccc1Oc2c(Cl)c(Cl)cc(Cl)c2,6.52
Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)cc2)c(Cl)c1,6.44
Clc1c(Cl)cccc1Oc2c(Cl)c(Cl)c(Cl)cc2,6.3
Clc1cc(Cl)c(Cl)cc1Oc1c(Cl)cccc1Cl,5.98
Clc1c(Cl)cccc1Oc2c(Cl)cc(Cl)c(Cl)c2,6.22
c1c(Cl)cc(Cl)cc1Oc2c(Cl)cc(Cl)c(Cl)c2,6.66
Clc1cc(Cl)ccc1Oc2c(Cl)c(Cl)ccc2Cl,6.06
Clc1cc(Cl)ccc1Oc2c(Cl)c(Cl)c(Cl)cc2,6.28
BrC1=CC=CC(OC2=C(Br)C=C(Br)C=C2Br)=C1,6.16
ClC1=CC=C2C(OC3=C2C=C(Cl)C=C3)=C1,5.41
c1c(Cl)cc(Cl)cc1Oc2c(Cl)cc(Cl)cc2,6.13
[Cl:15][C:13]1=[CH:14][C:8]2=[C:9]([O:10][C:6]3=[C:7]2[C:2]([Cl:1])=[CH:3][CH:4]=[CH:5]3)[CH:11]=[CH:12]1,5.44
C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)Cl)Cl)Cl)Cl,5.53
Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl,6.41
ClC1=CC=C(C=C1Cl)C1=CC=CC(Cl)=C1Cl,5.85
Clc1ccccc1-c1ccc(Cl)c(Cl)c1Cl,6.11
Clc1ccc(cc1Cl)-c1cc(Cl)c(Cl)cc1,6.63
Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1Cl,6.17
ClC1=CC=CC(=C1Cl)C1=C(Cl)C=CC=C1Cl,5.53
ClC1=CC=C(Cl)C(=C1Cl)C1=CC=CC=C1Cl,5.53
Clc1ccc(cc1)-c1ccc(Cl)c(Cl)c1Cl,5.84
ClC1=CC(=CC=C1)C1=CC(Cl)=C(Cl)C=C1Cl,6.32
ClC1=CC=C(C(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1,6.2
ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC=CC=C1Cl,5.75
ClC1=CC=C(C(Cl)=C1)C1=C(Cl)C=CC=C1Cl,5.51
[O-][N+](=O)c1ccc(cc1)Oc1c(Cl)cc(Cl)cc1Cl,4.97
Clc3ccc2Oc1cc(Cl)ccc1Oc2c3,5.75
ClC1=CC2=C(C=C1Cl)C1=CC=CC=C1O2,5.43
[Cl:1][C:2]1=[CH:7][C:6]2=[C:5]([CH:4]=[CH:3]1)[C:15]1=[C:9]([O:8]2)[C:10]([Cl:11])=[CH:12][CH:13]=[CH:14]1,5.44
[Cl:15][C:12]1=[CH:11][C:9]2=[C:8]([CH:14]=[CH:13]1)[C:7]1=[C:6]([O:10]2)[CH:5]=[CH:4][CH:3]=[C:2]1[Cl:1],5.44
[Cl:15][C:12]1=[CH:11][C:10]2=[C:9]([O:8][C:7]3=[C:6]2[CH:5]=[CH:4][CH:3]=[C:2]3[Cl:1])[CH:14]=[CH:13]1,5.44
Clc1ccc(cc1)Oc1cc(Cl)cc(Cl)c1,5.77
Clc1ccc(cc1)Oc1cc(Cl)c(Cl)cc1,5.88
c1cc(Cl)ccc1Oc2c(Cl)cc(Cl)cc2,5.53
O=C1NC(=O)C2=CC(=NN=C2N1)C1=CC=CC=C1,1.56
[O-][N+](=O)c1cc(ccc1)SSc1cc(ccc1)[N+]([O-])=O,4.06
C1=CC=NC(=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],1.76
c1cnccc1C(=O)c2ccc(N(=O)(=O))cc2,1.76
[CH3:11][C:10]1=[N:12][C:7](=[N:8][O:9]1)[C:6]1=[CH:13][C:14](=[O:15])[O:16][C:17]2=[CH:1][CH:2]=[CH:3][CH:4]=[C:5]12,2.12
CCN1C(=O)C(=O)c2c(C#N)cccc2C1=O,0.41
O=n1nc2ccccc2c3ccccc13,2.24
Cc3cc2C(=O)c1ccccc1c2nn3,1.58
C1=CC2=CC=C3N=CC=CC3=C2N=C1,2.51
c1cc2[n]cccc2c2ccc[n]c21,2.05
c1cccc2c3ccccc3[n][n]c21,2.4
c1cccc2[n]c3ccccc3[n]c21,2.84
[CH:2]1=[CH:3][C:4]2=[C:13]([CH:14]=[CH:1]1)[C:12]1=[C:7]([CH:6]=[CH:5]2)[N:8]=[CH:9][CH:10]=[N:11]1,2.51
c1cnc2N=C(c3ccc(F)cc3)Nc2c1,2.52
CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,1.42
n1ccc(C(=O)c2ccc(Cl)cc2)cc1,2.61
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=N1,2.61
ClC1=CC=C(C=C1)C1=NC2=CC=CN=C2N1,2.95
Clc1ccc(cc1)-c1[nH]c2ccc[n]c2[n]1,2.95
ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]4C[C@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,5.2
[O-][N+](=O)c1ccccc1SSc1ccccc1[N+]([O-])=O,3.37
O=C1NC(=O)C2=CC(=NNC2=N1)C1=CC=CC=C1,1.56
ClC(Cl)(Cl)c1[n]c(NCc2ccccc2)[n]c([n]1)C(Cl)(Cl)Cl,4.93
N1C(=O)c2cnn(C(=O)c3ccccc3)c2N=C1,1.2
c1cccc2Oc3ccccc3Sc21,4.54
OC(=O)c1cccc2cccc(C(=O)O)c12,1.98
c1oc2cc3OC(=O)C=Cc3c(OC)c2c1,1.93
N[Pt](N)(O)(Cl)(Cl)OC(=O)C1=CC=CC2=C1C(=CC=C2)C(O)=O,-1.14
COc2c1oc(=O)ccc1cc3ccsc23,2.66
Cc2c1ccoc1cc3oc(=O)ccc23,2.33
O1c2ccc3C=CC(=O)Oc3c2C=C1C,2.55
Cc3cc2ccc1occc1c2oc3=O,2.57
Cc2cc1ccc(=O)oc1c3ccoc23,2.39
O1c2ccc3C=CC(=O)Oc3c2C(C)=C1,2.38
Cc2coc3cc1oc(=O)ccc1cc23,2.47
O1c2ccc3C(C)=CC(=O)Oc3c2C=C1,2.32
Cc1cc2occc2c2OC(=O)C=Cc21,2.41
Cc2c1occc1cc3ccc(=O)oc23,2.48
O=C1C=C(c2ccccc2)C(=O)C=C1,1.95
c1cccc2oc3ccccc3c21,4.12
O=C(NN=Cc1ccc(o1)N(=O)=O)C=Cc2ccc(o2)N(=O)=O,2.79
O=C(N\N=C\C1=CC=C(O1)N(=O)=O)\C=C\C1=CC=C(O1)N(=O)=O,2.79
OC1=C2C=NN(C(=O)C3=CC=CC=C3)C2=NC=N1,1.2
[Cl:4][C:3]1=[C:2]([Cl:1])[C@:15]2([Cl:16])[C@@H:14]3[C@@H:10]4[CH2:9][C@@H:8]([C@@H:13]5[O:12][C@H:11]45)[C@@H:7]3[C@@:5]1([Cl:6])[C:17]2([Cl:18])[Cl:19],5.2
[Cl:18][C:1]1=[C:2]([Cl:15])[C@:3]2([Cl:14])[C@@H:7]3[C@H:8]4[CH2:12][C@H:11]([CH:10]=[CH:9]4)[C@@H:13]3[C@@:16]1([Cl:17])[C:4]2([Cl:5])[Cl:6],6.5
Clc1cc(Cl)c(cc1)Oc1cc(Cl)ccc1,5.65
BrC1=CC=CC(Br)=C1OC1=CC=CC=C1,5.03
COC(=O)/C(=N\NC1=C(C=CC(=C1)C#N)C#N)/C#N,2.81
COC(=O)C(=N\NC1=C(C=CC(=C1)C#N)C#N)\C#N,2.81
c1c(C(#N))ccc(C(#N))c1NN=C(C(#N))C(=O)OC,2.81
COC(=O)C(=N\NC1=CC=C2OC(F)(F)C(F)(F)OC2=C1)\C#N,4.86
COC(=O)C(C#N)=NNc1cc2OC(F)(F)C(F)(F)Oc2cc1,4.86
CC(=O)C(=N\NC1=CC=C2OC(F)(F)C(F)(F)OC2=C1)\C#N,5.31
CC(=O)C(C#N)=NNc1cc2OC(F)(F)C(F)(F)Oc2cc1,5.31
ClC1=CC2=C(OC3=CC=CC=C23)C=C1,4.37
ClC1=CC2=C(C=C1)C1=CC=CC=C1O2,4.35
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,4.76
c1ccccc1Oc2c(Cl)c(Cl)ccc2Cl,5.35
c1ccccc1Oc2c(Cl)c(Cl)c(Cl)cc2,5.55
Clc1cc(ccc1Cl)Oc1ccccc1Cl,5.5
Clc1cc(Oc2ccccc2)c(Cl)c(Cl)c1,5.62
c1ccccc1Oc2c(Cl)cc(Cl)cc2Cl,5.32
Clc1cc(Cl)c(cc1)Oc1ccccc1Cl,4.96
Clc1ccc(cc1)Oc1c(Cl)cccc1Cl,5.3
c1cc(Cl)ccc1Oc2c(Cl)c(Cl)ccc2,5.63
Clc1cc(ccc1)Oc1cc(Cl)c(Cl)cc1,5.74
Brc1ccc(cc1)-c1ccc(Br)cc1,5.72
BrC1=CC=C(OC2=CC=CC=C2)C=C1Br,5.03
ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@@H]4C[C@@H](C=C4)[C@H]3[C@@]1(Cl)C2(Cl)Cl,6.5
BrC1=CC(OC2=CC=CC(Br)=C2)=CC=C1,5.03
"ClC1(Cl)[C@@]2(Cl)[C@@H]3[C@@H]4C[C@@H](C=C4)[C@@H]3[C@]1(Cl)C(Cl)=C2Cl |&1:3,5,6,8,11,12|",6.5
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,6.5
Clc1cc(Cl)c(cc1)Oc1ccccc1,4.93
Clc1cc(Oc2ccccc2)c(Cl)cc1,5.13
Clc1cc(cc(Cl)c1)Oc1ccccc1,5.21
Clc1ccc(cc1)Oc1ccccc1Cl,5.03
c1ccc(Cl)cc1Oc2ccc(Cl)cc2,5.13
Clc1ccc(cc1)Oc1ccc(Cl)cc1,5.25
Clc1ccc(cc1Cl)Oc1ccccc1,4.99
Clc1cccc(Cl)c1Oc1ccccc1,4.64
Clc1cccc(-c2ccccc2)c1Cl,5.02
Clc1ccc(cc1Cl)-c1ccccc1,5.29
c1c(Cl)cccc1c2ccc(Cl)cc2,5.15
Clc1cc(cc(Cl)c1)-c1ccccc1,5.41
Clc1cc(ccc1)-c1ccccc1Cl,5.02
BrC1=CC=C(OC2=CC=CC=C2)C(Br)=C1,5.03
BrC1=CC=C(OC2=CC=CC=C2Br)C=C1,5.03
BrC1=CC=C(OC2=CC=CC(Br)=C2)C=C1,5.03
c1cc(Oc2ccc(Br)cc2)ccc1NC(=O)N,3.7
C\C(=N/NC(=O)C1=CC(Br)=CC=C1)C1=NC=CN=C1,2.9
NC(=O)CCCCC[n]1[n]c2ccccc2[n]1,1.41
COC1=CC=CC=C1CNC1=NC=NC2=C1N=CN2,2.31
CC1N=C(NC(N=1)=NC(O)=NS(=O)(=O)c1ccccc1C(O)=O)OC,1.7
[CH3:24][O:23][C:22]1=[N:21][C:19]([CH3:20])=[N:18][C:17]([NH:16][C:14](=[O:15])[NH:13][S:10](=[O:11])(=[O:12])[C:9]2=[C:4]([CH:5]=[CH:6][CH:7]=[CH:8]2)[C:2]([OH:1])=[O:3])=[N:25]1,1.7
O=C(CN1C=NN=N1)N(CC1=CC=CO1)CC1=CC=CS1,4.33
OCCN1C=NC2=C1NC(NC1=CC=CC=C1)=NC2=O,0.83
OCCn1cnc2C(=O)NC(Nc3ccccc3)=Nc12,0.83
CC(=NNC(=O)c1ccc(N)cc1)c2cnccn2,1.3
C\C(=N\NC(=O)C1=CC=C(N)C=C1)C1=CN=CC=N1,1.3
C\C(=N/NC(=O)C1=CC=C(N)C=C1)C1=NC=CN=C1,1.3
COC1=CC=CC=C1CNC1=NC=NC2=C1NC=N2,2.31
COC1=CC=C(CNC2=C3N=CN=C3N=CN2)C=C1,2.17
CCC(=O)C(=C/C1=CC=C(Cl)C=C1)\C(C)=O,3.04
COC1=CC=C(CNC2=NC=NC3=C2N=CN3)C=C1,2.17
COC1=CC=CC(CNC2=NC=NC3=C2NC=N3)=C1,2.1
COC1=CC=CC(CNC2=NC=NC3=C2N=CN3)=C1,2.1
CN1C(=O)N=C2N(CC3=CC=CC=C3)C=NC2=C1N,0.65
CN1C(=O)N=C2N=CN(CC3=CC=CC=C3)C2=C1N,0.07
CN1C(=N)c2c(NC1=O)[n]c[n]2Cc1ccccc1,0.07
CC1=C(CNC2=C3N=CN=C3N=CN2)C=CC=C1,2.58
COC1=NC(C)=N\C(N1)=N/C(/O)=N/S(=O)(=O)C1=C(C=CC=C1)C(O)=O,1.7
n1c(OCc2ccccc2)cccc1C,3.43
NC1=CC(OCC2=CC=CC=C2)=CC=C1,2.77
CC(c1cccc2ccccc12)(N)C(=O)O,-0.22
S1C=C(CO)N=C1c2ccc(C(C)C(=O)O)cc2,2.25
S1C=CN=C1c2ccc(C(C)C(=O)O)cc2OC,2.47
c1cc(N)ccc1S(=O)(=O)c2ccc(OC)cc2,1.96
OC(=O)C(Cc1ccc(O)cc1)n2cccc2,1.56
COc1ccc(cc1)N2C=CC(=O)C(O)=C2C,1.27
CC(C)CN1C(=O)C(=O)c2ccccc2C1=O,2.08
