,smiles,mu
70668,CC12OC1COC2C=O,3.3467
70669,OC12CC1CCC2C=O,2.5428
70670,OC12CC1COC2C=O,1.7059
70671,OC12CC1OCC2C=O,1.5061
70672,CC12CC1CCC=CC2,0.209
70673,CC12CC1CCN=CO2,2.1257
70674,CC12CC1COC=NC2,2.2472
70675,CC12CC1OCC=CC2,1.0788
70676,CC12CC=CCCC1O2,1.6575
70677,CC12CN=COCC1N2,1.9892
70678,CC12CN=COCC1O2,3.0583
70679,OC12CC1CCC=CC2,1.1779
70680,OC12CC1COC=NC2,1.7989
70681,OC12CC1OCC=CC2,1.1442
70682,CC12CC1CCCC2=O,3.1227
70683,CC12CC1CCNC2=O,3.6242
70684,CC12CC1CCOC2=N,3.0327
70685,CC12CC1CCOC2=O,4.332
70686,CC12CC1CNCC2=O,2.8222
70687,CC12CC1COCC2=O,3.1648
70688,CC12CC1OCCC2=O,1.7083
70689,CC12CC1OCOC2=N,1.8609
70690,CC12CC1OCOC2=O,3.4199
70691,CC12CN1CCCC2=O,2.662
70692,CC12CN1CCNC2=O,3.1463
70693,CC12CN1CCOC2=N,2.3945
70694,CC12CN1CCOC2=O,3.2498
70695,CC12NC1CCCC2=O,3.0751
70696,CC12NC1CCNC2=O,3.5277
70697,CC12NC1CCOC2=N,3.3851
70698,CC12NC1CCOC2=O,4.8811
70699,CC12NC1CNCC2=O,3.2137
70700,CC12NC1COCC2=O,3.3595
70701,CC12OC1CCCC2=O,2.8439
70702,CC12OC1CCNC2=O,4.3448
70703,CC12OC1CCOC2=N,3.5848
70704,CC12OC1CCOC2=O,4.6713
70705,CC12OC1CNCC2=O,2.6202
70706,CC12OC1COCC2=O,2.4519
70707,NC12CC1CCOC2=O,4.0835
70708,NC12CC1OCOC2=N,1.3912
70709,NC12CC1OCOC2=O,3.0115
70710,OC12CC1CCCC2=O,3.079
70711,OC12CC1CCNC2=O,4.1605
70712,OC12CC1CCOC2=N,2.7702
70713,OC12CC1CCOC2=O,3.514
70714,OC12CC1CNCC2=O,2.1513
70715,OC12CC1COCC2=O,2.6973
70716,OC12CC1NCCC2=O,2.8167
70717,OC12CC1OCCC2=O,1.934
70718,OC12CC1OCOC2=N,1.3329
70719,OC12CC1OCOC2=O,2.1171
70720,CC12CC1CCCC=C2,0.3904
70721,CC12CC1CCOC=N2,2.1328
70722,CC12CC1COCC=C2,1.0894
70723,CC12CC1OCCC=C2,1.1015
70724,CC12CC1OCOC=N2,1.4292
70725,CC12NC1CCCC=C2,1.5805
70726,CC12NC1COCC=C2,2.4923
70727,CC12OC1CCCC=C2,2.0276
70728,CC12OC1COCC=C2,1.7454
70729,OC12CC1CCCC=C2,1.2337
70730,OC12CC1COCC=C2,0.7945
70731,OC12CC1OCCC=C2,1.3455
70732,CC12CC1CCCCC2,0.1699
70733,CC12CC1CCCCO2,1.2037
70734,CC12CC1CCCOC2,1.1657
70735,CC12CC1CCOCC2,1.1848
70736,CC12CC1CCOCO2,2.007
70737,CC12CC1COCCC2,1.2347
70738,CC12CC1COCCO2,0.5677
70739,CC12CC1COCOC2,1.8294
70740,CC12CC1OCCCC2,1.2616
70741,CC12CC1OCCCO2,1.8189
70742,CC12CC1OCCOC2,0.3761
70743,CC12CC1OCOCC2,2.0019
70744,CC12CCCCCC1O2,1.968
70745,CC12CCCOCC1N2,1.7899
70746,CC12CCCOCC1O2,1.541
70747,CC12CCOCCC1O2,1.763
70748,CC12CN1CCCOC2,1.4112
70749,CC12CN1CCOCC2,0.9945
70750,CC12COCCCC1N2,1.7948
70751,CC12COCCCC1O2,1.4458
70752,CC12COCOCC1N2,1.5264
70753,CC12COCOCC1O2,0.2151
70754,OC12CC1CCCCC2,1.1564
70755,OC12CC1CCCOC2,1.8831
70756,OC12CC1CCOCC2,1.4711
70757,OC12CC1COCCC2,2.4072
70758,OC12CC1COCOC2,1.4686
70759,OC12CC1OCCCC2,1.4104
70760,OC12CC1OCCOC2,1.2555
70761,OC12CC1OCOCC2,2.0652
70762,CC12CC3(C#C)C1CC23,0.9008
70763,CC12CC3(C#C)C1CN23,1.7735
70764,CC12CC3(C#C)C1OC23,1.9063
70765,CC12CC3(C#N)C1CC23,4.589
70766,CC12CC3(C#N)C1CN23,4.8252
70767,CC12CC3(C#N)C1NC23,3.5731
70768,CC12CC3(C#N)C1OC23,4.8511
70769,CC12NC3(C#C)C1NC23,1.1451
70770,CC12NC3(C#C)C1OC23,1.4888
70771,CC12NC3(C#N)C1CC23,4.778
70772,CC12NC3(C#N)C1NC23,3.5575
70773,CC12NC3(C#N)C1OC23,4.5894
70774,CC12OC3(C#C)C1CC23,1.9061
70775,CC12OC3(C#C)C1NC23,1.0992
70776,CC12OC3(C#C)C1OC23,0.5022
70777,CC12OC3(C#N)C1CC23,4.9851
70778,CC12OC3(C#N)C1NC23,3.6074
70779,CC12OC3(C#N)C1OC23,4.3906
70780,OC12CC3(C#C)C1CC23,1.2862
70781,OC12CC3(C#C)C1NC23,0.9838
70782,OC12CC3(C#C)C1OC23,2.7191
70783,OC12CC3(C#N)C1CC23,4.2149
70784,OC12CC3(C#N)C1NC23,2.854
70785,OC12CC3(C#N)C1OC23,4.815
70786,CC12CC3(C)C(C1)OC23,1.6202
70787,CC12CC3(C)C(CC13)C2,0.0993
70788,CC12CC3(C)C(CC13)O2,1.5086
70789,CC12CC3(O)C(C1)OC23,2.5967
70790,CC12CC3(O)C(CC13)C2,1.3488
70791,CC12CC3(O)C(CC13)O2,2.3229
70792,CC12CC3(O)CC1CC23,1.3208
70793,CC12CC3(O)CC1OC23,2.5676
70794,CC12CC3CC1C3(C)O2,1.3436
70795,CC12CC3NC1C3(C)O2,1.3561
70796,CC12CC3OC1C3(C)N2,1.5367
70797,CC12CC3OC1C3(C)O2,0.281
70798,OC12CC3(O)C(C1)OC23,3.7886
70799,OC12CC3(O)C(CC13)C2,1.2176
70800,CC12CC3(C)C1C2C3=O,3.5367
70801,CC12CC3(C)C1N2C3=O,4.3009
70802,CC12CC3(C)N1C2C3=O,3.1003
70803,CC12CC3(O)C(C13)C2=O,2.473
70804,CC12CC3(O)C1C2C3=O,4.813
70805,CC12CC3(O)C1N2C3=N,2.0057
70806,CC12CC3(O)C1N2C3=O,5.4471
70807,CC12OC3(C)C1C2C3=O,3.5655
70808,OC12CC3(O)C1C2C3=O,3.8111
70809,CC12CC3(C)C1C=CC23,0.1347
70810,CC12CC3(O)C1C=CC23,1.4725
70811,CC12OC3(C)C1C=CC23,1.4897
70812,OC12CC3(O)C1C=CC23,1.8575
70813,CC12CC3(C)C1CC23C,0.1814
70814,CC12CC3(C)C1CC23O,1.2505
70815,CC12CC3(C)C1OC23C,1.6941
70816,CC12CC3(C)N1CC23C,1.8176
70817,CC12CC3(C)N1CC23O,1.5986
70818,CC12CC3(O)C1CC23C,1.204
70819,CC12CC3(O)C1CC23O,1.6033
70820,CC12CC3(O)C1OC23C,2.5013
70821,CC12OC3(C)C1CC23C,1.5524
70822,CC12CC3C1(O)CC23O,2.3042
70823,CC12NC3(C)C1NC23C,1.6596
70824,CC12NC3(C)C1OC23C,1.6114
70825,CC12OC3(C)C1NC23C,1.2905
70826,CC12NC3C1(O)CC23O,1.5171
70827,CC12OC3(C)C1CC23O,2.4865
70828,CC12OC3(C)C1OC23C,0.4438
70829,CC12OC3C1(O)CC23O,3.5095
70830,OC12CC3(O)C1CC23O,2.9673
70831,CC12CC3(C)C1CCC23,0.0821
70832,CC12CC3(C)C1COC23,1.4738
70833,CC12CC3(O)C1CCC23,1.3113
70834,CC12CC3(O)C1COC23,0.9752
70835,CC12OC3(C)C1CCC23,1.825
70836,CC12OC3(C)C1COC23,1.2586
70837,OC12CC3(O)C1CCC23,1.0329
70838,OC12CC3(O)C1COC23,2.3103
70839,CC12CC3(C)C1C1C2N31,1.7504
70840,CC12CC3(C)C4C(C14)C23,0.0637
70841,CC12CC3(C)C4C(C14)N23,1.6161
70842,CC12CC3(C)C4C1N4C23,1.898
70843,CC12CC3(O)C4C(C13)N24,1.0087
70844,CC12CC3(O)C4C(C14)C23,1.3489
70845,CC12CC3(O)C4C1N4C23,2.7339
70846,CC12OC3(C)C4C(C14)C23,1.4475
70847,CC12OC3(C)C4C1N4C23,0.5561
70848,OC12CC3(O)C4C(C14)C23,1.9029
70849,OC12CC3(O)C4C1N4C23,3.5078
70850,CC12CC3(C)C4C1C2C34,0.0578
70851,CC12CC3(C)C4C1C2N34,1.7761
70852,CC12CC3(O)C4C1C2C34,1.3882
70853,CC12CC3(O)C4C3N1C24,1.1574
70854,CC12OC3(C)C4C1C2C34,0.9554
70855,OC12CC3(O)C4C1C2C34,2.3975
70856,CC12CC3(C)C=CC1C23,0.4776
70857,CC12CC3(C)C=CC1N23,1.5849
70858,CC12CC3(C)N=CN1C23,2.0701
70859,CC12CC3(O)C(C=C1)C23,1.006
70860,CC12CC3(O)C=CC1C23,1.1994
70861,CC12OC3(C)C=CC1C23,1.336
70862,OC12CC3(O)C=CC1C23,2.3722
70863,CC12CC3(C)CC1(C)C23,0.2685
70864,CC12CC3(C)CC1(C)N23,1.5261
70865,CC12CC3(C)CC1(O)C23,1.413
70866,CC12CC3(C)OC1(C)C23,1.576
70867,CC12CC3(O)C1C3(O)C2,2.4062
70868,CC12CC3(O)CC1(C)C23,1.1438
70869,CC12CC3(O)CC1(O)C23,0.9328
70870,CC12OC3(C)CC1(O)C23,0.5212
70871,OC12CC3(O)CC1(O)C23,2.0769
70872,CC12C3CC1(C)CC23O,0.9116
70873,CC12C3CC1(O)CC23O,2.0188
70874,CC12C3OC1(C)CC23O,0.645
70875,CC12CC3(C)CC1C23C,0.4444
70876,CC12CC3(C)CC1C23O,1.1414
70877,CC12CC3(C)CN1C23C,1.7237
70878,CC12CC3(C)OC1C23C,1.8642
70879,CC12CC3(C)OC1C23O,0.9192
70880,CC12CC3(O)C(N1)C23O,1.7801
70881,CC12CC3(O)C(O1)C23O,0.7204
70882,CC12CC3(O)CC1C23C,0.8517
70883,CC12CC3(O)CC1C23O,1.571
70884,CC12CC3(O)CN1C23C,1.8562
70885,CC12CC3C(O)(C1)C23O,2.1639
70886,CC12OC3(C)CC1C23C,1.68
70887,CC12OC3(C)CC1C23O,2.2755
70888,OC12CC3(O)CC1C23O,1.0841
70889,CC12CC3(C)CC1C2C3,0.0469
70890,CC12CC3(C)CC1C2O3,1.3558
70891,CC12CC3(C)CC1N2C3,1.6426
70892,CC12CC3(C)OC1C2O3,1.6518
70893,CC12CC3(O)C(O1)C3O2,1.8049
70894,CC12CC3(O)CC1C2C3,1.3166
70895,CC12CC3(O)CC1N2C3,1.202
70896,CC12CC3C(C1)C3(O)C2,1.3569
70897,CC12CC3C(O1)C3(O)C2,2.4373
70898,CC12OC3(C)CC1C2C3,1.1512
70899,CC12OC3(C)CC1C2O3,1.4359
70900,OC12CC3(O)CC1C2C3,1.6415
70901,CC12CC3(C)CCC1C23,0.1764
70902,CC12CC3(C)CCN1C23,1.3534
70903,CC12CC3(C)COC1C23,1.6431
70904,CC12CC3(C)OCC1C23,1.5909
70905,CC12CC3(O)C(CC1)C23,1.2074
70906,CC12CC3(O)C(CO1)C23,1.2515
70907,CC12CC3(O)C(OC1)C23,0.7592
70908,CC12CC3(O)CCC1C23,1.1576
70909,CC12CC3(O)CCN1C23,2.0119
70910,CC12CC3(O)COC1C23,2.4062
70911,CC12OC3(C)CCC1C23,1.4619
70912,CC12OC3(C)COC1C23,2.1271
70913,OC12CC3(O)CCC1C23,2.4783
70914,OC12CC3(O)COC1C23,1.3599
70915,CC12CC3(C1)C=CCC23,0.2611
70916,CC12CC3(C1)N=COC23,1.9113
70917,CC12CC3(O1)C=CCC23,1.6234
70918,OC12CC3(C1)C=CCC23,1.2177
70919,OC12CC3(C1)N=COC23,1.7036
70920,CC12CC3(C1)CC=CC23,0.0862
70921,CC12CC3(C1)OC=NC23,1.7117
70922,CC12CC3(CC=CC13)O2,1.8341
70923,OC12CC3(C1)CC=CC23,1.3603
70924,OC12CC3(C1)OC=NC23,2.5375
70925,CC12CC3(C1)CCCC23,0.1484
70926,CC12CC3(C1)CCOC23,1.3405
70927,CC12CC3(C1)COCC23,1.814
70928,CC12CC3(C1)OCCC23,1.6121
70929,CC12CC3(C1)OCOC23,1.1458
70930,CC12CC3(CCCC13)O2,1.9684
70931,CC12CC3(CCOC13)O2,1.1588
70932,CC12CC3(COCC13)O2,1.7221
70933,OC12CC3(C1)CCCC23,1.2585
70934,OC12CC3(C1)CCOC23,2.5918
70935,OC12CC3(C1)COCC23,2.1813
70936,OC12CC3(C1)OCCC23,0.8943
70937,OC12CC3(C1)OCOC23,1.5744
70938,CC12CC3(C=O)C1CC23,3.1876
70939,CC12CC3(C=O)C1CN23,3.2621
70940,CC12CC3(C=O)C1OC23,2.6113
70941,CC12NC3(C=O)C1NC23,1.9741
70942,CC12NC3(C=O)C1OC23,2.7642
70943,CC12OC3(C=O)C1CC23,4.4126
70944,CC12OC3(C=O)C1NC23,3.1037
70945,CC12OC3(C=O)C1OC23,3.0185
70946,OC12CC3(C=O)C1CC23,2.5448
70947,OC12CC3(C=O)C1NC23,1.5086
70948,OC12CC3(C=O)C1OC23,2.4605
70949,CC12CC3(C1)NC(=O)C23,3.5133
70950,CC12CC3(C1)OC(=N)C23,2.8774
70951,CC12CC3(C1)OC(=O)C23,4.5062
70952,CC12CC3(CC(=O)C13)C2,2.7758
70953,CC12CC3(CC(=O)C13)O2,4.2405
70954,OC12CC3(C1)NC(=O)C23,4.334
70955,OC12CC3(C1)OC(=N)C23,3.2825
70956,OC12CC3(C1)OC(=O)C23,4.5207
70957,OC12CC3(CC(=O)C13)C2,3.5684
70958,CC12CC3(CC1C23)C#C,0.9106
70959,CC12CC3(CC1C23)C#N,4.5044
70960,CC12CC3(CC1N23)C#C,1.7974
70961,CC12CC3(CC1N23)C#N,4.9441
70962,CC12CC3(CN1C23)C#C,1.2241
70963,CC12CC3(CN1C23)C#N,3.3531
70964,CC12CC3(NC1C23)C#N,4.417
70965,CC12CC3(OC1C23)C#C,2.0181
70966,CC12CC3(OC1C23)C#N,4.9723
70967,CC12NC3(CC1C23)C#N,4.4317
70968,CC12OC3(CC1C23)C#C,1.7785
70969,CC12OC3(CC1C23)C#N,4.8599
70970,OC12CC3(CC1C23)C#C,1.4169
70971,OC12CC3(CC1C23)C#N,4.7018
70972,OC12CC3(NC1C23)C#N,4.0972
70973,OC12CC3(OC1C23)C#C,0.9685
70974,OC12CC3(OC1C23)C#N,4.556
70975,CC12CC3(CC1C23)C=O,2.9361
70976,CC12CC3(CC1N23)C=O,2.9429
70977,CC12CC3(CN1C23)C=O,1.2805
70978,CC12CC3(OC1C23)C=O,2.7427
70979,CC12OC3(CC1C23)C=O,2.8631
70980,OC12CC3(CC1C23)C=O,3.2518
70981,OC12CC3(NC1C23)C=O,2.6394
70982,OC12CC3(OC1C23)C=O,2.742
70983,CC12CC3(CCC13)C=C2,0.2108
70984,CC12CC3(COC13)C=C2,1.8288
70985,CC12CC3(OCC13)C=C2,2.0395
70986,CC12NC3(COC13)C=C2,1.5772
70987,CC12OC3(CCC13)C=C2,1.8538
70988,CC12OC3(CNC13)C=C2,1.6405
70989,CC12OC3(COC13)C=C2,0.6112
70990,OC12CC3(CCC13)C=C2,1.1569
70991,OC12CC3(COC13)C=C2,2.573
70992,OC12CC3(OCC13)C=C2,2.1224
70993,CC12CC3(CC1)OCC23,2.0493
70994,CC12CC3(CCC13)CC2,0.102
70995,CC12CC3(CCC13)CO2,1.4507
70996,CC12CC3(CCC13)OC2,1.6332
70997,CC12CC3(CO1)OCC23,1.3886
70998,CC12CC3(COC13)CC2,1.8504
70999,CC12CC3(COC13)CO2,2.2282
71000,CC12CC3(COC13)OC2,2.5215
71001,CC12CCC3(CCC13)O2,1.6997
71002,CC12CCC3(COC13)O2,0.6963
71003,OC12CC3(CC1)OCC23,2.3984
71004,OC12CC3(CCC13)CC2,1.2602
71005,OC12CC3(CCC13)OC2,0.9977
71006,OC12CC3(COC13)CC2,2.5438
71007,OC12CC3(COC13)OC2,2.5779
71008,CC12CC3(C1)OCC3C2,1.9723
71009,CC12CC3(C1)OCC3O2,1.143
71010,CC12CC3(CCC3C1)C2,0.1106
71011,CC12CC3(CCC3C1)O2,1.4183
71012,CC12CC3(CCC3O1)C2,1.4056
71013,CC12CC3(COC3C1)C2,1.9088
71014,CC12CC3(COC3C1)O2,2.654
71015,OC12CC3(C1)OCC3C2,2.4222
71016,OC12CC3(CCC3C1)C2,1.317
71017,OC12CC3(COC3C1)C2,1.9749
71018,CC12CC34C=CC(C13)C24,0.3013
71019,CC12CC34C=CC(C13)N24,1.5645
71020,CC12CC34N=CN(C13)C24,2.0121
71021,CC12OC34C=CC(C13)C24,1.8329
71022,NC12CC34N=CN(C13)C24,2.0492
71023,OC12CC34C=CC(C13)C24,1.3303
71024,OC12CC34N=CN(C13)C24,2.1372
71025,CC12CC34CCC(C13)C24,0.04
71026,CC12CC34CCC(C13)N24,1.5082
71027,CC12CC34CCN(C13)C24,1.392
71028,CC12CC34COC(C13)C24,1.799
71029,CC12CC34OCC(C13)C24,1.6166
71030,CC12NC34CCN(C13)C24,1.195
71031,CC12OC34CCC(C13)C24,1.9199
71032,CC12OC34CCN(C13)C24,0.7183
71033,CC12OC34COC(C13)C24,1.4298
71034,OC12CC34CCC(C13)C24,1.3577
71035,OC12CC34CCN(C13)C24,1.1916
71036,OC12CC34COC(C13)C24,2.2963
71037,OC12CC34OCC(C13)C24,1.392
71038,CC12CC3=CC(=O)C1C23,4.3008
71039,CC12CC3=CC(=O)N1C23,4.6403
71040,CC12NC3=CC(=O)C1C23,4.7072
71041,OC12CC3=CC(=O)C1C23,3.5637
71042,CC12CC3=CC4C(C13)N24,0.8184
71043,CC12CC3=CC4C(C14)C23,1.5021
71044,CC12CC3=CC4C1N4C23,2.1693
71045,CC12NC3=NC4C(C14)C23,3.9191
71046,CC12OC3=NC4C(C14)C23,3.9768
71047,OC12CC3=CC4C(C14)C23,0.3776
71048,OC12CC3=CC4C1N4C23,2.0115
71049,CC12CC3=CCC1(C)C23,1.2146
71050,CC12CC3=CCC1(O)C23,0.7043
71051,CC12CC3=NCC1(C)N23,2.7311
71052,CC12CC=C3CC1(O)C23,1.7474
71053,CC12CN=C3NC1(C)C23,3.9761
71054,CC12CN=C3OC1(C)C23,4.1062
71055,CC12NC3=NCC1(N)C23,3.6459
71056,CC12NC3=NCC1(O)C23,4.015
71057,CC12OC3=NCC1(O)C23,4.0212
71058,OC12CC3=CCC1(O)C23,2.0617
71059,CC12C3CC=C1CC23O,1.5376
71060,CC12CC3=CCC1C23C,1.0114
71061,CC12CC3=CCC1C23O,1.368
71062,CC12CC3=CCN1C23C,0.7779
71063,CC12NC3=NCC1C23O,3.4271
71064,CC12OC3=NCC1C23C,4.0594
71065,CC12OC3=NCC1C23N,3.3293
71066,CC12OC3=NCC1C23O,3.7743
71067,OC12CC3=CCC1C23O,2.135
71068,CC12CC3=CCCC1C23,0.8414
71069,CC12CC3=CCOC1C23,1.0358
71070,CC12OC3=NCCC1C23,3.744
71071,OC12CC3=CCCC1C23,1.7195
71072,OC12CC3=CCOC1C23,0.5945
71073,CC12C3C(=O)C1CC23O,2.829
71074,CC12C3C(=O)N1CC23O,3.8501
71075,CC12CC3C(=O)C1C23C,3.8999
71076,CC12CC3C(=O)C1C23O,2.6042
71077,CC12CC3C(=O)N1C23C,4.5057
71078,CC12CN3C(=O)C1C23C,4.7002
71079,CC12NC3C(=O)C1C23C,4.7731
71080,CC12NC3C(=O)C1C23O,3.5407
71081,CC12OC3C(=O)C1C23C,4.1709
71082,OC12CC3C(=O)C1C23O,1.5069
71083,CC12CC3C(C1)C(=O)C23,3.2465
71084,CC12CC3C(O1)C(=O)C23,3.3239
71085,CC12CC3C(O1)C2C3=O,1.8965
71086,CC12CN3C(C1)C(=O)C23,3.6098
71087,OC12CC3C(C1)C(=O)C23,3.8288
71088,OC12CN3C(C1)C(=O)C23,2.905
71089,CC12CC3C(C1)C23C#C,0.7801
71090,CC12CC3C(C1)C23C#N,4.4268
71091,CC12CC3C(N1)C23C#N,4.8188
71092,CC12CC3C(O1)C23C#C,1.1834
71093,CC12CC3C(O1)C23C#N,3.5414
71094,CC12CC3N(C1)C23C#C,2.083
71095,CC12CC3N(C1)C23C#N,4.8289
71096,NC12CC3N(C1)C23C#N,4.2325
71097,OC12CC3C(C1)C23C#C,1.9886
71098,OC12CC3C(C1)C23C#N,5.6667
71099,OC12CC3N(C1)C23C#C,2.5393
71100,OC12CC3N(C1)C23C#N,4.9592
71101,CC12CC3C(C1)C23C=O,3.2233
71102,CC12CC3C(O1)C23C=O,2.5678
71103,CC12CC3N(C1)C23C=O,4.3772
71104,OC12CC3C(C1)C23C=O,3.3138
71105,OC12CC3N(C1)C23C=O,1.8532
71106,CC12CC3C(C1)C3C2=O,3.1109
71107,CC12CC3C(N1)C3C2=O,3.6965
71108,CC12CC3C(N3C1)C2=O,2.4637
71109,CC12CC3C(O1)C3C2=O,2.8478
71110,CC12OC3C(O1)C3C2=O,2.4314
71111,OC12CC3C(C1)C3C2=O,3.018
71112,OC12CC3C(N3C1)C2=O,1.7644
71113,CC12CC3C(C1)C3C=C2,0.4438
71114,CC12CC3C(C=C1)N3C2,1.3981
71115,CC12CC3C(O1)C3C=C2,1.2071
71116,CC12OC3C(O1)C3C=C2,1.0595
71117,OC12CC3C(C1)C3C=C2,1.3207
71118,OC12CC3C(C=C1)N3C2,1.2636
71119,CC12CC3C(C1)C3CC2,0.0473
71120,CC12CC3C(C1)C3CO2,1.3807
71121,CC12CC3C(C1)C3OC2,1.4796
71122,CC12CC3C(CC1)C3O2,1.26
71123,CC12CC3C(CC1)N3C2,1.6699
71124,CC12CC3C(CO1)C3O2,1.8985
71125,CC12CC3C(CO1)N3C2,0.8263
71126,CC12CC3C(O1)C3OC2,1.3255
71127,CC12CCC3C(O1)C3O2,1.1846
71128,CC12CNC3C(O1)C3O2,1.088
71129,CC12COC3C(O1)C3O2,0.4504
71130,OC12CC3C(C1)C3CC2,1.3991
71131,OC12CC3C(C1)C3OC2,1.2073
71132,OC12CC3C(C1)N3CC2,1.2779
71133,OC12CC3C(CC1)N3C2,1.8927
71134,CC12CC(=O)C3C(O1)C23,3.5877
71135,CC12CC3C(C13)C(=N)O2,3.4818
71136,CC12CC3C(C13)C(=O)C2,3.4305
71137,CC12CC3C(C13)C(=O)N2,4.137
71138,CC12CC3C(C13)C(=O)O2,4.706
71139,CC12CC3C(N13)C(=O)C2,2.7931
71140,CC12CC3C1N3C(=N)O2,4.4284
71141,CC12CC3C1N3C(=O)C2,4.3009
71142,CC12CC3C1N3C(=O)N2,5.1181
71143,CC12CC3C1N3C(=O)O2,5.2975
71144,CC12CN3C(C13)C(=N)O2,3.386
71145,CC12CN3C(C13)C(=O)C2,3.4877
71146,CC12CN3C(C13)C(=O)N2,4.1742
71147,CC12CN3C(C13)C(=O)O2,4.058
71148,OC12CC3C(C13)C(=O)C2,2.6112
71149,OC12CC3C1N3C(=O)C2,3.7529
71150,OC12CN3C(C13)C(=O)C2,2.8128
71151,CC12CC3C(C13)C21CC1,0.3691
71152,CC12CC3C(C13)C21CO1,1.6725
71153,CC12CC3C(N13)C21CC1,1.6011
71154,CC12CC3C(N13)C21CN1,2.5662
71155,CC12CC3C(N13)C21CO1,2.838
71156,CC12CC3C1N3C21CC1,1.8105
71157,CC12CN3C(C13)C21CC1,1.8827
71158,CC12CN3C(C13)C21CN1,2.4893
71159,CC12CN3C(C13)C21CO1,1.4166
71160,CC12OC3C(C13)C21CC1,1.6159
71161,CC12OC3C(C13)C21CN1,1.1213
71162,CC12OC3C(C13)C21CO1,0.8436
71163,OC12CC3C(C13)C21CC1,1.3735
71164,OC12CC3C(C13)C21CN1,0.6823
71165,OC12CC3C(C13)C21CO1,1.541
71166,OC12CC3C1N3C21CC1,0.9268
71167,OC12CN3C(C13)C21CC1,2.3682
71168,OC12CN3C(C13)C21CN1,1.7936
71169,OC12CN3C(C13)C21CO1,1.226
71170,CC12CC3C(C13)C2C#C,0.857
71171,CC12CC3C(C13)C2C#N,4.3159
71172,CC12CC3C(C1C#C)N23,1.2206
71173,CC12CC3C(C1C#N)N23,2.4479
71174,CC12CC3C1N3C2C#C,2.0523
71175,CC12CC3C1N3C2C#N,4.6059
71176,CC12CN3C(C13)C2C#C,1.8586
71177,CC12CN3C(C13)C2C#N,4.2353
71178,CC12NC3C(C13)C2C#N,5.5688
71179,CC12OC3C(C13)C2C#C,1.8668
71180,CC12OC3C(C13)C2C#N,5.1553
71181,NC12CC3C1N3C2C#N,4.4197
71182,NC12CN3C(C13)C2C#N,3.5858
71183,OC12CC3C(C13)C2C#C,0.6505
71184,OC12CC3C(C13)C2C#N,3.2373
71185,OC12CC3C1N3C2C#C,2.1485
71186,OC12CC3C1N3C2C#N,3.7674
71187,OC12CN3C(C13)C2C#C,1.6756
71188,OC12CN3C(C13)C2C#N,2.8869
71189,CC12CC3C(C13)C2C=O,2.5883
71190,CC12CC3C(C13)N2C=O,4.2012
71191,CC12CC3C(C1C=O)N23,1.1549
71192,CC12CC3C1N3C2C=O,3.7786
71193,CC12CN3C(C13)C2C=O,2.5705
71194,CC12OC3C(C13)C2C=O,3.3951
71195,OC12CC3C(C13)C2C=O,2.1936
71196,OC12CC3C1N3C2C=O,3.8533
71197,OC12CN3C(C13)C2C=O,1.8036
71198,CC12CC3C(C=CC1)C23,0.3644
71199,CC12CC3C(N=CO1)C23,2.2854
71200,CC12CC=CC3C(O1)C23,1.5384
71201,CC12CN3C(C=CC1)C23,1.885
71202,OC12CC3C(C=CC1)C23,1.046
71203,OC12CN3C(C=CC1)C23,2.5959
71204,CC12CC3C(CC13)C2=O,2.9765
71205,CC12CC3C(CN13)C2=O,1.9098
71206,CC12CC3C(OC13)C2=O,3.2689
71207,CC12CN3C(CC13)C2=O,2.1021
71208,CC12NC3C(NC13)C2=O,1.1814
71209,CC12NC3C(OC13)C2=O,2.1842
71210,CC12OC3C(CC13)C2=O,3.1961
71211,CC12OC3C(NC13)C2=O,2.257
71212,CC12OC3C(OC13)C2=O,2.5559
71213,OC12CC3C(CC13)C2=O,2.5598
71214,OC12CC3C(NC13)C2=O,1.4171
71215,OC12CC3C(OC13)C2=O,2.6239
71216,OC12CN3C(CC13)C2=O,1.1997
71217,CC12CC3C(CC13)C=C2,0.2056
71218,CC12CC3C(CN13)C=C2,1.2485
71219,CC12CC3C(OC13)C=C2,1.6009
71220,CC12CN3C(CC13)C=C2,1.4282
71221,CC12NC3C(OC13)C=C2,1.4878
71222,CC12OC3C(CC13)C=C2,1.4942
71223,CC12OC3C(NC13)C=C2,1.4969
71224,CC12OC3C(OC13)C=C2,0.3884
71225,OC12CC3C(CC13)C=C2,1.2137
71226,OC12CC3C(OC13)C=C2,2.5831
71227,OC12CN3C(CC13)C=C2,2.0559
71228,CC12CC3C(CC1)OC23,1.5657
71229,CC12CC3C(CC13)CC2,0.0607
71230,CC12CC3C(CC13)CO2,1.224
71231,CC12CC3C(CC13)OC2,1.4054
71232,CC12CC3C(CN13)OC2,0.3228
71233,CC12CC3C(CO1)OC23,2.0771
71234,CC12CCC3CC1C3O2,1.4768
71235,CC12CCC3OC1C3O2,0.3264
71236,CC12CN3C(CC13)CO2,0.4045
71237,CC12COC3CC1C3O2,2.2426
71238,OC12CC3C(CC1)OC23,2.5305
71239,OC12CC3C(CC13)CC2,1.3724
71240,OC12CC3C(CC13)OC2,0.6571
71241,OC12CN3C(CC13)CC2,2.4002
71242,CC12CC3C(C1)OC23C,1.5125
71243,CC12CC3C(CC13C)C2,0.1702
71244,CC12CC3C(CC13C)O2,1.5353
