,smiles,homo
78021,CC12OCC(O)C1C2O,-0.2207
78022,CC1C2C(C)CCC12C,-0.2482
78023,CC1C2C(C)CCC12O,-0.2419
78024,CC1C2C(C)COC12C,-0.2217
78025,CC1C2C(C)OCC12C,-0.2419
78026,CC1C2C(C)OCC12O,-0.2463
78027,CC1C2C(O)CCC12C,-0.2488
78028,CC1C2C(O)CCC12O,-0.2435
78029,CC1C2C(O)COC12C,-0.2299
78030,CC1CCC2(C)C(O)C12,-0.2384
78031,CC1CCC2(O)C(O)C12,-0.2339
78032,CC1COC2(C)C(O)C12,-0.2318
78033,CC1OCC2(C)C(O)C12,-0.2322
78034,CC1OCC2(C)C1N2C,-0.2184
78035,CC1OCC2(O)C(O)C12,-0.232
78036,CN1C2C(O)CCC12C,-0.2138
78037,OC1C2C(O)CCC12O,-0.237
78038,CC1(C)C2C(O)C(=N)N12,-0.2407
78039,CC1(C)C2C(O)C(=O)N12,-0.2381
78040,CC1(C)C2C1C(=O)C2O,-0.2387
78041,CC1(O)C2C1C(=O)C2O,-0.2401
78042,CC1C2C(C1=O)C2(C)C,-0.2329
78043,CC1C2C(C1=O)C2(C)O,-0.234
78044,CC1C2N(C1=O)C2(C)C,-0.237
78045,CC1N2C(C1=O)C2(C)C,-0.2363
78046,CN1C2C(C1=O)C2(C)C,-0.2291
78047,CN1C2C(C1=O)C2(C)O,-0.2322
78048,CC1(C)C2C1C(O)C2O,-0.2426
78049,CC1(O)C2C1C(O)C2O,-0.2451
78050,CC1C(O)C2N1C2(C)C,-0.2239
78051,CC1C2C(C1C)C2(C)C,-0.2423
78052,CC1C2C(C1C)C2(C)O,-0.2376
78053,CC1C2C(C1O)C2(C)C,-0.2409
78054,CC1C2C(C1O)C2(C)O,-0.2372
78055,CC1C2C(C=O)C1C2=O,-0.2492
78056,CC1C2N(C=O)C1C2=O,-0.2518
78057,CN1C2C(C=O)C1C2=O,-0.2441
78058,OC1C2N(C=N)C1C2=O,-0.2298
78059,OC1C2N(C=O)C1C2=O,-0.2641
78060,CC1C2C(C=O)C2C1=O,-0.2511
78061,CC1C2C(C=O)N2C1=O,-0.2494
78062,CC1C2C(N2C=O)C1=O,-0.2491
78063,CC1N2C(C=O)C2C1=O,-0.2463
78064,CN1C2C(C=O)C2C1=O,-0.2376
78065,OC1C2C(C=O)C2C1=O,-0.2477
78066,OC1C2C(C=O)N2C1=N,-0.2532
78067,OC1C2C(C=O)N2C1=O,-0.2559
78068,OC1C2C(N2C=O)C1=O,-0.2581
78069,CC1C(O)C2C(C=O)N12,-0.2381
78070,CC1C2C(C1C)N2C=O,-0.2386
78071,CC1C2C(C1O)N2C=O,-0.2429
78072,CC1C2C(C=O)C2C1C,-0.2374
78073,CC1C2C(C=O)C2C1O,-0.2323
78074,CC1C2C(C=O)N2C1C,-0.2384
78075,OC1C2C(C1O)N2C=O,-0.2476
78076,OC1C2C(C=O)C2C1O,-0.2568
78077,CC12CC(C#C)C1C2O,-0.2436
78078,CC12CC(C#N)C1C2O,-0.2654
78079,CC12NC(C#N)C1C2O,-0.2429
78080,CC12OC(C#C)C1C2O,-0.2322
78081,CC12OC(C#N)C1C2O,-0.2586
78082,CC1C2C(CC12C)C#C,-0.2424
78083,CC1C2C(CC12C)C#N,-0.2649
78084,CC1C2C(CC12O)C#C,-0.2462
78085,CC1C2C(CC12O)C#N,-0.2676
78086,CC1C2C(NC12C)C#N,-0.2338
78087,CC1C2C(OC12C)C#C,-0.2373
78088,CC1C2C(OC12C)C#N,-0.2584
78089,CC1N2C(CC12C)C#C,-0.2291
78090,CC1N2C(CC12C)C#N,-0.2487
78091,CN1C2C(CC12C)C#N,-0.2512
78092,OC1C2C(CC12O)C#C,-0.2473
78093,OC1C2C(CC12O)C#N,-0.2659
78094,CC12CC(C=O)C1C2O,-0.2396
78095,CC12CN(C=O)C1C2O,-0.2305
78096,CC12OC(C=O)C1C2O,-0.241
78097,CC1C2C(CC12C)C=O,-0.2435
78098,CC1C2C(CC12O)C=O,-0.2432
78099,CC1C2C(OC12C)C=O,-0.2401
78100,CC1C2N(CC12C)C=O,-0.2298
78101,CC1C2N(CC12O)C=O,-0.2315
78102,CC1N2C(CC12C)C=O,-0.2366
78103,CN1C2C(CC12C)C=O,-0.2427
78104,OC1C2C(CC12O)C=O,-0.2448
78105,OC1C2N(CC12O)C=O,-0.2328
78106,CC1(C)CC2(O)C(O)C12,-0.2356
78107,CC1(O)CC2(O)C(O)C12,-0.2326
78108,CC12CC(C)(C)C1C2O,-0.2367
78109,CC12CC(C)(O)C1C2O,-0.2303
78110,CC12OC(C)(C)C1C2O,-0.2292
78111,CC1C2C1(C)CC2(C)C,-0.2379
78112,CC1C2C1(C)CC2(C)O,-0.2355
78113,CC1C2C1(C)OC2(C)C,-0.2217
78114,CC1C2C1(O)CC2(C)C,-0.2411
78115,CC1C2C1(O)CC2(C)O,-0.2394
78116,CN1C2C1(C)CC2(C)C,-0.2055
78117,CN1C2C1(C)CC2(C)O,-0.2087
78118,CC1C2C(C#C)C(=O)N12,-0.2468
78119,CC1C2C(C#N)C(=N)N12,-0.2635
78120,CC1C2C(C#N)C(=O)N12,-0.2712
78121,CC1C2C1C(=O)C2C#C,-0.2372
78122,CC1C2C1C(=O)C2C#N,-0.2644
78123,CC1C2N1C(C#C)C2=O,-0.2434
78124,CC1C2N1C(C#N)C2=O,-0.2691
78125,CN1C2C1C(=O)C2C#C,-0.2312
78126,OC1C2C1C(=O)C2C#C,-0.2388
78127,OC1C2C1C(=O)C2C#N,-0.2655
78128,CC1C2C(C=O)C(=O)N12,-0.2522
78129,CC1C2C1C(=N)N2C=O,-0.2532
78130,CC1C2C1C(=O)N2C=N,-0.2418
78131,CC1C2C1C(=O)N2C=O,-0.2579
78132,OC1C2C1C(=N)N2C=O,-0.2557
78133,OC1C2C1C(=O)N2C=N,-0.2488
78134,OC1C2C1C(=O)N2C=O,-0.2667
78135,CC1=CC(=O)C2C(O)C12,-0.238
78136,CC1C2C1C(C)=CC2=O,-0.2298
78137,CC1C2C1C(=O)C=C2N,-0.2135
78138,CC1C2N1C(=O)C=C2C,-0.2442
78139,CC1C2N1C(=O)C=C2N,-0.2242
78140,CN1C2C1C(C)=CC2=O,-0.2257
78141,CN1C2C1C(=O)C=C2N,-0.2149
78142,NC1=CC(=O)C2C(O)C12,-0.2232
78143,CC1C2C1C(=O)CC2=O,-0.2417
78144,CC1C2C1C(=O)NC2=N,-0.2534
78145,CC1C2C1C(=O)NC2=O,-0.2577
78146,CC1C2C1C(=O)OC2=N,-0.2751
78147,CC1C2N1C(=N)NC2=O,-0.258
78148,CC1C2N1C(=O)CC2=O,-0.2512
78149,CC1C2N1C(=O)NC2=N,-0.2641
78150,CC1C2N1C(=O)NC2=O,-0.267
78151,CC1C2N1C(=O)OC2=N,-0.2844
78152,CN1C2C1C(=O)CC2=O,-0.2497
78153,CN1C2C1C(=O)NC2=N,-0.2455
78154,CN1C2C1C(=O)NC2=O,-0.254
78155,CN1C2C1C(=O)OC2=N,-0.2661
78156,OC1C2C1C(=O)CC2=O,-0.2428
78157,OC1C2C1C(=O)NC2=N,-0.2557
78158,OC1C2C1C(=O)NC2=O,-0.2597
78159,OC1C2C1C(=O)OC2=N,-0.2768
78160,CC1C2C(C)CC(=O)N12,-0.241
78161,CC1C2C(C)NC(=O)N12,-0.247
78162,CC1C2C(C)OC(=N)N12,-0.2468
78163,CC1C2C(C)OC(=O)N12,-0.2636
78164,CC1C2C(O)CC(=O)N12,-0.242
78165,CC1C2C1C(=N)OC2C,-0.2481
78166,CC1C2C1C(=O)CC2C,-0.2318
78167,CC1C2C1C(=O)CC2O,-0.2336
78168,CC1C2C1C(=O)CN2C,-0.2092
78169,CC1C2C1C(=O)NC2C,-0.2336
78170,CC1C2C1C(=O)OC2C,-0.2587
78171,CC1C2N1C(C)CC2=O,-0.2352
78172,CC1CC(=O)C2C(O)C12,-0.2349
78173,CC1CC(=O)C2C1N2C,-0.2273
78174,CC1NC(=O)C2C(O)C12,-0.2421
78175,CC1NC(=O)C2C1N2C,-0.2323
78176,CC1OC(=N)C2C(O)C12,-0.2526
78177,CC1OC(=N)C2C1N2C,-0.2392
78178,CC1OC(=O)C2C(O)C12,-0.2596
78179,CC1OC(=O)C2C1N2C,-0.2469
78180,CN1C2C1C(=O)CC2O,-0.2309
78181,CN1CC(=O)C2C(O)C12,-0.2107
78182,OC1C2C1C(=O)CC2O,-0.236
78183,CC1C2C(C#N)C(C)N12,-0.2455
78184,CC1C2C(C)C(C#C)N12,-0.2267
78185,CC1C2C(C)C(C#N)N12,-0.2471
78186,CC1C2C(C1C#N)N2C,-0.2507
78187,CC1C2C(N)C(C#N)N12,-0.2507
78188,CC1C2C(O)C(C#C)N12,-0.2311
78189,CC1C2C(O)C(C#N)N12,-0.2524
78190,CC1C2C(O)C2C1C#C,-0.2459
78191,CC1C2C(O)C2C1C#N,-0.2702
78192,CC1C2C1C(C#C)C2C,-0.2452
78193,CC1C2C1C(C#C)C2O,-0.2508
78194,CC1C2C1C(C#N)C2C,-0.2715
78195,CC1C2C1C(C#N)C2O,-0.2671
78196,CC1C2C1N(C)C2C#N,-0.2213
78197,CN1C2C(O)C2C1C#C,-0.2032
78198,CN1C2C(O)C2C1C#N,-0.2224
78199,CN1C2C1C(C#C)C2O,-0.2316
78200,CN1C2C1C(C#N)C2N,-0.2418
78201,CN1C2C1C(C#N)C2O,-0.2545
78202,OC1C2C1C(C#C)C2O,-0.2478
78203,OC1C2C1C(C#N)C2O,-0.2676
78204,CC1(C)C2C(O)C2C1=O,-0.2339
78205,CC1(O)C2C(O)C2C1=O,-0.2327
78206,CC1C2C1C(C)(C)C2=O,-0.2317
78207,CC1C2C1C(C)(O)C2=O,-0.2321
78208,CC1C2N1C(=N)C2(C)O,-0.2401
78209,CC1C2N1C(=O)C2(C)C,-0.2368
78210,CC1C2N1C(=O)C2(C)O,-0.2354
78211,CC1C2N1C(C)(C)C2=O,-0.2338
78212,CN1C2C1C(C)(C)C2=O,-0.2226
78213,CN1C2C1C(C)(O)C2=O,-0.2256
78214,CC1(C)C2C(O)C2C1O,-0.2357
78215,CC1(O)C2C(O)C2C1O,-0.2396
78216,CC1C2C(N2C)C1(C)C,-0.222
78217,CC1C2C(N2C)C1(C)O,-0.2215
78218,CC1C2C(O)C(C)(C)N12,-0.2235
78219,CC1C2C(O)C2C1(C)C,-0.2433
78220,CC1C2C(O)C2C1(C)O,-0.2382
78221,CC1C2C1C(C)(C)C2C,-0.243
78222,CC1C2C1C(C)(C)C2O,-0.2374
78223,CC1C2C1C(C)(O)C2C,-0.2389
78224,CC1C2C1C(C)(O)C2O,-0.2412
78225,CC1C2N1C(C)C2(C)C,-0.2207
78226,CC1C2N1C(C)C2(C)O,-0.226
78227,CN1C2C1C(C)(C)C2O,-0.2229
78228,CN1C2C1C(C)(O)C2O,-0.2224
78229,CC1=CC(O)C2C(O)C12,-0.2322
78230,CC1C2C1C(C)=CC2C,-0.2138
78231,CC1C2C1C(C)=CC2O,-0.223
78232,CC1C=C(C)C2C(O)C12,-0.2172
78233,CN1C2C1C(C)=CC2O,-0.2259
78234,CC1C2C(O)CC(C)N12,-0.217
78235,CC1C2C1C(C)CC2C,-0.2565
78236,CC1C2C1C(C)OC2C,-0.2379
78237,CC1C2C1C(O)CC2C,-0.2568
78238,CC1C2C1C(O)CC2O,-0.2465
78239,CC1CC(C)C2C(O)C12,-0.2312
78240,CC1CC(O)C2C(O)C12,-0.2425
78241,CC1CC(O)C2C1N2C,-0.2182
78242,CC1OC(C)C2C(O)C12,-0.2349
78243,CC1OC(C)C2C1N2C,-0.2209
78244,CN1C2C1C(O)CC2O,-0.2227
78245,OC1C2C1C(O)CC2O,-0.2455
78246,CC1C2C(C)C(C=O)N12,-0.2311
78247,CC1C2C(C1C=O)N2C,-0.2421
78248,CC1C2C(C=O)C(C)N12,-0.2279
78249,CC1C2C(O)C(C=O)N12,-0.2431
78250,CC1C2C(O)C2C1C=O,-0.2451
78251,CC1C2C(O)C2N1C=O,-0.238
78252,CC1C2C1C(C=O)C2C,-0.242
78253,CC1C2C1C(C=O)C2O,-0.2472
78254,CC1C2C1N(C)C2C=O,-0.207
78255,CC1C2C1N(C=O)C2C,-0.2319
78256,CN1C2C(O)C2C1C=O,-0.2109
78257,CN1C2C1C(C=O)C2O,-0.2374
78258,OC1C2C1C(C=O)C2O,-0.2451
78259,CC12C(O)C1C1C(O)C21,-0.2092
78260,CC1C2C1C1(C)C(C)C21,-0.1977
78261,CC1C2C1C1(C)C(C)N21,-0.2072
78262,CC1C2C1C1(C)C(O)C21,-0.1984
78263,CC1C2C1C1(C)C2N1C,-0.1911
78264,CC1C2C1C1(O)C(C)C21,-0.203
78265,CC1C2C1C1(O)C(O)C21,-0.2045
78266,CC1C2C3C(C)C3(C)N12,-0.2184
78267,CC1C2C3C(N3C)C12C,-0.194
78268,CC1C2C3C(N3C)C12O,-0.2001
78269,CC1C2C3C(O)C3(C)N12,-0.2228
78270,CC1C2C3C(O)C3C12C,-0.2008
78271,CC1C2C3C(O)C3C12O,-0.2052
78272,CC1C2N1C1C(C)C21C,-0.2122
78273,CC1C2N1C1C(C)C21O,-0.2161
78274,CC1C2N1C1C(O)C21C,-0.216
78275,CC1C2N1C1C(O)C21O,-0.2205
78276,CC1N2C3C(O)C3C12C,-0.2144
78277,CN1C2C1C1(C)C2N1C,-0.1843
78278,CN1C2C3C(O)C3(C)C12,-0.2343
78279,CN1C2C3C(O)C3(O)C12,-0.2316
78280,CN1C2C3C(O)C3C12C,-0.2114
78281,OC1C2C1C1(O)C(O)C21,-0.2063
78282,CC12CC1(C)C1C(O)C21,-0.2344
78283,CC12CC1(O)C1C(O)C21,-0.2362
78284,CC12NC1(C)C1C(O)C21,-0.2474
78285,CC12OC1(C)C1C(O)C21,-0.2432
78286,CC1C2C1C1(C)CC21C,-0.1968
78287,CC1C2C1C1(C)NC21C,-0.1943
78288,CC1C2C1C1(C)OC21C,-0.2173
78289,CC1C2C1C1(O)CC21C,-0.2021
78290,CC1C2C1C1(O)CC21O,-0.2021
78291,CC1C2N1C1(C)CC21C,-0.2097
78292,CC1C2N1C1(C)CC21O,-0.2141
78293,CN1C2C1C1(C)CC21C,-0.1937
78294,CN1C2C1C1(C)NC21C,-0.1877
78295,CN1C2C1C1(C)OC21C,-0.2053
78296,CN1C2C1C1(O)CC21C,-0.199
78297,CN1C2C1C1(O)CC21O,-0.203
78298,OC1C2C1C1(O)CC21O,-0.203
78299,CC12CC(C1)C1C(O)C21,-0.2382
78300,CC12CC(O1)C1C(O)C21,-0.2326
78301,CC1C2C1C1(C)CC2C1,-0.2437
78302,CC1C2C1C1(C)CC2O1,-0.2457
78303,CC1C2C1C1(O)CC2C1,-0.242
78304,CC1C2C3CC(C)(C3)N12,-0.2167
78305,CC1C2N1C1CC2(C)C1,-0.2232
78306,CC1C2N1C1CC2(O)C1,-0.2253
78307,CN1C2C1C1(C)CC2C1,-0.2119
78308,CN1C2C1C1(C)CC2O1,-0.2147
78309,CN1C2C1C1(O)CC2C1,-0.2153
78310,OC1C2C1C1(O)CC2C1,-0.2413
78311,OC1C2C1C1(O)CN2C1,-0.2233
78312,CC12CCC1C1C(O)C21,-0.2266
78313,CC12COC1C1C(O)C21,-0.2385
78314,CC12OCC1C1C(O)C21,-0.2342
78315,CC1C2C1C1(C)CCC21,-0.2275
78316,CC1C2C1C1(C)COC21,-0.2407
78317,CC1C2C1C1(C)OCC21,-0.2401
78318,CC1C2C1C1(O)CCC21,-0.22
78319,CC1C2C1C1(O)COC21,-0.2342
78320,CC1C2C3OCC3(C)N12,-0.2294
78321,CC1C2N1C1CCC21C,-0.2159
78322,CC1C2N1C1CCC21O,-0.2135
78323,CC1C2N1C1COC21C,-0.2271
78324,CN1C2C1C1(C)CCC21,-0.2107
78325,CN1C2C1C1(C)COC21,-0.2177
78326,CN1C2C1C1(C)OCC21,-0.2167
78327,CN1C2C1C1(O)CCC21,-0.213
78328,CN1C2C1C1(O)COC21,-0.2213
78329,OC1C2C1C1(O)CCC21,-0.2265
78330,OC1C2C1C1(O)COC21,-0.2356
78331,CC1C2C1C1(CC1)C2=O,-0.2351
78332,CC1C2C1C1(CN1)C2=O,-0.2312
78333,CC1C2C1C1(CO1)C2=O,-0.2401
78334,CC1C2N1C(=N)C21CO1,-0.2508
78335,CC1C2N1C(=O)C21CC1,-0.2404
78336,CC1C2N1C(=O)C21CN1,-0.2381
78337,CC1C2N1C(=O)C21CO1,-0.2492
78338,CC1C2N1C1(CC1)C2=O,-0.2411
78339,CN1C2C1C1(CC1)C2=O,-0.228
78340,CN1C2C1C1(CN1)C2=O,-0.226
78341,CN1C2C1C1(CO1)C2=O,-0.2325
78342,OC1C2C1C1(CC1)C2=O,-0.2372
78343,OC1C2C1C1(CN1)C2=O,-0.2344
78344,OC1C2C1C1(CO1)C2=O,-0.2433
78345,CC1C2C(N2C)C11CC1,-0.2117
78346,CC1C2C(N2C)C11CN1,-0.2153
78347,CC1C2C(N2C)C11CO1,-0.2222
78348,CC1C2C(O)C2C11CC1,-0.2373
78349,CC1C2C(O)C2C11CN1,-0.2389
78350,CC1C2C(O)C2C11CO1,-0.2443
78351,CC1C2C(O)C3(CC3)N12,-0.2328
78352,CC1C2C1C1(CC1)C2C,-0.2374
78353,CC1C2C1C1(CC1)C2O,-0.2448
78354,CC1C2C1C1(CN1)C2O,-0.2441
78355,CC1C2C1C1(CO1)C2C,-0.2545
78356,CC1C2C1C1(CO1)C2O,-0.2539
78357,CC1C2N1C(C)C21CC1,-0.2202
78358,CC1C2N1C(C)C21CN1,-0.2189
78359,CC1C2N1C(C)C21CO1,-0.2306
78360,CN1C2C1C1(CC1)C2O,-0.2243
78361,CN1C2C1C1(CN1)C2O,-0.2233
78362,CN1C2C1C1(CO1)C2O,-0.2306
78363,OC1C2C1C1(CC1)C2O,-0.2406
78364,OC1C2C1C1(CN1)C2O,-0.2358
78365,OC1C2C1C1(CO1)C2O,-0.2528
78366,CC1C2C1C1=CCCC21,-0.2168
78367,CC1C2C1C1=CCOC21,-0.2248
78368,CC1C2C3CCN=C3N12,-0.2293
78369,CC1C2N1C1CCC=C21,-0.2245
78370,CN1C2C1C1=CCOC21,-0.2209
78371,OC1C2C1C1=CCCC21,-0.2175
78372,OC1C2C1C1=CCOC21,-0.2254
78373,CC1C2C1C1C(C)CC21,-0.2274
78374,CC1C2C1C1C(C)OC21,-0.2392
78375,CC1C2C1C1C(O)CC21,-0.2272
78376,CC1C2C1N1CC(O)C21,-0.2114
78377,CC1C2C3C(CN3C)N12,-0.2057
78378,CC1C2C3C(O)CC3N12,-0.2114
78379,CC1C2C3CC(O)C3N12,-0.2117
78380,CC1C2C3OC(C)C3N12,-0.2226
78381,CC1CC2C3C(O)C3C12,-0.2275
78382,CC1OC2C3C(C12)N3C,-0.2303
78383,CC1OC2C3C(O)C3C12,-0.2391
78384,CN1C2C1C1C(O)CC21,-0.2212
78385,OC1C2C1C1C(O)CC21,-0.2262
78386,OC1C2C1N1CC(O)C21,-0.213
78387,CC1(C)C2C3C(O)C3C12,-0.2037
78388,CC1(C)C2C3C(O)C3N12,-0.2161
78389,CC1(O)C2C3C(O)C3C12,-0.2062
78390,CC1C2C1C1C2C1(C)C,-0.2005
78391,CC1C2C1C1C2C1(C)O,-0.2006
78392,CC1C2C1N1C2C1(C)C,-0.2102
78393,CC1C2C3C(N12)C3(C)C,-0.223
78394,CC1C2C3C(N12)C3(C)O,-0.2231
78395,CN1C2C1C1C2C1(C)C,-0.1959
78396,CN1C2C1C1C2C1(C)O,-0.2094
78397,CC1C2C1C1C2CC1=O,-0.2278
78398,CC1C2C1C1C2NC1=O,-0.2341
78399,CC1C2C1C1C2OC1=N,-0.2557
78400,CC1C2C1C1C2OC1=O,-0.2555
78401,CC1C2C1N1C2CC1=O,-0.2369
78402,CC1C2C1N1CC(=O)C21,-0.233
78403,CC1C2C3C(CC3=O)N12,-0.2281
78404,CC1C2C3CC(=O)C3N12,-0.2287
78405,CC1C2C3NC(=O)C3N12,-0.2373
78406,CC1C2C3OC(=N)C3N12,-0.2422
78407,CC1C2C3OC(=O)C3N12,-0.2508
78408,CN1C2C1C1C2CC1=O,-0.2168
78409,CN1C2C1C1C2NC1=O,-0.2231
78410,CN1C2C1C1C2OC1=N,-0.2301
78411,CN1C2C1C1C2OC1=O,-0.2359
78412,OC1C2C1C1C2CC1=O,-0.2302
78413,OC1C2C1C1C2NC1=O,-0.237
78414,OC1C2C1C1C2OC1=N,-0.2554
78415,OC1C2C1C1C2OC1=O,-0.2575
78416,OC1C2C1N1C2CC1=O,-0.2382
78417,OC1C2C1N1CC(=O)C21,-0.2334
78418,CC1C2C1C1C3CC1C23,-0.2453
78419,CC1C2C1C1C3CN1C23,-0.219
78420,CC1C2C1C1C3OC1C23,-0.2279
78421,CC1C2C3C4CC3C4N12,-0.2195
78422,CC1C2C3C4OC3C4N12,-0.2248
78423,CN1C2C1C1C3CC1C23,-0.2151
78424,CN1C2C1C1C3CN1C23,-0.2187
78425,CN1C2C1C1C3OC1C23,-0.2275
78426,OC1C2C1C1C3CC1C23,-0.2386
78427,OC1C2C1C1C3CN1C23,-0.2241
78428,OC1C2C1C1C3OC1C23,-0.231
78429,OC1C2C1N1C3CC1C23,-0.2259
78430,CC1C2C1C1C=CCC21,-0.2343
78431,CC1C2C1C1N=COC21,-0.2455
78432,CN1C2C1C1N=COC21,-0.2258
78433,OC1C2C1C1C=CCC21,-0.2307
78434,OC1C2C1C1N=COC21,-0.2489
78435,OC1C2C1N1CC=CC21,-0.2056
78436,CC1C2C1C1CC2C1=O,-0.2315
78437,CC1C2C1C1NC2C1=O,-0.2407
78438,CC1C2C1C1OC2C1=O,-0.247
78439,CC1C2C3CC(N12)C3=O,-0.2276
78440,CN1C2C1C1CC2C1=O,-0.2314
78441,CN1C2C1C1NC2C1=O,-0.2397
78442,CN1C2C1C1OC2C1=O,-0.2466
78443,OC1C2C1C1CC2C1=O,-0.2342
78444,OC1C2C1C1NC2C1=O,-0.243
78445,OC1C2C1C1OC2C1=O,-0.25
78446,CC1C2C1C1CC2C1C,-0.2436
78447,CC1C2C1C1CC2C1O,-0.244
78448,CC1C2C1C1OC2C1C,-0.2392
78449,CC1C2C1C1OC2C1O,-0.2518
78450,CC1C2C3CC(C3C)N12,-0.2136
78451,CC1C2C3CC(C3O)N12,-0.2142
78452,CC1C2CC1C1C(O)C21,-0.2372
78453,CC1C2CC1C1C2N1C,-0.2111
78454,CC1C2OC1C1C(O)C21,-0.2379
78455,CC1C2OC1C1C2N1C,-0.2231
78456,CN1C2C1C1CC2C1O,-0.2122
78457,CN1C2C1C1NC2C1O,-0.226
78458,CN1C2C1C1OC2C1O,-0.2308
78459,OC1C2C1C1CC2C1O,-0.2379
78460,OC1C2C1C1OC2C1O,-0.2502
78461,CC1C2C1C1CC2C=C1,-0.2348
78462,CC1C2C1C1OC2C=C1,-0.2329
78463,CN1C2C1C1OC2C=C1,-0.2255
78464,OC1C2C1C1CC2C=C1,-0.2352
78465,OC1C2C1C1OC2C=C1,-0.2382
78466,CC1C2C1C1CC2CO1,-0.2404
78467,CC1C2C1C1CCC2C1,-0.2492
78468,CC1C2C1C1CCC2O1,-0.2448
78469,CC1C2C1C1OCC2O1,-0.2517
78470,CC1C2C3CC(CO3)N12,-0.2176
78471,CN1C2C1C1CC2CO1,-0.2214
78472,CN1C2C1C1CCC2O1,-0.2283
78473,CN1C2C1C1OCC2O1,-0.2328
78474,OC1C2C1C1CC2CO1,-0.2426
78475,OC1C2C1C1CCC2C1,-0.236
78476,OC1C2C1C1CCC2O1,-0.2483
78477,OC1C2C1C1OCC2O1,-0.2535
78478,CC1C2C1C1CCCC21,-0.2366
78479,CC1C2C1C1COCC21,-0.2277
78480,CC1C2C1C1OCCC21,-0.2343
78481,CC1C2C1C1OCOC21,-0.2539
78482,CC1C2C3COCC3N12,-0.2241
78483,CC1C2C3OCCC3N12,-0.2261
78484,CN1C2C1C1OCCC21,-0.2117
78485,CN1C2C1C1OCOC21,-0.217
78486,OC1C2C1C1CCCC21,-0.2335
78487,OC1C2C1C1COCC21,-0.2278
78488,OC1C2C1C1OCCC21,-0.2352
78489,OC1C2C1C1OCOC21,-0.2526
78490,CC12C3C(O)C1CC23O,-0.2366
78491,CC12CC3C(O)C1C23C,-0.2365
78492,CC12CC3C(O)C1C23O,-0.2334
78493,CC12NC3C(O)C1C23O,-0.2196
78494,CC12OC3C(O)C1C23C,-0.2305
78495,CC12OC3C(O)C1C23O,-0.2369
78496,CC1C2C3(C)CC1C23C,-0.2272
78497,CC1C2C3(C)CC1C23O,-0.2286
78498,CC1C2C3(C)CN1C23C,-0.2139
78499,CC1C2C3(C)OC1C23C,-0.2205
78500,CC1C2C3(C)OC1C23O,-0.2222
78501,CC1C2C3(O)CC1C23C,-0.2295
78502,CC1C2C3(O)CC1C23O,-0.2295
78503,CC1C2C3(O)CN1C23C,-0.2134
78504,CC1C2CC3(C)N1C23C,-0.2247
78505,CN1C2C3(C)CC1C23C,-0.1981
78506,CN1C2C3(C)CC1C23O,-0.2011
78507,CN1C2C3(O)CC1C23C,-0.1962
78508,CN1C2C3(O)CC1C23O,-0.1981
78509,OC1C2C3(O)CC1C23O,-0.2303
78510,CC12CC3(C)C1C(O)C23,-0.248
78511,CC12CC3(O)C1C(O)C23,-0.2502
78512,CC12OC3(C)C1C(O)C23,-0.2228
78513,CC1C2C3(C)CC2(C)C13,-0.2694
78514,CC1C2C3(C)CC2(C)N13,-0.2198
78515,CC1C2C3(C)CC2(O)C13,-0.2503
78516,CC1C2C3(C)OC2(C)C13,-0.2212
78517,CC1C2C3(O)CC2(O)C13,-0.2494
78518,CN1C2C3(C)CC2(C)C13,-0.2029
78519,CN1C2C3(C)CC2(O)C13,-0.2027
78520,CN1C2C3(C)NC2(C)C13,-0.2078
78521,CN1C2C3(C)OC2(C)C13,-0.2157
78522,CN1C2C3(O)CC2(O)C13,-0.2103
78523,OC1C2C3(O)CC2(O)C13,-0.2467
78524,CC12C(O)C1C1(O)CC21,-0.2018
78525,CC12CC1C1(C)C(O)C21,-0.1973
78526,CC12CC1C1(O)C(O)C21,-0.1978
78527,CC12CN1C1(C)C(O)C21,-0.2119
78528,CC12NC1C1(C)C(O)C21,-0.2076
78529,CC12NC1C1(O)C(O)C21,-0.2131
78530,CC12OC1C1(C)C(O)C21,-0.2271
78531,CC12OC1C1(O)C(O)C21,-0.232
78532,CC1C2C3(O)CC3C12C,-0.2012
78533,CC1C2C3(C)CC3C12C,-0.1963
78534,CC1C2C3(C)CC3C12O,-0.2013
78535,CC1C2C3(C)CN3C12C,-0.2097
78536,CC1C2C3(C)NC3C12C,-0.1956
78537,CC1C2C3(C)NC3C12O,-0.2009
78538,CC1C2C3(C)OC3C12C,-0.2172
78539,CC1C2C3(C)OC3C12O,-0.223
78540,CC1C2C3(O)CC3C12O,-0.2066
78541,CC1N2C3(C)CC3C12C,-0.2061
78542,CN1C2C3(C)CC3C12C,-0.2021
78543,CN1C2C3(C)NC3C12C,-0.1941
78544,CN1C2C3(C)OC3C12C,-0.2085
78545,CN1C2C3(O)CC3C12C,-0.2049
78546,OC1C2C3(O)CC3C12O,-0.2025
78547,CC12CC3(CC3)C1C2O,-0.2347
78548,CC12CC3(CN3)C1C2O,-0.2405
78549,CC12CC3(CO3)C1C2O,-0.2479
78550,CC12OC3(CC3)C1C2O,-0.2235
78551,CC1C2C3(CO3)CC12C,-0.2518
78552,CC1C2C1(O)CC21CN1,-0.23
78553,CC1C2C1(O)CC21CO1,-0.2492
78554,CC1C2C3(CC3)CC12C,-0.2326
