,smiles,sublimation enthalpy_kj/mol
796,CC[C@H](OC(C)=O)C(C)(C)[C@]1(O)Cc2ccccc21,97.61879251
797,O=C1CC[C@H]2C[C@@H](C(=O)O)CC[C@@H]2C1,112.9236167
798,O=[N+]([O-])c1ccc(Oc2ccc3ccccc3c2-c2c(Oc3ccc([N+](=O)[O-])cn3)ccc3ccccc23)nc1,129.2255698
799,Cc1nc([N+](=O)[O-])c(C#N)[nH]1,114.9356782
800,[O]c1c(O)cccc1/C=[NH+]/[C@H](Cc1c[nH]c2ccccc12)C(=O)O,185.4309918
801,O=C1O[C@H]2[C@H](Sc3ccccc3)O[C@H]3CO[C@H](c4ccccc4)O[C@@H]3[C@H]2O1,124.458316
802,COc1c2c(c(OC)c3ccccc13)[C@@H]1[C@@H]3C=C[C@@H](C3)[C@@H]1/C2=N\O,125.5422008
803,S=c1[nH]nc(-c2ccncc2)s1,125.4920774
804,CC1(C)OOC(C)(C)OO1,66.43908214
805,Fc1ccc(/C=N/c2cc(F)c(F)cc2F)cc1,61.09719782
806,C[C@@H](O)C(=O)O[C@H](C)C(=O)O[C@H](C)C(=O)O,96.44392434
807,COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)c1ncccc1C#N,149.1707304
808,CC(=O)Oc1cc2ccccc2cc1-c1ncnc2c1ncn2Cc1ccccc1,159.7038713
809,O=C1C[C@@H]2[C@H](O1)O[C@@H]1C[C@H]21,80.02322756
810,CC(C)/C(=C(/C(C)C)C(C)(C)C)C(C)(C)C,78.82844038
811,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1O,149.4128511
812,O=C1CCC[C@H]1CCS(=O)(=O)c1ccccc1,131.0324801
813,Cc1cccc(Nc2ncccn2)c1,96.47292279
814,CC(C)/C=C1\N=C2[C@@H](OC1=O)[C@@H]1CC[C@@]2(C)C1(C)C,99.96624596
815,C/C1=N\NC2=C([N+](=O)[O-])[C@@H](C/C(C)=N/NC3=C([N+](=O)[O-])[C@H](C1)C([N+](=O)[O-])=CC3)C([N+](=O)[O-])=CC2,101.5306264
816,COC(=O)[C@]1(O)C(=O)C(C)=COc2oc3cccc(O)c3c(=O)c21,98.4634426
817,O=c1cccc[nH]1,87.77007013
818,Cc1ccc2c(c1)CC/C2=C1/CCc2cc(C)ccc21,132.2406559
819,CCCCN1CSC(=S)N(Cc2ccccc2)C1,129.7074572
820,C=C(C)[C@H]1C[C@H](C)[C@@](C)(C2OCCO2)[C@H]2CC(=O)CC[C@H]12,112.5678293
821,COC(=O)[C@@H]1[C@H]2C=C[C@]3(O2)[C@@H]1C(=O)N1CCCCC[C@@H]13,108.7576102
822,C[C@H]([NH3+])C([O])=O,134.6524017
823,COC1=C(N2C=CCC=C2)C(=O)C(C#N)=C(C#N)C1=O,160.8936491
824,CC1(C)C[C@]2(C)CC(=O)O[C@H]3OC(=O)[C@@H]4CC[C@@H]1[C@]342,103.0171319
825,c1ccc2ccccc2c1,69.61834085
826,COc1ccc(N2C(=O)[C@@H](Oc3ccccc3)[C@H]2c2ccc(C)cc2)cc1,141.6332591
827,CCOC(=O)/C(C#N)=C/c1cccc2cccc(N(C)C)c12,124.609609
828,CC(C)(C)c1nn(-c2ccccc2)c2nccc(-c3ccc([N+](=O)[O-])cc3)c12,129.7351963
829,C[C@@]12CC[C@H](O)[C@@H](O)[C@@H]1CC[C@H]1[C@H]2CC[C@@]2(C)C(=O)CC[C@H]12,116.470714
830,CCOC(=O)C1=C(N)Oc2c(c(=O)oc3ccccc23)[C@H]1c1ccc(OC)cc1,139.631672
831,COc1cc(-c2oc3c(OC)c(OCC=C(C)C)cc(O)c3c(=O)c2OC)ccc1O,157.8046496
832,Cc1cccc(C)c1NC(=O)[C@@H](C(C)C)N1C(=O)C(=O)c2ccccc21,129.0371572
833,C/C(C/C(C)=N/O)=N\O,93.67789919
834,CC(C)([N+](=O)[O-])[C@@](C)(COC(=O)[C@]12CC[C@](C)(C(=O)O1)C2(C)C)[N+](=O)[O-],120.6280792
835,COC(=O)C1=C(C)NC(=O)C[C@@H]1c1ccccc1[N+](=O)[O-],107.7785277
836,COc1ccc(-c2c3c(F)c(F)c(F)c(F)c3c(-c3ccc(OC)cc3)c3c(F)c(F)c(F)c(F)c23)cc1,54.53885124
837,COc1ccc(N/C(N)=N/C#N)cc1,133.6787521
838,Cc1ccc(S(=O)(=O)O[C@@H]2C[C@@H]3CC[C@@]2(C)C3(C)C)cc1,112.7804258
839,C#CCOC(=O)c1cc(=O)n(CC#C)c2ccccc12,132.5781134
840,Cc1ccc([O])c(/C=[NH+]/C(CO)(CO)CO)c1,164.4423975
841,Cc1cccc(S(=O)(=O)c2c(C)oc3ccc(C4CCCCC4)cc23)c1,139.7138451
842,CCOC(=O)[C@]1(O)C(=O)c2sccc2[C@@H]1c1ccccc1,109.5014498
843,O=[N+]([O-])c1ccc2c(cnn2[N+](=O)[O-])c1,77.30401839
844,[O][S@@H](c1ccccc1)c1c2ccccc2c(-c2ccccc2)c2cc3ccccc3cc12,157.2100094
