,smiles,alpha
82428,OC1C2CC2NCC1=O,70.41
82429,OC1C2CC2OCC1=O,67.95
82430,OC1C2CN2CCC1=O,71.14
82431,OC1C2NC2CCC1=O,71.13
82432,OC1C2NC2CNC1=O,68.14
82433,OC1C2NC2COC1=N,69.25
82434,OC1C2NC2COC1=O,64.37
82435,OC1C2OC2CCC1=O,67.45
82436,OC1C2OC2CNC1=O,64.43
82437,OC1C2OC2COC1=N,65.48
82438,OC1C2OC2COC1=O,60.67
82439,CC12C3C(CC13O)C2O,75.12
82440,CC12CC3C(O)C1(C)N23,78.87
82441,CC12CC3C1C2(C)C3O,82.39
82442,CC12CC3C1C2(O)C3O,75.08
82443,CC12OC3C1C2(C)C3O,75.13
82444,CC12OC3C1C2(O)C3O,67.77
82445,CC1C2CC3(C)C2C13C,89.66
82446,CC1C2CC3(C)C2C13O,82.2
82447,CC1C2CC3(C)N2C13C,85.67
82448,CC1C2CC3(O)C2C13C,82.11
82449,CC1C2CC3(O)C2C13O,74.64
82450,CC1C2OC3(C)C2C13C,82.15
82451,CC1C2OC3(C)C2C13O,74.63
82452,CC1N2CC3(C)C2C13C,85.9
82453,CC1N2CC3(C)C2C13O,78.69
82454,CC1N2CC3(O)C2C13C,78.55
82455,CC1N2CC3(O)C2C13O,71.47
82456,CN1C2CC3(C)C2C13C,86.48
82457,OC1C2CC3(O)C2C13O,67.17
82458,CC12CC3C(O)C1CN23,77.79
82459,CC12CC3C1CC2C3O,81.4
82460,CC12CC3C1OC2C3O,73.82
82461,CC12NC3C1NC2C3O,74.04
82462,CC12NC3C1OC2C3O,70.18
82463,CC12OC3C1CC2C3O,73.98
82464,CC12OC3C1NC2C3O,70.12
82465,CC12OC3C1OC2C3O,66.37
82466,CC1C2CC3(C)C2CC13,88.93
82467,CC1C2CC3(C)C2OC13,81.17
82468,CC1C2CC3(O)C2CC13,81.48
82469,CC1C2CC3(O)C2OC13,73.77
82470,CC1C2CC3N1CC23O,78.02
82471,CC1C2NC3(C)C2OC13,77.8
82472,CC1C2OC3(C)C2CC13,81.39
82473,CC1C2OC3(C)C2NC13,77.84
82474,CC1C2OC3(C)C2OC13,73.92
82475,OC1C2CC3(O)C2CC13,74.27
82476,OC1C2CC3(O)C2OC13,66.53
82477,CC12CC3C(O)C(C1)C23,81.09
82478,CC12CC3C(O)C(C1)N23,77.62
82479,CC12CC3C(O)C(O1)C23,73.96
82480,CC1C2CC3(C)CC1C23,88.8
82481,CC1C2CC3(C)CC1N23,84.69
82482,CC1C2CC3(C)CN1C23,85.15
82483,CC1C2CC3(C)OC1C23,81.68
82484,CC1C2CC3(O)CC1C23,81.29
82485,CC1C2CC3(O)CN1C23,77.79
82486,CC1C2OC3(C)CN1C23,78.15
82487,CN1C2CC3(O)CC1C23,78.48
82488,OC1C2CC3(O)CC1C23,74.17
82489,CC12CC3C(C1)C(O)C23,81.75
82490,CC12CC3C(O)C1C3O2,74.19
82491,CC12CC3C(O1)C(O)C23,74.08
82492,CC12CN3C(C1)C(O)C23,77.87
82493,CC1C2CC3(C)CC2C13,88.99
82494,CC1C2CC3(C)CN2C13,85.07
82495,CC1C2CC3(C)OC2C13,81.21
82496,CC1C2CC3(O)CC2C13,81.47
82497,CC1C2CC3(O)CN2C13,77.71
82498,CC1C2OC3(C)CC2C13,81.92
82499,CN1C2CC3(C)CC2C13,86.14
82500,CN1C2CC3(C)OC2C13,78.46
82501,OC1C2CC3(O)CC2C13,74.22
82502,OC1C2CC3(O)CN2C13,70.5
82503,CC12CC1C1C(O)C1C2,81.3
82504,CC12CC1C1C(O)C1O2,73.95
82505,CC12CC3C(O)C3C1N2,77.47
82506,CC12CC3C(O)C3C1O2,73.75
82507,CC12CN1C1C(O)C1C2,77.9
82508,CC1C2C3CC3(C)CN12,84.91
82509,CC1C2C3CC3(O)CN12,77.71
82510,CC1C2C3NC3(C)CN12,81.07
82511,CC1C2C3OC3(C)CN12,77.44
82512,CC1C2CC3(C)CC3C12,88.46
82513,CC1C2CC3(C)CC3N12,85.24
82514,CC1C2CC3(C)OC3C12,81.55
82515,CC1C2CC3(O)CC3C12,81.09
82516,CC1C2CC3(O)CC3N12,77.9
82517,CC1C2OC3(C)CC3C12,81.63
82518,CN1C2CC3(C)NC3C12,82.26
82519,CN1C2CC3(C)OC3C12,78.21
82520,CN1C2CC3(O)CC3C12,78.02
82521,OC1C2CC3(O)CC3C12,73.96
82522,CC12C(O)C1CC21CC1,82.26
82523,CC12C(O)C1CC21CN1,78.96
82524,CC12C(O)C1CC21CO1,75.36
82525,CC12C(O)C1OC21CC1,75.26
82526,CC1C2CC3(CC3)C12C,90.01
82527,CC1C2CC3(CC3)C12O,82.85
82528,CC1C2CC3(CN3)C12O,79.21
82529,CC1C2CC3(CO3)C12C,82.89
82530,CC1C2CC3(CO3)C12O,75.6
82531,CC1C2OC3(CC3)C12C,82.87
82532,CC1C2OC3(CC3)C12O,75.78
82533,CC1N2CC3(CC3)C12C,86.25
82534,CC1N2CC3(CN3)C12C,82.76
82535,CC1N2CC3(CO3)C12C,79.17
82536,CN1C2CC3(CC3)C12C,86.7
82537,CN1C2CC3(CN3)C12C,83.17
82538,CN1C2CC3(CO3)C12C,79.62
82539,OC1C2CC3(CC3)C12O,75.21
82540,OC1C2CC3(CN3)C12O,71.38
82541,OC1C2CC3(CO3)C12O,67.84
82542,OC1C2NC3(CC3)C12O,71.74
82543,OC1C2OC3(CC3)C12O,68.18
82544,CC1C2CC3(CC3)CC12,88.56
82545,CC1C2CC3(CC3)CN12,85.0
82546,CC1C2CC3(CC3)OC12,82.15
82547,CC1C2CC3(CN3)CN12,81.5
82548,CC1C2CC3(CO3)CC12,81.55
82549,CC1C2CC3(CO3)CN12,77.97
82550,OC1C2CC3(CC3)CC12,81.07
82551,OC1C2CC3(CC3)OC12,74.5
82552,OC1C2CC3(CO3)CC12,74.07
82553,CC1C2CC3(C2)OCC13,81.82
82554,CC1C2CC3(CCC13)C2,89.78
82555,CC1C2CC3(CCC13)O2,82.18
82556,CC1C2CC3(COC13)C2,82.26
82557,CC1C2CC3(COC13)O2,74.84
82558,OC1C2CC3(C2)OCC13,74.75
82559,OC1C2CC3(CCC13)C2,82.6
82560,OC1C2CC3(CCC13)O2,75.0
82561,OC1C2CC3(COC13)C2,75.02
82562,OC1C2CC3(COC13)O2,67.63
82563,CC1C2CC3(CCC3)C12,89.48
82564,CC1C2CC3(CCO3)C12,82.65
82565,CC1C2CC3(COC3)C12,81.71
82566,CC1C2CC3(COC3)N12,78.14
82567,CC1C2N1CC21CCC1,86.48
82568,CC1C2N1CC21CCO1,79.44
82569,CC1C2N1CC21COC1,78.99
82570,CC1C2OC3(CCC3)C12,82.2
82571,CC1C2OC3(COC3)C12,74.7
82572,CN1C2CC3(CCC3)C12,85.93
82573,CN1C2CC3(CCO3)C12,79.22
82574,CN1C2CC3(COC3)C12,78.4
82575,OC1C2CC3(CCC3)C12,82.16
82576,OC1C2CC3(CCO3)C12,74.73
82577,OC1C2CC3(COC3)C12,74.53
82578,OC1C2OC3(CCC3)C12,74.46
82579,OC1C2OC3(COC3)C12,67.08
82580,CC1C2CC3=CCC1C23,87.23
82581,CC1C2CN=C3OC1C23,74.2
82582,OC1C2CC3=CCC1C23,80.04
82583,OC1C2CN=C3NC1C23,71.56
82584,OC1C2CN=C3OC1C23,66.94
82585,CC1C2C(O)C3CN1C23,77.45
82586,CC1C2C3C(CN13)N2C,81.79
82587,CC1C2CC3C(C)C1C23,88.09
82588,CC1C2CC3C(C)C1N23,83.91
82589,CC1C2CC3C(O)C1C23,81.06
82590,CC1C2CC3C(O)C1N23,77.01
82591,CC1C2OC3C(C)C1C23,80.99
82592,CC1C2OC3C(C)N1C23,77.71
82593,CC1C2OC3C(O)C1C23,73.43
82594,OC1C2CC3C(O)C1C23,73.2
82595,OC1C2CC3C(O)C1N23,70.3
82596,OC1C2OC3C(O)C1C23,65.65
82597,CC1C2CC3C(C)C2C13,89.13
82598,CC1C2CC3C(O)C2C13,81.35
82599,CC1C2CC3C(O)C2N13,77.81
82600,CC1C2OC3C(C)C2C13,81.86
82601,CC1C2OC3C(O)C2C13,74.36
82602,CN1C2CC3C(O)C2C13,78.43
82603,CN1C2CC3C1C2N3C,82.8
82604,OC1C2CC3C(O)C2C13,74.12
82605,OC1C2OC3C(O)C2C13,66.58
82606,CC1C2C3C(O)C3CN12,78.24
82607,CC1C2CC3C(C)C3C12,88.19
82608,CC1C2CC3C(O)C3C12,81.54
82609,CC1C2CC3C(O)C3N12,78.41
82610,CC1C2OC3C(C)C3C12,81.52
82611,CC1C2OC3C(O)C3C12,74.41
82612,CN1C2CC3C(O)C3C12,78.33
82613,OC1C2CC3C(O)C3C12,73.54
82614,OC1C2OC3C(O)C3C12,66.47
82615,CC12C3CC(CC13)C2O,80.34
82616,CC12C3CC(CN13)C2O,77.25
82617,CC12C3CC(OC13)C2O,72.93
82618,CC12C3OC(OC13)C2O,65.23
82619,CC1C2CC3C(C2)C13C,87.75
82620,CC1C2CC3C(C2)C13O,80.17
82621,CC1C2CC3C(O2)C13C,80.18
82622,CC1C2CC3C(O2)C13O,72.68
82623,CC1C2CC3N(C2)C13C,84.01
82624,CC1C2OC3C(O2)C13C,72.53
82625,CC1C2OC3C(O2)C13O,65.07
82626,OC1C2CC3C(C2)C13O,73.2
82627,OC1C2CC3C(O2)C13O,65.74
82628,OC1C2OC3C(O2)C13O,57.75
82629,CC12C(O)C3CN1C23C,79.23
82630,CC12C3CC(C1O)C23C,82.34
82631,CC12C3CC(C1O)C23O,75.42
82632,CC12C3CC1C(O)C23O,75.06
82633,CC12C3NC(C1O)C23O,71.25
82634,CC12C3OC(C1O)C23C,74.69
82635,CC12C3OC(C1O)C23O,67.32
82636,CC12C3OC1C(O)C23O,67.57
82637,CC1C2CC3C1(C)C23C,90.0
82638,CC1C2CC3C1(C)C23O,82.41
82639,CC1C2CC3C1(O)C23O,75.03
82640,CC1C2CC3C2(C)C13O,82.57
82641,CC1C2CN3C1(C)C23C,86.23
82642,CC1C2NC3C1(O)C23O,71.43
82643,CC1C2OC3C1(C)C23C,82.33
82644,CC1C2OC3C1(C)C23O,74.85
82645,CC1C2OC3C1(O)C23O,67.43
82646,CC1C2OC3C2(C)C13O,74.66
82647,CC1N2CC3C1(C)C23C,86.27
82648,CC1N2CC3C1(O)C23C,79.06
82649,CN1C2CC3C2(C)C13C,86.85
82650,NC12C3OC1C(O)C23O,63.57
82651,OC1C2CC3C1(O)C23O,68.0
82652,OC1C2NC3C1(O)C23O,63.82
82653,OC1C2OC3C1(O)C23O,59.87
82654,CC1C2C3CN1C2C3=O,75.35
82655,CC1C2CC3C1C2C3=O,78.91
82656,CC1C2CC3N1C2C3=O,75.38
82657,CC1C2OC3C1C2C3=O,71.84
82658,CN1C2CC3C1C2C3=O,75.48
82659,OC1C2CC3C1C2C3=O,71.82
82660,OC1C2OC3C1C2C3=O,64.45
82661,CC1C2C3CN1C3C2=O,75.09
82662,CC1C2CC3C2C(=O)C13,78.82
82663,CC1C2CN3C2C(=O)C13,75.21
82664,CC1C2OC3C2C(=O)C13,71.09
82665,CN1C2CC3C2C(=O)C13,75.84
82666,OC1C2CC3C2C(=O)C13,71.73
82667,OC1C2CN3C2C(=O)C13,68.16
82668,OC1C2OC3C2C(=O)C13,63.82
82669,CC1C2CC3C2C13C#C,86.94
82670,CC1C2CC3C2C13C#N,80.94
82671,CC1C2CC3N2C13C#C,82.92
82672,CC1C2CC3N2C13C#N,76.99
82673,CC1C2CN3C2C13C#C,83.21
82674,CC1C2CN3C2C13C#N,77.26
82675,CC1C2NC3C2C13C#N,77.39
82676,CC1C2OC3C2C13C#C,79.42
82677,CC1C2OC3C2C13C#N,73.61
82678,CC1N2CC3C2C13C#C,83.31
82679,CC1N2CC3C2C13C#N,77.47
82680,CN1C2CC3C2C13C#C,83.64
82681,CN1C2CC3C2C13C#N,77.7
82682,NC1C2CC3N2C13C#N,73.76
82683,NC1C2CN3C2C13C#N,73.94
82684,NC1C2NC3C2C13C#N,74.29
82685,NC1C2OC3C2C13C#N,70.51
82686,OC1C2CC3C2C13C#C,80.04
82687,OC1C2CC3C2C13C#N,74.13
82688,OC1C2CC3N2C13C#C,76.11
82689,OC1C2CC3N2C13C#N,70.33
82690,OC1C2CN3C2C13C#C,76.35
82691,OC1C2CN3C2C13C#N,70.36
82692,OC1C2NC3C2C13C#N,70.2
82693,OC1C2OC3C2C13C#C,72.15
82694,OC1C2OC3C2C13C#N,66.46
82695,CC1C2CC3C2C13C=O,80.48
82696,CC1C2CC3N2C13C=O,76.34
82697,CC1C2CN3C2C13C=O,76.72
82698,CC1C2OC3C2C13C=O,73.2
82699,CC1N2CC3C2C13C=O,76.69
82700,CN1C2CC3C2C13C=O,77.19
82701,OC1C2CC3C2C13C=O,73.05
82702,OC1C2CC3N2C13C=O,69.67
82703,OC1C2CN3C2C13C=O,69.64
82704,OC1C2OC3C2C13C=O,65.65
82705,CC1C2C3C(CN13)C2=O,74.67
82706,CC1C2CC3C2C1C3=O,78.28
82707,CC1C2CC3C2N1C3=O,74.58
82708,CC1C2CC3N2C1C3=O,74.48
82709,CC1C2CN3C2C1C3=O,74.5
82710,CC1C2NC3C2N1C3=O,71.17
82711,CC1C2OC3C2C1C3=O,71.29
82712,CC1C2OC3C2N1C3=N,72.89
82713,CC1C2OC3C2N1C3=O,67.83
82714,CN1C2CC3C2C1C3=O,75.61
82715,CN1C2CN3C2C1C3=O,72.08
82716,OC1C2CC3C2C1C3=O,71.34
82717,OC1C2CC3N2C1C3=O,67.74
82718,OC1C2CN3C2C1C3=O,67.68
82719,OC1C2OC3C2C1C3=O,64.21
82720,CC1C2CC3C(N23)C1=O,74.57
82721,CC1C2CC3C2C3C1=O,78.2
82722,CC1C2CC3C2N3C1=O,74.12
82723,CC1C2CN3C2C3C1=O,74.78
82724,CC1C2OC3C2C3C1=O,70.97
82725,CC1N2CC3C2C3C1=O,74.86
82726,CN1C2CC3C2C3C1=O,75.41
82727,CN1C2CC3C2N3C1=O,71.45
82728,CN1C2CN3C2C3C1=O,71.91
82729,OC1C2CC3C(N23)C1=O,67.58
82730,OC1C2CC3C2C3C1=O,71.07
82731,OC1C2CC3C2N3C1=O,66.94
82732,OC1C2CN3C2C3C1=O,67.87
82733,OC1C2OC3C2C3C1=O,63.67
82734,CC1C2CC3C2C=CC13,85.79
82735,CC1C2OC3C2C=CC13,78.2
82736,OC1C2CC3C2C=CC13,78.44
82737,OC1C2CN3C2C=CC13,74.52
82738,OC1C2OC3C2C=CC13,70.57
82739,CC12CC3C(CC13)C2O,81.6
82740,CC12CC3C(CN13)C2O,77.9
82741,CC12CC3C(OC13)C2O,73.49
82742,CC12CN3C(CC13)C2O,77.64
82743,CC12NC3C(NC13)C2O,74.12
82744,CC12NC3C(OC13)C2O,69.87
82745,CC12OC3C(CC13)C2O,73.87
82746,CC12OC3C(NC13)C2O,70.21
82747,CC12OC3C(OC13)C2O,66.12
82748,CC1C2CC3C2CC13C,88.6
82749,CC1C2CC3C2CC13O,81.34
82750,CC1C2CC3C2OC13C,80.87
82751,CC1C2CC3N2CC13C,84.68
82752,CC1C2CC3N2CC13O,77.57
82753,CC1C2NC3C2OC13C,77.5
82754,CC1C2OC3C2CC13C,80.94
82755,CC1C2OC3C2CC13O,73.67
82756,CC1C2OC3C2NC13C,77.35
82757,CC1C2OC3C2OC13C,73.53
82758,OC1C2CC3C2CC13O,74.09
82759,OC1C2CC3N2CC13O,70.2
82760,OC1C2OC3C2CC13O,65.99
82761,CC1C2CC3C2CCC13,87.78
82762,CC1C2CC3C2COC13,80.51
82763,CC1C2CC3C2OCC13,80.45
82764,CC1C2OC3C2CCC13,80.03
82765,CC1C2OC3C2COC13,72.95
82766,CC1C2OC3C2OCC13,72.92
82767,CN1C2CC3C2OCC13,77.69
82768,OC1C2CC3C2CCC13,80.55
82769,OC1C2CC3C2COC13,73.28
82770,OC1C2CC3C2OCC13,73.3
82771,OC1C2OC3C2CCC13,72.53
82772,OC1C2OC3C2COC13,65.43
82773,OC1C2OC3C2OCC13,65.52
82774,CC1C2C3C4C(CN13)N24,76.79
82775,CC1C2CC3C4C1C2N34,80.17
82776,CC1C2CC3C4C2C1N34,80.14
82777,CC1C2CC3C4C3C2C14,83.78
82778,CC1C2CC3C4C3N2C14,80.0
82779,CC1C2CN3C4C3C2C14,80.16
82780,CC1C2OC3C4C3C2C14,76.38
82781,CC1C2OC3C4C3N1C24,72.8
82782,CN1C2CC3C4C1C2N34,77.16
82783,CN1C2CN3C4C3C1C24,76.99
82784,OC1C2CC3C4C1C2N34,72.94
82785,OC1C2CC3C4C2C1N34,73.19
82786,OC1C2CC3C4C3C2C14,76.71
82787,OC1C2CC3C4C3N2C14,73.05
82788,OC1C2CN3C4C3C2C14,73.14
82789,OC1C2OC3C4C3C2C14,68.66
82790,CC1C2CC3C=CC1C23,85.54
82791,CC1C2CC3C=CC1N23,81.72
82792,CC1C2OC3C=CC1C23,78.06
82793,OC1C2CC3C=CC1C23,78.03
82794,OC1C2CC3C=CC1N23,74.31
82795,OC1C2OC3C=CC1C23,70.48
82796,CC1C2CC3C=CC2C13,85.75
82797,CC1C2OC3C=CC2C13,78.77
82798,OC1C2CC3C=CC2C13,78.42
82799,OC1C2OC3C=CC2C13,70.83
82800,CC1C2C3CC(CN12)O3,77.35
82801,CC1C2CC3CC(C3)C12,88.0
82802,CC1C2CC3CC(O3)C12,80.35
82803,CC1C2OC3CC(C3)C12,81.11
82804,CC1C2OC3CN(C3)C12,77.76
82805,CN1C2CC3CC(O3)C12,77.24
82806,OC1C2CC3CC(C3)C12,80.83
82807,OC1C2CC3CC(O3)C12,73.18
82808,OC1C2OC3CC(C3)C12,73.46
82809,OC1C2OC3CN(C3)C12,70.1
82810,CC12CC3CC(C1O)C23,80.98
82811,CC12CC3CC(C1O)N23,77.49
82812,CC12CC3OC(C1O)C23,73.79
82813,CC12CN3CC(C1O)C23,77.67
82814,CC12OC3CC(C1O)C23,73.85
82815,CC1C2CC3CC1(C)C23,88.43
82816,CC1C2CC3CC1(C)N23,84.37
82817,CC1C2CC3CC1(O)C23,81.02
82818,CC1C2CC3OC1(C)C23,81.33
82819,CC1C2CN3CC1(C)C23,84.62
82820,CC1C2CN3CC1(O)C23,77.34
82821,CC1C2OC3CC1(C)C23,81.24
82822,CC1C2OC3CC1(O)C23,73.87
82823,CC1N2CC3CC1(C)C23,84.79
82824,CC1N2CC3CC1(O)C23,77.52
82825,CC1N2CC3OC1(C)C23,77.81
82826,CN1C2CN3CC1(C)C23,81.83
82827,OC1C2CC3CC1(O)C23,73.97
82828,OC1C2CN3CC1(O)C23,70.34
82829,OC1C2OC3CC1(O)C23,66.36
82830,CC12C3CC1C(O)C2C3,81.59
82831,CC12C3CC1C(O)C2O3,74.58
82832,CC12C3CN1CC2C3O,78.28
82833,CC1C2CC3CC1C23C,88.8
82834,CC1C2CC3CC1C23O,81.24
82835,CC1C2CC3OC1C23C,81.69
82836,CC1C2CC3OC1C23O,74.24
82837,CC1C2OC3CN1C23C,78.17
82838,CN1C2CN3CC1C23C,82.37
82839,OC1C2CC3CC1C23O,74.1
82840,OC1C2CC3OC1C23O,66.6
82841,CC1C2CC3CC1C2C3,87.38
82842,CC1C2CC3CC1C2O3,79.62
82843,CC1C2CC3CC2C1O3,80.39
82844,CC1C2CC3OC1C2O3,72.49
82845,CC1C2OC3CC2C1O3,73.08
82846,CC1C2OC3CC2N1C3,77.07
82847,CN1C2CC3CC1C2O3,76.65
82848,OC1C2CC3CC1C2C3,80.11
82849,OC1C2CC3CC1C2O3,72.43
82850,OC1C2CC3CC2C1O3,72.61
82851,OC1C2CC3OC1C2O3,64.87
82852,OC1C2OC3CC2C1O3,65.37
82853,CC1C2CC3C(CN13)O2,76.9
82854,CC1C2CC3CC1CC23,87.13
82855,CC1C2CC3CC1OC23,79.45
82856,CC1C2CC3OC1CC23,80.2
82857,CC1C2CC3OC1OC23,72.34
82858,CC1C2OC3CC1CC23,79.8
82859,CC1C2OC3CC1OC23,72.31
82860,CC1C2OC3CN1CC23,76.15
82861,OC1C2CC3CC1CC23,79.6
82862,OC1C2CC3CC1OC23,72.37
82863,OC1C2CC3OC1CC23,72.68
82864,OC1C2CC3OC1OC23,64.92
82865,OC1C2OC3CC1CC23,72.18
82866,OC1C2OC3CC1OC23,65.32
82867,CC12CC3CC1C(O)C23,81.81
82868,CC12CC3OC1C(O)C23,74.44
82869,CC12CN3CC1C(O)C23,77.89
82870,CC12OC3CC1C(O)C23,74.15
82871,CC1C2CC3CC2(C)C13,89.16
82872,CC1C2CC3CC2(O)C13,81.64
82873,CC1C2CC3OC2(C)C13,81.36
82874,CC1C2CN3CC2(O)C13,77.98
82875,CC1C2OC3CC2(C)C13,81.94
82876,CC1C2OC3CC2(O)C13,74.49
82877,CN1C2CC3CC2(C)C13,86.16
82878,CN1C2CC3OC2(C)C13,78.41
82879,OC1C2CC3CC2(O)C13,74.31
82880,OC1C2CN3CC2(O)C13,70.68
82881,OC1C2OC3CC2(O)C13,66.66
82882,CC12C3CC(C1O)C2O3,73.92
82883,CC12C3CC1C(C3)C2O,81.24
82884,CC12C3CC1C(O3)C2O,74.27
82885,CC12C3CN1C(C3)C2O,77.62
82886,CC1C2CC3CC2C13C,88.74
82887,CC1C2CC3CC2C13O,81.32
82888,CC1C2CC3OC2C13C,81.01
82889,CC1C2CC3OC2C13O,73.67
82890,CC1C2OC3CC2C13C,81.54
82891,CC1C2OC3CC2C13O,74.17
82892,CC1N2CC3CC2C13O,77.79
82893,CN1C2CC3OC2C13C,77.86
82894,OC1C2CC3CC2C13O,74.14
82895,OC1C2CC3OC2C13O,66.49
82896,OC1C2OC3CC2C13O,66.44
82897,CC1C2CC3CC2CC13,87.31
82898,CC1C2CC3CC2OC13,80.01
82899,CC1C2CC3OC2CC13,80.02
82900,CC1C2CC3OC2OC13,72.49
82901,CC1C2OC3CC2OC13,73.06
82902,CN1C2CC3OC2CC13,77.36
82903,OC1C2CC3CC2CC13,80.05
82904,OC1C2CC3CC2OC13,72.69
82905,OC1C2CC3OC2CC13,72.83
82906,OC1C2CC3OC2OC13,65.28
82907,OC1C2OC3CC2OC13,65.38
82908,CC12CC1CC1C(O)C21,81.34
82909,CC12CC1OC1C(O)C21,73.78
82910,CC12CN1CC1C(O)C21,77.95
82911,CC12NC1CC1C(O)C21,77.66
82912,CC12OC1CC1C(O)C21,73.75
82913,CC1C2CC3CC3(C)C12,88.21
82914,CC1C2CC3CC3(O)C12,81.13
82915,CC1C2CC3OC3(C)C12,80.75
82916,CC1C2N1CC1CC21C,85.78
82917,CC1C2N1CC1CC21O,78.37
82918,CC1C2N1CC1NC21C,82.68
82919,CC1C2N1CC1OC21C,78.77
82920,CC1C2OC3CC3(C)C12,80.97
82921,CC1C2OC3CC3(O)C12,74.05
82922,CN1C2CC3CC3(C)C12,84.98
82923,CN1C2CC3CC3(O)C12,77.91
82924,CN1C2CC3NC3(C)C12,81.14
82925,CN1C2CC3OC3(C)C12,77.46
82926,OC1C2CC3CC3(O)C12,73.56
82927,OC1C2OC3CC3(O)C12,66.66
82928,CC12C(O)C1CC1CC21,81.31
82929,CC12C(O)C1CC1CN21,78.11
82930,CC12C(O)C1CC1NC21,77.69
82931,CC12C(O)C1CC1OC21,73.73
82932,CC12C(O)C1CN1CC21,77.88
82933,CC12C(O)C1OC1CC21,73.77
82934,CC1C2CC3CC3C12C,88.4
82935,CC1C2CC3CC3C12O,80.91
82936,CC1C2CC3NC3C12O,77.99
82937,CC1C2CC3OC3C12C,81.48
82938,CC1C2CC3OC3C12O,73.98
82939,CC1C2CN3CC3C12C,84.88
82940,CC1C2CN3CC3C12O,77.46
82941,CC1C2OC3CC3C12C,81.37
82942,CC1C2OC3CC3C12O,73.98
82943,CC1N2CC3NC3C12C,82.11
82944,CC1N2CC3OC3C12C,78.13
82945,CN1C2CC3NC3C12C,82.2
82946,CN1C2CC3OC3C12C,78.19
82947,OC1C2CC3CC3C12O,73.86
82948,OC1C2CC3NC3C12O,70.13
82949,OC1C2CC3OC3C12O,66.23
82950,OC1C2CN3CC3C12O,70.5
82951,OC1C2OC3CC3C12O,66.41
82952,CC1C2CC3CC3CC12,87.93
82953,CC1C2CC3CC3OC12,81.19
82954,CC1C2CC3NC3CN12,81.42
82955,CC1C2CC3OC3CC12,80.8
82956,CC1C2CC3OC3CN12,77.72
82957,CC1C2OC3CC3OC12,74.68
82958,OC1C2CC3CC3CC12,80.63
82959,OC1C2CC3CC3OC12,73.47
82960,OC1C2CC3CN3CC12,77.55
82961,OC1C2CC3OC3CC12,73.36
82962,OC1C2NC3CC3OC12,70.8
82963,OC1C2OC3CC3OC12,67.14
82964,CC1C2CC3CC=C1C23,87.72
82965,CC1C2OC3CC=C1C23,80.7
82966,OC1C2CC3CC=C1C23,80.28
82967,OC1C2CC3CN=C1N23,71.22
82968,OC1C2CN3CC=C1C23,76.38
82969,OC1C2OC3CC=C1C23,73.25
82970,CC1C2CC3CCC1C23,87.29
82971,CC1C2CC3COC1C23,80.64
82972,CC1C2CC3OCC1C23,80.39
82973,CC1C2CCC3OC1C23,80.34
82974,CC1C2COC3CN1C23,76.8
82975,CC1C2OC3CCN1C23,77.06
82976,CC1C2OC3COC1C23,73.57
82977,CC1C2OCC3CN1C23,77.07
82978,OC1C2CC3CCC1C23,79.72
82979,OC1C2CC3CCC1N23,76.45
82980,OC1C2CC3COC1C23,72.93
82981,OC1C2CC3OCC1C23,73.18
82982,OC1C2CCC3OC1C23,72.8
82983,OC1C2OC3COC1C23,66.15
82984,CC1C2CC3CCC2C13,87.85
82985,CC1C2CC3COC2C13,80.46
82986,CC1C2CC3OCC2C13,80.59
82987,CC1C2OC3CCC2C13,80.89
82988,CC1C2OC3COC2C13,73.6
82989,CC1C2OC3OCC2C13,73.42
82990,CN1C2CC3COC2C13,77.54
82991,OC1C2CC3CCC2C13,80.52
82992,OC1C2CC3COC2C13,73.21
82993,OC1C2CC3OCC2C13,73.33
82994,OC1C2OC3CCC2C13,73.02
82995,OC1C2OC3COC2C13,65.83
82996,OC1C2OC3OCC2C13,65.7
82997,CC1C2C3COC3CN12,76.92
82998,CC1C2C3OCC3CN12,76.99
82999,CC1C2CC3CCC3C12,87.37
83000,CC1C2CC3COC3C12,80.41
83001,CC1C2CC3OCC3C12,80.47
83002,CC1C2CC3OCC3N12,77.2
83003,CC1C2OC3CCC3C12,80.75
83004,CC1C2OC3COC3C12,73.8
83005,CN1C2CC3COC3C12,77.17
83006,OC1C2CC3CCC3C12,80.27
83007,OC1C2CC3COC3C12,73.25
83008,OC1C2CC3OCC3C12,72.94
83009,OC1C2OC3CCC3C12,73.05
83010,OC1C2OC3COC3C12,66.05
83011,CC1C2CC=C(C#C)C12,90.38
83012,CC1C2CC=C(C#N)C12,83.75
83013,CC1C2CN=C(C#C)N12,81.42
83014,CC1C2CN=C(C#N)N12,75.25
83015,CC1C2N1CC=C2C#C,88.1
83016,CC1C2N1CC=C2C#N,81.61
83017,CN1C2CC=C(C#N)C12,80.57
83018,OC1C2CC=C(C#C)C12,83.0
83019,OC1C2CC=C(C#N)C12,76.42
83020,CC1=CCC2C(O)C12C,83.84
83021,CC1=CCC2C(O)C12O,76.45
83022,CC1C2CC=C(C)C12C,91.31
83023,CC1C2CC=C(C)C12O,83.87
83024,CC1=CCC2C(O)C2C1,83.99
83025,CC1=NCC2C(O)C2O1,72.31
83026,CC1C2CC=C(C)CC12,91.18
83027,CC1C2CN=C(C)OC12,79.61
83028,CC1C2CC=C(C=O)C12,83.44
83029,CC1C2CN=C(C=O)N12,74.3
83030,CC1C2N1CC=C2C=O,81.07
