,smiles,cv
71627,CC12CN3C1COCC23,30.211
71628,CC12NC3C1OCOC23,28.627
71629,CC12OC3C1CCCC23,31.405
71630,CC12OC3C1CCOC23,29.897
71631,CC12OC3C1COCC23,29.843
71632,CC12OC3C1OCOC23,28.268
71633,OC12CC3C1CCCC23,31.131
71634,OC12CC3C1CCOC23,29.691
71635,OC12CC3C1COCC23,29.529
71636,OC12CC3C1OCOC23,28.031
71637,OC12CN3C1CCCC23,30.46
71638,OC12CN3C1COCC23,28.923
71639,CC12CC3C1C1C(C2)N31,29.152
71640,CC12CC3C4C(C1)C4C23,29.904
71641,CC12CC3C4C(C1)N4C23,29.01
71642,CC12CC3C4C(C13)N4C2,28.969
71643,CC12CC3C4C(O1)C2N34,27.579
71644,CC12CC3C4C(O1)C4C23,28.59
71645,CC12CC3C4C3C1C4O2,28.457
71646,CC12CN3C4C(C1)C4C23,28.984
71647,CC12CN3C4C(O1)C4C23,27.682
71648,CC12CN3C4C3C1C4O2,27.589
71649,OC12CC3C1C1C(C2)N31,28.078
71650,OC12CC3C4C(C1)C4C23,28.833
71651,OC12CC3C4C(C1)N4C23,27.931
71652,OC12CC3C4C(C13)N4C2,27.923
71653,OC12CN3C4C(C1)C4C23,27.94
71654,CC12CC3C(O1)C1C2N31,26.96
71655,CC12CC3C4C(C14)C3C2,29.345
71656,CC12CC3C4C(C14)C3O2,27.872
71657,CC12CC3C4C(C3C1)N24,28.504
71658,CC12CC3C4C1N4C3C2,28.417
71659,CC12OC3C4C(C14)C3O2,26.355
71660,OC12CC3C4C(C14)C3C2,28.177
71661,OC12CC3C4C(C14)N3C2,27.28
71662,OC12CC3C4C1N4C3C2,27.267
71663,CC12CC3C1CC1C2N31,28.503
71664,CC12CC3C4C(CC13)C24,29.37
71665,CC12CC3C4C(CC13)N24,28.543
71666,CC12CC3C4C(OC13)C24,27.827
71667,CC12CC3C4C1N4CC23,28.422
71668,CC12OC3C4C(CC13)C24,28.07
71669,CC12OC3C4C(OC13)C24,26.479
71670,CC12OC3C4C1N4CC23,27.197
71671,OC12CC3C1CC1C2N31,27.368
71672,OC12CC3C4C(CC13)C24,28.097
71673,OC12CC3C4C(OC13)C24,26.602
71674,OC12CC3C4C1N4CC23,27.182
71675,OC12CN3C4C(CC13)C24,27.251
71676,CC12CC3C1C1CC2N31,28.563
71677,CC12CC3C4C(CC14)C23,29.327
71678,CC12CC3C4C(OC14)C23,27.837
71679,CC12CC3C4C1CN4C23,28.449
71680,CC12CN3C4C(CC14)C23,28.419
71681,CC12CN3C4C(OC14)C23,26.952
71682,CC12OC3C4C(CC14)C23,27.935
71683,CC12OC3C4C(OC14)C23,26.448
71684,CC12OC3C4C1CN4C23,27.059
71685,OC12CC3C1C1CC2N31,27.424
71686,OC12CC3C4C(CC14)C23,28.187
71687,OC12CC3C4C(OC14)C23,26.401
71688,OC12CC3C4C1CN4C23,27.294
71689,OC12CN3C4C(CC14)C23,27.293
71690,OC12CN3C4C(OC14)C23,25.565
71691,CC12C3C4C1C4(O)CN23,30.365
71692,CC12C3CC4(C)C1N4C23,31.474
71693,CC12C3CC4(O)C(C13)C24,31.197
71694,CC12C3CC4(O)C(C14)N23,30.294
71695,CC12CC3C4C1C2C34C,32.343
71696,CC12CC3C4C1C2C34O,31.226
71697,CC12CC3C4C1N2C34C,31.531
71698,CC12CC3C4N1C2C34O,30.286
71699,CC12CC3N4C1C2C34C,31.47
71700,CC12CN3C4C1C2C34C,31.506
71701,CC12OC3C4C1C2C34C,30.838
71702,CC12OC3C4C1C2C34O,29.715
71703,OC12CC3C4C1C2C34O,30.054
71704,CC12C3C4C3C1(O)CC24,31.248
71705,CC12C3C4C3C1(O)CN24,30.244
71706,CC12C3C4N3C1CC24O,30.293
71707,CC12C3CC1(O)C1C3N21,30.314
71708,CC12C3C4C1CC2(C)N34,31.438
71709,CC12CC3C4C(N14)C23O,30.209
71710,CC12CC3C4C1C4C23C,32.318
71711,CC12CC3C4C1C4C23O,31.24
71712,CC12CC3C4C1N4C23C,31.386
71713,CC12CC3N4C1C4C23C,31.391
71714,CC12CC3N4C1C4C23O,30.077
71715,CC12CN3C4C1C4C23C,31.479
71716,CC12OC3C4C1C4C23C,30.903
71717,CC12OC3C4C1C4C23O,29.658
71718,CC12OC3C4C1N4C23C,29.963
71719,OC12CC3C4C1C4C23O,29.974
71720,OC12CC3N4C1C4C23O,28.985
71721,CC12C3C4C(CC13O)N24,30.199
71722,CC12C3C4C1C2(O)CN34,30.194
71723,CC12C3C4CC1(O)C2C34,31.12
71724,CC12C3C4CC1(O)C2N34,30.161
71725,CC12CC3C4C1C2(C)N34,31.431
71726,CC12CC3C4C3C1(C)C24,32.344
71727,CC12CC3C4C3C1(C)N24,31.576
71728,CC12CC3C4C3C1(O)C24,31.156
71729,CC12CC3C4N3C1C24C,31.388
71730,CC12CC3C4N3C1C24O,30.175
71731,CC12CN3C4C3C1(C)C24,31.401
71732,CC12CN3C4C3C1(O)C24,30.222
71733,CC12OC3C4C3C1(C)C24,30.826
71734,CC12OC3C4C3C1(O)C24,29.656
71735,OC12CC3C4C3C1(O)C24,29.858
71736,OC12CC3C4N3C1C24O,28.763
71737,OC12CN3C4C3C1(O)C24,28.979
71738,CC12CC3C4C1CC2N34,28.409
71739,CC12CC3C4C3C1CC24,29.277
71740,CC12CC3C4C3C1OC24,27.893
71741,CC12CN3C4C3C1CC24,28.324
71742,CC12CN3C4C3C1OC24,27.009
71743,CC12OC3C4C3C1CC24,27.804
71744,CC12OC3C4C3C1OC24,26.385
71745,OC12CC3C4C1CC2N34,27.249
71746,OC12CC3C4C3C1CC24,28.101
71747,OC12CC3C4C3C1OC24,26.823
71748,OC12CN3C4C3C1CC24,27.173
71749,OC12CN3C4C3C1NC24,26.064
71750,OC12CN3C4C3C1OC24,25.588
71751,CC12CC3C4CC(C14)C23,29.337
71752,CC12CC3C4CN(C14)C23,28.45
71753,CC12CC3C4OC(C13)C24,27.849
71754,CC12OC3C4CC(C14)C23,27.912
71755,CC12OC3C4CN(C14)C23,27.029
71756,CC12OC3C4OC(C14)C23,26.47
71757,OC12CC3C1C1CN3C21,27.376
71758,OC12CC3C4CC(C14)C23,28.214
71759,OC12CC3C4CN(C14)C23,27.195
71760,OC12CC3C4OC(C13)C24,26.718
71761,OC12CN3C4CC(C14)C23,27.225
71762,CC12CC3C4C1C2CN34,28.878
71763,CC12CC3C4CC1C2C34,29.823
71764,CC12CC3C4CC1C2N34,28.97
71765,CC12CC3C4CC1N2C34,29.054
71766,CC12CC3C4CN1C2C34,29.021
71767,CC12CC3C4OC1C2C34,28.366
71768,CC12CN3C4CC1C2C34,28.927
71769,CC12CN3C4CN1C2C34,28.116
71770,CC12OC3C4CC1C2C34,28.406
71771,CC12OC3C4OC1C2C34,27.001
71772,OC12CC3C4C1C2CN34,27.785
71773,OC12CC3C4CC1C2C34,28.727
71774,OC12CC3C4CC1C2N34,27.862
71775,OC12CC3C4OC1C2C34,27.194
71776,OC12CN3C4CC1C2C34,27.835
71777,CC12CC3C1C1C2CN31,28.667
71778,CC12CC3C4CC1C4C23,29.533
71779,CC12CC3C4CC1C4N23,28.709
71780,CC12CC3C4CC1N4C23,28.603
71781,CC12CC3C4OC1C4C23,28.136
71782,CC12CC3C4OC1C4N23,27.247
71783,CC12CN3C4CC1C4C23,28.681
71784,CC12CN3C4CN1C4C23,27.949
71785,CC12OC3C4CC1C4C23,28.224
71786,CC12OC3C4CC1N4C23,27.297
71787,CC12OC3C4OC1C4C23,26.628
71788,OC12CC3C1C1C2CN31,27.653
71789,OC12CC3C4CC1C4C23,28.486
71790,OC12CC3C4CC1N4C23,27.6
71791,OC12CC3C4OC1C4C23,27.04
71792,OC12CN3C4CC1C4C23,27.61
71793,CC12CC3C4CC3C1C24,29.262
71794,CC12CC3C4CC3N1C24,28.47
71795,CC12CC3C4OC3C1C24,27.914
71796,CC12OC3C4CC3C1C24,27.777
71797,CC12OC3C4OC3C1C24,26.412
71798,OC12CC3C4CC3C1C24,28.1
71799,OC12CC3C4CN3C1C24,27.308
71800,OC12CC3C4OC3C1C24,26.746
71801,OC12CN3C4CC3C1C24,27.307
71802,CC12CC3C1C2C1CN31,29.762
71803,CC12CC3C4CC4C1C23,30.638
71804,CC12CC3C4CC4C1N23,29.833
71805,CC12CC3C4CC4N1C23,29.884
71806,CC12CC3C4CN4C1C23,29.659
71807,CC12CC3C4NC4C1N23,29.032
71808,CC12CC3C4OC4C1C23,29.061
71809,CC12CC3C4OC4C1N23,28.286
71810,CC12OC3C4CC4C1C23,29.308
71811,CC12OC3C4CN4C1C23,28.385
71812,CC12OC3C4NC4C1C23,28.574
71813,CC12OC3C4OC4C1C23,27.794
71814,OC12CC3C1C2C1CN31,28.639
71815,OC12CC3C4CC4C1C23,29.512
71816,OC12CC3C4CN4C1C23,28.548
71817,OC12CC3C4NC4C1C23,28.657
71818,OC12CC3C4OC4C1C23,27.898
71819,OC12CN3C4CC4C1C23,28.594
71820,CC12CC3C=CC(C1)C23,30.755
71821,CC12CC3C=CC(O1)C23,29.354
71822,OC12CC3C=CC(C1)C23,29.715
71823,CC12C=CC3CC1(O)C23,31.984
71824,CC12CC3C=CC1(C)C23,33.103
71825,CC12CC3C=CC1(C)N23,32.379
71826,CC12CC3C=CC1(O)C23,31.846
71827,CC12N=CN3CC1(N)C23,30.981
71828,CC12N=CN3CC1(O)C23,30.081
71829,CC12OC3C=CC1(C)C23,31.92
71830,CC12OC3C=CC1(O)C23,30.608
71831,OC12CC3C=CC1(O)C23,30.311
71832,CC12C3C=CC1CC23O,31.953
71833,CC12C3N=CN1CC23N,30.733
71834,CC12C3N=CN1CC23O,30.018
71835,CC12CC3C=CC1C23C,33.059
71836,CC12CC3C=CC1C23O,31.798
71837,CC12CC3N=CN1C23C,31.279
71838,CC12NC3C=CC1C23O,31.275
71839,CC12OC3C=CC1C23C,31.888
71840,CC12OC3C=CC1C23O,30.674
71841,OC12CC3C=CC1C23O,30.711
71842,CC12CC3C=CC1CC23,30.786
71843,CC12CC3C=CC1CN23,30.026
71844,CC12CC3C=CC1OC23,29.351
71845,CC12NC3C=CC1OC23,28.791
71846,CC12OC3C=CC1CC23,29.435
71847,CC12OC3C=CC1NC23,28.63
71848,CC12OC3C=CC1OC23,27.993
71849,OC12CC3C=CC1CC23,29.702
71850,OC12CC3C=CC1OC23,28.374
71851,CC12CC3C=CCC1C23,31.448
71852,CC12CC3N=COC1C23,28.656
71853,CC12OC3C=CCC1C23,30.082
71854,OC12CC3C=CCC1C23,30.318
71855,OC12CC3N=COC1C23,27.481
71856,CC12CC3CC(=O)C1C23,30.306
71857,CC12CC3CC(=O)C1N23,29.55
71858,CC12CC3CC(=O)N1C23,29.474
71859,CC12CC3NC(=O)C1C23,29.441
71860,CC12CC3NC(=O)N1C23,28.617
71861,CC12CC3OC(=N)C1C23,29.252
71862,CC12CC3OC(=N)N1C23,28.453
71863,CC12CC3OC(=O)C1C23,28.278
71864,CC12CC3OC(=O)N1C23,27.487
71865,CC12CN3CC(=O)C1C23,29.433
71866,CC12OC3CC(=O)C1C23,29.034
71867,OC12CC3CC(=O)C1C23,29.133
71868,OC12CC3NC(=O)C1C23,28.332
71869,OC12CC3OC(=N)C1C23,28.114
71870,OC12CC3OC(=O)C1C23,27.138
71871,OC12CN3CC(=O)C1C23,28.212
71872,CC12CC3CC(=CC1)C23,31.191
71873,CC12CC3OC(=NC1)C23,28.943
71874,CC12CC=C3CC(O1)C23,29.837
71875,CC12CN3CC(=CC1)C23,30.292
71876,OC12CC3CC(=CC1)C23,30.154
71877,OC12CC3NC(=NC1)C23,28.677
71878,OC12CC3OC(=NC1)C23,27.796
71879,OC12CN3CC(=CC1)C23,29.266
71880,CC12CC3(O)CC(O1)C23,32.053
71881,CC12CC3CC(C)(C1)C23,34.462
71882,CC12CC3CC(C)(O1)C23,33.21
71883,CC12CC3CC(O)(C1)C23,33.432
71884,CC12CC3OC(C)(C1)C23,33.075
71885,CC12CN3CC(C)(C1)C23,33.483
71886,CC12CN3CC(C)(O1)C23,32.312
71887,CC12CN3CC(O)(C1)C23,32.525
71888,OC12CC3CC(O)(C1)C23,32.455
71889,OC12CN3CC(O)(C1)C23,31.534
71890,CC12C3CC1(O)CC2O3,31.958
71891,CC12C3CC1CC2(O)C3,33.516
71892,CC12C3CN1CC2(O)C3,32.691
71893,CC12CC3CC(C1)C23C,34.542
71894,CC12CC3CC(C1)C23O,33.346
71895,CC12CC3CC(O1)C23C,33.116
71896,CC12CC3CC(O1)C23O,31.963
71897,CC12CC3CN(C1)C23C,33.666
71898,CC12CC3OC(C1)C23C,33.024
71899,CC12CC3OC(C1)C23O,31.722
71900,CC12CN3CC(O1)C23C,32.273
71901,OC12CC3CC(C1)C23O,32.376
71902,OC12CC3OC(C1)C23O,30.717
71903,CC12CC3C(CC3O1)O2,28.7
71904,CC12CC3C(CN3C1)O2,29.263
71905,CC12CC3CC(C1)C3C2,31.414
71906,CC12CC3CC(C1)C3O2,30.028
71907,CC12CC3CC(O1)C3C2,30.144
71908,CC12CC3CC(O1)C3O2,28.601
71909,CC12CC3OC(C1)C3C2,29.934
71910,CC12CC3OC(C1)C3O2,28.539
71911,OC12CC3CC(C1)C3C2,30.278
71912,OC12CC3OC(C1)C3C2,28.771
71913,CC12CC3CC(C13)C2=O,30.369
71914,CC12CC3CC(N13)C2=O,29.526
71915,CC12CC3CN(C13)C2=O,29.17
71916,CC12CC3OC(C13)C2=O,28.889
71917,CC12CN3CC(C13)C2=O,29.473
71918,CC12NC3CN(C13)C2=O,28.765
71919,CC12OC3CC(C13)C2=O,28.989
71920,CC12OC3CN(C13)C2=N,28.738
71921,CC12OC3CN(C13)C2=O,27.839
71922,OC12CC3CC(C13)C2=O,28.862
71923,OC12CC3CN(C13)C2=N,28.798
71924,OC12CC3CN(C13)C2=O,27.824
71925,OC12CC3NC(C13)C2=O,28.258
71926,OC12CC3OC(C13)C2=O,27.35
71927,OC12CN3CC(C13)C2=O,27.971
71928,CC12CC3CC(C=C1)C23,30.85
71929,CC12CC3OC(C=C1)C23,29.318
71930,CC12OC3CC(C=C1)C23,29.475
71931,OC12CC3CC(C=C1)C23,29.87
71932,OC12CC3OC(C=C1)C23,28.315
71933,OC12CN3CC(C=C1)C23,28.608
71934,CC12CC3CC(CC1)C23,32.285
71935,CC12CC3CC(CO1)C23,30.949
71936,CC12CC3CC(OC1)C23,30.835
71937,CC12CC3OC(CC1)C23,30.784
71938,CC12CC3OC(CO1)C23,29.431
71939,CC12CCC3CC(O1)C23,30.967
71940,CC12CCN3CC(O1)C23,30.006
71941,CC12CN3CC(CO1)C23,29.972
71942,CC12CN3CC(OC1)C23,29.887
71943,CC12COC3CC(O1)C23,29.495
71944,OC12CC3CC(CC1)C23,31.306
71945,OC12CC3CC(OC1)C23,29.841
71946,OC12CC3OC(CC1)C23,29.783
71947,OC12CN3CC(CC1)C23,30.336
71948,OC12CN3CC(OC1)C23,28.933
71949,CC12CC3CC(C1)OC23,29.88
71950,CC12CC3CC(CC13)C2,31.407
71951,CC12CC3CC(CC13)O2,30.131
71952,CC12CC3CC(O1)C2C3,29.967
71953,CC12CC3CC(O1)C2O3,28.505
71954,CC12CC3CC(OC13)O2,28.482
71955,CC12CC3OC(C1)OC23,28.387
71956,CC12CC3OC(CC13)C2,30.041
71957,CC12CC3OC(CC13)O2,28.6
71958,CC12CN3CC(CC13)O2,29.29
71959,CC12CN3CC(O1)C2C3,29.006
71960,OC12CC3CC(C1)OC23,28.841
71961,OC12CC3CC(CC13)C2,30.328
71962,OC12CC3OC(C1)OC23,27.336
71963,OC12CC3OC(CC13)C2,28.946
71964,CC12CC3CC1(C#C)C23,32.734
71965,CC12CC3CC1(C#C)N23,31.805
71966,CC12CC3CC1(C#N)C23,30.463
71967,CC12CC3CC1(C#N)N23,29.674
71968,CC12CC3NC1(C#N)C23,29.84
71969,CC12CC3OC1(C#C)C23,31.335
71970,CC12CC3OC1(C#N)C23,29.191
71971,CC12CN3CC1(C#C)C23,31.827
71972,CC12CN3CC1(C#N)C23,29.626
71973,CC12NC3CC1(C#N)C23,29.839
71974,CC12OC3CC1(C#C)C23,31.447
71975,CC12OC3CC1(C#N)C23,29.198
71976,NC12CC3NC1(C#N)C23,29.466
71977,NC12CC3OC1(C#N)C23,28.826
71978,NC12CN3CC1(C#N)C23,29.287
71979,OC12CC3CC1(C#C)C23,31.527
71980,OC12CC3CC1(C#N)C23,29.287
71981,OC12CC3NC1(C#N)C23,28.612
71982,OC12CC3OC1(C#C)C23,30.263
71983,OC12CC3OC1(C#N)C23,27.964
71984,OC12CN3CC1(C#C)C23,30.579
71985,OC12CN3CC1(C#N)C23,28.423
71986,CC12C3CC1(O)C2(O)C3,33.701
71987,CC12CC3CC1(C)C23C,36.495
71988,CC12CC3CC1(C)C23O,35.21
71989,CC12CC3CC1(O)C23C,35.187
71990,CC12CC3CC1(O)C23O,33.988
71991,CC12CC3OC1(C)C23C,35.194
71992,CC12CC3OC1(C)C23O,33.82
71993,CC12CN3CC1(C)C23C,35.76
71994,CC12CN3CC1(O)C23C,34.422
71995,CC12N3CC1(O)C2(O)C3,32.98
71996,CC12NC3CC1(O)C23O,33.313
71997,CC12OC3CC1(O)C23C,33.869
71998,CC12OC3CC1(O)C23O,32.569
71999,OC12CC3CC1(O)C23O,32.487
72000,CC12CC3CC1(C=O)C23,31.345
72001,CC12CC3CC1(C=O)N23,30.582
72002,CC12CC3OC1(C=O)C23,30.039
72003,CC12CN3CC1(C=O)C23,30.5
72004,CC12OC3CC1(C=O)C23,30.129
72005,OC12CC3CC1(C=O)C23,30.054
72006,OC12CC3NC1(C=O)C23,29.398
72007,OC12CC3OC1(C=O)C23,28.739
72008,OC12CN3CC1(C=O)C23,29.265
72009,CC12CC3CC1C(=O)C23,29.715
72010,CC12CC3OC1C(=O)C23,28.549
72011,CC12CN3CC1C(=O)C23,28.968
72012,CC12OC3CC1C(=O)C23,28.51
72013,OC12CC3CC1C(=O)C23,28.647
72014,OC12CC3OC1C(=O)C23,27.404
72015,OC12CN3CC1C(=O)C23,27.895
72016,CC12CC3CC1C1C2N31,28.374
72017,CC12CC3CC1C1C3C21,29.26
72018,CC12CC3CC1C1C3N21,28.342
72019,CC12CC3CC1N1C3C21,28.331
72020,CC12CC3OC1C1C3C21,27.77
72021,CC12CC3OC1C1C3N21,26.912
72022,CC12OC3CC1C1C3C21,27.869
72023,CC12OC3CC1N1C3C21,26.971
72024,CC12OC3OC1C1C3C21,26.238
72025,OC12CC3CC1C1C2N31,27.242
72026,OC12CC3CC1C1C3C21,28.157
72027,OC12CC3CC1N1C3C21,27.257
72028,OC12CC3OC1C1C3C21,26.636
72029,CC12CC3CC1(C)C2O3,32.296
72030,CC12CC3CC1(O)C2O3,31.117
72031,CC12CC3CC1C2(C)C3,33.627
72032,CC12CC3CC1C2(C)O3,32.284
72033,CC12CC3CC1C2(O)C3,32.495
72034,CC12CC3CN1C2(C)C3,32.971
72035,CC12CC3OC1C2(C)O3,30.738
72036,CC12OC3CC1(O)C2O3,29.551
72037,CC12OC3CC1C2(C)O3,30.801
72038,CC12OC3CC1C2(O)C3,31.103
72039,OC12CC3CC1(O)C2O3,30.025
72040,OC12CC3CC1C2(O)C3,31.374
72041,OC12CN3CC1C2(O)C3,30.407
72042,CC12CC3CC1C23C#C,32.597
72043,CC12CC3CC1C23C#N,30.282
72044,CC12CC3CN1C23C#C,31.773
72045,CC12CC3CN1C23C#N,29.611
72046,CC12CC3NC1C23C#N,29.671
72047,CC12CC3OC1C23C#C,31.246
72048,CC12CC3OC1C23C#N,29.028
72049,CC12CN3CC1C23C#C,31.698
72050,CC12CN3CC1C23C#N,29.5
72051,CC12NC3CC1C23C#N,29.66
72052,CC12OC3CC1C23C#C,31.273
72053,CC12OC3CC1C23C#N,29.043
72054,NC12CC3NC1C23C#N,29.248
72055,NC12CC3OC1C23C#N,28.631
72056,NC12CN3CC1C23C#N,29.104
72057,OC12CC3CC1C23C#C,31.454
72058,OC12CC3CC1C23C#N,29.2
72059,OC12CC3NC1C23C#N,28.521
72060,OC12CC3OC1C23C#C,30.059
72061,OC12CC3OC1C23C#N,27.885
72062,OC12CN3CC1C23C#C,30.535
72063,OC12CN3CC1C23C#N,28.371
72064,CC12CC3CC1C23C=O,31.235
72065,CC12CC3CN1C23C=O,30.476
72066,CC12CC3OC1C23C=O,29.978
72067,CC12CN3CC1C23C=O,30.423
72068,CC12OC3CC1C23C=O,29.987
72069,OC12CC3CC1C23C=O,29.377
72070,OC12CC3OC1C23C=O,28.277
72071,OC12CN3CC1C23C=O,28.802
72072,CC12CC3CC1C2C3=O,29.616
72073,CC12CC3CN1C2C3=O,28.796
72074,CC12CC3NC1C2C3=O,28.986
72075,CC12CC3OC1C2C3=O,28.323
72076,CC12OC3CC1C2C3=O,28.379
72077,CC12OC3OC1C2C3=O,26.915
72078,OC12CC3CC1C2C3=O,28.393
72079,OC12CC3NC1C2C3=O,27.744
72080,OC12CC3OC1C2C3=O,27.257
72081,CC12CC3CC1C2C=C3,30.582
72082,CC12CC3OC1C2C=C3,29.228
72083,CC12OC3CC1C2C=C3,29.255
72084,CC12OC3OC1C2C=C3,27.843
72085,OC12CC3CC1C2C=C3,29.449
72086,OC12CC3OC1C2C=C3,28.096
72087,CC12CC3CC1C2CC3,32.051
72088,CC12CC3CC1C2CO3,30.677
72089,CC12CC3CC1C2OC3,30.597
72090,CC12CC3CCC1C2O3,30.689
72091,CC12CC3CN1C2CO3,29.89
72092,CC12CC3COC1C2O3,29.248
72093,CC12CC3OC1C2CO3,29.096
72094,CC12OC3CC1C2CC3,30.734
72095,CC12OC3CC1C2CO3,29.126
72096,CC12OC3CC1C2OC3,29.264
72097,CC12OC3CCC1C2O3,29.264
72098,CC12OC3CNC1C2O3,28.754
72099,CC12OC3COC1C2O3,27.791
72100,OC12CC3CC1C2CC3,30.93
72101,OC12CC3CC1C2CO3,29.552
72102,OC12CC3CC1C2OC3,29.445
72103,OC12CC3CCC1C2O3,29.538
72104,OC12CC3CNC1C2O3,29.065
72105,OC12CC3COC1C2O3,28.056
72106,OC12CC3OC1C2CO3,27.946
72107,CC12CC3CC1C3C2=O,29.752
72108,CC12CC3CN1C3C2=O,29.064
72109,CC12CC3OC1C3C2=O,28.478
72110,CC12CN3CC1C3C2=O,28.984
72111,CC12OC3CC1C3C2=O,28.588
72112,OC12CC3CC1C3C2=O,28.432
72113,OC12CC3OC1C3C2=O,27.239
72114,OC12CN3CC1C3C2=O,27.644
72115,CC12CC3CC1C3C=C2,30.233
72116,CC12CC3OC1C3C=C2,28.928
72117,CC12OC3CC1C3C=C2,29.143
72118,OC12CC3CC1C3C=C2,29.165
72119,OC12CC3OC1C3C=C2,27.93
72120,CC12CC3CC1C=CC23,30.127
72121,CC12CC3OC1C=CC23,28.98
72122,CC12OC3CC1C=CC23,28.935
72123,OC12CC3CC1C=CC23,29.089
72124,OC12CC3OC1C=CC23,27.875
72125,OC12CN3CC1C=CC23,28.071
72126,CC12CC3CC1CC23C,33.821
72127,CC12CC3CC1CC23O,32.674
72128,CC12CC3CC1OC23C,32.503
72129,CC12CC3CN1CC23O,31.88
72130,CC12CC3OC1CC23C,32.531
72131,CC12CC3OC1CC23O,31.436
72132,CC12NC3CC1OC23C,31.853
72133,CC12OC3CC1CC23O,31.434
72134,CC12OC3CC1OC23C,31.227
72135,OC12CC3CC1CC23O,31.242
72136,OC12CC3OC1CC23O,30.026
72137,CC12CC3CC1CC2C3,31.385
72138,CC12CC3CC1CC2O3,30.027
72139,CC12CC3CC1OC2C3,29.925
72140,CC12CC3CN1CC2O3,29.205
72141,CC12CC3OC1CC2O3,28.542
72142,CC12CN3CC1OC2C3,28.947
72143,CC12OC3CC1CC2C3,29.986
72144,CC12OC3CC1CC2O3,28.459
72145,CC12OC3CC1OC2C3,28.505
72146,OC12CC3CC1CC2C3,30.202
72147,OC12CC3CC1CC2O3,28.893
72148,OC12CC3CC1OC2C3,28.831
72149,OC12CC3OC1CC2O3,27.36
72150,OC12CN3CC1OC2C3,27.885
72151,CC12CC3CC1CC3C2,30.504
72152,CC12CC3CC1CC3O2,29.352
72153,CC12CC3CC1OC3C2,29.324
72154,CC12CC3CC1OC3O2,27.946
72155,CC12CC3OC1CC3O2,28.113
72156,CC12CC3OC1OC3C2,27.935
72157,CC12OC3CC1CC3O2,28.054
72158,OC12CC3CC1CC3C2,29.422
72159,OC12CC3CC1OC3C2,28.195
72160,OC12CC3OC1OC3C2,26.747
72161,CC12CC3CC1CCC23,31.646
72162,CC12CC3CC1COC23,30.047
72163,CC12CC3CC1OCC23,30.038
72164,CC12CC3OC1CCC23,30.359
72165,CC12CC3OC1COC23,28.797
72166,CC12CC3OC1OCC23,28.655
72167,CC12CN3CC1OCC23,29.165
72168,CC12OC3CC1CCC23,30.408
72169,CC12OC3CC1COC23,28.834
72170,CC12OC3CC1OCC23,28.831
72171,OC12CC3CC1CCC23,30.425
72172,OC12CC3CC1COC23,28.907
72173,OC12CC3CC1OCC23,28.773
72174,OC12CC3OC1CCC23,29.205
72175,OC12CC3OC1COC23,27.637
72176,OC12CC3OC1OCC23,27.574
72177,OC12CN3CC1OCC23,27.859
72178,CC12CC3CC4C(C13)N24,29.188
72179,CC12CC3CC4C(C14)C23,29.875
72180,CC12CC3CC4C1N4C23,28.984
72181,CC12CC3CN4C(C14)C23,28.989
72182,CC12CC3OC4C(C14)C23,28.474
72183,CC12CN3CC4C(C13)N24,28.288
72184,CC12OC3CC4C(C14)C23,28.444
72185,CC12OC3CC4C1N4C23,27.559
72186,CC12OC3CN4C(C14)C23,27.58
72187,OC12CC3CC4C(C14)C23,28.685
72188,OC12CC3CC4C1N4C23,27.813
72189,OC12CC3CN4C(C14)C23,27.936
72190,OC12CC3OC4C(C14)C23,27.247
72191,OC12CN3CC4C(C14)C23,27.74
72192,CC12CC3CC4C1C2C34,29.817
72193,CC12CC3CC4C1C2N34,28.871
72194,CC12CC3CC4C1N2C34,28.957
72195,CC12CC3CC4C3C1N24,29.125
72196,CC12CC3CN4C1C2C34,28.846
72197,CC12CC3OC4C1C2C34,28.283
72198,CC12CC3OC4C1N2C34,27.461
72199,CC12CN3CC4C3C1N24,28.192
72200,CC12OC3CC4C1C2C34,28.478
72201,CC12OC3CN4C1C2C34,27.535
72202,OC12CC3CC4C1C2C34,28.646
72203,OC12CC3CC4C1C2N34,27.688
72204,OC12CC3CN4C1C2C34,27.66
72205,OC12CC3OC4C1C2C34,27.114
72206,CC12CC3=CCC(O1)C23,29.815
72207,CC12CC3CC=C(C1)C23,31.207
72208,CC12CC3CN=C(O1)C23,29.01
72209,OC12CC3CC=C(C1)C23,30.1
72210,OC12CN3CC=C(C1)C23,29.244
72211,CC12CC3CC=CC1C23,31.352
72212,CC12CC3OC=NC1C23,28.611
72213,CC12OC3CC=CC1C23,29.973
72214,OC12CC3CC=CC1C23,30.235
72215,OC12CC3OC=NC1C23,27.459
72216,OC12CN3CC=CC1C23,29.391
72217,CC12CC3CCC(C1)C23,32.374
72218,CC12CC3CCC(O1)C23,30.947
72219,CC12CC3COC(C1)C23,30.856
72220,CC12CC3OCC(O1)C23,29.463
72221,CC12CN3CCC(O1)C23,30.017
72222,OC12CC3CCC(C1)C23,31.378
72223,OC12CC3COC(C1)C23,29.842
72224,CC12CC3CCC1(C)C23,34.391
72225,CC12CC3CCC1(O)C23,33.297
72226,CC12CC3COC1(C)C23,32.977
72227,CC12CC3OCC1(C)C23,32.866
72228,CC12CC3OCC1(O)C23,31.758
72229,CC12CCC3CC1(O)C23,33.17
72230,CC12CCC3OC1(C)C23,33.101
72231,CC12CCN3CC1(O)C23,32.23
