,smiles,zpve
72079,OC12CC3NC1C2C3=O,0.126648
72080,OC12CC3OC1C2C3=O,0.113372
72081,CC12CC3CC1C2C=C3,0.186131
72082,CC12CC3OC1C2C=C3,0.161893
72083,CC12OC3CC1C2C=C3,0.161852
72084,CC12OC3OC1C2C=C3,0.13753
72085,OC12CC3CC1C2C=C3,0.162511
72086,OC12CC3OC1C2C=C3,0.138194
72087,CC12CC3CC1C2CC3,0.209922
72088,CC12CC3CC1C2CO3,0.185605
72089,CC12CC3CC1C2OC3,0.185673
72090,CC12CC3CCC1C2O3,0.185753
72091,CC12CC3CN1C2CO3,0.173773
72092,CC12CC3COC1C2O3,0.161424
72093,CC12CC3OC1C2CO3,0.161701
72094,CC12OC3CC1C2CC3,0.185698
72095,CC12OC3CC1C2CO3,0.161675
72096,CC12OC3CC1C2OC3,0.161425
72097,CC12OC3CCC1C2O3,0.161513
72098,CC12OC3CNC1C2O3,0.149986
72099,CC12OC3COC1C2O3,0.13715
72100,OC12CC3CC1C2CC3,0.186308
72101,OC12CC3CC1C2CO3,0.161972
72102,OC12CC3CC1C2OC3,0.16209
72103,OC12CC3CCC1C2O3,0.162108
72104,OC12CC3CNC1C2O3,0.150552
72105,OC12CC3COC1C2O3,0.137841
72106,OC12CC3OC1C2CO3,0.138034
72107,CC12CC3CC1C3C2=O,0.16085
72108,CC12CC3CN1C3C2=O,0.148873
72109,CC12CC3OC1C3C2=O,0.136516
72110,CC12CN3CC1C3C2=O,0.149081
72111,CC12OC3CC1C3C2=O,0.13629
72112,OC12CC3CC1C3C2=O,0.137445
72113,OC12CC3OC1C3C2=O,0.112965
72114,OC12CN3CC1C3C2=O,0.125668
72115,CC12CC3CC1C3C=C2,0.185713
72116,CC12CC3OC1C3C=C2,0.161476
72117,CC12OC3CC1C3C=C2,0.16113
72118,OC12CC3CC1C3C=C2,0.161974
72119,OC12CC3OC1C3C=C2,0.13756
72120,CC12CC3CC1C=CC23,0.185969
72121,CC12CC3OC1C=CC23,0.16146
72122,CC12OC3CC1C=CC23,0.161584
72123,OC12CC3CC1C=CC23,0.162214
72124,OC12CC3OC1C=CC23,0.137747
72125,OC12CN3CC1C=CC23,0.150851
72126,CC12CC3CC1CC23C,0.207294
72127,CC12CC3CC1CC23O,0.183778
72128,CC12CC3CC1OC23C,0.183154
72129,CC12CC3CN1CC23O,0.172146
72130,CC12CC3OC1CC23C,0.183092
72131,CC12CC3OC1CC23O,0.159425
72132,CC12NC3CC1OC23C,0.171716
72133,CC12OC3CC1CC23O,0.159432
72134,CC12OC3CC1OC23C,0.15882
72135,OC12CC3CC1CC23O,0.160614
72136,OC12CC3OC1CC23O,0.136188
72137,CC12CC3CC1CC2C3,0.209932
72138,CC12CC3CC1CC2O3,0.185828
72139,CC12CC3CC1OC2C3,0.185879
72140,CC12CC3CN1CC2O3,0.174077
72141,CC12CC3OC1CC2O3,0.16181
72142,CC12CN3CC1OC2C3,0.174453
72143,CC12OC3CC1CC2C3,0.185963
72144,CC12OC3CC1CC2O3,0.161911
72145,CC12OC3CC1OC2C3,0.161847
72146,OC12CC3CC1CC2C3,0.186478
72147,OC12CC3CC1CC2O3,0.162191
72148,OC12CC3CC1OC2C3,0.16217
72149,OC12CC3OC1CC2O3,0.138237
72150,OC12CN3CC1OC2C3,0.150678
72151,CC12CC3CC1CC3C2,0.211174
72152,CC12CC3CC1CC3O2,0.186641
72153,CC12CC3CC1OC3C2,0.18667
72154,CC12CC3CC1OC3O2,0.162474
72155,CC12CC3OC1CC3O2,0.162181
72156,CC12CC3OC1OC3C2,0.162483
72157,CC12OC3CC1CC3O2,0.162266
72158,OC12CC3CC1CC3C2,0.187491
72159,OC12CC3CC1OC3C2,0.163057
72160,OC12CC3OC1OC3C2,0.138908
72161,CC12CC3CC1CCC23,0.20972
72162,CC12CC3CC1COC23,0.185822
72163,CC12CC3CC1OCC23,0.185845
72164,CC12CC3OC1CCC23,0.185465
72165,CC12CC3OC1COC23,0.161389
72166,CC12CC3OC1OCC23,0.161704
72167,CC12CN3CC1OCC23,0.1743
72168,CC12OC3CC1CCC23,0.185479
72169,CC12OC3CC1COC23,0.161451
72170,CC12OC3CC1OCC23,0.161491
72171,OC12CC3CC1CCC23,0.186321
72172,OC12CC3CC1COC23,0.162236
72173,OC12CC3CC1OCC23,0.162399
72174,OC12CC3OC1CCC23,0.161858
72175,OC12CC3OC1COC23,0.137765
72176,OC12CC3OC1OCC23,0.137949
72177,OC12CN3CC1OCC23,0.150905
72178,CC12CC3CC4C(C13)N24,0.173474
72179,CC12CC3CC4C(C14)C23,0.185367
72180,CC12CC3CC4C1N4C23,0.173837
72181,CC12CC3CN4C(C14)C23,0.173583
72182,CC12CC3OC4C(C14)C23,0.161146
72183,CC12CN3CC4C(C13)N24,0.161816
72184,CC12OC3CC4C(C14)C23,0.161286
72185,CC12OC3CC4C1N4C23,0.149655
72186,CC12OC3CN4C(C14)C23,0.149405
72187,OC12CC3CC4C(C14)C23,0.161789
72188,OC12CC3CC4C1N4C23,0.150194
72189,OC12CC3CN4C(C14)C23,0.149837
72190,OC12CC3OC4C(C14)C23,0.137591
72191,OC12CN3CC4C(C14)C23,0.150204
72192,CC12CC3CC4C1C2C34,0.185426
72193,CC12CC3CC4C1C2N34,0.173915
72194,CC12CC3CC4C1N2C34,0.173892
72195,CC12CC3CC4C3C1N24,0.17357
72196,CC12CC3CN4C1C2C34,0.173867
72197,CC12CC3OC4C1C2C34,0.161423
72198,CC12CC3OC4C1N2C34,0.149725
72199,CC12CN3CC4C3C1N24,0.161993
72200,CC12OC3CC4C1C2C34,0.161141
72201,CC12OC3CN4C1C2C34,0.149505
72202,OC12CC3CC4C1C2C34,0.161807
72203,OC12CC3CC4C1C2N34,0.150289
72204,OC12CC3CN4C1C2C34,0.15024
72205,OC12CC3OC4C1C2C34,0.137773
72206,CC12CC3=CCC(O1)C23,0.159955
72207,CC12CC3CC=C(C1)C23,0.184212
72208,CC12CC3CN=C(O1)C23,0.148467
72209,OC12CC3CC=C(C1)C23,0.160541
72210,OC12CN3CC=C(C1)C23,0.148881
72211,CC12CC3CC=CC1C23,0.185055
72212,CC12CC3OC=NC1C23,0.150004
72213,CC12OC3CC=CC1C23,0.160725
72214,OC12CC3CC=CC1C23,0.161406
72215,OC12CC3OC=NC1C23,0.126339
72216,OC12CN3CC=CC1C23,0.149561
72217,CC12CC3CCC(C1)C23,0.208515
72218,CC12CC3CCC(O1)C23,0.184448
72219,CC12CC3COC(C1)C23,0.184434
72220,CC12CC3OCC(O1)C23,0.160267
72221,CC12CN3CCC(O1)C23,0.172857
72222,OC12CC3CCC(C1)C23,0.184765
72223,OC12CC3COC(C1)C23,0.16067
72224,CC12CC3CCC1(C)C23,0.20718
72225,CC12CC3CCC1(O)C23,0.183484
72226,CC12CC3COC1(C)C23,0.182904
72227,CC12CC3OCC1(C)C23,0.183176
72228,CC12CC3OCC1(O)C23,0.15941
72229,CC12CCC3CC1(O)C23,0.183649
72230,CC12CCC3OC1(C)C23,0.182843
72231,CC12CCN3CC1(O)C23,0.172042
72232,CC12CN3CCC1(O)C23,0.171936
72233,CC12COC3CC1(O)C23,0.159554
72234,CC12OC3CCC1(O)C23,0.159333
72235,CC12OC3COC1(C)C23,0.158538
72236,CC12OCC3CC1(O)C23,0.159378
72237,OC12CC3CCC1(O)C23,0.160362
72238,OC12CC3OCC1(O)C23,0.136198
72239,OC12CN3CCC1(O)C23,0.148564
72240,CC12C3CCC1CC23O,0.183495
72241,CC12C3CCN1CC23O,0.17188
72242,CC12C3COC1CC23O,0.15949
72243,CC12C3OCC1CC23O,0.159462
72244,CC12CC3CCC1C23C,0.20713
72245,CC12CC3CCC1C23O,0.183594
72246,CC12CC3COC1C23C,0.183003
72247,CC12CC3COC1C23O,0.159396
72248,CC12CC3OCC1C23C,0.183122
72249,CC12CC3OCC1C23O,0.159605
72250,CC12NC3COC1C23O,0.147873
72251,CC12OC3CCC1C23C,0.182881
72252,CC12OC3CCC1C23O,0.159327
72253,CC12OC3COC1C23C,0.158629
72254,CC12OC3COC1C23O,0.135045
72255,OC12CC3CCC1C23O,0.159903
72256,OC12CC3COC1C23O,0.135728
72257,OC12CC3OCC1C23O,0.135839
72258,CC12CC3CCC1CC23,0.209172
72259,CC12CC3CCC1OC23,0.185178
72260,CC12CC3COC1CC23,0.18498
72261,CC12CC3COC1CN23,0.173329
72262,CC12CC3OCC1CC23,0.184956
72263,CC12CC3OCC1OC23,0.160902
72264,CC12CN3CCN1CC23,0.185696
72265,CC12OC3CCC1CC23,0.185055
72266,CC12OC3CCC1OC23,0.160898
72267,CC12OC3COC1CC23,0.160782
72268,OC12CC3CCC1CC23,0.185528
72269,OC12CC3CCC1OC23,0.161307
72270,OC12CC3COC1CC23,0.161382
72271,OC12CC3OCC1CC23,0.161295
72272,OC12CC3OCC1NC23,0.150448
72273,OC12CC3OCC1OC23,0.137034
72274,OC12CN3CCC1CC23,0.173853
72275,CC12CC3CCCC1C23,0.209207
72276,CC12CC3CCOC1C23,0.184986
72277,CC12CC3COCC1C23,0.185
72278,CC12CC3COCC1N23,0.173239
72279,CC12CC3OCCC1C23,0.185266
72280,CC12CC3OCCN1C23,0.173034
72281,CC12CC3OCOC1C23,0.161191
72282,CC12CN3CCOC1C23,0.173067
72283,CC12OC3CCCC1C23,0.184793
72284,CC12OC3CCOC1C23,0.160643
72285,CC12OC3COCC1C23,0.16047
72286,OC12CC3CCCC1C23,0.185513
72287,OC12CC3CCOC1C23,0.16131
72288,OC12CC3COCC1C23,0.161337
72289,OC12CC3OCCC1C23,0.161582
72290,OC12CC3OCOC1C23,0.137506
72291,OC12CN3CCOC1C23,0.149415
72292,CC12CC=C3C4C(C13)N24,0.147628
72293,CC12CC=C3C4C(C14)C23,0.15958
72294,CC12CC=C3C4C1N4C23,0.148112
72295,CC12CN=C3C1C1C2N31,0.136086
72296,OC12CC=C3C4C(C14)C23,0.136083
72297,OC12CC=C3C4C1N4C23,0.124563
72298,OC12CN=C3C1C1C2N31,0.112647
72299,CC12CC=C3C=CC1C23,0.160287
72300,OC12CC=C3C=CC1C23,0.136626
72301,CC12C3CC1=CCC23O,0.158365
72302,CC12C3NC1=NCC23N,0.147347
72303,CC12C3NC1=NCC23O,0.1346
72304,CC12C3OC1=NCC23O,0.121565
72305,CC12CC=C3CC1C23C,0.181881
72306,CC12CC=C3CC1C23O,0.158173
72307,CC12CC=C3CN1C23C,0.169816
72308,CC12CN=C3NC1C23O,0.134316
72309,CC12CN=C3OC1C23C,0.144957
72310,CC12CN=C3OC1C23N,0.133909
72311,CC12CN=C3OC1C23O,0.121339
72312,NC12C3OC1=NCC23O,0.110595
72313,NC12CN=C3NC1C23N,0.137363
72314,NC12CN=C3NC1C23O,0.1242
72315,NC12CN=C3OC1C23N,0.123356
72316,NC12CN=C3OC1C23O,0.11007
72317,OC12CC=C3CC1C23O,0.134684
72318,OC12CN=C3NC1C23O,0.112181
72319,OC12CN=C3OC1C23O,0.097683
72320,CC12CC=C3CCC1C23,0.184864
72321,CC12CC=C3COC1C23,0.160564
72322,CC12CN=C3OCC1C23,0.148962
72323,CC12CN=C3OCC1N23,0.137627
72324,OC12CC=C3CCC1C23,0.161238
72325,OC12CC=C3COC1C23,0.137055
72326,OC12CN=C3OCC1C23,0.125254
72327,CC12CC=CC11CC2C1,0.18462
72328,CC12CC=CC11CC2O1,0.159678
72329,CC12OC=NC11CC2C1,0.149171
72330,OC12CC=CC11CC2C1,0.160904
72331,OC12CC=CC11CC2N1,0.149406
72332,OC12CC=CC11CC2O1,0.136193
72333,CC12CC=CC1C1CC21,0.184309
72334,CC12CC=CC1C1NC21,0.172595
72335,CC12CC=CC1C1OC21,0.159847
72336,CC12CC=CC1N1CC21,0.172621
72337,CC12OC=NC1C1CC21,0.149161
72338,CC12OC=NC1C1NC21,0.137511
72339,CC12OC=NC1C1OC21,0.124755
72340,OC12CC=CC1C1CC21,0.160631
72341,OC12CC=CC1C1NC21,0.148943
72342,OC12CC=CC1C1OC21,0.136136
72343,OC12CC=CC1N1CC21,0.148961
72344,CC12CC=CC1C2C#C,0.158537
72345,CC12CC=CC1C2C#N,0.148388
72346,CC12CN=CN1C2C#C,0.13532
72347,CC12CN=CN1C2C#N,0.124966
72348,CC12OC=NC1C2C#C,0.123479
72349,CC12OC=NC1C2C#N,0.113225
72350,OC12CC=CC1C2C#C,0.134863
72351,OC12CC=CC1C2C#N,0.124704
72352,CC12CC=CC1C2C=O,0.158948
72353,CC12CC=CC1N2C=O,0.147264
72354,CC12CN=CN1C2C=O,0.135246
72355,CC12OC=NC1C2C=O,0.123646
72356,OC12CC=CC1C2C=O,0.135189
72357,CC12CC=CC1C=CC2,0.184592
72358,CC12CC=CC1N=CO2,0.149572
72359,CC12CN=CN1C=NC2,0.150555
72360,OC12CC=CC1C=CC2,0.160705
72361,CC12CC=CC1CC2=O,0.159385
72362,CC12CC=CC1NC2=O,0.148751
72363,CC12CC=CC1OC2=N,0.14872
72364,CC12CC=CC1OC2=O,0.13672
72365,CC12CN=CN1CC2=O,0.136368
72366,CC12NC=NC1CC2=O,0.136192
72367,CC12OC=NC1CC2=O,0.123909
72368,NC12CC=CC1OC2=O,0.125714
72369,OC12CC=CC1CC2=O,0.135387
72370,OC12CC=CC1NC2=N,0.136665
72371,OC12CC=CC1NC2=O,0.124758
72372,OC12CC=CC1OC2=N,0.124724
72373,OC12CC=CC1OC2=O,0.112741
72374,CC12CC=CC1CC=C2,0.184552
72375,CC12CC=CC1OC=N2,0.149717
72376,CC12OC=NC1CC=C2,0.149591
72377,OC12CC=CC1CC=C2,0.160703
72378,CC12CC=CC3C1CC23,0.1851
72379,CC12CC=CC3C1CN23,0.173189
72380,CC12CC=CC3C1OC23,0.160376
72381,CC12NC=NC3C1OC23,0.137229
72382,CC12OC=NC3C1CC23,0.150075
72383,CC12OC=NC3C1NC23,0.138519
72384,CC12OC=NC3C1OC23,0.125347
72385,OC12CC=CC3C1CC23,0.161453
72386,OC12CC=CC3C1OC23,0.137425
72387,CC12CC=CC3CC1C23,0.185005
72388,CC12CC=CC3OC1C23,0.160633
72389,CC12OC=NC3CC1C23,0.149811
72390,OC12CC=CC3CC1C23,0.161155
72391,OC12CC=CC3OC1C23,0.136899
72392,CC12CC(O)(CO1)C=C2,0.159093
72393,CC12CCC(C)(C1)C=C2,0.207135
72394,CC12CCC(C)(O1)C=C2,0.182726
72395,CC12CCC(O)(C1)C=C2,0.183441
72396,CC12COC(C)(C1)C=C2,0.182801
72397,CC12COC(C)(O1)C=C2,0.158478
72398,OC12CCC(O)(C1)C=C2,0.159642
72399,CC12CC(O)(CO1)CO2,0.159311
72400,CC12CCC(C)(C1)OC2,0.206996
72401,CC12CCC(C)(CC1)C2,0.231348
72402,CC12CCC(C)(CC1)O2,0.207169
72403,CC12CCC(C)(OC1)O2,0.182955
72404,CC12CCC(O)(CC1)C2,0.207744
72405,CC12CCC(O)(CO1)C2,0.183382
72406,CC12COC(C)(C1)OC2,0.183022
72407,CC12COC(C)(CO1)C2,0.182714
72408,OC12CCC(O)(CC1)C2,0.184109
72409,CC12CC(=O)C(CO1)O2,0.135968
72410,CC12CC(CO1)C(=N)O2,0.149466
72411,CC12CC(CO1)C(=O)C2,0.160155
72412,CC12CC(CO1)C(=O)O2,0.137287
72413,CC12CCC(C1)C(=N)O2,0.17351
72414,CC12CCC(C1)C(=O)C2,0.184458
72415,CC12CCC(C1)C(=O)N2,0.173821
72416,CC12CCC(C1)C(=O)O2,0.16135
72417,CC12CCC(O1)C(=N)O2,0.149424
72418,CC12CCC(O1)C(=O)C2,0.16021
72419,CC12CCC(O1)C(=O)O2,0.137163
72420,CC12CNC(C1)C(=N)O2,0.162198
72421,CC12CNC(C1)C(=O)O2,0.149996
72422,CC12COC(C1)C(=N)O2,0.149264
72423,CC12COC(C1)C(=O)C2,0.160302
72424,CC12COC(C1)C(=O)N2,0.149588
72425,CC12COC(C1)C(=O)O2,0.137064
72426,CC12COC(O1)C(=O)C2,0.136293
72427,OC12CCC(C1)C(=O)C2,0.160913
72428,OC12COC(C1)C(=O)C2,0.136688
72429,CC12CC(CO1)C1CC21,0.185262
72430,CC12CC(CO1)C1NC21,0.173569
72431,CC12CC(CO1)C1OC21,0.160812
72432,CC12CC(CO1)N1CC21,0.173442
72433,CC12CCC(C1)C1CC21,0.209605
72434,CC12CCC(C1)C1OC21,0.185316
72435,CC12CCC(C1)N1CC21,0.197758
72436,CC12CCC(O1)C1CC21,0.185311
72437,CC12CCC(O1)C1NC21,0.17369
72438,CC12CCC(O1)C1OC21,0.160923
72439,CC12COC(C1)C1CC21,0.185396
72440,CC12COC(C1)C1CN21,0.173582
72441,CC12COC(C1)C1NC21,0.173947
72442,CC12COC(C1)C1OC21,0.161206
72443,CC12COC(O1)C1CC21,0.161347
72444,CC12COC(O1)C1NC21,0.149688
72445,CC12COC(O1)C1OC21,0.136883
72446,CC12OCC(O1)C1CC21,0.161113
72447,CC12OCC(O1)C1NC21,0.149508
72448,CC12OCC(O1)C1OC21,0.136741
72449,OC12CCC(C1)C1CC21,0.186093
72450,OC12CCC(C1)C1NC21,0.174739
72451,OC12CCC(C1)C1OC21,0.161686
72452,OC12CCC(C1)N1CC21,0.174206
72453,OC12COC(C1)C1CC21,0.161763
72454,OC12COC(C1)C1NC21,0.150621
72455,OC12COC(C1)C1OC21,0.137441
72456,CC12CC(CO1)C=CC2,0.184938
72457,CC12CC(CO1)N=CO2,0.15
72458,CC12CC=CC(CO1)O2,0.160713
72459,CC12CCC(C1)C=CC2,0.209254
72460,CC12CCC(C1)N=CO2,0.174005
72461,CC12CCC(O1)C=CC2,0.184963
72462,CC12COC(C1)C=CC2,0.185287
72463,CC12COC(O1)C=CC2,0.161041
72464,OC12CCC(C1)C=CC2,0.185588
72465,OC12COC(C1)C=CC2,0.161555
72466,CC12CC(CO1)CC=C2,0.184959
72467,CC12CCC(C1)CC=C2,0.209153
72468,CC12CCC(C1)OC=N2,0.173987
72469,CC12CCC(CC=C1)O2,0.184986
72470,CC12COC(C1)CC=C2,0.185104
72471,CC12COC(C1)OC=N2,0.150195
72472,CC12COC(CC=C1)O2,0.160931
72473,CC12OCC(CC=C1)O2,0.160834
72474,OC12CCC(C1)CC=C2,0.185391
72475,OC12COC(C1)CC=C2,0.161308
72476,CC12CC(CO1)CCC2,0.208927
72477,CC12CC(CO1)CCO2,0.185027
72478,CC12CC(CO1)COC2,0.184977
72479,CC12CC(CO1)OCC2,0.184904
72480,CC12CCC(C1)CCC2,0.233185
72481,CC12CCC(C1)CCO2,0.209042
72482,CC12CCC(C1)COC2,0.209189
72483,CC12CCC(C1)OCC2,0.209139
72484,CC12CCC(C1)OCO2,0.185236
72485,CC12CCC(CCC1)O2,0.209144
72486,CC12CCC(CCO1)O2,0.185122
72487,CC12CCC(COC1)O2,0.185062
72488,CC12CCC(O1)OCC2,0.185319
72489,CC12CCCC(CO1)O2,0.184888
72490,CC12COC(C1)CCC2,0.20909
72491,CC12COC(C1)CCO2,0.184936
72492,CC12COC(C1)COC2,0.185103
72493,CC12COC(C1)OCC2,0.185428
72494,CC12COC(CCC1)O2,0.185071
72495,CC12COC(COC1)O2,0.161019
72496,CC12COCC(CO1)O2,0.160844
72497,OC12CCC(C1)CCC2,0.209547
72498,OC12CCC(C1)COC2,0.18561
72499,OC12CCC(C1)OCC2,0.185522
72500,OC12COC(C1)CCC2,0.185412
72501,OC12COC(C1)COC2,0.161457
72502,OC12COC(C1)OCC2,0.161755
72503,CC12CCC(C=C1)C2=O,0.160587
72504,CC12COC(C=C1)C2=O,0.136328
72505,CC12OCC(C=C1)C2=O,0.13619
72506,OC12CCC(C=C1)C2=O,0.137089
72507,OC12CNC(C=C1)C2=O,0.125701
72508,OC12COC(C=C1)C2=O,0.112855
72509,CC12CCC(C=C1)C=C2,0.185241
72510,CC12COC(C=C1)C=C2,0.160704
72511,CC12OCC(C=C1)C=C2,0.160598
72512,OC12CCC(C=C1)C=C2,0.161523
72513,OC12COC(C=C1)C=C2,0.136878
72514,CC12CCC(CC1)C2=O,0.184784
72515,CC12CCC(CO1)C2=O,0.160309
72516,CC12CCC(OC1)C2=O,0.160431
72517,CC12CNC(CO1)C2=O,0.148983
72518,CC12COC(CN1)C2=O,0.148776
72519,CC12COC(CO1)C2=O,0.135989
72520,CC12COC(OC1)C2=O,0.136646
72521,CC12OCC(CO1)C2=O,0.136263
72522,OC12CCC(CC1)C2=O,0.161478
72523,OC12CCC(NC1)C2=O,0.150011
72524,OC12CCC(OC1)C2=O,0.136995
72525,OC12COC(OC1)C2=O,0.113222
72526,CC12CCC(CC1)C=C2,0.20945
72527,CC12CCC(CO1)C=C2,0.184983
72528,CC12CCC(OC1)C=C2,0.185156
72529,CC12COC(CO1)C=C2,0.160718
72530,CC12COC(OC1)C=C2,0.161064
72531,CC12OCC(CO1)C=C2,0.160785
72532,OC12CCC(CC1)C=C2,0.1858
72533,OC12CCC(OC1)C=C2,0.161432
72534,OC12COC(OC1)C=C2,0.137323
72535,CC12CCC(CC1)CC2,0.233271
72536,CC12CCC(CC1)CO2,0.208788
72537,CC12CCC(CC1)OC2,0.209076
72538,CC12CCC(CO1)CO2,0.184725
72539,CC12CCC(CO1)OC2,0.184738
72540,CC12CCC(OC1)OC2,0.18505
72541,CC12OCC(NC1)CO2,0.173632
72542,CC12COC(CN1)OC2,0.173762
72543,CC12COC(CO1)CO2,0.160581
72544,CC12COC(CO1)OC2,0.160807
72545,OC12CCC(CC1)CC2,0.209654
72546,OC12CCC(CC1)OC2,0.1856
72547,OC12CCC(OC1)OC2,0.161529
72548,CC12CC(CN1)OC2=N,0.162089
72549,CC12CC(CN1)OC2=O,0.1499
72550,CC12CC(CO1)CC2=O,0.160221
72551,CC12CC(CO1)NC2=O,0.149521
72552,CC12CC(CO1)OC2=N,0.149305
72553,CC12CC(CO1)OC2=O,0.137136
72554,CC12CCC(C1)NC2=O,0.173936
72555,CC12CCC(C1)OC2=N,0.173738
72556,CC12CCC(C1)OC2=O,0.161608
72557,CC12CCC(CC1=O)C2,0.184564
72558,CC12CCC(CC1=O)O2,0.160312
72559,CC12CCC(OC1=N)O2,0.149554
72560,CC12CCC(OC1=O)O2,0.137316
72561,CC12CCN(CC1=O)C2,0.173191
72562,CC12COC(C1)OC2=N,0.149799
72563,CC12COC(C1)OC2=O,0.137621
72564,CC12COC(CC1=O)C2,0.160306
72565,CC12COC(CC1=O)O2,0.136203
72566,CC12OCC(CC1=O)O2,0.136211
72567,NC12COC(C1)OC2=O,0.126702
72568,OC12CCC(C1)NC2=O,0.150696
72569,OC12CCC(C1)OC2=N,0.15043
72570,OC12CCC(C1)OC2=O,0.138236
72571,OC12CCC(CC1=O)C2,0.161326
72572,OC12CCN(CC1=O)C2,0.149887
72573,OC12COC(C1)OC2=N,0.126464
72574,OC12COC(C1)OC2=O,0.114227
72575,OC12COC(CC1=O)C2,0.13711
72576,CC12CC(=O)C1(C)CO2,0.156601
72577,CC12CC(=O)C1(O)CO2,0.133293
72578,CC12CCC1(C)C(=N)O2,0.169984
72579,CC12CCC1(C)C(=O)C2,0.180709
72580,CC12CCC1(C)C(=O)N2,0.170221
72581,CC12CCC1(C)C(=O)O2,0.158015
72582,CC12CCC1(N)C(=N)O2,0.158986
72583,CC12CCC1(N)C(=O)O2,0.147119
72584,CC12CCC1(O)C(=N)N2,0.158624
72585,CC12CCC1(O)C(=N)O2,0.146332
72586,CC12CCC1(O)C(=O)C2,0.157475
72587,CC12CCC1(O)C(=O)N2,0.146503
72588,CC12CCC1(O)C(=O)O2,0.134312
72589,CC12CCC1(O)CC2=O,0.156936
72590,CC12CNC1(C)C(=N)O2,0.158727
72591,CC12CNC1(C)C(=O)O2,0.146719
72592,CC12COC1(C)C(=N)N2,0.158118
72593,CC12COC1(C)C(=N)O2,0.145863
72594,CC12COC1(C)C(=O)C2,0.156666
72595,CC12COC1(C)C(=O)N2,0.146156
72596,CC12COC1(C)C(=O)O2,0.133883
72597,CC12NCC1(O)CC2=O,0.145592
72598,CC12OCC1(O)CC2=O,0.132825
72599,OC12CCC1(O)C(=O)C2,0.133843
72600,CC12CCC1(C)C1CC21,0.205811
72601,CC12CCC1(C)C1NC21,0.19439
72602,CC12CCC1(C)C1OC21,0.181497
72603,CC12CCC1(C)N1CC21,0.194173
72604,CC12CCC1(O)C1CC21,0.182439
72605,CC12CCC1(O)C1CN21,0.170258
72606,CC12CCC1(O)C1NC21,0.171295
72607,CC12CCC1(O)C1OC21,0.158306
72608,CC12COC1(C)C1CC21,0.18189
72609,CC12COC1(C)C1CN21,0.170123
72610,CC12COC1(C)C1NC21,0.170424
72611,CC12COC1(C)C1OC21,0.157565
72612,CC12OCC1(O)C1CC21,0.158392
72613,CC12OCC1(O)C1NC21,0.1473
72614,CC12OCC1(O)C1OC21,0.134394
72615,OC12CCC1(O)C1CC21,0.15865
72616,OC12CCC1(O)C1NC21,0.148039
72617,OC12CCC1(O)C1OC21,0.134958
72618,CC12CCC1(C)C2C#C,0.180321
72619,CC12CCC1(C)C2C#N,0.170215
72620,CC12CCC1(O)C2C#C,0.156766
72621,CC12CCC1(O)C2C#N,0.146332
72622,CC12COC1(C)C2C#C,0.156179
72623,CC12COC1(C)C2C#N,0.145998
72624,CC12NCC1(N)C2C#N,0.147814
72625,CC12NCC1(O)C2C#N,0.134916
72626,CC12OCC1(N)C2C#N,0.135028
72627,CC12OCC1(O)C2C#C,0.132564
72628,CC12OCC1(O)C2C#N,0.122096
72629,NC12CCC1(N)C2C#N,0.148329
72630,NC12CCC1(O)C2C#N,0.135256
72631,OC12CCC1(O)C2C#C,0.133111
72632,OC12CCC1(O)C2C#N,0.122738
72633,CC12CCC1(C)C2C=O,0.180734
72634,CC12CCC1(C)N2C=O,0.169012
72635,CC12CCC1(O)C2C=O,0.157108
72636,CC12COC1(C)C2C=O,0.156446
72637,CC12[NH2+]CC1(O)[C-]2C=O,0.143695
72638,OC12CCC1(O)C2C=O,0.133438
72639,CC12CC=CC1(C)CO2,0.182249
72640,CC12CC=CC1(O)CO2,0.158798
72641,CC12CCC1(C)C=CC2,0.206263
72642,CC12CCC1(C)N=CO2,0.170851
72643,CC12CCC1(O)C=CC2,0.182746
72644,CC12CCC1(O)CC=C2,0.182318
72645,CC12COC1(C)C=CC2,0.182352
72646,CC12OCC1(O)CC=C2,0.158315
72647,OC12CCC1(O)C=CC2,0.158849
72648,CC12CCC1(C)CCC2,0.230171
72649,CC12CCC1(C)COC2,0.206296
72650,CC12CCC1(C)OCC2,0.206035
72651,CC12CCC1(C)OCO2,0.181894
72652,CC12CCC1(O)CCC2,0.206349
72653,CC12CCC1(O)CCO2,0.182236
72654,CC12CCC1(O)COC2,0.182446
72655,CC12CCCC1(O)CO2,0.182321
72656,CC12COC1(C)CCC2,0.206198
72657,CC12CCOC1(C)CO2,0.18214
72658,CC12COC1(C)COC2,0.182266
72659,CC12COCC1(O)CO2,0.158388
72660,OC12CCC1(O)CCC2,0.182087
72661,OC12CCC1(O)COC2,0.159025
72662,CC12CCC1(CC2)C#C,0.181355
72663,CC12CCC1(CC2)C#N,0.171346
72664,CC12CCC1(CO2)C#C,0.157389
72665,CC12CCC1(CO2)C#N,0.147285
72666,CC12CCC1(NC2)C#N,0.159881
72667,CC12CCC1(OC2)C#C,0.157354
72668,CC12CCC1(OC2)C#N,0.147165
72669,CC12CNC1(CN2)C#C,0.158718
72670,CC12CNC1(CN2)C#N,0.148478
72671,CC12CNC1(CO2)C#C,0.14605
72672,CC12CNC1(CO2)C#N,0.135757
72673,CC12COC1(CN2)C#C,0.146003
72674,CC12COC1(CN2)C#N,0.135732
