,n,theta,r,t,target
1378,8,25,2.2,1.05,29.72036515
1379,8,25,2.2,1.4,18.59106074
1380,8,25,2.4,0.7,13.43877417
1381,8,25,2.4,1.05,36.1300039
1382,8,25,2.4,1.4,34.9592874
1383,8,50,1.5,0.7,0.580645385
1384,8,50,1.5,1.05,0.2835024
1385,8,50,1.5,1.4,0.610162855
1386,8,50,1.7,0.7,1.068200195
1387,8,50,1.7,1.05,0.530468075
1388,8,50,1.7,1.4,2.57808866
1389,8,50,1.9,0.7,1.7688226
1390,8,50,1.9,1.05,0.99036637
1391,8,50,1.9,1.4,4.16800253
1392,8,50,2.1,0.7,2.552720965
1393,8,50,2.1,1.05,6.37566581
1394,8,50,2.1,1.4,4.02354012
1395,8,50,2.3,0.7,3.08157811
1396,8,50,2.3,1.05,19.8553271
1397,8,50,2.3,1.4,10.78723802
1398,8,50,2.5,0.7,4.478213675
1399,8,50,2.5,1.05,21.22377998
1400,8,50,2.5,1.4,2.090443795
1401,8,75,1.6,0.7,0.997970035
1402,8,75,1.6,1.05,0.5029841
1403,8,75,1.6,1.4,1.202600565
1404,8,75,1.8,0.7,1.923480915
1405,8,75,1.8,1.05,13.76810579
1406,8,75,1.8,1.4,0.98540034
1407,8,75,2.0,0.7,17.16436162
1408,8,75,2.0,1.05,1.427589615
1409,8,75,2.0,1.4,4.00071953
1410,8,75,2.2,0.7,17.61099159
1411,8,75,2.2,1.05,4.977815625
1412,8,75,2.2,1.4,28.39669297
1413,8,75,2.4,0.7,4.023762455
1414,8,75,2.4,1.05,21.54221829
1415,8,75,2.4,1.4,16.98524062
1416,8,100,1.5,0.7,1.752622255
1417,8,100,1.5,1.05,0.98552759
1418,8,100,1.5,1.4,0.381889405
1419,8,100,1.7,0.7,1.401898735
1420,8,100,1.7,1.05,16.41218992
1421,8,100,1.7,1.4,0.58207294
1422,8,100,1.9,0.7,15.761628
1423,8,100,1.9,1.05,21.01485876
1424,8,100,1.9,1.4,1.09751429
1425,8,100,2.1,0.7,18.09078329
1426,8,100,2.1,1.05,27.92352784
1427,8,100,2.1,1.4,2.174995185
1428,8,100,2.3,0.7,20.89136195
1429,8,100,2.3,1.05,30.80100966
1430,8,100,2.3,1.4,15.90063296
1431,8,100,2.5,0.7,3.691875515
1432,8,100,2.5,1.05,29.25635883
1433,8,100,2.5,1.4,37.2935421
1434,8,125,1.6,0.7,0.555669225
1435,8,125,1.6,1.05,1.54022802
1436,8,125,1.6,1.4,1.772851885
1437,8,125,1.8,0.7,17.40060132
1438,8,125,1.8,1.05,1.15879333
1439,8,125,1.8,1.4,1.74030975
1440,8,125,2.0,0.7,1.26034766
1441,8,125,2.0,1.05,16.96168832
1442,8,125,2.0,1.4,17.09009911
1443,8,125,2.2,0.7,21.53762106
1444,8,125,2.2,1.05,23.23672095
1445,8,125,2.2,1.4,17.31953869
1446,8,125,2.4,0.7,22.84953928
1447,8,125,2.4,1.05,24.81064122
1448,8,125,2.4,1.4,24.46094024
1449,8,150,1.5,0.7,15.37844109
1450,8,150,1.5,1.05,16.36829634
1451,8,150,1.5,1.4,1.90937273
1452,8,150,1.7,0.7,13.29449274
1453,8,150,1.7,1.05,18.11751563
1454,8,150,1.7,1.4,24.27369623
1455,8,150,1.9,0.7,21.12950211
1456,8,150,1.9,1.05,2.87239936
1457,8,150,1.9,1.4,18.21817377
1458,8,150,2.1,0.7,23.11471414
1459,8,150,2.1,1.05,25.97304787
1460,8,150,2.1,1.4,11.0882812
1461,8,150,2.3,0.7,25.69999832
1462,8,150,2.3,1.05,24.84117849
1463,8,150,2.3,1.4,21.82711212
1464,8,150,2.5,0.7,20.32642785
1465,8,150,2.5,1.05,28.80428434
1466,8,150,2.5,1.4,23.14973202
1467,8,175,1.6,0.7,9.44977179
1468,8,175,1.6,1.05,13.35499867
1469,8,175,1.6,1.4,12.54898462
1470,8,175,1.8,0.7,9.934021545
1471,8,175,1.8,1.05,22.54772138
1472,8,175,1.8,1.4,19.39221531
1473,8,175,2.0,0.7,19.87380413
1474,8,175,2.0,1.05,30.09047112
1475,8,175,2.0,1.4,35.5636307
1476,8,175,2.2,0.7,21.70413423
1477,8,175,2.2,1.05,26.32360299
1478,8,175,2.2,1.4,21.14495698
1479,8,175,2.4,0.7,25.05996553
1480,8,175,2.4,1.05,26.33490468
1481,8,175,2.4,1.4,26.17297952
1482,8,200,1.5,0.7,19.75280611
1483,8,200,1.5,1.05,13.41499684
1484,8,200,1.5,1.4,15.70872909
1485,8,200,1.7,0.7,21.33334446
1486,8,200,1.7,1.05,13.53689275
1487,8,200,1.7,1.4,12.99023395
1488,8,200,1.9,0.7,21.89667604
1489,8,200,1.9,1.05,22.53879111
1490,8,200,1.9,1.4,21.90320458
1491,8,200,2.1,0.7,25.87711604
1492,8,200,2.1,1.05,22.34457401
1493,8,200,2.1,1.4,20.82277737
1494,8,200,2.3,0.7,25.5377981
1495,8,200,2.3,1.05,23.16218558
1496,8,200,2.3,1.4,21.21698051
1497,8,200,2.5,0.7,31.19337179
1498,8,200,2.5,1.05,23.35022337
1499,8,200,2.5,1.4,22.21883225
1500,10,0,1.5,0.7,2.484941625
1501,10,0,1.5,1.05,1.995446115
1502,10,0,1.5,1.4,1.59246101
1503,10,0,1.7,0.7,3.93400999
1504,10,0,1.7,1.05,4.202121115
1505,10,0,1.7,1.4,2.09316675
1506,10,0,1.9,0.7,6.404926035
1507,10,0,1.9,1.05,2.301721065
1508,10,0,1.9,1.4,2.207163845
1509,10,0,2.1,0.7,19.13454141
1510,10,0,2.1,1.05,1.59126824
1511,10,0,2.1,1.4,1.47175539
1512,10,0,2.3,0.7,8.552942635
1513,10,0,2.3,1.05,1.48189301
1514,10,0,2.3,1.4,1.22052988
1515,10,0,2.5,0.7,2.17018344
1516,10,0,2.5,1.05,1.78869854
1517,10,0,2.5,1.4,1.23106499
1518,10,25,1.6,0.7,3.236290435
1519,10,25,1.6,1.05,4.48764365
1520,10,25,1.6,1.4,5.52352907
1521,10,25,1.8,0.7,4.301986835
1522,10,25,1.8,1.05,7.23375999
1523,10,25,1.8,1.4,6.765780615
1524,10,25,2.0,0.7,9.176301185
1525,10,25,2.0,1.05,11.53404773
1526,10,25,2.0,1.4,8.83892428
1527,10,25,2.2,0.7,23.76283092
1528,10,25,2.2,1.05,8.484391765
1529,10,25,2.2,1.4,1.75988664
1530,10,25,2.4,0.7,31.26961212
1531,10,25,2.4,1.05,32.82540015
1532,10,25,2.4,1.4,12.38719482
1533,10,50,1.5,0.7,0.39829036
1534,10,50,1.5,1.05,1.309078795
1535,10,50,1.5,1.4,1.787142455
1536,10,50,1.7,0.7,2.04446714
1537,10,50,1.7,1.05,0.80325155
1538,10,50,1.7,1.4,2.6504243
1539,10,50,1.9,0.7,4.3821171
1540,10,50,1.9,1.05,1.884693735
1541,10,50,1.9,1.4,5.6230742
1542,10,50,2.1,0.7,8.18131518
1543,10,50,2.1,1.05,18.25382211
1544,10,50,2.1,1.4,8.43650171
1545,10,50,2.3,0.7,18.80038505
1546,10,50,2.3,1.05,23.0185344
1547,10,50,2.3,1.4,18.32694408
1548,10,50,2.5,0.7,17.63498946
1549,10,50,2.5,1.05,8.159024855
1550,10,50,2.5,1.4,1.883642545
1551,10,75,1.6,0.7,2.55179376
1552,10,75,1.6,1.05,3.982026465
1553,10,75,1.6,1.4,0.91748268
1554,10,75,1.8,0.7,3.71797517
1555,10,75,1.8,1.05,13.02729787
1556,10,75,1.8,1.4,15.57363845
1557,10,75,2.0,0.7,7.923393555
1558,10,75,2.0,1.05,19.17797565
1559,10,75,2.0,1.4,21.90600339
1560,10,75,2.2,0.7,22.52605105
1561,10,75,2.2,1.05,25.9285469
1562,10,75,2.2,1.4,30.17208591
1563,10,75,2.4,0.7,18.19590629
1564,10,75,2.4,1.05,31.50348043
1565,10,75,2.4,1.4,33.23522319
1566,10,100,1.5,0.7,2.03703113
1567,10,100,1.5,1.05,16.70525583
1568,10,100,1.5,1.4,14.96158266
1569,10,100,1.7,0.7,16.76906101
1570,10,100,1.7,1.05,19.32535098
1571,10,100,1.7,1.4,18.86877373
1572,10,100,1.9,0.7,20.10515772
1573,10,100,1.9,1.05,22.11283985
1574,10,100,1.9,1.4,22.68859384
1575,10,100,2.1,0.7,23.38482757
1576,10,100,2.1,1.05,26.33086888
1577,10,100,2.1,1.4,23.24464829
1578,10,100,2.3,0.7,27.22173275
1579,10,100,2.3,1.05,31.89632291
1580,10,100,2.3,1.4,2.769482045
1581,10,100,2.5,0.7,32.82694581
1582,10,100,2.5,1.05,29.88330736
1583,10,100,2.5,1.4,2.558668295
1584,10,125,1.6,0.7,11.46484409
1585,10,125,1.6,1.05,14.31538651
1586,10,125,1.6,1.4,12.51399667
1587,10,125,1.8,0.7,18.52669987
1588,10,125,1.8,1.05,18.84357803
1589,10,125,1.8,1.4,16.15506253
1590,10,125,2.0,0.7,22.17191514
1591,10,125,2.0,1.05,25.99219371
1592,10,125,2.0,1.4,28.12012429
1593,10,125,2.2,0.7,31.32995625
1594,10,125,2.2,1.05,31.12102655
1595,10,125,2.2,1.4,36.94337918
1596,10,125,2.4,0.7,32.85563771
1597,10,125,2.4,1.05,27.64733324
1598,10,125,2.4,1.4,24.46426331
1599,10,150,1.5,0.7,17.50682348
1600,10,150,1.5,1.05,11.86753321
1601,10,150,1.5,1.4,9.39198196
1602,10,150,1.7,0.7,22.64905122
1603,10,150,1.7,1.05,27.76133619
1604,10,150,1.7,1.4,30.75323761
1605,10,150,1.9,0.7,25.18258923
1606,10,150,1.9,1.05,32.25932257
1607,10,150,1.9,1.4,36.26241233
1608,10,150,2.1,0.7,26.25669384
1609,10,150,2.1,1.05,27.06739447
1610,10,150,2.1,1.4,21.90865338
1611,10,150,2.3,0.7,31.35316374
1612,10,150,2.3,1.05,26.99388042
1613,10,150,2.3,1.4,18.95177967
1614,10,150,2.5,0.7,34.61506059
1615,10,150,2.5,1.05,25.0872446
1616,10,150,2.5,1.4,2.04505332
1617,10,175,1.6,0.7,23.03021044
1618,10,175,1.6,1.05,26.78930236
1619,10,175,1.6,1.4,24.08115478
1620,10,175,1.8,0.7,24.72800972
1621,10,175,1.8,1.05,32.54962845
1622,10,175,1.8,1.4,41.38951944
1623,10,175,2.0,0.7,24.41042384
1624,10,175,2.0,1.05,24.18133668
1625,10,175,2.0,1.4,34.30511905
1626,10,175,2.2,0.7,26.09665248
1627,10,175,2.2,1.05,22.71365938
1628,10,175,2.2,1.4,24.91481805
1629,10,175,2.4,0.7,28.60261435
1630,10,175,2.4,1.05,21.88111405
1631,10,175,2.4,1.4,16.87573066
1632,10,200,1.5,0.7,24.87143932
1633,10,200,1.5,1.05,23.6502444
1634,10,200,1.5,1.4,30.34241852
1635,10,200,1.7,0.7,22.84413083
1636,10,200,1.7,1.05,25.15946955
1637,10,200,1.7,1.4,23.55279285
1638,10,200,1.9,0.7,24.82666369
1639,10,200,1.9,1.05,20.82860256
1640,10,200,1.9,1.4,19.70498165
1641,10,200,2.1,0.7,27.94340729
1642,10,200,2.1,1.05,19.37243051
1643,10,200,2.1,1.4,16.46835299
1644,10,200,2.3,0.7,32.16715351
1645,10,200,2.3,1.05,18.66841468
1646,10,200,2.3,1.4,19.93479405
1647,10,200,2.5,0.7,36.31708483
1648,10,200,2.5,1.05,2.874153325
1649,10,200,2.5,1.4,2.48323922
1650,12,0,1.5,0.7,2.817184975
1651,12,0,1.5,1.05,2.8202735
1652,12,0,1.5,1.4,1.94721929
1653,12,0,1.7,0.7,2.837285865
1654,12,0,1.7,1.05,1.65020764
1655,12,0,1.7,1.4,1.79740427
1656,12,0,1.9,0.7,7.80562971
1657,12,0,1.9,1.05,1.83451679
1658,12,0,1.9,1.4,1.573231545
1659,12,0,2.1,0.7,2.102801175
1660,12,0,2.1,1.05,8.535636925
1661,12,0,2.1,1.4,1.41095575
1662,12,0,2.3,0.7,21.10118362
1663,12,0,2.3,1.05,1.371921215
1664,12,0,2.3,1.4,1.305498525
1665,12,0,2.5,0.7,32.83765951
1666,12,0,2.5,1.05,1.307638845
1667,12,0,2.5,1.4,1.138089705
1668,12,25,1.6,0.7,1.904929865
1669,12,25,1.6,1.05,3.52213153
1670,12,25,1.6,1.4,1.38790277
1671,12,25,1.8,0.7,5.997701515
1672,12,25,1.8,1.05,4.88818575
1673,12,25,1.8,1.4,7.573931395
1674,12,25,2.0,0.7,12.52197107
1675,12,25,2.0,1.05,11.66128167
1676,12,25,2.0,1.4,13.06205261
1677,12,25,2.2,0.7,37.68724288
1678,12,25,2.2,1.05,33.68153487
1679,12,25,2.2,1.4,1.891449785
1680,12,25,2.4,0.7,50.83130521
1681,12,25,2.4,1.05,10.10799107
1682,12,25,2.4,1.4,1.300664185
1683,12,50,1.5,0.7,1.16333293
1684,12,50,1.5,1.05,3.115892155
1685,12,50,1.5,1.4,2.65670081
1686,12,50,1.7,0.7,4.555843875
1687,12,50,1.7,1.05,2.579712
1688,12,50,1.7,1.4,4.76844995
1689,12,50,1.9,0.7,9.916262775
1690,12,50,1.9,1.05,16.58984522
1691,12,50,1.9,1.4,8.952703645
1692,12,50,2.1,0.7,8.43442134
1693,12,50,2.1,1.05,23.66746768
1694,12,50,2.1,1.4,1.57108567
1695,12,50,2.3,0.7,11.1407421
1696,12,50,2.3,1.05,37.08072058
1697,12,50,2.3,1.4,25.79438494
1698,12,50,2.5,0.7,35.87166052
1699,12,50,2.5,1.05,1.44766338
1700,12,50,2.5,1.4,1.492311205
1701,12,75,1.6,0.7,2.117595435
1702,12,75,1.6,1.05,3.363703575
1703,12,75,1.6,1.4,14.92657584
1704,12,75,1.8,0.7,4.903521785
1705,12,75,1.8,1.05,16.55792988
1706,12,75,1.8,1.4,14.25681865
1707,12,75,2.0,0.7,24.55175934
1708,12,75,2.0,1.05,25.44355022
1709,12,75,2.0,1.4,15.99058804
1710,12,75,2.2,0.7,33.17701842
1711,12,75,2.2,1.05,36.28859878
1712,12,75,2.2,1.4,1.790871605
1713,12,75,2.4,0.7,41.35446994
1714,12,75,2.4,1.05,47.30570731
1715,12,75,2.4,1.4,2.155238865
1716,12,100,1.5,0.7,9.29353788
1717,12,100,1.5,1.05,12.11958914
1718,12,100,1.5,1.4,11.8038592
1719,12,100,1.7,0.7,19.0194704
1720,12,100,1.7,1.05,17.53314818
1721,12,100,1.7,1.4,14.66705747
1722,12,100,1.9,0.7,18.74793491
1723,12,100,1.9,1.05,27.97689242
1724,12,100,1.9,1.4,26.2044042
1725,12,100,2.1,0.7,37.41047273
1726,12,100,2.1,1.05,37.35179195
1727,12,100,2.1,1.4,24.43435657
1728,12,100,2.3,0.7,38.84055602
1729,12,100,2.3,1.05,39.8601446
1730,12,100,2.3,1.4,34.17278767
1731,12,100,2.5,0.7,39.42386505
1732,12,100,2.5,1.05,30.72339312
1733,12,100,2.5,1.4,1.581840945
1734,12,125,1.6,0.7,11.04265774
1735,12,125,1.6,1.05,30.20966198
1736,12,125,1.6,1.4,12.90936504
1737,12,125,1.8,0.7,19.76653614
1738,12,125,1.8,1.05,32.28743284
1739,12,125,1.8,1.4,31.66129959
1740,12,125,2.0,0.7,31.47662584
1741,12,125,2.0,1.05,36.25284256
1742,12,125,2.0,1.4,44.04477933
1743,12,125,2.2,0.7,32.43359398
1744,12,125,2.2,1.05,29.59553908
1745,12,125,2.2,1.4,23.16476721
1746,12,125,2.4,0.7,37.54951294
1747,12,125,2.4,1.05,1.878474045
1748,12,125,2.4,1.4,22.13553289
1749,12,150,1.5,0.7,18.33169252
1750,12,150,1.5,1.05,21.98816719
1751,12,150,1.5,1.4,17.58409244
1752,12,150,1.7,0.7,28.19673461
1753,12,150,1.7,1.05,32.67804959
1754,12,150,1.7,1.4,25.15656951
1755,12,150,1.9,0.7,27.97876193
1756,12,150,1.9,1.05,27.66069837
1757,12,150,1.9,1.4,48.98711188
1758,12,150,2.1,0.7,28.81046509
1759,12,150,2.1,1.05,22.31453663
1760,12,150,2.1,1.4,2.12203775
1761,12,150,2.3,0.7,33.72884771
1762,12,150,2.3,1.05,20.08719368
1763,12,150,2.3,1.4,18.99845952
1764,12,150,2.5,0.7,32.94164965
1765,12,150,2.5,1.05,20.7900743
1766,12,150,2.5,1.4,1.22973419
1767,12,175,1.6,0.7,30.49768339
1768,12,175,1.6,1.05,39.07880007
1769,12,175,1.6,1.4,37.85625565
1770,12,175,1.8,0.7,30.55014033
1771,12,175,1.8,1.05,21.71498025
1772,12,175,1.8,1.4,48.00469508
1773,12,175,2.0,0.7,29.49511193
1774,12,175,2.0,1.05,23.87025342
1775,12,175,2.0,1.4,1.72323757
1776,12,175,2.2,0.7,31.41051358
1777,12,175,2.2,1.05,16.71189843
1778,12,175,2.2,1.4,14.47445507
1779,12,175,2.4,0.7,34.65747253
1780,12,175,2.4,1.05,14.92602464
1781,12,175,2.4,1.4,1.1411741
1782,12,200,1.5,0.7,25.91147249
1783,12,200,1.5,1.05,36.65199221
1784,12,200,1.5,1.4,43.44795774
1785,12,200,1.7,0.7,29.4756594
1786,12,200,1.7,1.05,19.96334537
1787,12,200,1.7,1.4,20.06653041
1788,12,200,1.9,0.7,30.4019694
1789,12,200,1.9,1.05,17.529669
1790,12,200,1.9,1.4,2.84463563
1791,12,200,2.1,0.7,32.08265752
1792,12,200,2.1,1.05,14.89627256
1793,12,200,2.1,1.4,1.731124215
1794,12,200,2.3,0.7,32.63826111
1795,12,200,2.3,1.05,1.35897464
1796,12,200,2.3,1.4,3.196306215
1797,12,200,2.5,0.7,36.1041867
1798,12,200,2.5,1.05,1.31348703
1799,12,200,2.5,1.4,1.069728395
