,NdUnfilled_max_value,phi_composition_average,SpaceGroupNumber_composition_average,phi_max_value,NpValence_composition_average,SecondIonizationEnergy_min_value,ThermalExpansionCoefficient_difference,ElasticModulus_composition_average,IsAlkali_arithmetic_average,Electronegativity_composition_average,Group_composition_average,Column_composition_average,ElasticModulus_min_value,ThirdIonizationEnergy_min_value,NUnfilled_arithmetic_average,NdUnfilled_composition_average,SecondIonizationEnergy_difference,HeatFusion_difference,NValance_min_value,BoilingT_difference,IonicRadii_min_value,n_ws^third_composition_average,MendeleevNumber_min_value,SecondIonizationEnergy_arithmetic_average,SecondIonizationEnergy_composition_average,target
9910,9.0,1.45,84.8,4.05,2.4,12.24,768.7,25.28,0.0,2.6460000000000004,12.6,12.6,62.0,20.52,3.6666666666666665,1.8,22.876999999999995,11.17,3.0,3527.9,0.95,0.49,12.0,21.421666666666667,26.8998,0.9
9911,9.0,4.314,164.6,6.86,2.0,12.24,775.2,77.28,0.0,2.58,11.0,11.0,64.4,20.52,5.0,2.8,22.876999999999995,37.26,3.0,4834.79,0.59,1.2559999999999998,12.0,23.35475,24.604,0.9
9912,0.0,3.3020000000000005,121.8,6.86,2.2,18.759,768.2,29.8,0.0,2.824,13.8,13.8,22.0,32.93,1.25,0.0,16.357999999999997,16.52,5.0,3158.79,0.64,0.912,62.0,25.77675,27.6448,0.8
9913,0.0,1.73,97.0,4.45,2.4000000000000004,18.759,763.5,33.0,0.0,2.672,14.2,14.2,19.0,34.202,1.25,0.0,16.357999999999997,13.38,6.0,3109.9,0.29,0.542,64.0,24.3745,26.523000000000003,0.8
9914,1.0,5.816000000000002,207.2,6.86,1.8,18.563,231.2,37.0,0.3333333333333333,2.4760000000000004,11.2,11.2,10.0,47.448,2.0,0.2,58.075,21.82,1.0,4020.79,0.63,1.5419999999999998,1.0,41.60066666666667,36.8008,0.96
9915,0.0,2.9320000000000004,121.79999999999998,6.86,2.8000000000000003,20.428,1770.1,4.8,0.0,2.74,14.8,14.8,12.0,29.829,2.75,0.0,14.688999999999997,3.922,5.0,1668.79,1.33,0.778,76.0,30.029,28.1088,0.96
9916,4.0,5.9220000000000015,207.2,6.86,2.2,15.028,228.2,46.2,0.0,2.6560000000000006,13.4,13.4,20.0,30.651,3.666666666666666,0.8,14.573,13.455,5.0,3056.79,0.55,1.5739999999999998,55.0,20.269666666666662,24.0022,0.78
9917,0.0,4.314,170.79999999999995,6.86,2.0,20.521,765.8,16.66,0.25,2.5980000000000003,11.599999999999998,11.599999999999998,5.0,47.448,1.75,0.0,26.765,12.33,1.0,3051.79,0.85,1.138,2.0,33.13125,32.425200000000004,0.78
9918,7.0,1.92,98.0,5.55,2.4,35.117,773.7,143.2,0.0,2.804,12.4,12.4,183.0,54.934,4.0,2.0,0.0,40.9,6.0,5640.9,0.63,0.6920000000000001,48.0,11.705666666666666,21.0702,0.3
9919,4.0,4.2440000000000015,164.6,6.86,2.0,27.28,774.9,110.4,0.25,2.508,10.999999999999998,10.999999999999998,2.0,40.0,2.5,0.8,7.836999999999996,57.63,1.0,5207.79,0.63,1.15,4.0,22.9995,24.3198,0.3
9920,7.0,4.674,170.8,6.86,2.0,14.65,771.8,91.8,0.0,2.6860000000000004,12.0,12.0,129.0,29.31,3.75,1.7999999999999998,20.467,26.37,5.0,3890.79,0.54,1.34,46.0,24.362,25.4098,0.7
9921,0.0,1.56,62.8,3.9,2.8,18.869,747.9,5.6,0.0,2.776,14.8,14.8,14.0,28.03,3.5,0.0,16.247999999999998,3.071,6.0,2254.9,0.8,0.468,75.0,26.993,28.6178,0.7
9922,8.0,2.952,121.2,6.86,2.2,13.58,771.4,41.0,0.0,2.622,12.6,12.6,95.0,27.491,3.25,1.6,21.537,13.93,4.0,3482.79,0.61,0.8979999999999999,43.0,24.0655,26.2758,0.98
9923,5.0,1.7999999999999998,98.0,4.65,2.4,16.461,775.2,80.4,0.0,2.882,13.0,13.0,80.0,27.16,3.0,1.0,18.656,37.26,6.0,4821.9,0.59,0.626,50.0,24.356,28.6604,0.98
9924,9.0,1.1740000000000002,103.4,3.17,2.4000000000000004,11.059,774.8,14.8,0.25,2.298,10.4,10.4,5.0,19.174,3.5,1.8,36.227,5.98,1.0,3646.9,0.29,0.4,2.0,29.198,30.3818,1.18
9925,5.0,2.0,96.2,5.55,2.6,15.64,1793.6,146.2,0.0,2.922,13.0,13.0,198.0,33.667,2.75,1.6,19.477,40.9,6.0,4616.12,0.63,0.688,52.0,21.43175,24.1688,1.18
9926,3.0,1.98,97.8,5.55,2.6,21.49,1793.6,122.6,0.0,2.998,13.8,13.8,80.0,34.83,1.75,0.6,13.627,40.9,6.0,4616.12,0.63,0.638,60.0,22.89425,25.3388,0.7
9927,8.0,1.6,91.0,4.55,2.8,13.13,774.3,41.8,0.0,2.732,13.2,13.2,94.0,22.99,4.666666666666666,1.6,21.986999999999995,36.72,4.0,4591.9,0.53,0.556,44.0,21.393666666666668,26.883000000000003,0.7
9928,8.0,4.2440000000000015,164.6,6.86,2.0,13.13,774.3,39.6,0.0,2.49,11.0,11.0,94.0,22.99,5.0,2.8,21.986999999999995,29.78,4.0,4939.79,0.64,1.2699999999999998,44.0,23.042,24.3538,1.34
9929,2.0,4.604,163.8,6.86,2.2,18.08,771.8,68.4,0.0,2.684,13.6,13.6,12.0,29.829,3.25,0.4,17.037,26.37,5.0,3890.79,0.67,1.236,59.0,25.8065,26.5654,1.34
9930,0.0,3.252,122.4,6.86,3.0,15.028,1795.3,92.2,0.0,2.966,15.0,15.0,20.0,31.943,3.0,0.0,20.089,49.98,3.0,4195.79,0.23,0.91,72.0,27.974,27.974,1.26
9931,3.0,3.232,121.2,6.86,2.4000000000000004,16.76,773.6,88.4,0.0,2.748,13.6,13.6,12.0,28.47,3.5,0.6,18.357,38.37000000000001,5.0,4345.79,0.62,0.92,56.0,25.4765,27.4046,1.26
9932,2.0,1.96,97.0,5.4,3.0000000000000004,16.53,771.8,83.2,0.0,2.758,14.400000000000002,14.400000000000002,19.0,25.3,2.5,0.4,18.587,26.37,6.0,3877.9,0.29,0.604,59.0,23.26425,25.6348,1.18
9933,8.0,2.902,128.2,6.86,2.2,14.32,774.1,48.6,0.0,2.564,11.2,11.2,104.0,23.32,5.0,2.8,20.797,29.78,5.0,4939.79,0.64,0.9479999999999998,45.0,23.49075,25.81600000000001,1.18
9934,3.0,3.2220000000000004,85.4,6.86,3.0,16.687,1787.0,48.4,0.0,2.872,14.4,14.4,34.0,25.559,2.4,0.6,18.43,15.98,5.0,3122.79,0.65,0.912,58.0,26.687,26.687,1.26
9935,5.0,2.7260000000000004,133.4,6.86,2.4000000000000004,10.004,1779.4,42.2,0.0,2.58,11.4,11.4,13.0,33.667,2.2,1.0,25.113000000000003,12.69,2.0,2256.79,0.67,0.8140000000000001,9.0,25.0664,25.0664,1.26
9936,5.0,3.382,128.2,6.86,2.2,16.461,775.2,150.4,0.0,2.8560000000000003,12.2,12.2,322.0,27.16,3.75,1.6,18.656,38.37000000000001,5.0,4834.79,0.59,1.0499999999999998,50.0,24.48475,26.6112,1.12
9937,8.0,1.55,48.4,4.15,3.0,14.925,774.1,34.6,0.0,2.728,13.4,13.4,34.0,23.32,4.333333333333333,1.6,20.192,26.98,6.0,4785.9,0.83,0.522,45.0,22.243,27.3926,1.12
9938,9.0,4.188,164.6,6.86,2.0,11.059,774.8,30.8,0.0,2.444,10.8,10.8,50.0,19.174,5.25,3.0,24.058000000000003,29.78,3.0,4939.79,0.64,1.2239999999999998,13.0,22.52425,23.9396,0.38
9939,0.0,2.744,140.8,6.86,3.6,18.6,761.2,16.0,0.0,2.744,15.6,15.6,40.0,27.96,2.333333333333333,0.0,16.516999999999996,17.16,5.0,1183.79,0.97,0.6599999999999999,82.0,27.772666666666662,26.3038,0.38
9940,0.0,1.26,91.0,3.9,2.6,11.03,757.5,5.4,0.0,2.5780000000000003,12.6,12.6,12.0,29.829,2.333333333333333,0.0,24.087,7.21,2.0,1655.9,1.26,0.392,8.0,22.191666666666663,27.3618,1.58
9941,0.0,1.23,97.8,4.2,2.4000000000000004,18.759,731.0,8.56,0.25,2.45,12.2,12.2,1.8,34.202,1.25,0.0,16.357999999999997,2.075,1.0,853.9,0.29,0.358,5.0,25.5765,27.4846,1.58
9942,0.0,3.2220000000000004,102.0,6.86,2.6,20.51,1785.8,17.86,0.0,2.962,14.4,14.4,11.0,30.71,2.4,0.0,14.606999999999996,12.33,5.0,3051.79,0.62,0.906,66.0,28.1438,28.1438,1.56
9943,5.0,5.836,188.0,6.86,2.2,14.632,218.3,49.6,0.0,2.526,13.2,13.2,50.0,30.502,4.0,1.0,14.969,12.555,5.0,2797.79,0.67,1.5599999999999998,52.0,19.957666666666665,23.815,1.56
9944,7.0,1.7,98.6,4.45,2.6,20.292,1793.7,61.40000000000001,0.0,2.852,13.0,13.0,124.0,36.83,2.75,1.4,14.824999999999996,36.35,6.0,5646.12,0.64,0.6199999999999999,48.0,22.59475,25.0992,0.7
9945,0.0,4.104000000000001,158.2,6.86,2.6,11.03,769.0,16.4,0.0,2.504,12.6,12.6,15.0,25.3,2.0,0.0,24.087,19.57,2.0,1782.79,0.76,1.0799999999999998,8.0,23.0695,24.3758,0.7
9946,7.0,1.33,109.6,4.25,2.4000000000000004,11.03,771.6,32.6,0.0,2.408,11.000000000000002,11.000000000000002,15.0,29.31,2.75,1.4,24.087,21.28,2.0,3589.9,0.29,0.496,8.0,21.03175,23.8488,1.64
9947,0.0,1.004,99.4,2.7,2.6,10.004,1779.4,3.6,0.25,2.536,10.4,10.4,5.0,54.934,1.0,0.0,37.282,6.9,1.0,2058.12,1.02,0.326,2.0,31.844249999999995,32.4988,1.64
9948,0.0,1.55,103.4,5.05,2.4000000000000004,18.211,768.7,65.0,0.25,2.392,10.2,10.2,5.0,34.83,1.25,0.0,29.075000000000006,7.675,1.0,2652.9,0.29,0.498,2.0,30.986,31.8122,0.62
9949,0.0,5.6400000000000015,195.4,6.86,2.0,10.004,235.3,90.8,0.0,2.41,12.0,12.0,13.0,37.93,2.666666666666667,0.0,19.597,49.84500000000001,2.0,4195.79,0.23,1.5019999999999998,9.0,21.58633333333333,24.7922,0.62
9950,0.0,1.48,109.6,5.15,2.4000000000000004,20.521,765.8,19.94,0.25,2.564,12.0,12.0,2.4,34.83,1.5,0.0,14.595999999999997,12.33,1.0,3038.9,0.29,0.444,3.0,27.64825,29.142,0.94
9951,4.0,6.2360000000000015,200.2,6.86,1.8,18.168,234.9,151.6,0.0,2.6460000000000004,12.6,12.6,208.0,35.17,3.0,1.2000000000000002,11.433,57.49500000000001,5.0,5207.79,0.63,1.71,57.0,15.922999999999998,21.3942,0.94
9952,2.0,5.846000000000001,200.2,6.86,1.8,15.035,226.6,50.48,0.0,2.4680000000000004,11.4,11.4,44.4,35.17,1.6666666666666663,0.4,14.566,17.125,2.0,3108.79,0.69,1.5739999999999998,61.0,20.934666666666665,24.401200000000006,0.18
9953,0.0,1.83,58.8,5.05,2.6,18.211,768.7,62.40000000000001,0.0,2.74,12.6,12.6,11.0,30.71,2.333333333333333,0.0,16.906,7.675,2.0,2652.9,0.45,0.596,67.0,24.612666666666662,28.8144,0.18
9954,6.0,1.7,98.0,4.45,2.4,14.32,772.7,45.6,0.0,2.764,12.8,12.8,104.0,25.04,3.333333333333333,1.2,20.797,29.78,5.0,4926.9,0.64,0.6219999999999999,47.0,23.243,27.9926,0.84
9955,1.0,3.0420000000000003,134.39999999999998,6.86,2.2,18.563,771.2,36.0,0.25,2.6260000000000003,11.6,11.6,5.0,47.448,2.0,0.2,28.72300000000001,21.955,1.0,4020.79,0.63,0.8499999999999999,2.0,32.641749999999995,33.1368,0.84
9956,0.0,5.686000000000001,194.6,6.86,2.0,11.871,235.3,92.4,0.0,2.4320000000000004,12.0,12.0,21.0,37.93,2.666666666666667,0.0,17.729999999999997,49.84500000000001,2.0,4195.79,0.23,1.5219999999999998,7.0,22.208666666666662,25.1656,1.04
9957,0.0,5.596,207.2,6.86,1.8,20.521,225.8,16.14,0.3333333333333333,2.4960000000000004,11.4,11.4,2.4,45.72,1.6666666666666663,0.0,11.104,12.195,1.0,3051.79,0.85,1.4340000000000002,3.0,27.248999999999995,28.1898,1.04
9958,6.0,2.872,135.2,6.86,2.2,29.601,775.5,81.2,0.25,2.642,10.8,10.8,5.0,47.448,3.0,1.2,17.685000000000006,52.09,1.0,5750.79,0.6,0.8559999999999999,2.0,28.001,29.4242,0.14
9959,5.0,1.85,85.39999999999998,5.2,2.6,16.908,1793.8,104.6,0.0,2.89,13.6,13.6,62.0,37.48,2.0,1.0,18.209,33.86,6.0,5784.12,0.53,0.618,54.0,21.74875,24.4224,0.14
9960,6.0,3.152,128.8,6.86,2.4000000000000004,17.964000000000002,1795.5,99.2,0.0,2.894,13.2,13.2,95.0,39.722,2.4000000000000004,1.2,17.153,52.09,5.0,5750.79,0.6,0.956,51.0,23.5304,23.5304,2.24
9961,8.0,5.6160000000000005,183.0,6.86,2.0,14.925,234.1,30.6,0.0,2.4400000000000004,12.4,12.4,14.0,23.32,5.333333333333333,1.6,14.675999999999998,26.845,5.0,4798.79,0.8,1.5139999999999998,45.0,21.131666666666668,24.5194,2.24
9962,0.0,3.974,164.6,6.86,2.0,15.035,755.2,9.88,0.25,2.352,9.8,9.8,5.0,47.448,1.5,0.0,32.251000000000005,8.26,1.0,1285.79,0.72,1.0579999999999998,2.0,31.75975,31.328000000000003,1.02
9963,0.0,3.422,122.4,6.86,3.0,18.633,1788.2,33.2,0.0,2.9680000000000004,14.6,14.6,39.0,28.351,1.7999999999999998,0.0,16.483999999999998,24.22,5.0,3158.79,0.58,0.9519999999999998,62.0,27.5902,27.5902,1.02
9964,8.0,2.942,128.2,6.86,2.2,13.58,772.7,42.8,0.0,2.612,11.2,11.2,104.0,25.04,5.0,2.8,21.537,29.78,4.0,4939.79,0.61,0.962,43.0,23.1545,25.547,1.26
9965,8.0,1.15,103.4,3.8,2.4000000000000004,13.58,771.4,26.16,0.25,2.358,10.6,10.6,1.8,27.491,3.25,1.6,21.537,13.93,1.0,3469.9,0.29,0.414,5.0,24.28175,26.4488,1.26
9966,0.0,4.0440000000000005,170.79999999999995,6.86,2.4000000000000004,15.934,774.3,23.36,0.25,2.4639999999999995,12.2,12.2,1.8,34.22,2.5,0.0,19.183,36.72,1.0,3015.79,0.53,1.044,5.0,26.437999999999995,27.0706,1.48
9967,9.0,2.7260000000000004,121.8,6.86,2.4000000000000004,11.059,1794.8,37.8,0.0,2.572,11.0,11.0,50.0,19.174,4.6000000000000005,3.4000000000000004,24.058000000000003,26.98,3.0,4798.79,0.83,0.856,13.0,25.1344,25.1344,1.48
9968,0.0,1.11,110.4,2.85,2.4000000000000004,23.33,734.0,6.8,0.5,2.274,10.0,10.0,5.0,34.83,1.5,0.0,53.30800000000001,2.78,1.0,1524.9,0.29,0.36,1.0,45.59275,43.4976,1.72
9969,5.0,4.4940000000000015,170.8,6.86,2.4,15.028,775.1,55.8,0.0,2.702,13.2,13.2,20.0,30.96,3.75,1.0,20.089,20.78,5.0,2866.79,0.62,1.2359999999999998,49.0,24.0615,25.1694,1.72
9970,3.0,3.212,127.4,6.86,2.6,15.028,767.0,45.6,0.0,2.826,14.0,14.0,20.0,31.943,3.0,0.6,20.089,15.98,5.0,3122.79,0.65,0.91,58.0,24.2015,26.3846,1.08
9971,7.0,4.534,171.2,6.86,2.4,14.65,777.4,58.2,0.0,2.61,13.0,13.0,129.0,29.31,4.0,1.4,20.467,49.99,4.0,3602.79,0.26,1.2879999999999998,46.0,23.92825,25.0628,1.08
9972,0.0,1.54,85.4,5.3,2.6,11.03,775.3,91.2,0.0,2.662,12.6,12.6,15.0,37.93,2.333333333333333,0.0,24.087,49.98,2.0,4182.9,0.23,0.518,8.0,23.767,28.307,1.66
9973,0.0,1.61,85.8,4.15,3.0000000000000004,14.632,758.0,16.2,0.0,2.608,15.000000000000002,15.000000000000002,12.0,29.829,3.25,0.0,20.485,6.9300000000000015,6.0,2784.9,0.29,0.472,76.0,23.37675,25.7248,1.66
9974,4.0,4.12,171.6,6.86,2.0,16.18,768.2,42.56,0.25,2.428,11.0,11.0,1.8,30.651,2.5,0.8,18.937,13.59,1.0,3056.79,0.55,1.124,5.0,26.4995,27.1198,0.54
9975,0.0,1.48,98.6,5.45,2.6,19.63,1788.2,25.76,0.25,2.77,12.0,12.0,1.8,32.93,1.0,0.0,15.486999999999998,16.52,1.0,3151.12,0.64,0.444,5.0,28.70425,29.9868,0.54
9976,7.0,4.513999999999999,171.6,6.86,2.0,29.601,775.5,116.8,0.0,2.676,11.4,11.4,183.0,47.448,4.5,2.6,5.515999999999997,52.09,5.0,5750.79,0.6,1.348,48.0,16.179499999999994,18.8638,0.36
9977,0.0,1.97,109.2,5.15,2.8000000000000003,16.345,777.4,51.86,0.0,2.78,14.6,14.6,19.0,33.492,2.25,0.0,18.772,49.99,4.0,3082.9,0.26,0.614,66.0,23.82825,26.086,0.36
9978,0.0,5.726000000000001,146.6,6.86,2.6,16.687,226.6,9.6,0.0,2.5840000000000005,14.6,14.6,14.0,25.559,3.666666666666667,0.0,12.913999999999998,10.751,5.0,2267.79,0.8,1.456,75.0,21.719,24.8718,1.0
9979,5.0,1.75,77.39999999999998,4.65,2.6,16.461,775.2,70.4,0.0,2.6860000000000004,13.4,13.4,11.0,27.16,3.75,1.0,18.656,37.26,6.0,4821.9,0.29,0.616,50.0,23.8545,26.107,1.0
9980,6.0,1.59,81.39999999999998,4.05,2.8,14.32,1792.7,23.6,0.0,2.8480000000000003,13.4,13.4,14.0,25.04,3.75,1.2,20.797,29.78,5.0,4932.12,0.64,0.5619999999999999,47.0,25.819,27.6786,1.52
9981,7.0,4.104,170.8,6.86,2.0,11.871,771.6,30.0,0.0,2.43,10.6,10.6,21.0,29.31,3.0,1.4,23.245999999999995,21.28,2.0,3602.79,0.54,1.17,7.0,22.80975,24.168000000000003,1.52
9982,0.0,5.676,194.0,6.86,2.2,20.428,210.1,4.8,0.0,2.4720000000000004,14.2,14.2,12.0,29.829,4.0,0.0,9.172999999999998,3.787,5.0,1668.79,1.59,1.4380000000000002,76.0,25.0145,25.93180000000001,0.64
9983,9.0,5.4460000000000015,194.0,6.86,1.8,12.24,234.3,31.68,0.0,2.3340000000000005,10.4,10.4,64.4,20.52,6.666666666666666,3.4000000000000004,17.360999999999994,20.645,3.0,4604.79,0.84,1.5139999999999998,12.0,18.323666666666668,22.8346,0.64
9984,4.0,4.644,131.6,6.86,2.2,20.51,774.9,112.2,0.0,2.7060000000000004,13.4,13.4,11.0,30.71,3.5,0.8,14.606999999999996,57.63,5.0,5207.79,0.62,1.2919999999999998,57.0,21.307,22.9658,0.98
9985,8.0,1.68,91.8,4.8,2.4,14.925,775.5,108.0,0.0,2.7960000000000003,11.6,11.6,139.0,23.32,5.333333333333333,2.8,20.192,52.09,6.0,5737.9,0.6,0.6519999999999999,45.0,16.680666666666667,24.0552,0.98
9986,0.0,2.9320000000000004,99.2,6.86,2.6,18.869,747.9,5.6,0.0,2.696,14.6,14.6,14.0,28.03,3.333333333333333,0.0,16.247999999999998,3.071,5.0,2267.79,0.8,0.7979999999999999,75.0,27.86233333333333,27.5146,1.3
9987,7.0,1.66,110.4,4.25,2.4000000000000004,14.32,772.7,50.40000000000001,0.0,2.5380000000000003,11.6,11.6,19.0,25.04,4.5,2.6,20.797,29.78,5.0,4926.9,0.29,0.6559999999999999,46.0,21.85425,24.5068,1.3
9988,8.0,1.17,92.4,3.6,2.6,14.925,1794.1,28.28,0.25,2.596,10.8,10.8,2.4,23.32,3.0,1.6,20.192,26.98,1.0,4791.12,0.83,0.42,3.0,29.15925,30.3508,1.78
9989,5.0,4.894,163.8,6.86,2.0,29.601,773.8,198.8,0.0,2.724,12.4,12.4,461.0,47.448,3.25,1.6,5.515999999999997,40.9,5.0,5791.79,0.53,1.396,54.0,16.179499999999994,18.8638,1.78
9990,8.0,2.942,121.2,6.86,2.2,13.58,771.4,34.4,0.0,2.63,12.6,12.6,62.0,27.491,3.25,1.6,21.537,13.93,4.0,3482.79,0.61,0.8819999999999999,43.0,23.8015,26.0646,0.18
9991,0.0,5.516,206.4,6.86,1.8,11.871,223.5,29.0,0.0,2.4040000000000004,11.6,11.6,21.0,36.83,1.3333333333333333,0.0,17.729999999999997,13.245,2.0,3122.79,0.73,1.4659999999999995,7.0,20.588,24.1932,0.18
9992,9.0,5.596000000000001,183.4,6.86,2.2,12.8,230.0,26.0,0.0,2.488,12.4,12.4,50.0,24.76,5.333333333333333,1.8,16.801,13.745,3.0,3025.79,0.71,1.4919999999999998,11.0,19.011,23.247,0.82
9993,8.0,1.5699999999999998,91.8,4.25,2.4,14.65,774.1,53.6,0.0,2.65,11.4,11.4,129.0,23.32,5.666666666666666,3.0,20.467,26.98,5.0,4785.9,0.54,0.6179999999999999,45.0,21.564,26.9852,0.82
9994,9.0,2.516,127.4,6.86,2.2,11.059,774.8,14.2,0.0,2.404,10.4,10.4,21.0,19.174,3.5,1.8,24.058000000000003,8.319999999999999,2.0,3659.79,1.0,0.748,7.0,21.912,24.553,1.04
9995,0.0,3.734,171.6,6.86,2.0,27.28,734.0,2.4,0.5,2.264,9.6,9.6,2.0,40.0,1.75,0.0,49.358,2.78,1.0,1537.79,0.76,0.976,1.0,42.159,39.64740000000001,1.04
9996,9.0,2.6460000000000004,121.2,6.86,2.2,11.059,774.8,22.88000000000001,0.0,2.4479999999999995,10.6,10.6,50.0,19.174,5.75,3.6,24.058000000000003,11.17,3.0,3659.79,1.02,0.8079999999999999,12.0,22.004249999999995,24.6268,1.02
9997,0.0,1.7,91.6,4.45,2.6,16.908,1783.5,37.2,0.0,2.89,14.4,14.4,62.0,36.83,1.0,0.0,18.209,13.38,6.0,3115.12,0.73,0.542,64.0,26.82175,28.4808,1.02
9998,0.0,4.444,158.2,6.86,3.0,15.028,769.0,17.4,0.0,2.78,15.0,15.0,20.0,25.3,3.0,0.0,20.089,19.57,5.0,1944.79,0.76,1.142,81.0,24.069000000000003,25.1754,1.7
9999,8.0,1.65,90.8,4.8,3.0,13.13,774.3,30.4,0.0,2.594,13.400000000000002,13.400000000000002,19.0,22.99,3.75,1.6,21.986999999999995,24.22,4.0,4591.9,0.29,0.57,44.0,22.5525,25.0654,1.7
10000,0.0,2.0700000000000003,90.8,5.3,2.6,18.211,775.3,152.20000000000005,0.0,2.614,12.6,12.6,19.0,34.83,2.25,0.0,16.906,49.98,2.0,4182.9,0.23,0.6839999999999999,67.0,25.453000000000003,27.3858,2.12
10001,3.0,2.8720000000000003,127.4,6.86,2.2,11.03,767.0,44.6,0.0,2.55,11.6,11.6,15.0,33.5,2.0,0.6,24.087,15.98,2.0,3122.79,0.65,0.8479999999999999,8.0,23.202,25.585,2.12
10002,0.0,0.0,68.0,0.0,4.0,18.6,761.2,16.0,0.0,2.904,16.0,16.0,40.0,27.96,2.0,0.0,16.516999999999996,17.16,6.0,1170.9,0.97,0.0,87.0,26.8585,28.5102,0.9
10003,5.0,4.154,170.8,6.86,2.0,11.03,775.1,54.8,0.0,2.426,10.8,10.8,15.0,30.96,2.75,1.0,24.087,20.78,2.0,2866.79,0.62,1.1739999999999997,8.0,23.062,24.3698,0.9
10004,0.0,3.022,115.6,6.86,2.2,16.908,749.2,16.8,0.0,2.722,14.2,14.2,22.0,34.202,1.25,0.0,18.209,5.99,5.0,962.79,0.95,0.826,70.0,25.09625,27.1004,1.18
10005,8.0,1.62,92.4,4.65,2.6,13.13,1795.1,70.6,0.0,2.77,11.8,11.8,94.0,22.99,4.25,2.6,21.986999999999995,20.78,4.0,4597.12,0.62,0.6279999999999999,44.0,24.92925,26.966800000000006,1.18
10006,9.0,2.952,128.8,6.86,2.4000000000000004,12.8,1795.1,67.8,0.0,2.6960000000000006,11.4,11.4,80.0,24.76,4.2,2.8,22.317,20.78,3.0,3025.79,0.62,0.93,11.0,25.7976,25.7976,1.7
10007,0.0,4.484,170.0,6.86,2.0,21.49,761.1,32.0,0.0,2.676,13.6,13.6,80.0,34.83,2.0,0.0,13.627,11.08,5.0,2357.79,1.15,1.204,65.0,28.736,27.4598,1.7
10008,0.0,4.024,128.2,6.86,2.6,16.687,766.6,7.2799999999999985,0.25,2.472,12.4,12.4,2.4,25.559,2.25,0.0,18.43,10.886,1.0,1759.79,1.03,1.0219999999999998,3.0,28.2575,28.5262,1.58
10009,0.0,1.88,79.8,5.3,2.8,17.964000000000002,1795.3,107.2,0.0,2.91,14.8,14.8,95.0,37.93,2.0,0.0,17.153,49.98,3.0,4188.12,0.23,0.614,69.0,28.30125,29.6644,1.58
10010,7.0,3.2920000000000003,135.0,6.86,2.4000000000000004,29.601,1793.7,143.2,0.0,2.832,12.4,12.4,183.0,47.448,3.2,2.0,5.515999999999997,40.9,5.0,5653.79,0.63,1.0219999999999998,48.0,19.9376,19.9376,1.38
10011,3.0,1.62,103.4,5.4,2.4000000000000004,16.76,773.6,90.8,0.25,2.518,11.400000000000002,11.400000000000002,5.0,28.47,2.25,0.6,30.526,38.37000000000001,1.0,4332.9,0.29,0.53,2.0,30.62325,31.522,1.38
10012,9.0,5.646,198.6,6.86,1.8,12.24,228.7,52.48,0.0,2.378,11.0,11.0,64.4,20.52,5.666666666666668,2.8,17.360999999999994,12.555,3.0,3540.79,0.67,1.5539999999999998,12.0,19.16033333333333,23.3366,1.04
10013,8.0,5.386,200.2,6.86,1.8,11.871,231.4,26.2,0.0,2.3320000000000003,10.2,10.2,21.0,27.491,3.6666666666666665,1.6,17.729999999999997,13.795,2.0,3482.79,0.61,1.476,7.0,18.350666666666665,22.8508,1.04
10014,9.0,4.234000000000001,152.0,6.86,2.0,12.8,770.0,20.4,0.0,2.5760000000000005,12.2,12.2,22.0,24.76,3.5,1.8,22.317,13.88,3.0,3025.79,0.75,1.162,11.0,24.06925,25.1756,1.04
10015,0.0,1.95,103.0,5.05,2.8000000000000003,16.345,777.4,96.4,0.0,2.5860000000000003,12.8,12.8,19.0,33.492,2.0,0.0,18.772,49.99,2.0,3082.9,0.26,0.6339999999999999,67.0,23.25075,25.624,1.04
10016,0.0,1.6,97.2,5.45,2.4,11.871,768.2,29.6,0.0,2.704,12.0,12.0,21.0,32.93,0.6666666666666666,0.0,23.245999999999995,16.52,2.0,3145.9,0.64,0.516,7.0,22.206,27.3704,1.38
10017,9.0,1.714,84.8,5.4,2.4,11.059,774.8,96.0,0.0,2.724,11.8,11.8,50.0,19.174,5.0,2.4,24.058000000000003,38.37000000000001,3.0,4332.9,0.62,0.602,13.0,20.978666666666665,26.634,1.38
10018,0.0,4.214,146.6,6.86,2.2,15.035,755.2,11.68,0.0,2.522,12.2,12.2,14.0,28.03,2.5,0.0,20.082,8.26,2.0,2267.79,0.72,1.128,68.0,24.6555,25.6446,0.66
10019,0.0,5.646000000000001,195.4,6.86,2.4,18.633,224.6,9.8,0.3333333333333333,2.4560000000000004,12.2,12.2,10.0,28.351,2.333333333333333,0.0,58.00500000000001,24.085,1.0,1537.79,0.58,1.4739999999999998,1.0,41.624,36.81480000000001,0.66
10020,5.0,4.754,164.6,6.86,2.0,16.5,775.1,161.8,0.0,2.676,12.0,12.0,259.0,30.96,3.75,1.8,18.617,57.63,5.0,5207.79,0.62,1.376,49.0,20.3045,22.1638,0.74
10021,3.0,6.356000000000001,206.4,6.86,1.8,18.563,233.6,141.6,0.0,2.72,12.8,12.8,175.0,47.448,2.6666666666666665,0.8,11.038,40.765,5.0,4623.79,0.63,1.7119999999999995,60.0,16.054666666666666,21.4732,0.74
