,BCCvolume_pa_min_value,BCCefflatcnt_min_value,GSestBCClatcnt_min_value,GSvolume_pa_min_value,AtomicVolume_arithmetic_average,GSestFCClatcnt_min_value,HeatVaporization_arithmetic_average,CovalentRadius_min_value,CovalentRadii_min_value,BoilingT_arithmetic_average,GSenergy_pa_composition_average,IsSimpleCubic_composition_average,n_ws^third_arithmetic_average,HeatVaporization_composition_average,AtomicVolume_composition_average,IsNonmetal_composition_average,IonicRadii_difference,AtomicVolume_difference,IonicRadii_min_value,IsPnictide_composition_average,Density_composition_average,GSbandgap_composition_average,AtomicRadii_composition_average,ThermalExpansionCoefficient_min_value,IsMetal_composition_average,target
1059,6.11,4.606669594,2.429779429,7.1725,6205.832355578334,3.061330249,400.4369666666667,66.0,0.73,3126.7,-5.966364550694999,0.6666666666666666,1.13,201.9239333333333,12399.014761033866,0.6666666666666666,1.17,18584.89939922412,0.23,0.0,1839.286,0.254,0.8881666666666665,4.7,0.1666666666666666,1070.5856940484944
1060,16.73,6.444738612999999,3.220442052,16.7,34.546770342784555,4.0575027310000005,165.67666666666662,119.0,1.2,2053.0,-2.92690656125,0.0,1.2733333333333334,159.3075,42.15239817576222,0.0,0.84,48.02221805821471,0.58,0.25,8011.75,0.0,1.818,14.2,1.0,1315.585674595055
1061,14.63,6.162942317000001,3.051696628,14.21,20.657548131641956,3.84489682,286.79,105.0,1.02,2709.36,-5.99773461125,0.0,0.915,231.432,21.9593476642478,0.6,0.34,13.0179953260585,0.29,0.0,10200.0,1.3212,1.3048,6.4,0.4,1315.585674595055
1062,15.07,6.224116959,3.108612885,15.02,39.472377605213225,3.91660681,204.55666666666667,120.0,1.16,2029.333333333333,-3.0330345853320004,0.0,0.81,143.378,44.29476042490904,0.4,1.01,60.487401176343695,0.5,0.0,6488.0,0.3196,1.7759999999999998,8.8,0.6000000000000001,177.58576495429523
1063,15.07,6.224116959,3.108612885,15.02,45.07007332584583,3.91660681,201.99,120.0,1.16,2005.6666666666663,-2.97935271,0.0,0.7933333333333333,140.298,51.01199528966816,0.4,1.11,77.2804883382415,0.5,0.0,6758.4,0.3196,1.828,8.8,0.6000000000000001,177.58576495429523
1064,15.07,6.224116959,3.108612885,15.02,41.72167230411976,3.91660681,212.66,136.0,1.3,2130.333333333333,-2.9012388239999995,0.0,0.81,153.102,46.99391406359688,0.0,0.88,60.487401176343695,0.63,0.0,7056.4,0.1856,1.856,8.8,0.6000000000000001,803.5857152487729
1065,16.73,6.444738612999999,3.220442052,16.7,37.36925624498826,4.0575027310000005,177.53333333333333,136.0,1.34,2377.333333333333,-2.7935248675,0.0,1.2133333333333334,168.2,44.269262602415,0.0,0.6599999999999999,48.02221805821471,0.76,0.25,8254.25,0.0,1.868,11.0,1.0,803.5857152487729
1066,16.73,6.444738612999999,3.220442052,16.7,39.1332681244607,4.0575027310000005,214.5433333333333,136.0,1.34,2369.666666666667,-2.7576078825,0.0,1.18,195.9575,45.59227151201932,0.0,0.57,48.02221805821471,0.85,0.25,9025.0,0.0,1.8955,13.4,1.0,300.5857551878748
1067,14.63,6.162942317000001,3.051696628,14.21,23.83550656902433,3.84489682,213.85,105.0,1.02,2426.24,-5.68769683625,0.0,1.03,213.85,23.83550656902433,0.3333333333333333,0.47,16.042872975176394,0.29,0.3333333333333333,10405.666666666666,0.7340000000000001,1.4056666666666666,6.4,0.6666666666666666,300.5857551878748
1068,7.8,4.99733191,2.508239481,7.89,17.681478429418164,3.160183721,152.33333333333331,96.0,0.9,1664.333333333333,-3.670825586,0.0,1.4266666666666663,157.28,16.573315496176455,0.0,0.27,15.12411664017691,0.45,0.4,3377.6,0.0,1.324,11.3,1.0,507.5857387517037
1069,20.17,6.859228862999999,3.728679007,25.92,61.3677164386681,4.697841169,64.02333333333334,120.0,1.16,1019.3333333333331,-1.8618865844433328,0.0,0.4566666666666666,64.02333333333334,61.3677164386681,0.3333333333333333,1.24,90.2472111820964,0.5,0.0,2555.333333333333,0.2663333333333333,1.99,45.0,0.6666666666666666,507.5857387517037
1070,26.25,7.488872387000001,3.775558738,26.91,32.75687629565,4.756905929,109.35666666666668,139.0,1.4,1587.333333333333,-2.227630659165,0.0,1.0666666666666669,106.52,34.427239442300674,0.0,0.8300000000000001,10.797452321344498,0.76,0.25,5120.75,0.0,1.775,11.0,1.0,693.5857239829703
1071,10.73,5.557846758999999,2.778923379,10.73,16.476686614987067,3.501224062,377.9,111.0,1.11,3289.0,-7.44277846125,0.0,1.596666666666667,370.8,15.301856203625874,0.0,0.35,8.239012747070504,0.26,0.0,5646.25,0.19325,1.3125,2.6,0.75,693.5857239829703
1072,16.2,6.375951415,3.1964805060000003,16.33,29.801736637064646,4.027313073999999,132.6775,120.0,1.14,1383.5,-2.17420944875,0.0,0.68,132.6775,29.801736637064646,0.5,0.81,25.452177374347706,1.15,0.0,6805.0,0.7285,1.2919999999999998,0.0,0.5,782.6436177376511
1073,22.33,7.095825092999999,3.695665057,25.2375862069,35.63388603606707,4.656246199,162.19,132.0,1.41,1719.91,-1.8941949631035,0.0,1.106666666666667,155.8675,40.556197221176895,0.0,0.55,30.711388706876203,0.71,0.0,6526.0,0.0,1.88,22.0,1.0,782.6436177376511
1074,16.73,6.444738612999999,3.220442052,16.7,35.9178844917311,4.0575027310000005,213.44333333333333,136.0,1.34,2207.0,-2.6372535525,0.0,1.19,194.3075,40.76919606292493,0.0,0.41,38.376067160025904,0.85,0.25,8585.0,0.0,1.8605,13.4,1.0,491.5857400221323
1075,6.98,4.815689402,3.091182017,14.76875,4672.523396815187,3.894645292,182.5132,71.0,0.75,1825.5525,-3.8410726514999993,0.0,1.2925,173.39056000000002,3749.0833436074513,0.2,1.18,18572.88845313572,0.53,0.2,3297.6502,1.364,1.6,5.7,0.6000000000000001,491.5857400221323
1076,6.11,4.606669594,2.429779429,7.1725,6208.168081557758,3.061330249,272.00363333333337,66.0,0.73,2488.7,-5.446717391834,0.6,1.0066666666666668,164.56654,11161.779715530414,0.6,1.17,18584.89939922412,0.23,0.0,1089.8574,0.3048,0.9552,4.7,0.2,208.5857624928397
1077,20.17,6.859228862999999,3.728679007,25.92,32.279518983956464,4.697841169,64.1,120.0,1.16,1324.6666666666663,-2.72265676624875,0.0,0.6933333333333334,58.41,32.1677035742322,0.5,0.52,12.229524256425098,0.5,0.125,3609.625,0.3995,1.6112499999999998,11.0,0.5,208.5857624928397
1078,7.33,4.894871769,2.630893787,9.105,6234.000573298343,3.314718462,43.64696666666667,66.0,0.73,794.3666666666666,-3.267792941388333,0.5,0.2166666666666666,35.77711666666667,9327.040652926147,0.5,0.54,18558.240477766853,0.97,0.0,1326.0478333333333,0.0773333333333333,1.415,18.8,0.3333333333333333,584.5857326377655
1079,15.62,6.29893322,3.2135708380000003,16.5933333333,47.11718523984074,4.048845545,75.43333333333331,105.0,1.02,1097.9066666666668,-2.3101462179166665,0.0,0.5266666666666666,75.43333333333331,47.11718523984074,0.3333333333333333,1.32,71.0968937651004,0.29,0.0,1342.3333333333337,0.7340000000000001,1.7666666666666666,46.0,0.6666666666666666,584.5857326377655
1080,14.16,6.096226278,3.390921571,19.495,29.74415871822964,4.272293466,70.09333333333335,107.0,1.06,916.5,-2.379165406188572,0.0,1.2366666666666666,73.8157142857143,33.680226374012605,0.2857142857142857,0.85,17.8583034264577,0.17,0.2857142857142857,2309.714285714286,0.4642857142857143,1.664142857142857,30.8,0.7142857142857142,863.5857104846657
1081,14.16,6.096226278,3.560590636,22.5702380952,42.89124285644978,4.486063093,49.53333333333334,107.0,1.06,738.41,-2.2058975001048573,0.0,1.18,55.957142857142856,54.9187777764606,0.2857142857142857,1.34,51.236122613447705,0.17,0.2857142857142857,2943.428571428572,0.4642857142857143,1.9371428571428573,49.0,0.7142857142857142,863.5857104846657
1082,16.51,6.416364372,3.2135708380000003,16.5933333333,41.533575796260266,4.048845545,83.44,120.0,1.16,1201.6666666666667,-2.146072844443333,0.0,0.5433333333333333,83.44,41.533575796260266,0.3333333333333333,1.01,54.3038066032026,0.5,0.0,2070.0,0.2663333333333333,1.7666666666666666,45.0,0.6666666666666666,1054.168039020076
1083,7.33,4.894871769,2.630893787,9.105,6244.306375188839,3.314718462,220.5503,66.0,0.73,1905.3666666666668,-4.087597865,0.5,0.6533333333333333,122.70211666666668,9339.12824572554,0.5,0.9,18568.93122322021,0.84,0.0,1712.2145,0.0,1.5216666666666665,5.7,0.5,1054.168039020076
1084,7.33,4.894871769,2.630893787,9.105,6218.95277317635,3.314718462,63.49363333333333,66.0,0.73,911.3666666666666,-3.121698342142857,0.1428571428571428,0.7833333333333333,98.12727142857142,2686.7705495962346,0.1428571428571428,0.82,18570.473200752214,0.58,0.2857142857142857,2522.204142857143,0.0,1.627142857142857,15.4,0.8571428571428571,262.5857582051429
1085,8.43,5.128407411,2.687689729,9.7075,6238.970165185313,3.386276865,135.5899333333333,57.0,0.72,1379.6266666666666,-1.8590083711111112,0.6666666666666666,0.6566666666666667,54.7020888888889,12424.177142671546,0.6666666666666666,1.08,18578.94759094624,0.53,0.0,933.0195555555556,1.3558888888888891,1.1833333333333331,5.7,0.2222222222222222,262.5857582051429
1086,6.98,4.815689402,3.033694224,13.96,6216.880612552025,3.822215211,90.92093333333332,71.0,0.75,1004.7366666666668,-4.311908293,0.0,1.2933333333333332,86.04512,7457.215598315469,0.4,0.97,18577.293282884,0.74,0.4,2048.5004,2.5748,1.4224,22.3,0.6000000000000001,547.5959088769893
1087,7.33,4.894871769,2.630893787,9.105,6215.120335060799,3.314718462,198.93696666666665,66.0,0.73,1738.033333333333,-4.5068676783325,0.5,0.86,150.05545,9309.38954291795,0.5,0.7299999999999999,18578.47165667865,0.67,0.0,3355.2145,0.0,1.17625,8.2,0.5,547.5959088769893
1088,14.47,6.140393047000001,3.0659471110000003,14.41,51.29278927122189,3.862851303,164.48,119.0,1.2,1689.0,-3.229761144,0.0,1.22,118.716,58.61166987175354,0.0,1.16,102.75762953936032,0.58,0.4,5447.0,0.0,1.899,11.8,1.0,179.58576479549168
1089,7.33,4.894871769,2.630893787,9.105,9305.903839986242,3.314718462,129.73545,66.0,0.73,1283.55,-4.058977264,0.6,0.655,104.47054,11163.162505286871,0.6,0.7799999999999999,18572.58665300632,0.62,0.0,2362.4574,0.0,1.002,19.7,0.4,179.58576479549168
1090,8.43,5.128407411,2.687689729,9.7075,6239.157270756401,3.386276865,66.68993333333333,57.0,0.72,802.96,-1.4658837414285717,0.5714285714285714,0.59,39.86845714285714,10659.276923728568,0.5714285714285714,0.8900000000000001,18578.386274232973,0.72,0.0,686.9691428571429,1.1257142857142857,1.3485714285714283,24.8,0.4285714285714285,150.58576709814366
1091,6.11,4.606669594,2.429779429,7.1725,4660.92499205423,3.061330249,248.152725,66.0,0.73,2267.775,-4.598684604167143,0.5714285714285714,1.025,143.26337142857142,10631.470209669304,0.5714285714285714,1.17,18584.89939922412,0.23,0.0,1189.1022857142857,0.2724285714285714,0.9742857142857144,4.7,0.1428571428571428,150.58576709814366
1092,6.11,4.606669594,2.429779429,7.1725,4660.263842387793,3.061330249,254.327725,66.0,0.73,2287.775,-4.7142386698814285,0.5714285714285714,1.0575,146.79194285714286,10631.092409859912,0.5714285714285714,1.17,18584.89939922412,0.23,0.0,761.530857142857,0.3281428571428572,0.9671428571428572,2.6,0.1428571428571428,3285.230902043269
1093,14.16,6.096226278,3.2062378330000003,16.48,22.40427316707555,4.039606536,151.6,107.0,1.06,1672.75,-4.57296608125,0.0,1.52,151.6,22.40427316707555,0.5,0.37,11.6196972991313,0.17,0.5,2261.5,0.8125,1.355,23.1,0.5,3285.230902043269
1094,16.92,6.46904413,3.2062378330000003,16.48,19.15919512734395,4.039606536,161.6,119.0,1.18,1839.5,-4.1981561175,0.0,1.415,161.6,19.15919512734395,0.0,0.0399999999999999,5.1295412196680985,0.54,0.5,4213.5,0.0,1.41,15.4,1.0,1786.5856371968107
1095,14.16,6.096226278,3.353549368,18.8575,23.9123176498618,4.225207441,134.23,107.0,1.06,1515.25,-4.2063821725,0.0,1.48,134.23,23.9123176498618,0.5,0.45,8.6036083335588,0.17,0.5,3863.5,0.8125,1.345,19.7,0.5,1786.5856371968107
1096,14.16,6.096226278,3.033694224,13.96,24.58118622867485,3.822215211,82.965,122.0,1.25,1220.5,-2.190651210835,0.0,0.66,82.965,24.58118622867485,0.0,0.23,18.7510049877447,0.74,0.0,6690.0,0.2319999999999999,1.4660000000000002,18.8,0.5,598.5857315261405
1097,6.11,4.606669594,2.429779429,7.1725,4674.6521854267385,3.061330249,294.6527250000001,66.0,0.73,2519.275,-4.785198701818182,0.5454545454545454,0.9525,161.8514,10158.430927827483,0.5454545454545454,1.28,18584.89939922412,0.23,0.0,1195.5976363636364,0.2770909090909091,1.1490909090909092,4.7,0.2727272727272727,598.5857315261405
1098,7.33,4.894871769,2.630893787,9.105,6214.6562051296605,3.314718462,57.08363333333333,66.0,0.73,996.7,-4.176405592777779,0.6666666666666666,0.8333333333333333,28.47504444444445,12403.905096808863,0.6666666666666666,0.6399999999999999,18570.61714103361,0.76,0.2222222222222222,2450.286,0.0,1.0054444444444444,11.0,0.3333333333333333,3355.714701120785
1099,18.82,6.702649876000001,3.539684396,22.175,40.07760226753817,4.459722881,147.86666666666667,119.0,1.2,1670.666666666667,-3.2225794403320003,0.0,1.153333333333333,110.58,43.56092744457408,0.0,0.98,54.123898945899896,0.53,0.4,3697.8,0.0766,1.77,5.7,0.8,3355.714701120785
1100,19.01,6.725130247,3.539684396,22.175,47.11056761473944,4.459722881,130.65666666666667,119.0,1.2,1574.3333333333337,-3.037899074,0.0,1.0933333333333333,98.714,51.1393240852744,0.0,1.0300000000000002,70.9169861077977,0.58,0.4,4365.6,0.0,1.872,15.4,1.0,1111.5856907930208
1101,14.16,6.096226278,3.444849839,20.44,55.22883844705933,4.340238825,146.38,107.0,1.06,1556.8333333333337,-3.587037802,0.0,1.2333333333333334,103.856,62.27133059314863,0.4,1.57,97.4396380913112,0.17,0.4,1946.8,0.8046,1.844,2.6,0.4,1111.5856907930208
1102,19.01,6.725130247,3.539684396,22.175,55.38225560238887,4.459722881,130.17000000000002,119.0,1.2,1568.666666666667,-2.994415648,0.0,1.0766666666666669,98.13,61.06534967045371,0.0,1.16,95.732050070746,0.58,0.4,4504.4,0.0,1.948,15.4,1.0,257.5857586021519
1103,8.43,5.128407411,2.687689729,9.7075,9308.48451541767,3.386276865,256.8599,57.0,0.72,2091.44,-2.564150702,0.8,0.89,104.70584,14884.358946564224,0.8,0.7000000000000001,18586.24810382186,0.63,0.0,4219.3568,1.5759999999999998,0.8519999999999999,8.8,0.2,257.5857586021519
1104,8.43,5.128407411,2.687689729,9.7075,6247.892108402051,3.386276865,43.4366,57.0,0.72,552.87,-1.2502289017734287,0.5714285714285714,0.5966666666666667,29.694171428571423,10666.565434714268,0.5714285714285714,0.72,18576.996825258968,1.02,0.0,2471.254857142857,1.1257142857142857,1.4028571428571428,49.0,0.4285714285714285,1221.5856820588235
1105,7.33,4.894871769,2.630893787,9.105,6212.108851402991,3.314718462,322.2486333333333,66.0,0.73,2722.0333333333333,-5.5908948533333325,0.6666666666666666,0.9333333333333332,162.82976666666667,12402.153008946194,0.6666666666666666,0.7599999999999999,18574.150436930217,0.64,0.0,3994.286,0.0,1.0016666666666667,6.3,0.3333333333333333,1221.5856820588235
1106,16.73,6.444738612999999,3.220442052,16.7,47.84823472800114,4.0575027310000005,148.08666666666667,136.0,1.34,1783.6666666666663,-2.438110047223333,0.0,0.7233333333333333,148.08666666666667,47.84823472800114,0.0,0.7600000000000001,75.69388822849521,0.85,0.0,9024.0,0.1546666666666666,1.8406666666666665,14.2,0.6666666666666666,401.58574716829366
1107,15.62,6.29893322,3.220442052,16.7,45.58485375204246,4.0575027310000005,134.54333333333335,105.0,1.02,1602.573333333333,-2.756748117916666,0.0,0.7233333333333333,134.54333333333335,45.58485375204246,0.3333333333333333,1.32,75.69388822849521,0.29,0.0,7597.333333333332,0.7340000000000001,1.7306666666666666,14.2,0.6666666666666666,401.58574716829366
1108,15.62,6.29893322,3.722284555,25.786875,59.903748819823456,4.689784663999999,39.6,105.0,1.02,839.36,-2.530275871875,0.0,0.3,39.6,59.903748819823456,0.5,1.32,65.47440605030451,0.29,0.0,1746.0,1.101,1.875,70.0,0.5,1369.9735422635215
1109,20.17,6.859228862999999,3.728679007,25.92,59.92487823540165,4.697841169,47.76000000000001,120.0,1.16,959.5,-2.2170634675,0.0,0.3,47.76000000000001,59.92487823540165,0.5,1.11,65.4321472191481,0.5,0.0,3175.5,0.3995,1.94,45.0,0.5,1369.9735422635215
1110,11.08,5.617631503999999,2.807970487,11.07,25.425189969503823,3.537821124,249.7525,105.0,1.02,2438.9300000000007,-4.2964174857633335,0.0,0.925,169.835,26.005641911226288,0.5,0.73,27.6083869503528,0.29,0.0,3713.166666666667,1.101,1.4313333333333331,5.7,0.5,876.5857094524423
1111,14.16,6.096226278,3.033694224,13.96,19.4912358506186,3.822215211,98.26666666666664,119.0,1.2,1227.3333333333333,-2.5869253133333334,0.0,1.2466666666666666,98.26666666666664,19.4912358506186,0.0,0.18,6.518282002375496,0.58,0.3333333333333333,4467.333333333334,0.0,1.4240000000000002,15.4,1.0,876.5857094524423
1112,7.33,4.894871769,2.630893787,9.105,6221.775259078553,3.314718462,75.3503,66.0,0.73,1235.6999999999996,-4.302645075,0.6666666666666666,0.7233333333333334,34.56393333333333,12406.278114791829,0.6666666666666666,0.6399999999999999,18562.00574304561,0.76,0.2222222222222222,1661.3971111111111,0.0,1.0588888888888888,11.0,0.3333333333333333,560.5857345434086
1113,7.33,4.894871769,2.630893787,9.105,6225.903906903232,3.314718462,69.42696666666666,66.0,0.73,1201.6999999999996,-4.273143301111111,0.6666666666666666,0.7,32.58948888888889,12407.654330733389,0.6666666666666666,0.6399999999999999,18562.00574304561,0.76,0.2222222222222222,1781.3971111111111,0.0,1.0788888888888888,11.0,0.3333333333333333,560.5857345434086
1114,7.33,4.894871769,2.630893787,9.105,6229.119290535962,3.314718462,70.52696666666667,66.0,0.73,1364.3666666666668,-4.299888707777779,0.6666666666666666,0.69,32.956155555555554,12408.72612527763,0.6666666666666666,0.6599999999999999,18562.00574304561,0.76,0.2222222222222222,1879.1748888888887,0.0,1.086666666666667,11.0,0.3333333333333333,657.5857268414347
1115,8.43,5.128407411,2.687689729,9.7075,6217.122249075041,3.386276865,54.2566,57.0,0.72,751.1266666666667,-2.1823452121875,0.75,0.8766666666666666,22.38985,13957.426197983514,0.875,1.16,18580.064509248725,0.17,0.125,296.022,1.680625,0.89375,46.0,0.125,657.5857268414347
1116,8.43,5.128407411,2.687689729,9.7075,6214.958863715218,3.386276865,60.92326666666666,57.0,0.72,862.2933333333334,-2.0886427212500003,0.75,0.8066666666666666,24.88985,13956.614928473582,0.75,0.7500000000000001,18580.064509248725,0.58,0.125,784.0219999999999,1.4775,0.9075,15.4,0.25,578.5857331141764
1117,7.33,4.894871769,2.630893787,9.105,6208.52372216706,3.314718462,150.33696666666663,66.0,0.73,1635.033333333333,-3.766031385,0.5,0.8166666666666667,113.60545,9304.442083247644,0.5,0.6699999999999999,18580.3672245575,0.73,0.0,2364.4645,0.0,1.072,16.5,0.5,578.5857331141764
1118,8.43,5.128407411,2.687689729,9.7075,4676.404148890256,3.386276865,117.57245,57.0,0.72,1596.47,-2.693257486875,0.25,0.5700000000000001,117.57245,4676.404148890256,0.5,0.92,18589.7786253967,0.5,0.0,4312.674,0.69225,1.4045,16.5,0.5,471.0938502979696
1119,10.73,5.557846758999999,2.778923379,10.73,20.0026215009321,3.501224062,240.3,107.0,1.06,2286.833333333333,-5.731910283333334,0.0,1.64,203.9,22.744373678062036,0.4444444444444444,0.38,16.436756847098902,0.17,0.4444444444444444,2720.666666666667,1.0657777777777775,1.2934444444444444,2.6,0.1111111111111111,471.0938502979696
1120,7.33,4.894871769,2.630893787,9.105,6228.330698262986,3.314718462,134.91363333333334,66.0,0.73,1417.033333333333,-2.251820730998,0.2,0.74,111.70818,3767.337564831023,0.2,0.66,18575.25010287292,0.85,0.0,4373.8858,0.0,1.8444,14.2,0.8,859.5857108022728
1121,7.33,4.894871769,2.630893787,9.105,9324.215600781728,3.314718462,27.475175,57.0,0.72,541.245,-3.1559952781660003,0.6000000000000001,0.1625,22.66232,11177.81191392326,0.8,1.01,18574.399762702767,0.5,0.0,1135.9108,0.5538000000000001,1.186,45.0,0.2,859.5857108022728
1122,10.33,5.487907316,2.74306794,10.32,20.058926966070167,3.456049039,442.98,124.0,1.15,3645.666666666666,-6.487223665,0.0,1.48,442.98,20.058926966070167,0.0,0.14,16.0255008203595,0.69,0.0,9842.666666666666,0.0,1.4766666666666666,5.9,1.0,371.58574955034754
1123,10.33,5.487907316,2.74306794,10.32,20.391337657653736,3.456049039,419.4566666666667,124.0,1.15,3581.0,-6.017776738333334,0.0,1.4666666666666668,419.4566666666667,20.391337657653736,0.0,0.15,16.0255008203595,0.69,0.0,7576.333333333334,0.0,1.4886666666666666,5.7,1.0,371.58574955034754
1124,10.33,5.487907316,2.74306794,10.32,18.514795620858603,3.456049039,364.35666666666674,124.0,1.15,3207.0,-5.76086626,0.0,1.5033333333333334,364.35666666666674,18.514795620858603,0.0,0.0999999999999999,16.0255008203595,0.61,0.0,6908.333333333332,0.0,1.4380000000000002,8.6,1.0,251.01789069958312
1125,6.11,4.606669594,2.242692341,5.64,12.55563835348392,2.825615289,456.63333333333327,76.0,0.77,3396.0,-5.919099573056665,0.0,1.5,456.63333333333327,12.55563835348392,0.3333333333333333,0.6,14.246290814590562,0.16,0.0,1751.666666666667,2.006666666666667,1.1466666666666667,1.0,0.3333333333333333,251.01789069958312
1126,16.51,6.416364372,3.2135708380000003,16.5933333333,47.13127151689287,4.048845545,80.87333333333333,120.0,1.16,1178.0,-2.1013379483333336,0.0,0.5266666666666666,80.87333333333333,47.13127151689287,0.3333333333333333,1.11,71.0968937651004,0.5,0.0,2295.333333333333,0.2663333333333333,1.81,45.0,0.6666666666666666,546.5857356550338
1127,6.11,4.606669594,2.429779429,7.1725,4671.921627131252,3.061330249,194.752725,66.0,0.73,1967.275,-4.298678597121818,0.5454545454545454,0.9325,131.27867272727272,10156.449035446543,0.5454545454545454,1.19,18584.89939922412,0.23,0.0,1244.2340000000004,0.2770909090909091,1.1254545454545457,4.7,0.2727272727272727,546.5857356550338
1128,8.43,5.128407411,2.687689729,9.7075,6244.808348881086,3.386276865,193.8199333333333,57.0,0.72,1708.96,-1.9917920383333336,0.6666666666666666,0.7766666666666667,73.94986666666667,12428.880433232687,0.6666666666666666,1.11,18586.24810382186,0.63,0.0,2762.019555555556,1.3133333333333337,1.2266666666666666,8.8,0.3333333333333333,346.5857515353923
1129,20.17,6.859228862999999,3.728679007,25.92,51.52833465445276,4.697841169,51.61,120.0,1.16,995.0,-2.2841658116650003,0.0,0.325,51.61000000000001,51.52833465445276,0.5,1.01,48.63906005725031,0.5,0.0,2837.5,0.3995,1.875,45.0,0.5,346.5857515353923
1130,11.08,5.617631503999999,2.807970487,11.07,20.022031874270557,3.537821124,156.45,107.0,1.06,1876.75,-4.827224301666667,0.0,1.56,108.43333333333334,22.752728521727427,0.6666666666666666,0.5599999999999999,16.3841798847413,0.17,0.6666666666666666,4188.666666666667,1.0833333333333333,1.2793333333333334,16.5,0.3333333333333333,524.5857374018732
1131,14.63,6.162942317000001,3.051696628,14.21,23.83550656902433,3.84489682,213.85,105.0,1.02,2426.24,-5.68769683625,0.0,1.03,213.85,23.83550656902433,0.3333333333333333,0.47,16.042872975176394,0.29,0.3333333333333333,10405.666666666666,0.7340000000000001,1.4056666666666666,6.4,0.6666666666666666,524.5857374018732
1132,16.73,6.444738612999999,3.220442052,16.7,40.99545058111583,4.0575027310000005,156.43333333333334,136.0,1.34,2007.0,-2.64455270624875,0.0,1.16,167.49125,42.34595397328168,0.0,0.75,58.9008010665974,0.76,0.25,9232.75,0.0,1.8195,11.0,1.0,850.5857115168886
1133,16.73,6.444738612999999,3.220442052,16.7,46.593146301748426,4.0575027310000005,153.86666666666667,136.0,1.34,1983.333333333333,-2.594225948125,0.0,1.143333333333333,164.60375,48.64336165899335,0.0,0.8500000000000001,75.69388822849521,0.76,0.25,9486.25,0.0,1.86825,11.0,1.0,850.5857115168886
1134,11.08,5.617631503999999,2.807970487,11.07,21.277786737877,3.537821124,362.71,132.0,1.17,3397.333333333333,-4.432321753335001,0.0,1.0333333333333332,230.1275,23.67041378063405,0.0,0.33,22.126746790647303,0.64,0.0,8546.25,0.2319999999999999,1.4580000000000002,6.3,0.5,857.5857109610762
1135,6.98,4.815689402,3.033694224,13.96,6221.009260376703,3.822215211,84.9976,71.0,0.75,970.7366666666668,-4.205701907,0.0,1.2699999999999998,78.93712000000002,7462.169975705083,0.4,0.97,18577.293282884,0.74,0.4,2480.5004,2.5748,1.4944,22.5,0.6000000000000001,857.5857109610762
1136,6.98,4.815689402,3.033694224,13.96,6224.224644009433,3.822215211,86.0976,71.0,0.75,1133.4033333333334,-4.301985371000001,0.0,1.26,80.25712,7466.028436064359,0.4,0.97,18577.293282884,0.74,0.4,2832.5004,2.5748,1.5224000000000002,20.6,0.6000000000000001,454.58574295999847
1137,11.08,5.617631503999999,2.807970487,11.07,34.52757391971012,3.537821124,244.475,105.0,1.02,2407.9300000000007,-4.269300540763334,0.0,0.8825000000000001,166.31666666666666,32.07389787803048,0.5,1.22,64.01792275117799,0.29,0.0,3694.5,1.101,1.5063333333333333,5.7,0.5,454.58574295999847
1138,15.62,6.29893322,3.541014105,22.2,38.134846221269065,4.461398209,270.42333333333335,105.0,1.02,2578.9066666666668,-4.312887247142856,0.0,0.7533333333333334,140.21,37.267636817502286,0.5714285714285714,1.13,42.7005704802544,0.29,0.0,4024.285714285714,1.2582857142857142,1.5834285714285716,5.9,0.4285714285714285,765.585718266041
1139,15.62,6.29893322,3.722284555,25.786875,52.44604791948333,4.689784663999999,159.59,105.0,1.02,1805.24,-3.521328661875,0.0,0.5933333333333333,122.1925,46.126172388280295,0.5,1.32,65.47440605030451,0.29,0.0,2899.5,1.101,1.72425,5.2,0.5,765.585718266041
1140,6.98,4.815689402,3.091182017,14.76875,6223.6960135548325,3.894645292,243.3976,71.0,0.75,2138.07,-6.6629136437500005,0.0,1.2999999999999998,183.2464,9315.896751820826,0.5,0.87,18569.23302334961,0.84,0.5,2285.8755,3.2185,1.3975,5.7,0.5,250.5857591579644
1141,6.98,4.815689402,3.091182017,14.76875,6223.363602863249,3.894645292,266.9209333333334,71.0,0.75,2202.7366666666667,-7.01499883875,0.0,1.3133333333333332,200.8889,9315.647443802138,0.5,0.88,18570.23025542436,0.83,0.5,3985.6255,3.2185,1.3885,5.9,0.5,250.5857591579644
1142,15.62,6.29893322,3.220442052,16.7,53.8565417396919,4.0575027310000005,134.05666666666667,105.0,1.02,1596.906666666667,-3.113022954583333,0.0,0.7066666666666667,176.83833333333337,37.10504970778464,0.3333333333333333,1.45,100.50895219144353,0.29,0.0,10616.5,0.7340000000000001,1.5893333333333333,14.2,0.6666666666666666,221.5857614606164
1143,16.73,6.444738612999999,3.220442052,16.7,45.5989400290946,4.0575027310000005,139.98333333333335,120.0,1.16,1682.6666666666663,-2.9223327791666667,0.0,0.7233333333333333,182.52166666666668,32.983291991012074,0.3333333333333333,1.11,75.69388822849521,0.5,0.0,11511.666666666668,0.2663333333333333,1.6009999999999998,14.2,0.6666666666666666,221.5857614606164
