,BCCvolume_pa_difference,BCCefflatcnt_max_value,BCCefflatcnt_difference,BCCvolume_pa_max_value,n_ws^third_difference,CovalentRadius_difference,ICSDVolume_max_value,AtomicRadii_difference,AtomicRadii_max_value,CovalentRadius_max_value,ICSDVolume_difference,valence_max_value,MendeleevNumber_arithmetic_average,NdUnfilled_arithmetic_average,GSenergy_pa_max_value,BCCenergy_pa_max_value,GSenergy_pa_min_value,valence_arithmetic_average,BCCfermi_arithmetic_average,BCCenergy_pa_min_value,valence_composition_average,ElasticModulus_difference,BCCfermi_composition_average,MendeleevNumber_composition_average,n_ws^third_arithmetic_average,target
653,81.31,11.23526301,6.340391241000002,88.64,1.0299999999999998,154.0,93.0,1.75,2.48,220.0,75.7,5.0,46.33333333333333,2.333333333333333,-0.963335025,-0.96193707,-0.963335025,3.6666666666666665,2.8668868966666667,-0.96193707,3.0,181.0,2.949545538,62.6,0.7433333333333333,5.08967
654,81.31,11.23526301,6.340391241000002,88.64,1.13,154.0,93.0,1.75,2.48,220.0,81.0,6.0,46.66666666666666,1.6666666666666667,-0.963335025,-0.96193707,-0.963335025,4.0,3.713819936666667,-0.96193707,3.2,257.0,3.4577053620000004,62.8,0.7766666666666666,5.50441
655,81.31,11.23526301,6.340391241000002,88.64,1.17,154.0,93.0,1.75,2.48,220.0,77.5,6.0,47.0,1.6666666666666667,-0.963335025,-0.96193707,-0.963335025,4.0,3.933805,-0.96193707,3.2,320.0,3.5896964,63.0,0.7899999999999999,5.50441
656,81.31,11.23526301,6.340391241000002,88.64,1.21,154.0,93.0,1.75,2.48,220.0,77.2,6.0,47.33333333333333,2.0,-0.963335025,-0.96193707,-0.963335025,4.0,3.5146312166666664,-0.96193707,3.2,399.0,3.3381921300000004,63.2,0.8033333333333333,5.12972
657,64.77,10.48781656,5.592944791000002,72.1,1.12,137.0,75.6,1.62,2.35,203.0,63.89999999999999,6.0,48.33333333333333,1.3333333333333333,-1.09753971333,-1.096516,-1.09753971333,3.0,3.156982606666667,-1.096516,2.6,208.6,3.123602964,63.8,0.8066666666666666,5.12972
658,64.77,10.48781656,5.592944791000002,72.1,0.7399999999999999,137.0,75.6,1.62,2.35,203.0,58.99999999999999,3.0,54.33333333333333,0.0,-1.09753971333,-1.096516,-1.09753971333,2.0,3.59450927,-1.096516,2.0,68.1,3.386118962,67.4,0.6799999999999999,4.93851
659,64.77,10.48781656,5.592944791000002,72.1,0.66,137.0,75.6,1.62,2.35,203.0,58.3,3.0,54.66666666666667,0.0,-1.09753971333,-1.096516,-1.09753971333,2.0,2.3231037066666667,-1.096516,2.0,8.6,2.623275624,67.60000000000001,0.6533333333333333,4.93851
660,81.31,11.23526301,6.340391241000002,88.64,1.0100000000000002,154.0,93.0,1.75,2.48,220.0,80.8,7.0,47.66666666666666,1.6666666666666667,-0.963335025,-0.96193707,-0.963335025,4.333333333333334,3.5797866066666666,-0.96193707,3.4000000000000004,196.0,3.3772853640000005,63.40000000000001,0.7366666666666667,4.93507
661,81.31,11.23526301,6.340391241000002,88.64,1.25,154.0,93.0,1.75,2.48,220.0,78.3,7.0,48.33333333333333,1.6666666666666667,-0.963335025,-0.96193707,-0.963335025,4.333333333333334,3.97037153,-0.96193707,3.4000000000000004,459.0,3.611636318,63.8,0.8166666666666667,4.93507
662,81.31,11.23526301,6.340391241000002,88.64,1.17,154.0,93.0,1.75,2.48,220.0,81.3,6.0,48.66666666666666,1.3333333333333333,-0.963335025,-0.96193707,-0.963335025,4.0,3.2053035233333333,-0.96193707,3.2,209.0,3.152595514,64.0,0.7899999999999999,5.58304
663,17.1,7.311634665,2.416762896,24.43,0.1899999999999999,76.0,26.1,0.93,1.66,142.0,8.8,3.0,54.33333333333333,0.0,-1.86988691,-1.86553478,-1.86988691,2.0,3.89966992,-1.86553478,2.0,4.0,3.569215352,67.4,0.7166666666666666,5.58304
664,11.49,6.702649876000001,1.807778107,18.82,0.3900000000000001,62.0,22.2,0.8200000000000001,1.55,128.0,4.899999999999999,4.0,55.66666666666666,0.0,-1.86988691,-1.86553478,-1.86988691,2.333333333333333,2.560261563333333,-1.86553478,2.2,105.0,2.7655703380000003,68.2,0.7833333333333334,5.50702
665,17.9,7.39058945,2.4957176810000004,25.23,0.26,73.0,27.0,0.8900000000000001,1.62,139.0,9.7,4.0,56.0,0.0,-1.86988691,-1.86553478,-1.86988691,2.333333333333333,4.11709647,-1.86553478,2.2,40.0,3.699671282,68.4,0.74,5.50702
666,19.76,7.567916457999999,2.673044689,27.09,0.28,73.0,30.2,0.8600000000000001,1.59,139.0,12.9,5.0,57.66666666666666,0.0,-1.86988691,-1.86553478,-1.86988691,2.6666666666666665,3.89663465,-1.86553478,2.4,57.0,3.56739419,69.4,0.7466666666666666,5.68297
667,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.4500000000000001,104.0,39.7,1.17,1.9,170.0,22.4,3.0,33.333333333333336,3.0,-1.26024138333,-1.2544847,-1.26024138333,2.0,2.94686124,-1.2544847,2.0,75.0,2.997530144,54.8,0.6966666666666667,5.68297
668,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.7000000000000001,100.0,39.7,1.17,1.9,166.0,22.4,4.0,44.0,2.6666666666666665,-1.26024138333,-1.2544847,-1.26024138333,2.333333333333333,2.454977876666667,-1.2544847,2.2,105.0,2.702400126,61.2,0.78,5.7565800000000005
669,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.59,109.0,39.7,1.17,1.9,175.0,22.4,4.0,44.33333333333333,2.6666666666666665,-1.26024138333,-1.2544847,-1.26024138333,2.333333333333333,2.8722777766666665,-1.2544847,2.2,89.0,2.9527800660000003,61.40000000000001,0.7433333333333333,5.7565800000000005
670,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.63,109.0,39.7,1.17,1.9,175.0,22.4,4.0,44.66666666666666,2.6666666666666665,-1.26024138333,-1.2544847,-1.26024138333,2.333333333333333,3.0404844166666667,-1.2544847,2.2,134.0,3.05370405,61.6,0.7566666666666666,6.70993
671,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.82,100.0,39.7,1.17,1.9,166.0,25.9,5.0,45.0,2.333333333333333,-1.26024138333,-1.2544847,-1.26024138333,2.6666666666666665,3.614601553333333,-1.2544847,2.4,124.0,3.398174332,61.8,0.82,6.70993
672,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.82,100.0,39.7,1.17,1.9,166.0,22.4,5.0,45.33333333333333,2.0,-1.26024138333,-1.2544847,-1.26024138333,2.6666666666666665,3.09686825,-1.2544847,2.4,99.0,3.08753435,62.0,0.82,6.81577
673,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.8099999999999999,104.0,39.7,1.17,1.9,170.0,22.4,5.0,45.66666666666667,2.333333333333333,-1.26024138333,-1.2544847,-1.26024138333,2.6666666666666665,3.275008743333333,-1.2544847,2.4,178.0,3.1944186460000004,62.2,0.8166666666666667,6.81577
674,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.91,100.0,39.7,1.17,1.9,166.0,27.700000000000006,6.0,46.0,1.6666666666666667,-1.26024138333,-1.2544847,-1.26024138333,3.0,4.121941783333334,-1.2544847,2.6,254.0,3.70257847,62.40000000000001,0.85,5.95985
675,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.95,100.0,39.7,1.17,1.9,166.0,24.200000000000006,6.0,46.33333333333334,1.6666666666666667,-1.26024138333,-1.2544847,-1.26024138333,3.0,4.3419268466666665,-1.2544847,2.6,317.0,3.834569508,62.6,0.8633333333333333,5.95985
676,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.99,100.0,39.7,1.17,1.9,166.0,23.9,6.0,46.66666666666667,2.0,-1.26024138333,-1.2544847,-1.26024138333,3.0,3.922753063333333,-1.2544847,2.6,396.0,3.583065238,62.8,0.8766666666666667,7.06711
677,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.7900000000000001,100.0,39.7,1.17,1.9,166.0,27.500000000000004,7.0,47.0,1.6666666666666667,-1.26024138333,-1.2544847,-1.26024138333,3.333333333333333,3.987908453333333,-1.2544847,2.8,193.0,3.622158472,63.0,0.81,7.06711
678,21.88000000000001,7.760395346,2.8655235770000003,29.21,1.0300000000000002,100.0,39.7,1.17,1.9,166.0,25.000000000000004,7.0,47.66666666666667,1.6666666666666667,-1.26024138333,-1.2544847,-1.26024138333,3.333333333333333,4.3784933766666665,-1.2544847,2.8,456.0,3.856509426,63.40000000000001,0.89,6.88787
679,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.95,100.0,39.7,1.17,1.9,166.0,28.000000000000004,6.0,48.0,1.3333333333333333,-1.26024138333,-1.2544847,-1.26024138333,3.0,3.61342537,-1.2544847,2.6,206.0,3.397468622,63.6,0.8633333333333333,6.88787
680,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.57,100.0,39.7,1.17,1.9,166.0,23.1,3.0,54.0,0.0,-1.26024138333,-1.2544847,-1.26024138333,2.0,4.050952033333333,-1.2544847,2.0,65.5,3.65998462,67.2,0.7366666666666666,7.13271
681,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.4900000000000001,100.0,39.7,1.17,1.9,166.0,22.4,3.0,54.33333333333334,0.0,-1.26024138333,-1.2544847,-1.26024138333,2.0,2.77954647,-1.2544847,2.0,6.0,2.897141282,67.4,0.71,7.13271
682,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.35,100.0,39.7,1.17,1.9,166.0,22.4,3.0,54.66666666666667,0.0,-1.26024138333,-1.2544847,-1.26024138333,2.0,4.2623501033333335,-1.2544847,2.0,9.0,3.786823462,67.60000000000001,0.6633333333333333,5.40493
683,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.5500000000000002,100.0,39.7,1.17,1.9,166.0,22.4,4.0,56.0,0.0,-1.26024138333,-1.2544847,-1.26024138333,2.333333333333333,2.9229417466666665,-1.2544847,2.2,110.0,2.9831784480000003,68.4,0.73,5.40493
684,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.42,100.0,39.7,1.17,1.9,166.0,22.4,4.0,56.33333333333334,0.0,-1.26024138333,-1.2544847,-1.26024138333,2.333333333333333,4.479776653333333,-1.2544847,2.2,45.0,3.917279392,68.6,0.6866666666666666,4.9135800000000005
685,21.88000000000001,7.760395346,2.8655235770000003,29.21,0.4400000000000001,100.0,39.7,1.17,1.9,166.0,22.4,5.0,58.0,0.0,-1.26024138333,-1.2544847,-1.26024138333,2.6666666666666665,4.259314833333333,-1.2544847,2.4,62.0,3.7850023,69.6,0.6933333333333334,4.9135800000000005
686,64.77,10.48781656,5.592944791000002,72.1,0.62,137.0,75.6,1.62,2.35,203.0,58.3,3.0,33.666666666666664,3.0,-1.09753971333,-1.096516,-1.09753971333,2.0,2.4904184766666666,-1.096516,2.0,77.6,2.723664486,55.0,0.64,4.031619999999998
687,64.77,10.48781656,5.592944791000002,72.1,0.87,137.0,75.6,1.62,2.35,203.0,58.3,4.0,44.33333333333334,2.6666666666666665,-1.09753971333,-1.096516,-1.09753971333,2.333333333333333,1.998535113333333,-1.096516,2.2,107.6,2.428534468,61.40000000000001,0.7233333333333334,4.031619999999998
688,45.58,9.45988626,4.565014491,52.91,0.42,129.0,56.0,1.42,2.15,195.0,38.7,5.0,60.0,0.0,-1.6828136000000002,-1.67793991,-1.6828136000000002,3.0,4.391088276666666,-1.67793991,2.6,52.0,3.864066366,70.80000000000003,0.7,4.41249
689,56.26000000000001,10.05779862,5.162926851,63.59,0.46,149.0,62.8,1.4900000000000002,2.22,215.0,45.5,3.0,35.666666666666664,3.0,-1.92352226,-1.92352226,-1.92352226,2.333333333333333,3.04165841,-1.92352226,2.2,67.0,3.054408446,56.2,0.6933333333333334,4.41249
690,56.26000000000001,10.05779862,5.162926851,63.59,0.5999999999999999,149.0,62.8,1.4900000000000002,2.22,215.0,45.5,4.0,46.66666666666666,2.6666666666666665,-1.92352226,-1.92352226,-1.92352226,2.6666666666666665,2.9670749466666666,-1.92352226,2.4000000000000004,81.0,3.009658368,62.8,0.74,4.27617
691,56.26000000000001,10.05779862,5.162926851,63.59,0.6399999999999999,149.0,62.8,1.4900000000000002,2.22,215.0,45.5,4.0,47.0,2.6666666666666665,-1.92352226,-1.92352226,-1.92352226,2.6666666666666665,3.135281586666667,-1.92352226,2.4000000000000004,126.0,3.110582352,63.0,0.7533333333333334,4.27617
692,56.26000000000001,10.05779862,5.162926851,63.59,0.8299999999999998,149.0,62.8,1.4900000000000002,2.22,215.0,49.0,5.0,47.33333333333334,2.333333333333333,-1.92352226,-1.92352226,-1.92352226,3.0,3.709398723333333,-1.92352226,2.6,116.0,3.455052634,63.2,0.8166666666666667,3.85133
693,56.26000000000001,10.05779862,5.162926851,63.59,0.8299999999999998,149.0,62.8,1.4900000000000002,2.22,215.0,45.5,5.0,47.66666666666666,2.0,-1.92352226,-1.92352226,-1.92352226,3.0,3.19166542,-1.92352226,2.6,91.0,3.144412652,63.40000000000001,0.8166666666666667,3.85133
694,56.26000000000001,10.05779862,5.162926851,63.59,0.8199999999999998,149.0,62.8,1.4900000000000002,2.22,215.0,45.5,5.0,48.0,2.333333333333333,-1.92352226,-1.92352226,-1.92352226,3.0,3.3698059133333333,-1.92352226,2.6,170.0,3.251296948,63.6,0.8133333333333334,3.87565
695,56.26000000000001,10.05779862,5.162926851,63.59,0.92,149.0,62.8,1.4900000000000002,2.22,215.0,50.8,6.0,48.33333333333333,1.6666666666666667,-1.92352226,-1.92352226,-1.92352226,3.333333333333333,4.2167389533333335,-1.92352226,2.8,246.0,3.759456772,63.8,0.8466666666666667,3.87565
696,56.26000000000001,10.05779862,5.162926851,63.59,0.96,149.0,62.8,1.4900000000000002,2.22,215.0,47.3,6.0,48.66666666666667,1.6666666666666667,-1.92352226,-1.92352226,-1.92352226,3.333333333333333,4.436724016666666,-1.92352226,2.8,309.0,3.89144781,64.0,0.86,4.0623
697,56.26000000000001,10.05779862,5.162926851,63.59,1.0,149.0,62.8,1.4900000000000002,2.22,215.0,47.0,6.0,49.0,2.0,-1.92352226,-1.92352226,-1.92352226,3.333333333333333,4.017550233333333,-1.92352226,2.8,388.0,3.63994354,64.2,0.8733333333333334,4.0623
698,56.26000000000001,10.05779862,5.162926851,63.59,0.8,149.0,62.8,1.4900000000000002,2.22,215.0,50.6,7.0,49.33333333333333,1.6666666666666667,-1.92352226,-1.92352226,-1.92352226,3.6666666666666665,4.082705623333333,-1.92352226,3.0,185.0,3.679036774,64.4,0.8066666666666668,4.42631
699,56.26000000000001,10.05779862,5.162926851,63.59,1.04,149.0,62.8,1.4900000000000002,2.22,215.0,48.1,7.0,50.0,1.6666666666666667,-1.92352226,-1.92352226,-1.92352226,3.6666666666666665,4.473290546666666,-1.92352226,3.0,448.0,3.913387728,64.80000000000001,0.8866666666666667,4.42631
700,56.26000000000001,10.05779862,5.162926851,63.59,0.96,149.0,62.8,1.4900000000000002,2.22,215.0,51.1,6.0,50.33333333333333,1.3333333333333333,-1.92352226,-1.92352226,-1.92352226,3.333333333333333,3.70822254,-1.92352226,2.8,198.0,3.454346924,65.0,0.86,6.70863
701,56.26000000000001,10.05779862,5.162926851,63.59,0.5799999999999998,149.0,62.8,1.4900000000000002,2.22,215.0,46.2,3.0,56.33333333333333,0.0,-1.92352226,-1.92352226,-1.92352226,2.333333333333333,4.145749203333333,-1.92352226,2.2,57.5,3.716862922,68.6,0.7333333333333334,6.70863
702,56.26000000000001,10.05779862,5.162926851,63.59,0.5,149.0,62.8,1.4900000000000002,2.22,215.0,45.5,3.0,56.66666666666667,0.0,-1.92352226,-1.92352226,-1.92352226,2.333333333333333,2.87434364,-1.92352226,2.2,2.0,2.954019584,68.80000000000001,0.7066666666666668,6.75322
703,56.26000000000001,10.05779862,5.162926851,63.59,0.3599999999999999,149.0,62.8,1.4900000000000002,2.22,215.0,45.5,3.0,57.0,0.0,-1.92352226,-1.92352226,-1.92352226,2.333333333333333,4.357147273333333,-1.92352226,2.2,1.0,3.843701764,69.0,0.6599999999999999,6.75322
704,56.26000000000001,10.05779862,5.162926851,63.59,0.56,149.0,62.8,1.4900000000000002,2.22,215.0,45.5,4.0,58.33333333333333,0.0,-1.92352226,-1.92352226,-1.92352226,2.6666666666666665,3.0177389166666666,-1.92352226,2.4000000000000004,102.0,3.04005675,69.80000000000001,0.7266666666666668,6.18192
705,56.26000000000001,10.05779862,5.162926851,63.59,0.43,149.0,62.8,1.4900000000000002,2.22,215.0,45.5,4.0,58.66666666666667,0.0,-1.92352226,-1.92352226,-1.92352226,2.6666666666666665,4.574573823333333,-1.92352226,2.4000000000000004,37.0,3.974157694,70.0,0.6833333333333333,6.18192
706,56.26000000000001,10.05779862,5.162926851,63.59,0.45,149.0,62.8,1.4900000000000002,2.22,215.0,45.5,5.0,60.33333333333333,0.0,-1.92352226,-1.92352226,-1.92352226,3.0,4.354112003333333,-1.92352226,2.6,54.0,3.841880602,71.0,0.69,4.87584
707,25.200000000000006,8.043925049,3.1490532800000004,32.53,0.6000000000000001,124.0,32.9,1.08,1.81,190.0,17.099999999999998,6.0,50.0,5.0,-6.464599775,-6.34029752,-6.464599775,3.6666666666666665,4.561699816666667,-6.34029752,3.0,336.6,3.96643329,64.8,1.0066666666666668,4.87584
708,25.200000000000006,8.043925049,3.1490532800000004,32.53,0.4000000000000001,124.0,32.9,1.08,1.81,190.0,20.7,7.0,50.33333333333333,4.666666666666667,-6.464599775,-6.34029752,-6.464599775,4.0,4.626855206666667,-6.34029752,3.2,133.6,4.005526524,65.0,0.94,7.33583
709,25.200000000000006,8.043925049,3.1490532800000004,32.53,0.6400000000000001,124.0,32.9,1.08,1.81,190.0,18.2,7.0,51.0,4.666666666666667,-6.464599775,-6.34029752,-6.464599775,4.0,5.01744013,-6.34029752,3.2,396.6,4.239877478,65.4,1.02,7.33583
710,25.200000000000006,8.043925049,3.1490532800000004,32.53,0.56,124.0,32.9,1.08,1.81,190.0,21.2,6.0,51.33333333333333,4.333333333333333,-6.464599775,-6.34029752,-6.464599775,3.6666666666666665,4.252372123333333,-6.34029752,3.0,146.6,3.780836674,65.60000000000001,0.9933333333333332,4.48572
711,25.200000000000006,8.043925049,3.1490532800000004,32.53,0.1799999999999999,124.0,32.9,1.08,1.81,190.0,16.299999999999994,3.0,57.33333333333333,3.0,-6.464599775,-6.34029752,-6.464599775,2.6666666666666665,4.689898786666666,-6.34029752,2.4,6.099999999999994,4.043352671999998,69.2,0.8666666666666667,4.48572
712,25.200000000000006,8.043925049,3.1490532800000004,32.53,0.1,124.0,32.9,1.08,1.81,190.0,15.599999999999998,3.0,57.66666666666667,3.0,-6.464599775,-6.34029752,-6.464599775,2.6666666666666665,3.4184932233333334,-6.34029752,2.4,53.40000000000001,3.280509334,69.4,0.8400000000000001,6.66843
713,25.200000000000006,8.043925049,3.1490532800000004,32.53,0.04,124.0,32.9,1.08,1.81,190.0,15.599999999999998,3.0,58.0,3.0,-6.464599775,-6.34029752,-6.464599775,2.6666666666666665,4.901296856666667,-6.34029752,2.4,50.40000000000001,4.170191514,69.6,0.7933333333333332,6.66843
714,25.200000000000006,8.043925049,3.1490532800000004,32.53,0.1600000000000001,124.0,32.9,1.08,1.81,190.0,15.599999999999998,4.0,59.33333333333333,3.0,-6.464599775,-6.34029752,-6.464599775,3.0,3.5618885,-6.34029752,2.6,50.6,3.3665465,70.4,0.8600000000000001,5.03437
715,25.200000000000006,8.043925049,3.1490532800000004,32.53,0.03,124.0,32.9,1.08,1.81,190.0,15.599999999999998,4.0,59.66666666666667,3.0,-6.464599775,-6.34029752,-6.464599775,3.0,5.118723406666667,-6.34029752,2.6,14.400000000000004,4.300647444,70.6,0.8166666666666667,5.03437
716,25.200000000000006,8.043925049,3.1490532800000004,32.53,0.05,124.0,32.9,1.08,1.81,190.0,15.599999999999998,5.0,61.33333333333333,3.0,-6.464599775,-6.34029752,-6.464599775,3.333333333333333,4.898261586666667,-6.34029752,2.8,2.5999999999999943,4.168370352,71.6,0.8233333333333333,4.34492
717,14.87,7.08202821,2.187156441,22.2,0.29,104.0,24.9,0.8760000000000001,1.606,170.0,7.599999999999998,3.0,33.0,3.0,-1.86988691,-1.86553478,-1.86988691,2.0,2.584181056666667,-1.86553478,2.0,70.0,2.779922034,54.6,0.75,4.34492
718,9.51,6.45883252,1.5639607509999998,16.84,0.54,94.0,21.6,0.8200000000000001,1.55,160.0,4.300000000000002,4.0,43.66666666666667,2.6666666666666665,-1.86988691,-1.86553478,-1.86988691,2.333333333333333,2.0922976933333333,-1.86553478,2.2,100.0,2.484792016,61.0,0.8333333333333334,6.09109
719,15.42,7.140036982000001,2.245165213,22.75,0.43,109.0,23.2,0.8700000000000001,1.6,175.0,5.899999999999999,4.0,44.0,2.6666666666666665,-1.86988691,-1.86553478,-1.86988691,2.333333333333333,2.509597593333333,-1.86553478,2.2,84.0,2.7351719560000003,61.2,0.7966666666666666,6.09109
720,14.54,7.046761753999999,2.1518899850000004,21.87,0.47,109.0,22.4,0.8340000000000001,1.564,175.0,5.099999999999998,4.0,44.33333333333334,2.6666666666666665,-1.86988691,-1.86553478,-1.86988691,2.333333333333333,2.677804233333333,-1.86553478,2.2,129.0,2.83609594,61.40000000000001,0.81,5.61102
721,9.18,6.416364372,1.5214926030000004,16.51,0.6599999999999999,87.0,21.6,0.8200000000000001,1.55,153.0,7.800000000000002,5.0,44.66666666666667,2.333333333333333,-1.86988691,-1.86553478,-1.86988691,2.6666666666666665,3.25192137,-1.86553478,2.4,119.0,3.180566222,61.6,0.8733333333333333,5.61102
722,10.85,6.625794375,1.730922606,18.18,0.6599999999999999,98.0,21.6,0.8200000000000001,1.55,164.0,4.300000000000002,5.0,45.0,2.0,-1.86988691,-1.86553478,-1.86988691,2.6666666666666665,2.7341880666666665,-1.86553478,2.4,94.0,2.86992624,61.8,0.8733333333333333,4.03805
723,10.79,6.618497239,1.72362547,18.12,0.6499999999999999,104.0,21.6,0.8200000000000001,1.55,170.0,4.300000000000002,5.0,45.33333333333333,2.333333333333333,-1.86988691,-1.86553478,-1.86988691,2.6666666666666665,2.91232856,-1.86553478,2.4,173.0,2.9768105360000003,62.0,0.87,4.03805
724,9.18,6.416364372,1.5214926030000004,16.51,0.75,73.0,21.6,0.8200000000000001,1.55,139.0,9.6,6.0,45.66666666666666,1.6666666666666667,-1.86988691,-1.86553478,-1.86988691,3.0,3.7592616,-1.86553478,2.6,249.0,3.48497036,62.2,0.9033333333333332,2.72799
725,64.77,10.48781656,5.592944791000002,72.1,0.7200000000000001,137.0,75.6,1.62,2.35,203.0,58.3,4.0,56.33333333333333,0.0,-1.09753971333,-1.096516,-1.09753971333,2.333333333333333,2.466498983333333,-1.096516,2.2,112.6,2.70931279,68.60000000000001,0.6733333333333333,2.72799
726,64.77,10.48781656,5.592944791000002,72.1,0.59,137.0,75.6,1.62,2.35,203.0,58.3,4.0,56.66666666666667,0.0,-1.09753971333,-1.096516,-1.09753971333,2.333333333333333,4.02333389,-1.096516,2.2,47.6,3.643413734,68.80000000000001,0.63,3.65899
727,64.77,10.48781656,5.592944791000002,72.1,0.61,137.0,75.6,1.62,2.35,203.0,58.3,5.0,58.33333333333333,0.0,-1.09753971333,-1.096516,-1.09753971333,2.6666666666666665,3.80287207,-1.096516,2.4,64.6,3.511136642,69.80000000000001,0.6366666666666667,3.65899
728,81.31,11.23526301,6.340391241000002,88.64,0.67,154.0,93.0,1.75,2.48,220.0,75.7,4.0,34.0,3.0,-0.963335025,-0.96193707,-0.963335025,3.0,2.538739393333333,-0.96193707,2.6,78.0,2.7526570360000004,55.2,0.6233333333333333,3.19406
729,81.31,11.23526301,6.340391241000002,88.64,0.92,154.0,93.0,1.75,2.48,220.0,75.7,4.0,44.66666666666667,2.6666666666666665,-0.963335025,-0.96193707,-0.963335025,3.333333333333333,2.04685603,-0.96193707,2.8,108.0,2.457527018,61.6,0.7066666666666667,3.19406
730,9.18,6.416364372,1.5214926030000004,16.51,0.79,88.0,21.6,0.8200000000000001,1.55,154.0,6.100000000000001,6.0,46.0,1.6666666666666667,-1.86988691,-1.86553478,-1.86988691,3.0,3.979246663333333,-1.86553478,2.6,312.0,3.616961398,62.40000000000001,0.9166666666666666,3.22477
731,9.18,6.416364372,1.5214926030000004,16.51,0.8300000000000001,96.0,21.6,0.8200000000000001,1.55,162.0,5.800000000000002,6.0,46.33333333333333,2.0,-1.86988691,-1.86553478,-1.86988691,3.0,3.56007288,-1.86553478,2.6,391.0,3.365457128,62.6,0.93,3.22477
732,9.18,6.416364372,1.5214926030000004,16.51,0.6300000000000001,73.0,21.6,0.8200000000000001,1.55,139.0,9.400000000000002,7.0,46.66666666666666,1.6666666666666667,-1.86988691,-1.86553478,-1.86988691,3.333333333333333,3.62522827,-1.86553478,2.8,188.0,3.404550362,62.8,0.8633333333333334,3.44667
733,9.18,6.416364372,1.5214926030000004,16.51,0.8700000000000001,85.0,21.6,0.8200000000000001,1.55,151.0,6.900000000000002,7.0,47.33333333333333,1.6666666666666667,-1.86988691,-1.86553478,-1.86988691,3.333333333333333,4.015813193333333,-1.86553478,2.8,451.0,3.638901316,63.2,0.9433333333333334,3.44667
734,9.18,6.416364372,1.5214926030000004,16.51,0.79,66.0,21.6,0.8200000000000001,1.55,132.0,9.900000000000002,6.0,47.66666666666666,1.3333333333333333,-1.86988691,-1.86553478,-1.86988691,3.0,3.250745186666667,-1.86553478,2.6,201.0,3.1798605120000003,63.40000000000001,0.9166666666666666,5.31704
735,9.590000000000002,6.46904413,1.5741723610000005,16.92,0.4099999999999999,62.0,21.6,0.8200000000000001,1.55,128.0,5.0,3.0,53.66666666666666,0.0,-1.86988691,-1.86553478,-1.86988691,2.0,3.68827185,-1.86553478,2.0,60.5,3.44237651,67.0,0.79,5.31704
736,10.61,6.596508714,1.7016369449999995,17.94,0.3300000000000001,62.0,21.6,0.8200000000000001,1.55,128.0,4.300000000000002,3.0,54.0,0.0,-1.86988691,-1.86553478,-1.86988691,2.0,2.416866286666667,-1.86553478,2.0,1.0,2.679533172,67.2,0.7633333333333334,5.45736
737,29.49,8.383034541,3.4881627720000017,36.82,0.86,110.0,44.1,1.24,1.97,176.0,32.40000000000001,6.0,49.66666666666666,1.3333333333333333,-1.948329565,-1.92725921,-1.948329565,3.333333333333333,4.1401501666666665,-1.92725921,2.8,190.0,3.7135035,64.60000000000001,0.8933333333333333,5.45736
738,29.49,8.383034541,3.4881627720000017,36.82,0.4799999999999999,110.0,44.1,1.24,1.97,176.0,27.5,3.0,55.66666666666666,0.0,-1.948329565,-1.92725921,-1.948329565,2.333333333333333,4.57767683,-1.92725921,2.2,49.5,3.976019498,68.2,0.7666666666666666,6.56473
739,29.49,8.383034541,3.4881627720000017,36.82,0.4,110.0,44.1,1.24,1.97,176.0,26.8,3.0,56.0,0.0,-1.948329565,-1.92725921,-1.948329565,2.333333333333333,3.3062712666666667,-1.92725921,2.2,10.0,3.21317616,68.4,0.74,6.56473
740,29.49,8.383034541,3.4881627720000017,36.82,0.2599999999999999,110.0,44.1,1.24,1.97,176.0,26.8,3.0,56.33333333333333,0.0,-1.948329565,-1.92725921,-1.948329565,2.333333333333333,4.7890749,-1.92725921,2.2,7.0,4.10285834,68.6,0.6933333333333334,5.85281
741,29.49,8.383034541,3.4881627720000017,36.82,0.4600000000000001,110.0,44.1,1.24,1.97,176.0,26.8,4.0,57.66666666666666,0.0,-1.948329565,-1.92725921,-1.948329565,2.6666666666666665,3.449666543333333,-1.92725921,2.4000000000000004,94.0,3.2992133260000003,69.4,0.76,5.85281
