,BCCenergy_pa_composition_average,HeatVaporization_composition_average,MeltingT_difference,HeatVaporization_difference,HeatVaporization_max_value,BCCfermi_composition_average,MeltingT_max_value,BoilingT_composition_average,phi_max_value,NdValence_composition_average,HHIp_composition_average,n_ws^third_max_value,valence_composition_average,HeatFusion_composition_average,phi_difference,NValance_composition_average,n_ws^third_composition_average,GSmagmom_composition_average,GSenergy_pa_composition_average,ThermalExpansionCoefficient_composition_average,MiracleRadius_composition_average,CovalentRadii_composition_average,MeltingT_composition_average,Group_composition_average,ElasticModulus_difference,AtomicVolume_difference,BCCmagmom_composition_average,BCCvolume_padiff_composition_average,SecondIonizationEnergy_composition_average,NUnfilled_composition_average,NpUnfilled_arithmetic_average,Column_composition_average,NdUnfilled_composition_average,IonicRadii_composition_average,HeatCapacityMolar_composition_average,Density_composition_average,AtomicVolume_min_value,ICSDVolume_composition_average,HHIr_composition_average,IonicRadii_arithmetic_average,Electronegativity_composition_average,phi_composition_average,AtomicRadii_composition_average,SpaceGroupNumber_composition_average,HHIr_arithmetic_average,ICSDVolume_min_value,ICSDVolume_difference,CovalentRadius_composition_average,IonizationEnergy_composition_average,FirstIonizationEnergy_composition_average,target
2570,-3.901234166,167.83004,2695.2,686.6891,690.1,3.356894694,2750.0,1492.91,4.05,0.75,2555.0,1.64,2.6,6.717499999999999,1.73,5.0,0.5025,1.126666666665e-06,-5.29174037675,472.875,109.75,1.0645,752.08,11.0,97.0,18574.560849330595,4.0255e-05,-1.028875,25.95075,3.1,0.4,11.0,1.75,1.2374999999999998,28.1358,2345.5073999999995,17.6363171588061,25.265,2200.0,1.046,2.5695,1.3039999999999998,1.1516,95.3,3260.0,17.3,45.5,114.8,1023.18,10.5866581,-1.152
2571,-3.965133795,168.90504,2695.2,686.6891,690.1,3.5308382455,2750.0,1498.91,4.25,0.8,2665.0,1.64,2.65,7.085,1.93,5.05,0.5085,0.0,-5.3499420552500005,472.865,109.35,1.0595,764.18,11.05,116.0,18578.35226826842,4.0255e-05,-1.036375,26.00425,3.05,0.4,11.05,1.7000000000000002,1.234,28.1273,2425.6574,13.8448982209802,25.075,2290.0,1.032,2.574,1.3264999999999998,1.14525,97.05,3620.0,13.8,49.0,114.45000000000002,1022.78,10.5825616,-1.152
2572,-3.855130454,162.36354,2695.2,686.6891,690.1,3.885803115,2750.0,1463.76,5.1,1.2,2710.0,1.75,2.5,6.084,2.78,5.5,0.538,0.15484712,-5.256553055,472.61,106.2,1.011,703.98,11.5,195.0,18581.201305806288,0.1684842299999999,-0.98825,26.3145,3.1,0.4,11.5,1.8,1.227,28.0858,2713.4574,10.9958606831132,23.32,1990.0,1.054,2.611,1.464,1.1159,91.8,3480.0,11.1,51.7,110.8,1034.64,10.7136724,-1.14
2573,-4.107602555000001,158.98354,2695.2,686.6891,690.1,4.069465908,2750.0,1438.16,4.65,1.0,2710.0,1.73,2.8,6.564,2.3300000000000005,5.2,0.536,0.0,-5.4990857945,471.8,106.7,1.013,745.18,11.2,246.0,18580.104229015506,8.051e-05,-1.00975,26.2585,3.4000000000000004,0.4,11.2,2.0,1.2239999999999998,27.9398,2537.4574,12.0929374738936,23.41,2130.0,1.048,2.589,1.419,1.1155000000000002,95.3,3760.0,12.0,50.8,112.1,1024.12,10.6022224,-1.14
2574,-3.985670233000001,159.98354,2695.2,686.6891,690.1,3.916910984,2750.0,1457.16,4.93,1.1,2640.0,1.77,2.8,5.845,2.61,5.4,0.54,0.21106628,-5.3770625765,472.49,106.2,1.012,708.28,11.4,198.0,18580.41980151986,0.21114679,-1.00775,26.2265,3.2,0.4,11.4,1.9,1.217,28.1148,2610.8574,11.7773649695423,23.380000000000003,1860.0,1.034,2.606,1.447,1.1147,95.3,3220.0,11.7,51.1,111.4,1034.77,10.7158114,-1.114
2575,-4.044162873,147.00754,2695.2,686.6891,690.1,4.029255909,2750.0,1377.16,4.45,1.0,2560.0,1.64,2.9,5.754999999999999,2.1300000000000003,5.3,0.524,3.10120689655e-05,-5.450570665534,473.48,106.9,1.012,679.08,11.3,185.0,18579.984462023804,0.0819378,-1.0055086207,26.1725,3.3,0.4,11.3,2.0,1.229,28.2368,2570.4574,12.2127044655985,23.43,1900.0,1.058,2.5780000000000003,1.399,1.1146,94.1,3300.0,12.2,50.6,112.1,1030.58,10.6689734,-1.114
2576,-3.701035701,162.78354000000002,2695.2,686.6891,690.1,3.781340892,2750.0,1462.36,5.2,1.3,2500.0,1.75,2.5,6.212,2.8800000000000003,5.6,0.538,0.05953947,-5.1031465975,472.65,106.29999999999998,1.01,699.98,11.6,195.0,18581.25588204769,0.00653723,-1.00675,26.4253,3.0,0.4,11.6,1.7,1.231,28.2118,2714.2573999999995,10.9412844417051,23.29,1870.0,1.062,2.614,1.474,1.1152000000000002,94.9,3240.0,10.8,52.0,110.6,1032.51,10.6895514,-2.972
2577,-3.774330913,155.51354,2695.2,686.6891,690.1,3.716941745,2750.0,1454.06,4.05,0.6000000000000001,2950.0,1.64,2.5,5.874,1.73,4.9,0.49,6.350000000000001e-07,-5.177065449500001,472.31,109.9,1.039,708.58,10.9,91.0,18574.195033509084,8.051e-05,-1.01125,25.8885,3.7,0.4,10.9,2.4,1.237,28.1568,2121.9574,18.0021329803168,24.700000000000003,2170.0,1.074,2.559,1.279,1.1512,91.8,3840.0,17.3,45.5,115.2,1021.94,10.5817204,-2.972
2578,-4.342261751000001,198.73354,3235.2,733.5891,737.0,3.815385996,3290.0,1716.86,4.05,0.8,2630.0,1.64,2.7,8.121,1.73,6.5,0.526,0.0,-5.7336540945,471.94,108.2,1.029,856.18,11.1,170.0,18574.195033509084,8.051e-05,-1.00775,24.6085,3.5,0.4,11.1,2.2,1.226,28.1408,3488.4574,18.0021329803168,23.97,2200.0,1.052,2.573,1.359,1.1336000000000002,95.3,3900.0,17.3,45.5,115.2,1034.94,10.6805284,-3.044
2579,-3.9232486080000006,167.55354,2695.2,686.6891,690.1,3.569376736,2750.0,1499.76,4.05,0.7000000000000001,2510.0,1.64,2.6,5.879,1.73,5.0,0.5149999999999999,2.25333333333e-06,-5.326036852500001,472.17,107.9,1.027,721.28,11.0,97.0,18574.560849330595,8.051e-05,-0.99275,25.9665,3.6000000000000005,0.4,11.0,2.3000000000000003,1.223,28.1108,2274.1574,17.6363171588061,23.97,1880.0,1.046,2.577,1.334,1.1354,91.8,3260.0,17.3,45.5,114.2,1024.64,10.6083834,-3.044
2580,-4.051047866,169.70354,2695.2,686.6891,690.1,3.917263839,2750.0,1511.76,4.25,0.8,2730.0,1.64,2.7,6.613999999999999,1.93,5.1,0.5269999999999999,0.0,-5.4424402095,472.15,107.1,1.017,745.48,11.1,116.0,18578.35226826842,8.051e-05,-1.00775,26.0735,3.5,0.4,11.1,2.2,1.2159999999999995,28.0938,2434.4574,13.8448982209802,23.590000000000003,2060.0,1.032,2.5860000000000003,1.379,1.1227,95.3,3620.0,13.8,49.0,113.5,1023.84,10.6001904,-3.189
2581,-3.855180094250001,166.33154,2695.2,686.6891,690.1,3.10669372575,2750.0,1456.5099999999998,4.05,0.8,2675.0,1.64,2.65,7.432749999999999,1.95,4.975,0.4847499999999999,0.0,-5.233439220125001,475.34,112.125,1.1065,765.6915,10.975,102.0,18574.195033509084,0.0,-1.1170624999999998,26.3669,2.625,0.5,10.975,1.2,1.2567499999999998,28.23555,2367.4074,18.0021329803168,27.315,2612.5,1.2675,2.56025,1.2685,1.1743,98.8,4400.0,17.3,75.7,115.525,1019.2225,10.5390694,-3.189
2582,-3.8404672455,157.56654,2695.2,686.6891,690.1,3.18357424075,2750.0,1404.685,4.65,0.825,2540.0,1.73,2.675,7.20775,2.5500000000000003,5.0,0.487,0.0,-5.218749095375,475.28,111.8,1.1025,751.4415,11.0,257.0,18580.104229015506,0.0,-1.1175625,26.4214,2.6,0.4,11.0,1.175,1.25625,28.204300000000003,2331.6574,12.0929374738936,27.1625,2495.0,1.138,2.56175,1.2835,1.1698,98.8,4340.0,12.0,81.0,114.9,1018.9425,10.5392609,-1.98
2583,-3.809984165,157.81654,2695.2,686.6891,690.1,3.14543550975,2750.0,1409.435,4.93,0.85,2522.5,1.77,2.675,7.028,2.83,5.05,0.488,0.05276657,-5.1882432908750005,475.4525,111.675,1.10225,742.2165,11.05,209.0,18580.41980151986,0.05276657,-1.1170624999999998,26.4134,2.55,0.4,11.05,1.15,1.2545,28.24805,2350.0074,11.7773649695423,27.155,2427.5,1.124,2.566,1.2905,1.1696,98.8,3800.0,11.7,81.3,114.725,1021.605,10.56765815,-1.98
2584,-3.824607325000001,154.57254,2695.2,686.6891,690.1,3.173521741,2750.0,1389.435,4.45,0.825,2502.5,1.64,2.7,7.0055,2.35,5.025,0.484,7.753017241375e-06,-5.2066203131335005,475.7,111.85,1.10225,734.9164999999999,11.025,196.0,18579.984462023804,0.0204643225,-1.1165021551749998,26.3999,2.575,0.4,11.025,1.175,1.2574999999999998,28.278550000000003,2339.9074,12.2127044655985,27.1675,2437.5,1.148,2.559,1.2785,1.169575,98.5,3880.0,12.2,80.8,114.9,1020.5575,10.55594865,-2.049
2585,-3.899132044500001,167.50403999999995,3235.2,733.5891,737.0,3.12005426275,3290.0,1474.36,4.05,0.7749999999999999,2520.0,1.64,2.65,7.596999999999999,1.95,5.325,0.4845,0.0,-5.277391170375001,475.315,112.175,1.1065,779.1915,10.975,181.0,18574.195033509084,0.0,-1.1170624999999998,26.0089,2.625,0.4,10.975,1.225,1.2567499999999998,28.25455,2569.4074,18.0021329803168,27.3025,2512.5,1.142,2.55775,1.2685,1.174325,98.8,4480.0,17.3,75.7,115.675,1021.6475,10.558837400000002,-2.049
2586,-3.826328573250001,160.24653999999998,2695.2,686.6891,690.1,3.1455237235,2750.0,1423.085,4.25,0.7749999999999999,2545.0,1.64,2.65,7.220249999999999,2.15,4.975,0.4847499999999999,0.0,-5.204587699125001,475.3675,111.9,1.1035,751.5165000000001,10.975,127.0,18578.35226826842,0.0,-1.1170624999999998,26.37515,2.625,0.4,10.975,1.225,1.25425,28.242800000000003,2305.9074,13.8448982209802,27.2075,2477.5,1.122,2.561,1.2735,1.1716,98.8,4200.0,13.8,79.2,115.25,1018.8725,10.5387529,-2.2
2587,-3.8311404645000007,164.55654,2695.2,686.6891,690.1,3.0689747995000003,2750.0,1426.96,4.05,0.8,2750.0,1.64,2.7,7.3095,1.95,4.95,0.4795,0.0,-5.209434539250001,477.1,112.65,1.111,748.503,10.95,102.0,18574.195033509084,0.0,-1.169125,26.7988,2.65,0.5,10.95,1.2,1.2614999999999998,28.3103,2317.9574,18.0021329803168,28.07,2705.0,1.2675,2.5585,1.263,1.1808,98.8,4400.0,17.3,75.7,115.65,1016.725,10.513206,-2.2
2588,-3.801714767,147.02654,2695.2,686.6891,690.1,3.2227358295,2750.0,1323.31,4.65,0.85,2480.0,1.73,2.75,6.8595,2.5500000000000003,5.0,0.484,0.0,-5.18005428975,476.98,112.0,1.103,720.003,11.0,257.0,18580.104229015506,0.0,-1.170125,26.9078,2.6,0.4,11.0,1.15,1.2605,28.2478,2246.4574,12.0929374738936,27.765,2470.0,1.138,2.5615,1.2929999999999997,1.1718,98.8,4340.0,12.0,81.0,114.4,1016.165,10.513589,-1.449
2589,-3.740748606,147.52654,2695.2,686.6891,690.1,3.1464583675,2750.0,1332.81,4.93,0.8999999999999999,2445.0,1.77,2.75,6.5,2.83,5.1,0.486,0.10553314,-5.119042680750001,477.325,111.75,1.1025,701.553,11.1,209.0,18580.41980151986,0.10553314,-1.169125,26.8918,2.5,0.4,11.1,1.1,1.257,28.335300000000004,2283.1574,11.7773649695423,27.75,2335.0,1.124,2.5700000000000003,1.3069999999999995,1.1714,98.8,3800.0,11.7,81.3,114.04999999999998,1021.49,10.5703835,-1.449
2590,-3.769994926,141.03854,2695.2,686.6891,690.1,3.20263083,2750.0,1292.81,4.45,0.85,2405.0,1.64,2.8,6.455,2.35,5.05,0.478,1.550603448275e-05,-5.155796725267001,477.82,112.1,1.1025,686.953,11.05,196.0,18579.984462023804,0.040928645,-1.16800431035,26.8648,2.55,0.4,11.05,1.15,1.263,28.3963,2262.9574,12.2127044655985,27.775,2355.0,1.148,2.556,1.283,1.17135,98.2,3880.0,12.2,80.8,114.4,1019.395,10.5469645,-3.157
2591,-3.919044365,166.90154,3235.2,733.5891,737.0,3.0956958735,3290.0,1462.66,4.05,0.75,2440.0,1.64,2.7,7.638,1.95,5.65,0.479,0.0,-5.29733843975,477.05,112.75,1.111,775.503,10.95,181.0,18574.195033509084,0.0,-1.169125,26.0828,2.65,0.4,10.95,1.25,1.2614999999999998,28.3483,2721.9574,18.0021329803168,28.045,2505.0,1.142,2.5535,1.263,1.18085,98.8,4480.0,17.3,75.7,115.95,1021.575,10.552742,-3.157
2592,-3.7734374225,152.38654000000002,2695.2,686.6891,690.1,3.146634795,2750.0,1360.11,4.25,0.75,2490.0,1.64,2.7,6.8845,2.15,4.95,0.4795,0.0,-5.15173149725,477.155,112.20000000000002,1.105,720.153,10.95,127.0,18578.35226826842,0.0,-1.169125,26.8153,2.6500000000000004,0.4,10.95,1.25,1.2565,28.324800000000003,2194.9574,13.8448982209802,27.855000000000004,2435.0,1.122,2.56,1.2729999999999997,1.1754,98.8,4200.0,13.8,79.2,115.1,1016.025,10.512573,-3.283
2593,-3.783061205,161.00654,2695.2,686.6891,690.1,2.993536947,2750.0,1367.86,4.05,0.8,2900.0,1.64,2.8,7.063,1.95,4.9,0.469,0.0,-5.1614251775,480.62,113.70000000000002,1.12,714.126,10.9,102.0,18574.195033509084,0.0,-1.27325,27.6626,2.7,0.5,10.9,1.2,1.271,28.4598,2219.0574,18.0021329803168,29.58,2890.0,1.2675,2.555,1.252,1.1938,98.8,4400.0,17.3,75.7,115.9,1011.73,10.4614792,-3.283
2594,-3.724209810000001,125.94654,2695.2,686.6891,690.1,3.301059007,2750.0,1160.56,4.65,0.9,2360.0,1.73,2.9000000000000004,6.163,2.5500000000000003,5.0,0.478,0.0,-5.1026646785,480.38,112.4,1.104,657.126,11.0,257.0,18580.104229015506,0.0,-1.27525,27.8806,2.6,0.4,11.0,1.1,1.269,28.3348,2076.0574,12.0929374738936,28.97,2420.0,1.138,2.561,1.312,1.1758,98.8,4340.0,12.0,81.0,113.4,1010.61,10.4622452,-2.965
2595,-3.6022774880000004,126.94654,2695.2,686.6891,690.1,3.148504083,2750.0,1179.56,4.93,1.0,2290.0,1.77,2.9000000000000004,5.444,2.83,5.2,0.482,0.21106628,-4.9806414605,481.07,111.9,1.103,620.226,11.2,209.0,18580.41980151986,0.21106628,-1.27325,27.8486,2.4,0.4,11.2,1.0,1.2619999999999998,28.5098,2149.4574,11.7773649695423,28.940000000000005,2150.0,1.124,2.5780000000000003,1.34,1.175,98.8,3800.0,11.7,81.3,112.7,1021.26,10.5758342,-2.965
2596,-3.660770128,113.97054,2695.2,686.6891,690.1,3.260849008,2750.0,1099.56,4.45,0.9,2210.0,1.64,3.0,5.353999999999999,2.35,5.1,0.466,3.10120689655e-05,-5.054149549534,482.06,112.6,1.103,591.026,11.1,196.0,18579.984462023804,0.08185729,-1.2710086207,27.794600000000003,2.5,0.4,11.1,1.1,1.2739999999999998,28.6318,2109.0574,12.2127044655985,28.99,2190.0,1.148,2.55,1.292,1.1749,97.6,3880.0,12.2,80.8,113.4,1017.07,10.5289962,-3.503
2597,-3.958869006000001,165.69654,3235.2,733.5891,737.0,3.046979095,3290.0,1439.26,4.05,0.7,2280.0,1.64,2.8,7.72,1.95,6.300000000000001,0.4679999999999999,0.0,-5.3372329785,480.52,113.9,1.12,768.126,10.9,181.0,18574.195033509084,0.0,-1.27325,26.2306,2.7,0.4,10.9,1.2999999999999998,1.271,28.5358,3027.0574,18.0021329803168,29.53,2490.0,1.142,2.545,1.252,1.1939,98.8,4480.0,17.3,75.7,116.5,1021.43,10.5405512,-3.503
2598,-3.667655121,136.66654,2695.2,686.6891,690.1,3.148856938,2750.0,1234.16,4.25,0.7,2380.0,1.64,2.8,6.212999999999999,2.15,4.9,0.469,0.0,-5.0460190935,480.73,112.8,1.108,657.426,10.9,127.0,18578.35226826842,0.0,-1.27325,27.6956,2.7,0.4,10.9,1.2999999999999998,1.261,28.4888,1973.0574,13.8448982209802,29.15,2350.0,1.122,2.558,1.272,1.183,98.8,4200.0,13.8,79.2,114.8,1010.33,10.4602132,-3.541
2599,-3.87308016525,168.02404,2695.2,686.6891,690.1,3.1471858725,2750.0,1473.86,4.05,0.8,2630.0,1.64,2.6,7.56375,1.73,5.0,0.4907499999999999,0.0,-5.2514261845000005,473.6275,111.325,1.10025,784.13,11.0,91.0,18574.195033509084,0.0,-1.098,25.96065,2.6,0.5,11.0,1.2,1.2479999999999998,28.1288,2394.8574,18.0021329803168,26.39,2537.5,1.18,2.5635,1.2759999999999998,1.16605,98.7,3650.0,17.3,45.5,114.9,1022.885,10.577012450000002,-3.541
2600,-3.8583673165,159.25904,2695.2,686.6891,690.1,3.2240663875,2750.0,1422.035,4.65,0.825,2495.0,1.73,2.625,7.33875,2.3300000000000005,5.025,0.493,0.0,-5.23673605975,473.5675,111.0,1.09625,769.88,11.025,246.0,18580.104229015506,0.0,-1.0985,26.01515,2.575,0.4,11.025,1.175,1.2474999999999998,28.09755,2359.1074,12.0929374738936,26.2375,2420.0,1.068,2.565,1.291,1.16155,98.7,3740.0,12.0,50.8,114.275,1022.605,10.57720395,-3.587
2601,-3.827884236,159.50904,2695.2,686.6891,690.1,3.1859276565,2750.0,1426.785,4.93,0.85,2477.5,1.77,2.625,7.159,2.61,5.075,0.494,0.05276657,-5.20623025525,473.74,110.875,1.096,760.655,11.075,198.0,18580.41980151986,0.05276657,-1.098,26.00715,2.5250000000000004,0.4,11.075,1.15,1.24575,28.1413,2377.4574,11.7773649695423,26.23,2352.5,1.054,2.5692500000000003,1.298,1.16135,98.7,3200.0,11.7,51.1,114.1,1025.2675,10.6056012,-3.587
2602,-3.842507396,156.26504,2695.2,686.6891,690.1,3.21401388775,2750.0,1406.785,4.45,0.825,2457.5,1.64,2.65,7.1365,2.1300000000000003,5.05,0.49,7.753017241375e-06,-5.2246072775085,473.9875,111.04999999999998,1.096,753.355,11.05,185.0,18579.984462023804,0.0204643225,-1.097439655175,25.99365,2.55,0.4,11.05,1.175,1.2487499999999998,28.1718,2367.3574,12.2127044655985,26.2425,2362.5,1.078,2.56225,1.286,1.161325,98.4,3280.0,12.2,50.6,114.275,1024.22,10.5938917,-3.716
2603,-3.756725603000001,160.20904,2695.2,686.6891,690.1,3.1520351335,2750.0,1428.085,5.2,0.8999999999999999,2442.5,1.75,2.55,7.25075,2.8800000000000003,5.125,0.4935,0.0148848675,-5.1377512605,473.78,110.9,1.0955,758.58,11.125,195.0,18581.25588204769,0.00161418,-1.09775,26.05685,2.475,0.4,11.125,1.1,1.24925,28.16555,2403.3074,10.9412844417051,26.2075,2355.0,1.082,2.57125,1.30475,1.161475,98.6,3220.0,10.8,52.0,113.9,1024.7025,10.5990362,-3.716
2604,-3.718120263,158.03079,2695.2,686.6891,690.1,3.25090400275,2750.0,1420.31,4.15,0.95,2482.5,1.64,2.575,6.9925,1.8300000000000003,5.225,0.48075,0.0,-5.098119323500001,473.995,111.625,1.102,728.007,11.225,91.0,18574.195033509084,0.0,-1.299375,25.96845,2.5250000000000004,1.2000000000000002,11.225,1.05,1.24975,28.18855,2363.3574,18.0021329803168,26.6125,2357.5,1.086,2.5725,1.2785,1.170825,96.5,3240.0,17.3,45.5,114.275,1024.0,10.5916392,-3.504
2605,-3.917032115500001,169.19653999999997,3235.2,733.5891,737.0,3.1605464095,3290.0,1491.71,4.05,0.7749999999999999,2475.0,1.64,2.6,7.728,1.73,5.35,0.4904999999999999,0.0,-5.295378134750001,473.6025,111.375,1.10025,797.63,11.0,170.0,18574.195033509084,0.0,-1.098,25.60265,2.6,0.4,11.0,1.225,1.2479999999999998,28.1478,2596.8574,18.0021329803168,26.3775,2437.5,1.072,2.561,1.2759999999999998,1.166075,98.7,3880.0,17.3,45.5,115.05,1025.31,10.59678045,-3.504
2606,-3.81227882975,161.40153999999998,2695.2,686.6891,690.1,3.0990440945,2750.0,1437.435,4.05,0.75,2445.0,1.64,2.575,7.1675,1.73,4.975,0.4877499999999999,5.633333333325e-07,-5.193473824250001,473.66,111.29999999999998,1.09975,763.905,10.975,97.0,18574.560849330595,0.0,-1.09425,25.94215,2.625,0.4,10.975,1.25,1.2472499999999995,28.1403,2293.2824,17.6363171588061,26.3775,2357.5,1.066,2.5620000000000003,1.26975,1.166525,97.825,3240.0,17.3,45.5,114.8,1022.735,10.5787442,-3.538
2607,-3.84422864425,161.93903999999998,2695.2,686.6891,690.1,3.18601587025,2750.0,1440.435,4.25,0.7749999999999999,2500.0,1.64,2.6,7.351249999999999,1.93,5.0,0.4907499999999999,0.0,-5.2225746635000005,473.655,111.1,1.09725,769.955,11.0,116.0,18578.35226826842,0.0,-1.098,25.9689,2.6,0.4,11.0,1.225,1.2454999999999998,28.13605,2333.3574,13.8448982209802,26.2825,2402.5,1.052,2.56425,1.281,1.16335,98.7,3600.0,13.8,49.0,114.625,1022.535,10.57669595,-3.538
2608,-3.837514909,150.41154,2695.2,686.6891,690.1,3.303720123,2750.0,1358.01,4.65,0.85,2390.0,1.73,2.65,7.121499999999999,2.3300000000000005,5.05,0.496,0.0,-5.2160282185,473.555,110.4,1.0904999999999998,756.88,11.05,246.0,18580.104229015506,0.0,-1.132,26.0953,2.55,0.4,11.05,1.15,1.243,28.0343,2301.3574,12.0929374738936,25.915,2320.0,1.068,2.568,1.3079999999999998,1.1553,98.6,3740.0,12.0,50.8,113.15,1023.49,10.5894751,-3.525
2609,-3.776548748,150.91154,2695.2,686.6891,690.1,3.227442661,2750.0,1367.51,4.93,0.8999999999999999,2355.0,1.77,2.65,6.762,2.61,5.15,0.498,0.10553314,-5.1550166095000005,473.9,110.15,1.09,738.43,11.15,198.0,18580.41980151986,0.10553314,-1.131,26.0793,2.45,0.4,11.15,1.1,1.2394999999999998,28.1218,2338.0574,11.7773649695423,25.9,2185.0,1.054,2.5765,1.3219999999999998,1.1549,98.6,3200.0,11.7,51.1,112.79999999999998,1028.815,10.6462696,-3.525
2610,-3.805795068,144.42354,2695.2,686.6891,690.1,3.2836151235,2750.0,1327.5099999999998,4.45,0.85,2315.0,1.64,2.7,6.717,2.1300000000000003,5.1,0.49,1.550603448275e-05,-5.1917706540170006,474.395,110.5,1.09,723.83,11.1,185.0,18579.984462023804,0.040928645,-1.12987931035,26.0523,2.5,0.4,11.1,1.15,1.2454999999999998,28.1828,2317.8574,12.2127044655985,25.925,2205.0,1.078,2.5625,1.298,1.15485,98.0,3280.0,12.2,50.6,113.15,1026.72,10.6228506,-3.519
2611,-3.634231482,152.31154,2695.2,686.6891,690.1,3.159657615,2750.0,1370.11,5.2,1.0,2285.0,1.75,2.5,6.945499999999999,2.8800000000000003,5.25,0.497,0.029769735,-5.01805862,473.98,110.2,1.089,734.28,11.25,195.0,18581.25588204769,0.00322836,-1.1305,26.1787,2.35,0.4,11.25,1.0,1.2464999999999995,28.1703,2389.7574,10.9412844417051,25.855,2190.0,1.082,2.5805,1.3355,1.15515,98.4,3220.0,10.8,52.0,112.4,1027.685,10.6331396,-3.519
2612,-3.5570208020000003,147.95504,2695.2,686.6891,690.1,3.3573953535000003,2750.0,1354.56,4.15,1.1,2365.0,1.64,2.55,6.428999999999999,1.8300000000000003,5.45,0.4715,0.0,-4.938794746,474.41,111.65,1.102,673.134,11.45,91.0,18574.195033509084,0.0,-1.53375,26.0019,2.45,1.2000000000000002,11.45,0.9,1.2474999999999998,28.2163,2309.8574,18.0021329803168,26.665,2195.0,1.086,2.583,1.283,1.1738499999999998,94.2,3240.0,17.3,45.5,113.15,1026.28,10.6183456,-3.519
2613,-3.7453379355,154.69654,2695.2,686.6891,690.1,3.053675537,2750.0,1388.81,4.05,0.7,2290.0,1.64,2.55,6.779,1.73,4.95,0.4855,1.126666666665e-06,-5.1295037475,473.74,111.0,1.0975,744.93,10.95,97.0,18574.560849330595,0.0,-1.1235,25.9493,2.6500000000000004,0.4,10.95,1.3,1.2424999999999995,28.1198,2169.7074,17.6363171588061,26.195,2195.0,1.066,2.5620000000000003,1.2654999999999998,1.16525,96.85,3240.0,17.3,45.5,114.2,1023.75,10.5925556,-3.519
2614,-3.795810094,132.71654,2695.2,686.6891,690.1,3.463027594,2750.0,1229.96,4.65,0.9,2180.0,1.73,2.7,6.686999999999999,2.3300000000000005,5.1,0.502,0.0,-5.174612536,473.53,109.2,1.079,730.88,11.1,246.0,18580.104229015506,0.0,-1.1989999999999998,26.2556,2.5,0.4,11.1,1.1,1.234,27.9078,2185.8574,12.0929374738936,25.27,2120.0,1.068,2.574,1.342,1.1428,98.4,3740.0,12.0,50.8,110.9,1025.26,10.614017400000002,-3.508
2615,-3.673877772,133.71654,2695.2,686.6891,690.1,3.31047267,2750.0,1248.96,4.93,1.0,2110.0,1.77,2.7,5.968,2.61,5.300000000000001,0.506,0.21106628,-5.052589318,474.22,108.7,1.078,693.98,11.3,198.0,18580.41980151986,0.21106628,-1.197,26.2236,2.3,0.4,11.3,1.0,1.227,28.0828,2259.2574,11.7773649695423,25.24,1850.0,1.054,2.591,1.37,1.142,98.4,3200.0,11.7,51.1,110.2,1035.91,10.7276064,-3.508
2616,-3.38924324,136.51654,2695.2,686.6891,690.1,3.174902578,2750.0,1254.16,5.2,1.2000000000000002,1970.0,1.75,2.4,6.335,2.8800000000000003,5.5,0.504,0.05953947,-4.778673339,474.38,108.79999999999998,1.076,685.68,11.5,195.0,18581.25588204769,0.00645672,-1.196,26.4224,2.1,0.4,11.5,0.8,1.241,28.1798,2362.6574,10.9412844417051,25.15,1860.0,1.082,2.599,1.397,1.1425,98.0,3220.0,10.8,52.0,109.4,1033.65,10.7013464,-3.215
2617,-3.611456147,141.28654,2695.2,686.6891,690.1,2.962938422,2750.0,1291.56,4.05,0.6000000000000001,1980.0,1.64,2.5,6.002,1.73,4.9,0.4809999999999999,2.25333333333e-06,-5.001563594,473.9,110.4,1.093,706.98,10.9,97.0,18574.560849330595,0.0,-1.182,25.9636,2.7,0.4,10.9,1.4,1.233,28.0788,1922.5574,17.6363171588061,25.83,1870.0,1.066,2.5620000000000003,1.257,1.1627,94.9,3240.0,17.3,45.5,113.0,1025.78,10.6201784,-3.215
2618,-3.7392554050000006,143.43653999999998,2695.2,686.6891,690.1,3.3108255250000003,2750.0,1303.56,4.25,0.7,2200.0,1.64,2.6,6.737,1.93,5.0,0.4929999999999999,0.0,-5.117966951,473.88,109.6,1.083,731.18,11.0,116.0,18578.35226826842,0.0,-1.197,26.0706,2.6,0.4,11.0,1.2999999999999998,1.226,28.0618,2082.8574,13.8448982209802,25.450000000000003,2050.0,1.052,2.571,1.302,1.15,98.4,3600.0,13.8,49.0,112.3,1024.98,10.611985400000002,-2.715
2619,-3.9896391055,174.43403999999998,2695.2,686.6891,690.1,3.18522387075,2750.0,1522.935,4.05,0.8250000000000001,2770.0,1.64,2.625,7.66275,1.73,5.025,0.4999999999999999,0.0,-5.370970838875,473.3475,110.5,1.093,802.855,11.025,91.0,18574.195033509084,0.0,-1.060875,25.9909,2.825,0.5,11.025,1.425,1.242,28.1223,2440.9074,18.0021329803168,25.8125,2527.5,1.12,2.57025,1.2959999999999998,1.15755,97.925,3550.0,17.3,45.5,114.775,1024.5475,10.5900737,-2.715
