,Cement (component 1)(kg in a m^3 mixture),Age (day),Water  (component 4)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),target
713,157.0,3.0,192.0,236.0,0.0,781.2,935.4,0.0,63.14
714,153.0,7.0,192.0,102.0,0.0,943.1,888.0,0.0,66.82
715,141.3,90.0,203.5,212.0,0.0,748.5,971.8,0.0,66.82
716,116.0,7.0,192.0,173.0,0.0,891.9,909.8,0.0,66.95
717,141.3,3.0,203.5,212.0,0.0,748.5,971.8,0.0,66.95
718,122.6,7.0,203.5,183.9,0.0,800.1,958.2,0.0,27.42
719,166.8,90.0,203.5,250.2,0.0,692.6,975.6,0.0,27.42
720,203.5,90.0,203.5,305.3,0.0,630.0,963.4,0.0,35.96
721,310.0,3.0,192.0,0.0,0.0,830.0,1012.0,0.0,35.96
722,310.0,7.0,192.0,0.0,0.0,830.0,1012.0,0.0,55.51
723,310.0,28.0,192.0,0.0,0.0,830.0,1012.0,0.0,55.51
724,310.0,90.0,192.0,0.0,0.0,830.0,1012.0,0.0,61.99
725,310.0,120.0,192.0,0.0,0.0,830.0,1012.0,0.0,61.99
726,331.0,3.0,192.0,0.0,0.0,821.0,1025.0,0.0,63.53
727,331.0,7.0,192.0,0.0,0.0,821.0,1025.0,0.0,63.53
728,331.0,28.0,192.0,0.0,0.0,821.0,1025.0,0.0,18.02
729,331.0,90.0,192.0,0.0,0.0,821.0,1025.0,0.0,18.02
730,331.0,120.0,192.0,0.0,0.0,821.0,1025.0,0.0,38.6
731,349.0,3.0,192.0,0.0,0.0,809.0,1056.0,0.0,38.6
732,349.0,7.0,192.0,0.0,0.0,809.0,1056.0,0.0,52.2
733,349.0,28.0,192.0,0.0,0.0,809.0,1056.0,0.0,52.2
734,349.0,90.0,192.0,0.0,0.0,809.0,1056.0,0.0,53.96
735,349.0,120.0,192.0,0.0,0.0,809.0,1056.0,0.0,53.96
736,238.0,7.0,186.0,0.0,0.0,789.0,1119.0,0.0,56.63
737,238.0,28.0,186.0,0.0,0.0,789.0,1119.0,0.0,56.63
738,296.0,7.0,186.0,0.0,0.0,769.0,1090.0,0.0,15.34
739,296.0,28.0,186.0,0.0,0.0,769.0,1090.0,0.0,15.34
740,297.0,7.0,186.0,0.0,0.0,734.0,1040.0,0.0,26.05
741,480.0,28.0,192.0,0.0,0.0,721.0,936.0,0.0,26.05
742,480.0,90.0,192.0,0.0,0.0,721.0,936.0,0.0,30.22
743,397.0,28.0,186.0,0.0,0.0,734.0,1040.0,0.0,30.22
744,281.0,7.0,186.0,0.0,0.0,774.0,1104.0,0.0,37.27
745,281.0,28.0,185.0,0.0,0.0,774.0,1104.0,0.0,37.27
746,500.0,1.0,200.0,0.0,0.0,613.0,1125.0,0.0,46.23
747,500.0,3.0,200.0,0.0,0.0,613.0,1125.0,0.0,46.23
748,500.0,7.0,200.0,0.0,0.0,613.0,1125.0,0.0,16.28
749,500.0,14.0,200.0,0.0,0.0,613.0,1125.0,0.0,16.28
750,500.0,28.0,200.0,0.0,0.0,613.0,1125.0,0.0,25.62
751,540.0,7.0,173.0,0.0,0.0,613.0,1125.0,0.0,25.62
752,540.0,14.0,173.0,0.0,0.0,613.0,1125.0,0.0,31.97
753,540.0,28.0,173.0,0.0,0.0,613.0,1125.0,0.0,31.97
754,540.0,90.0,173.0,0.0,0.0,613.0,1125.0,0.0,36.3
755,540.0,180.0,173.0,0.0,0.0,613.0,1125.0,0.0,36.3
756,540.0,270.0,173.0,0.0,0.0,613.0,1125.0,0.0,43.06
757,350.0,7.0,203.0,0.0,0.0,775.0,974.0,0.0,43.06
758,350.0,14.0,203.0,0.0,0.0,775.0,974.0,0.0,67.57
759,350.0,28.0,203.0,0.0,0.0,775.0,974.0,0.0,67.57
760,350.0,56.0,203.0,0.0,0.0,775.0,974.0,0.0,57.23
761,350.0,90.0,203.0,0.0,0.0,775.0,974.0,0.0,57.23
762,350.0,180.0,203.0,0.0,0.0,775.0,974.0,0.0,81.75
763,385.0,1.0,186.0,0.0,0.0,763.0,966.0,0.0,81.75
764,385.0,3.0,186.0,0.0,0.0,763.0,966.0,0.0,64.02
765,385.0,7.0,186.0,0.0,0.0,763.0,966.0,0.0,64.02
766,385.0,14.0,186.0,0.0,0.0,763.0,966.0,0.0,78.8
767,385.0,28.0,186.0,0.0,0.0,763.0,966.0,0.0,78.8
768,331.0,180.0,192.0,0.0,0.0,825.0,978.0,0.0,41.37
769,331.0,360.0,192.0,0.0,0.0,825.0,978.0,0.0,41.37
770,349.0,3.0,192.0,0.0,0.0,806.0,1047.0,0.0,60.28
771,331.0,3.0,192.0,0.0,0.0,825.0,978.0,0.0,60.28
772,382.0,7.0,186.0,0.0,0.0,739.0,1047.0,0.0,56.83
773,382.0,28.0,186.0,0.0,0.0,739.0,1047.0,0.0,56.83
774,382.0,7.0,186.0,0.0,0.0,784.0,1111.0,0.0,51.02
775,281.0,28.0,186.0,0.0,0.0,774.0,1104.0,0.0,51.02
776,339.0,7.0,185.0,0.0,0.0,754.0,1069.0,0.0,55.55
777,339.0,28.0,185.0,0.0,0.0,754.0,1069.0,0.0,55.55
778,295.0,7.0,185.0,0.0,0.0,769.0,1069.0,0.0,44.13
779,295.0,28.0,185.0,0.0,0.0,769.0,1069.0,0.0,44.13
780,238.0,28.0,185.0,0.0,0.0,789.0,1118.0,0.0,39.38
781,296.0,7.0,192.0,0.0,0.0,765.0,1085.0,0.0,39.38
782,296.0,28.0,192.0,0.0,0.0,765.0,1085.0,0.0,55.65
783,296.0,90.0,192.0,0.0,0.0,765.0,1085.0,0.0,55.65
784,331.0,3.0,192.0,0.0,0.0,825.0,879.0,0.0,47.28
785,331.0,7.0,192.0,0.0,0.0,825.0,978.0,0.0,47.28
786,331.0,28.0,192.0,0.0,0.0,825.0,978.0,0.0,44.33
787,331.0,90.0,192.0,0.0,0.0,825.0,978.0,0.0,44.33
788,349.0,7.0,192.0,0.0,0.0,806.0,1047.0,0.0,52.3
789,349.0,28.0,192.0,0.0,0.0,806.0,1047.0,0.0,52.3
790,349.0,90.0,192.0,0.0,0.0,806.0,1047.0,0.0,49.25
791,349.0,180.0,192.0,0.0,0.0,806.0,1047.0,0.0,49.25
792,349.0,360.0,192.0,0.0,0.0,806.0,1047.0,0.0,41.37
793,302.0,14.0,203.0,0.0,0.0,817.0,974.0,0.0,41.37
794,302.0,180.0,203.0,0.0,0.0,817.0,974.0,0.0,29.16
795,525.0,180.0,189.0,0.0,0.0,613.0,1125.0,0.0,29.16
796,500.0,90.0,200.0,0.0,0.0,613.0,1125.0,0.0,39.4
797,500.0,180.0,200.0,0.0,0.0,613.0,1125.0,0.0,39.4
798,500.0,270.0,200.0,0.0,0.0,613.0,1125.0,0.0,39.3
799,540.0,3.0,173.0,0.0,0.0,613.0,1125.0,0.0,39.3
800,252.0,7.0,185.0,0.0,0.0,784.0,1111.0,0.0,67.87
801,252.0,28.0,185.0,0.0,0.0,784.0,1111.0,0.0,67.87
802,339.0,28.0,185.0,0.0,0.0,754.0,1060.0,0.0,58.52
803,393.0,3.0,192.0,0.0,0.0,758.0,940.0,0.0,58.52
804,393.0,28.0,192.0,0.0,0.0,758.0,940.0,0.0,53.58
805,393.0,90.0,192.0,0.0,0.0,758.0,940.0,0.0,53.58
806,382.0,7.0,185.0,0.0,0.0,739.0,1047.0,0.0,59.0
807,382.0,28.0,185.0,0.0,0.0,739.0,1047.0,0.0,59.0
808,252.0,7.0,186.0,0.0,0.0,784.0,1111.0,0.0,76.24
809,252.0,28.0,185.0,0.0,0.0,784.0,1111.0,0.0,76.24
810,310.0,7.0,192.0,0.0,0.0,850.0,970.0,0.0,69.84
811,310.0,28.0,192.0,0.0,0.0,850.0,970.0,0.0,69.84
812,310.0,90.0,192.0,0.0,0.0,850.0,970.0,0.0,14.4
813,310.0,180.0,192.0,0.0,0.0,850.0,970.0,0.0,14.4
814,310.0,360.0,192.0,0.0,0.0,850.0,970.0,0.0,19.42
815,525.0,3.0,189.0,0.0,0.0,613.0,1125.0,0.0,19.42
816,525.0,7.0,189.0,0.0,0.0,613.0,1125.0,0.0,20.73
817,525.0,14.0,189.0,0.0,0.0,613.0,1125.0,0.0,20.73
818,525.0,28.0,189.0,0.0,0.0,613.0,1125.0,0.0,14.94
819,525.0,90.0,189.0,0.0,0.0,613.0,1125.0,0.0,14.94
820,525.0,270.0,189.0,0.0,0.0,613.0,1125.0,0.0,21.29
821,322.0,14.0,203.0,0.0,0.0,800.0,974.0,0.0,21.29
822,322.0,28.0,203.0,0.0,0.0,800.0,974.0,0.0,23.08
823,322.0,180.0,203.0,0.0,0.0,800.0,974.0,0.0,23.08
824,302.0,28.0,203.0,0.0,0.0,817.0,974.0,0.0,15.52
825,397.0,28.0,185.0,0.0,0.0,734.0,1040.0,0.0,15.52
826,480.0,3.0,192.0,0.0,0.0,721.0,936.0,0.0,15.82
827,522.0,7.0,146.0,0.0,0.0,896.0,896.0,0.0,15.82
828,522.0,28.0,146.0,0.0,0.0,896.0,896.0,0.0,12.55
829,273.0,28.0,210.0,105.0,9.0,680.0,904.0,82.0,12.55
830,162.0,28.0,179.0,190.0,19.0,741.0,838.0,148.0,8.49
831,154.0,28.0,220.0,144.0,10.0,658.0,923.0,112.0,8.49
832,147.0,28.0,202.0,115.0,9.0,829.0,860.0,89.0,15.61
833,152.0,28.0,168.0,178.0,18.0,695.0,944.0,139.0,15.61
834,310.0,28.0,168.0,143.0,22.0,651.0,914.0,111.0,12.18
835,144.0,28.0,158.0,0.0,18.0,844.0,943.0,175.0,12.18
836,304.0,28.0,214.0,140.0,6.0,722.0,895.0,0.0,11.98
837,374.0,28.0,190.0,0.0,7.0,730.0,1013.0,0.0,11.98
838,159.0,28.0,175.0,149.0,15.0,720.0,953.0,116.0,16.88
839,153.0,28.0,200.0,239.0,6.0,684.0,1002.0,0.0,16.88
840,310.0,28.0,168.0,143.0,10.0,804.0,914.0,0.0,33.09
841,305.0,28.0,196.0,0.0,10.0,705.0,959.0,100.0,33.09
842,151.0,28.0,167.0,0.0,12.0,772.0,991.0,184.0,34.24
843,142.0,28.0,174.0,167.0,11.0,785.0,883.0,130.0,34.24
844,298.0,28.0,201.0,137.0,6.0,655.0,878.0,107.0,31.81
845,321.0,28.0,190.0,164.0,5.0,774.0,870.0,0.0,31.81
846,366.0,28.0,191.0,187.0,7.0,757.0,824.0,0.0,29.75
847,280.0,28.0,172.0,129.0,9.0,805.0,825.0,100.0,29.75
848,252.0,28.0,194.0,97.0,8.0,821.0,835.0,76.0,33.01
849,165.0,28.0,182.0,0.0,12.0,729.0,1023.0,150.0,33.01
850,156.0,28.0,180.0,243.0,11.0,698.0,1022.0,0.0,32.9
851,160.0,28.0,203.0,188.0,11.0,710.0,829.0,146.0,32.9
852,298.0,28.0,186.0,0.0,6.0,815.0,879.0,107.0,29.55
853,318.0,28.0,210.0,0.0,6.0,737.0,861.0,126.0,29.55
854,287.0,28.0,188.0,121.0,9.0,696.0,904.0,94.0,19.42
855,326.0,28.0,174.0,166.0,9.0,790.0,882.0,0.0,19.42
856,356.0,28.0,193.0,0.0,11.0,778.0,801.0,142.0,24.66
857,132.0,28.0,179.0,207.0,5.0,736.0,867.0,161.0,24.66
858,322.0,28.0,186.0,149.0,8.0,709.0,951.0,0.0,29.59
859,164.0,28.0,181.0,0.0,13.0,846.0,849.0,200.0,29.59
860,314.0,28.0,170.0,0.0,10.0,783.0,925.0,113.0,24.28
861,321.0,28.0,182.0,0.0,11.0,780.0,870.0,128.0,24.28
862,140.0,28.0,237.0,164.0,6.0,656.0,869.0,128.0,20.73
863,288.0,28.0,177.0,121.0,7.0,829.0,908.0,0.0,20.73
864,298.0,28.0,210.0,0.0,11.0,744.0,880.0,107.0,26.2
865,265.0,28.0,195.0,111.0,6.0,790.0,833.0,86.0,26.2
866,160.0,28.0,168.0,250.0,12.0,688.0,1049.0,0.0,46.39
867,166.0,28.0,183.0,260.0,13.0,827.0,859.0,0.0,46.39
868,276.0,28.0,180.0,116.0,9.0,768.0,870.0,90.0,39.16
869,322.0,28.0,196.0,0.0,10.0,813.0,818.0,116.0,39.16
870,149.0,28.0,193.0,139.0,6.0,780.0,892.0,109.0,41.2
871,159.0,28.0,176.0,187.0,11.0,789.0,990.0,0.0,41.2
872,261.0,28.0,201.0,100.0,9.0,761.0,864.0,78.0,33.69
873,237.0,28.0,247.0,92.0,6.0,695.0,853.0,71.0,33.69
874,313.0,28.0,178.0,0.0,8.0,689.0,1002.0,113.0,38.2
875,155.0,28.0,193.0,183.0,9.0,697.0,1047.0,0.0,38.2
876,146.0,28.0,202.0,230.0,3.0,872.0,827.0,0.0,41.41
877,296.0,28.0,221.0,0.0,11.0,778.0,819.0,107.0,41.41
878,133.0,28.0,196.0,210.0,3.0,795.0,949.0,0.0,37.81
879,313.0,28.0,178.0,145.0,8.0,824.0,867.0,0.0,37.81
880,152.0,28.0,184.0,0.0,8.0,816.0,992.0,112.0,24.85
881,153.0,28.0,178.0,145.0,8.0,689.0,1002.0,113.0,24.85
882,140.0,28.0,200.0,133.0,7.0,753.0,916.0,103.0,27.22
883,149.0,28.0,176.0,236.0,13.0,893.0,847.0,0.0,27.22
884,300.0,28.0,212.0,0.0,10.0,728.0,878.0,120.0,44.64
885,153.0,28.0,178.0,145.0,8.0,824.0,867.0,113.0,44.64
886,148.0,28.0,158.0,0.0,16.0,830.0,1002.0,137.0,37.27
887,326.0,28.0,199.0,0.0,11.0,792.0,801.0,138.0,37.27
888,153.0,28.0,178.0,145.0,8.0,822.0,1000.0,0.0,33.27
889,262.0,28.0,195.0,111.0,5.0,733.0,895.0,86.0,33.27
890,158.0,28.0,220.0,0.0,11.0,713.0,898.0,195.0,36.56
891,151.0,28.0,167.0,0.0,16.0,678.0,1074.0,185.0,36.56
892,273.0,28.0,199.0,0.0,11.0,762.0,931.0,90.0,53.72
893,149.0,28.0,183.0,118.0,7.0,780.0,953.0,92.0,53.72
894,143.0,28.0,191.0,169.0,8.0,643.0,967.0,143.0,48.59
895,260.0,28.0,171.0,101.0,10.0,763.0,936.0,78.0,48.59
896,313.0,28.0,178.0,161.0,10.0,759.0,917.0,0.0,51.72
897,284.0,28.0,168.0,120.0,7.0,794.0,970.0,0.0,51.72
898,336.0,28.0,182.0,0.0,3.0,817.0,986.0,0.0,35.85
899,145.0,28.0,181.0,0.0,11.0,812.0,979.0,134.0,35.85
900,150.0,28.0,174.0,237.0,12.0,675.0,1069.0,0.0,53.77
901,144.0,28.0,192.0,170.0,8.0,805.0,814.0,133.0,53.77
902,331.0,28.0,195.0,170.0,8.0,802.0,811.0,0.0,53.46
903,155.0,28.0,193.0,0.0,9.0,697.0,1047.0,143.0,53.46
904,155.0,28.0,193.0,183.0,9.0,868.0,877.0,0.0,48.99
905,135.0,28.0,180.0,0.0,10.0,805.0,961.0,166.0,48.99
906,266.0,28.0,178.0,112.0,10.0,745.0,910.0,87.0,31.72
907,314.0,28.0,179.0,145.0,8.0,690.0,869.0,113.0,31.72
908,313.0,28.0,127.0,145.0,8.0,822.0,1000.0,0.0,39.64
909,146.0,28.0,182.0,173.0,3.0,817.0,986.0,0.0,39.64
910,144.0,28.0,178.0,136.0,7.0,774.0,941.0,106.0,51.26
911,148.0,28.0,181.0,0.0,15.0,884.0,839.0,182.0,51.26
912,277.0,28.0,191.0,117.0,7.0,666.0,946.0,91.0,43.39
913,298.0,28.0,164.0,0.0,13.0,784.0,953.0,107.0,43.39
914,313.0,28.0,178.0,145.0,8.0,689.0,1002.0,0.0,39.27
915,155.0,28.0,194.0,184.0,9.0,699.0,880.0,143.0,39.27
916,289.0,28.0,195.0,134.0,6.0,760.0,924.0,0.0,37.96
917,148.0,28.0,171.0,175.0,2.0,828.0,1000.0,0.0,37.96
918,145.0,28.0,202.0,0.0,8.0,869.0,824.0,179.0,55.02
919,313.0,28.0,178.0,0.0,8.0,822.0,1000.0,0.0,55.02
920,136.0,28.0,172.0,162.0,10.0,764.0,923.0,126.0,49.99
921,155.0,28.0,193.0,0.0,9.0,868.0,877.0,143.0,49.99
922,255.0,28.0,189.0,99.0,6.0,749.0,919.0,77.0,53.66
923,162.0,28.0,216.0,207.0,10.0,638.0,822.0,172.0,53.66
924,136.0,28.0,199.0,196.0,6.0,783.0,847.0,98.0,37.68
925,164.0,28.0,197.0,163.0,8.0,641.0,961.0,128.0,37.68
926,162.0,28.0,202.0,214.0,10.0,680.0,820.0,164.0,56.06
927,157.0,28.0,200.0,214.0,9.0,704.0,819.0,152.0,56.06
928,149.0,28.0,192.0,153.0,8.0,623.0,935.0,194.0,56.81
929,135.0,28.0,196.0,105.0,6.0,643.0,965.0,193.0,56.81
930,159.0,28.0,201.0,209.0,7.0,669.0,848.0,161.0,50.94
931,144.0,28.0,176.0,15.0,6.0,709.0,1021.0,195.0,50.94
932,154.0,28.0,228.0,174.0,7.0,612.0,845.0,185.0,33.56
933,167.0,28.0,185.0,187.0,7.0,636.0,898.0,195.0,33.56
934,184.0,28.0,213.0,86.0,6.0,623.0,923.0,190.0,41.16
935,156.0,28.0,221.0,178.0,7.0,614.0,854.0,187.0,41.16
936,236.9,28.0,246.9,91.7,6.0,695.4,852.9,71.5,52.96
937,313.3,28.0,178.5,0.0,8.0,688.7,1001.9,113.0,52.96
938,154.8,28.0,193.3,183.4,9.1,696.7,1047.4,0.0,44.28
939,145.9,28.0,202.5,230.5,3.4,871.8,827.0,0.0,44.28
940,296.0,28.0,221.4,0.0,10.5,778.4,819.2,106.7,40.15
941,133.1,28.0,195.7,210.2,3.1,795.3,949.4,0.0,40.15
942,313.3,28.0,178.5,145.0,8.0,824.0,867.2,0.0,57.03
943,151.6,28.0,184.4,0.0,7.9,815.9,992.0,111.9,57.03
944,153.1,28.0,178.5,145.0,8.0,688.7,1001.9,113.0,44.42
945,139.9,28.0,200.3,132.6,7.4,753.4,916.0,103.3,44.42
946,149.5,28.0,175.8,236.0,12.6,892.7,846.8,0.0,51.02
947,299.8,28.0,211.5,0.0,9.9,727.6,878.2,119.8,51.02
948,153.1,28.0,178.5,145.0,8.0,824.0,867.2,113.0,53.39
949,148.1,28.0,158.1,0.0,16.1,830.1,1001.8,136.6,53.39
950,326.5,28.0,199.0,0.0,10.8,792.5,801.1,137.9,35.36
951,152.7,28.0,178.1,144.7,8.0,822.2,999.7,0.0,35.36
952,261.9,28.0,195.4,110.5,5.0,732.6,895.2,86.1,25.02
953,158.4,28.0,219.7,0.0,11.0,712.9,897.7,194.9,25.02
954,150.7,28.0,166.7,0.0,15.6,678.0,1074.5,185.3,23.35
955,272.6,28.0,198.7,0.0,10.6,762.2,931.3,89.6,23.35
956,149.0,28.0,182.9,117.6,7.1,780.3,953.4,91.7,52.01
957,143.0,28.0,190.7,169.4,8.4,643.5,967.4,142.7,52.01
958,259.9,28.0,170.6,100.6,10.4,762.9,935.7,78.4,38.02
959,312.9,28.0,177.6,160.5,9.6,759.5,916.6,0.0,38.02
960,284.0,28.0,168.3,119.7,7.2,794.2,970.4,0.0,39.3
961,336.5,28.0,181.9,0.0,3.4,816.8,985.8,0.0,39.3
962,144.8,28.0,180.8,0.0,11.1,811.5,979.5,133.6,61.07
963,150.0,28.0,173.8,236.8,11.9,674.8,1069.3,0.0,61.07
964,143.7,28.0,191.6,170.2,8.5,805.3,814.1,132.6,56.14
965,330.5,28.0,194.9,169.6,8.1,802.3,811.0,0.0,56.14
966,154.8,28.0,193.3,0.0,9.1,696.7,1047.4,142.8,55.25
967,154.8,28.0,193.3,183.4,9.1,867.7,877.2,0.0,55.25
968,134.7,28.0,180.2,0.0,10.0,804.9,961.0,165.7,54.77
969,266.2,28.0,177.9,112.3,10.4,744.5,909.7,87.5,54.77
970,314.0,28.0,178.9,145.3,8.0,690.2,869.1,113.2,50.24
971,312.7,28.0,127.3,144.7,8.0,822.2,999.7,0.0,50.24
972,145.7,28.0,181.9,172.6,3.4,816.8,985.8,0.0,46.68
973,143.8,28.0,178.1,136.3,7.5,774.3,941.5,106.2,46.68
974,148.1,28.0,181.4,0.0,15.0,884.3,838.9,182.1,46.68
975,277.0,28.0,190.6,116.8,7.0,665.6,946.5,91.0,46.68
976,298.1,28.0,163.6,0.0,12.8,784.0,953.2,107.5,22.75
977,313.3,28.0,178.5,145.0,8.0,688.7,1001.9,0.0,22.75
978,155.2,28.0,193.8,183.9,9.2,698.5,879.6,143.2,25.51
979,289.0,28.0,194.9,133.7,5.5,760.1,924.1,0.0,25.51
980,147.8,28.0,171.2,175.1,2.2,828.5,1000.0,0.0,34.77
981,145.4,28.0,201.7,0.0,7.8,868.7,824.0,178.9,34.77
982,312.7,28.0,178.1,0.0,8.0,822.2,999.7,0.0,36.84
983,136.4,28.0,171.6,161.6,10.4,764.4,922.6,125.8,36.84
984,154.8,28.0,193.3,0.0,9.1,867.7,877.2,142.8,45.9
985,255.3,28.0,188.6,98.8,6.5,749.3,919.0,77.0,45.9
986,272.8,28.0,209.7,105.1,9.0,679.7,904.0,81.8,41.67
987,162.0,28.0,178.8,190.1,18.8,741.4,838.1,148.1,41.67
988,153.6,28.0,220.1,144.2,10.1,657.9,923.2,112.3,56.34
989,146.5,28.0,201.9,114.6,8.8,829.5,860.0,89.3,56.34
990,151.8,28.0,167.5,178.1,18.3,694.6,944.0,138.7,47.97
991,309.9,28.0,167.8,142.8,22.1,651.2,913.9,111.2,47.97
992,143.6,28.0,158.4,0.0,17.9,844.5,942.7,174.9,61.46
993,303.6,28.0,213.5,139.9,6.2,722.5,895.5,0.0,61.46
994,374.3,28.0,190.2,0.0,6.7,730.4,1013.2,0.0,44.03
995,158.6,28.0,175.1,148.9,15.0,719.7,953.3,116.0,44.03
996,152.6,28.0,200.0,238.7,6.3,683.9,1001.8,0.0,55.45
997,310.0,28.0,167.9,142.8,10.0,804.0,914.3,0.0,55.45
998,304.8,28.0,196.0,0.0,9.8,705.2,959.4,99.6,55.55
999,150.9,28.0,166.6,0.0,11.6,772.2,991.2,183.9,55.55
1000,141.9,28.0,173.5,166.6,10.9,785.3,882.6,129.7,57.92
1001,297.8,28.0,201.3,137.2,6.0,655.3,878.4,106.9,57.92
1002,321.3,28.0,190.5,164.2,4.6,774.0,870.0,0.0,25.61
1003,366.0,28.0,191.3,187.0,6.6,756.9,824.3,0.0,25.61
1004,279.8,28.0,172.4,128.9,9.5,804.9,825.1,100.4,33.49
1005,252.1,28.0,193.8,97.1,8.3,821.4,835.5,75.6,33.49
1006,164.6,28.0,181.6,0.0,11.7,728.9,1023.3,150.4,59.59
1007,155.6,28.0,180.3,243.5,10.7,697.7,1022.0,0.0,59.59
1008,160.2,28.0,203.2,188.0,11.3,709.7,828.7,146.4,29.55
1009,298.1,28.0,186.4,0.0,6.1,815.2,879.0,107.0,29.55
1010,317.9,28.0,209.7,0.0,5.7,736.6,860.5,126.5,37.92
1011,287.3,28.0,187.6,120.5,9.2,695.9,904.4,93.9,37.92
1012,325.6,28.0,174.0,166.4,8.9,790.0,881.6,0.0,61.86
1013,355.9,28.0,193.3,0.0,11.0,778.4,801.4,141.6,61.86
1014,132.0,28.0,178.9,206.5,5.5,735.6,866.9,160.9,62.05
1015,322.5,28.0,185.8,148.6,8.5,709.5,951.0,0.0,62.05
1016,164.2,28.0,181.2,0.0,12.6,846.0,849.3,200.1,32.01
1017,313.8,28.0,169.9,0.0,10.1,782.9,925.3,112.6,32.01
1018,321.4,28.0,182.5,0.0,11.5,779.7,870.1,127.9,72.1
1019,139.7,28.0,236.7,163.9,5.8,655.6,868.6,127.7,72.1
1020,288.4,28.0,177.4,121.0,7.0,829.5,907.9,0.0,39.0
1021,298.2,28.0,209.7,0.0,11.1,744.2,879.6,107.0,39.0
1022,264.5,28.0,195.5,111.0,5.9,790.4,832.6,86.5,65.7
1023,159.8,28.0,168.4,250.0,12.2,688.2,1049.3,0.0,65.7
1024,166.0,28.0,183.2,259.7,12.7,826.8,858.8,0.0,32.11
1025,276.4,28.0,179.6,116.0,8.9,768.3,870.1,90.3,32.11
1026,322.2,28.0,196.0,0.0,10.4,813.4,817.9,115.6,40.29
1027,148.5,28.0,192.7,139.4,6.1,780.0,892.4,108.6,40.29
1028,159.1,28.0,175.6,186.7,11.3,788.9,989.6,0.0,74.36
1029,260.9,28.0,200.6,100.5,8.6,761.5,864.5,78.3,74.36
1030,540.0,28.0,162.0,0.0,2.5,676.0,1040.0,0.0,21.97
1031,540.0,28.0,162.0,0.0,2.5,676.0,1055.0,0.0,21.97
1032,332.5,270.0,228.0,142.5,0.0,594.0,932.0,0.0,9.85
1033,332.5,365.0,228.0,142.5,0.0,594.0,932.0,0.0,9.85
1034,198.6,360.0,192.0,132.4,0.0,825.5,978.4,0.0,15.07
1035,266.0,90.0,228.0,114.0,0.0,670.0,932.0,0.0,15.07
1036,380.0,365.0,228.0,95.0,0.0,594.0,932.0,0.0,23.25
1037,380.0,28.0,228.0,95.0,0.0,594.0,932.0,0.0,23.25
1038,266.0,28.0,228.0,114.0,0.0,670.0,932.0,0.0,43.73
1039,475.0,28.0,228.0,0.0,0.0,594.0,932.0,0.0,43.73
1040,198.6,90.0,192.0,132.4,0.0,825.5,978.4,0.0,13.4
1041,198.6,28.0,192.0,132.4,0.0,825.5,978.4,0.0,13.4
1042,427.5,270.0,228.0,47.5,0.0,594.0,932.0,0.0,24.13
1043,190.0,90.0,228.0,190.0,0.0,670.0,932.0,0.0,24.13
1044,304.0,28.0,228.0,76.0,0.0,670.0,932.0,0.0,44.52
1045,380.0,90.0,228.0,0.0,0.0,670.0,932.0,0.0,44.52
1046,139.6,90.0,192.0,209.4,0.0,806.9,1047.0,0.0,62.94
1047,342.0,365.0,228.0,38.0,0.0,670.0,932.0,0.0,62.94
1048,380.0,90.0,228.0,95.0,0.0,594.0,932.0,0.0,59.49
1049,475.0,180.0,228.0,0.0,0.0,594.0,932.0,0.0,59.49
1050,427.5,180.0,228.0,47.5,0.0,594.0,932.0,0.0,25.12
1051,139.6,28.0,192.0,209.4,0.0,806.9,1047.0,0.0,25.12
1052,139.6,3.0,192.0,209.4,0.0,806.9,1047.0,0.0,23.64
1053,139.6,180.0,192.0,209.4,0.0,806.9,1047.0,0.0,23.64
1054,380.0,365.0,228.0,0.0,0.0,670.0,932.0,0.0,35.75
1055,380.0,270.0,228.0,0.0,0.0,670.0,932.0,0.0,35.75
1056,380.0,270.0,228.0,95.0,0.0,594.0,932.0,0.0,38.61
1057,342.0,180.0,228.0,38.0,0.0,670.0,932.0,0.0,38.61
1058,427.5,28.0,228.0,47.5,0.0,594.0,932.0,0.0,68.75
1059,475.0,7.0,228.0,0.0,0.0,594.0,932.0,0.0,68.75
1060,304.0,365.0,228.0,76.0,0.0,670.0,932.0,0.0,66.78
1061,266.0,365.0,228.0,114.0,0.0,670.0,932.0,0.0,66.78
1062,198.6,180.0,192.0,132.4,0.0,825.5,978.4,0.0,23.85
1063,475.0,270.0,228.0,0.0,0.0,594.0,932.0,0.0,23.85
1064,190.0,365.0,228.0,190.0,0.0,670.0,932.0,0.0,32.07
1065,237.5,270.0,228.0,237.5,0.0,594.0,932.0,0.0,32.07
1066,237.5,28.0,228.0,237.5,0.0,594.0,932.0,0.0,11.65
1067,332.5,90.0,228.0,142.5,0.0,594.0,932.0,0.0,11.65
1068,475.0,90.0,228.0,0.0,0.0,594.0,932.0,0.0,19.2
1069,237.5,180.0,228.0,237.5,0.0,594.0,932.0,0.0,19.2
1070,342.0,90.0,228.0,38.0,0.0,670.0,932.0,0.0,48.85
